rank,bgg_id,name,year,complexity,min_time
20309,5338,Ocean,1998,,90
20312,321118,Battle of Shanghai 1937,2021,2.000,
20316,11464,Alquerque,1000,1.833,10
20318,88900,Yaniv,,1.333,20
20323,163077,Dien Bien Phu,2015,2.200,
20329,2383,Blue Line Hockey,1968,1.846,45
20335,313833,MTV: The Throwback Music Party Game,2020,1.500,
20355,218460,Giant UNO,2015,1.000,
20358,374209,Five Nights at Freddy's: Night of Frights! Game,2022,,30
20363,19442,Tally-Ho,1998,1.000,
20386,4479,Ratrace,1967,1.556,90
20398,9418,"Eastwall: Battles for the Dnepr, September 1943 - February 1944",1997,3.000,360
20403,19971,Tuppen,,1.571,5
20403,255171,Pirates: The Great Chase,2012,1.500,
20413,93039,The Racing Horse Game,,1.000,20
20418,3354,Tide of Fortune,1993,3.143,360
20422,16970,Fanhunter Batallitas,1997,2.250,
20424,53,Brauerei,1996,2.500,
20425,21861,Three Musketeers,1969,1.667,10
20447,9246,L'Attaque,1909,1.250,20
20455,2749,The American Civil War,2001,2.651,240
20463,37332,Pietjesbak,,1.000,30
20476,283157,Dungeon Doors,,,30
20478,2320,Worldbeater,1975,1.250,240
20484,5348,"Khe Sanh, 1968",2002,2.857,360
20502,41326,Curious George: Discovery Beach Game,2008,1.000,
20514,3374,Scrabble Crossword Cubes Game,1964,1.000,10
20518,25460,"Kasserine: Baptism of Fire, February 1943",1976,2.100,240
20520,23402,Die unendliche Geschichte,1987,1.833,
20534,352599,Exploring Galapagos,2022,,20
20540,28296,Gruble,1989,1.200,
20541,236903,Snollygoster,2018,1.667,
20550,266353,Oh Fruck!,2018,,10
20555,152359,Machiavelli,1940,1.625,20
20556,12521,Moscou 1941: Aux Portes du Kremlin,1995,2.286,
20560,8361,Crimean Shield,1994,3.167,240
20566,417491,Odalin: Dungeons of Doom,2025,,90
20572,30000,Stratego: Transformers,2007,1.571,
20589,9248,Taxi!,,1.667,120
20591,4851,Civil War Game 1863,1961,1.600,30
20593,257958,Storiez,2018,,15
20596,9385,Yoté,,1.500,10
20598,7006,Management,1960,2.429,60
20598,20833,Code Sudoku,2005,2.714,
20599,187200,Germantown: Washington Strikes,2015,2.000,
20612,33782,Bonanza,1964,1.000,60
20620,4213,Mao,,1.971,5
20628,8388,Napoleon's Later Battles I,1992,2.750,240
20632,305872,"Coalition: The Napoleonic Wars, 1805-1815",2021,2.500,240
20648,14934,Mr. Lincoln's War: Army of the Potomac,1983,3.200,
20653,65796,Big Pirate,,1.250,20
20654,12496,Over the Top! Mons & The Marne,1997,2.800,
20656,63788,Freecell,,1.714,20
20670,17683,"Korsun: The German Pocket on the Dniepr, 1944",1979,2.857,
20692,8835,Stars and Bars,1984,3.167,240
20697,2097,Middle Sea: Empires of the Feudal Age,1979,2.333,240
20704,106821,Koniggratz: Blood & Iron Triumphant,2012,3.500,
20706,6129,Jena,1981,2.857,240
20715,29433,Buen Viaje,,1.375,60
20716,263992,Dodgy Dogs,2018,,5
20726,36250,Spanish Checkers,1400,1.333,30
20735,107402,Keren: East Africa 1941,2012,2.000,
20739,132717,Words with Friends,2012,1.000,
20744,222879,UNIMO,2017,,5
20751,335324,All of Us,2020,,30
20756,271692,Thirty-One,,1.333,10
20778,202516,Blank Marry Kill,2017,1.000,
20780,38286,The Solomons Campaign (Second Edition),2008,3.000,
20805,274034,UNO: Jurassic World,2017,,30
20810,18908,Cactus Throne: The Mexican War of 1862-1867,2005,2.857,360
20811,130041,"Soldiers: Decision in the Trenches, 1918",2013,2.000,
20817,239982,The Enigma Box,2018,3.857,6000
20833,2943,Lepanto,,1.800,10
20838,102750,Math Dice Jr.,,1.000,10
20843,37142,There Must Be a Victory,2009,2.400,360
20852,794,Foil,1968,1.500,60
20869,6005,Korea: The Mobile War,1987,3.167,240
20876,172259,Panik Pilze,2015,,15
20880,19957,Blitz,,1.143,10
20881,345475,Candy Crush DUEL: Pocket Edition,2021,,15
20890,300379,Battleship Shots,2019,1.000,
20911,2428,Battle-Cry,1961,1.641,60
20916,113995,Jask,2010,1.667,
20921,131000,Lovci pokladů,1987,2.000,
20931,19916,Cups,1969,2.000,20
20932,205769,ButterKO,2016,,10
20934,304340,Your Theme Park,2019,2.000,
20952,20888,Assault on Narvik,2005,3.000,240
20958,11116,Yarmuk,1997,2.556,
20982,310774,Burn the Witch,,2.750,45
20985,18945,"Downfall: If the U.S. Invaded Japan, 1945",2005,2.571,360
20996,22674,Mława 1939,1999,2.833,
21001,13535,Boy Scouts,1912,1.000,45
21003,8220,Civil War,1961,1.647,90
21005,34310,Hannibal's War,2008,3.143,240
21010,2581,Kismet,1963,1.333,30
21024,282587,(May Cause) Side Effects,2019,,15
21032,127823,Terrible Swift Swordfish,2012,1.556,
21038,8032,4 CYTE (Foresight),1962,2.400,30
21058,1984,Material World,1995,2.900,240
21059,2116,Cartino,1969,1.125,45
21074,153380,Tangrams Competitive Party Game,1930,1.000,30
21106,18613,"Khan: The Rise of the Mongol Empire, A.D. 1206-1295",2005,2.583,360
21107,25461,Pai Gow,,1.800,10
21110,14163,Foto-Electric Football,1941,1.111,
21110,16760,Richthofen,2002,1.438,
21111,727,Chinese Civil War: 1946-1949,1979,2.857,240
21115,315066,Dirty Money: The Money Laundering Game,2021,,30
21140,159843,Deluxe Battleship Movie Edition,2006,2.000,
21143,25223,¿Resiste Stalingrado?,1984,2.778,
21145,11071,Austin Poker,2004,2.400,
21157,13614,Chancellorsville,1961,2.667,120
21164,3144,High Hand,1963,1.833,60
21170,11402,Antietam Campaign,1995,2.556,
21171,11112,Rommel at Gazala,1995,2.400,
21173,1351,Legend of Heroes,1987,1.333,
21184,347616,Manda Huevos!,2021,,10
21189,28068,Four Twenty-one,,1.000,5
21191,73360,Soft Underbelly: The War in Southern Italy 1943,2010,3.250,240
21221,67477,Sequence Num6ers,2008,1.000,
21231,3425,Skunk,1953,1.000,30
21233,327297,Monopoly: Super Electronic Banking,2020,,
21236,27899,Chain Reaction,,1.000,
21250,41532,Million Dollar Password,2008,1.000,
21261,74309,"The South Seas Campaign, 1942-43",2011,2.750,240
21269,26292,Bzura 1939,1992,3.143,
21271,195255,Don't Drink and Draw,2010,,
21287,376656,The Traitors,2022,,40
21288,253095,TOPPEN,2013,,5
21288,305211,Scriptoria,,2.500,30
21289,313603,Trailz,2019,1.333,
21297,14567,Pro Foto-Football,1977,1.167,
21297,355034,Valhalla Lemmings,2021,1.000,
21298,293522,UNO Express,2018,1.000,
21301,207203,War Titans: Invaders Must Die!,,2.750,60
21306,11726,Knucklebones,-3000,1.000,
21322,15877,Abbeville 1940,1996,2.833,
21333,6087,Sicily '43: The Beginning of the End,1981,2.750,240
21339,151947,Trivial Pursuit: Doctor Who,2013,1.000,
21339,267565,Brain Fart,2018,,
21355,11351,Demyansk Pocket,1991,2.000,
21368,35312,Repeat Pete!,2008,1.000,
21378,272578,Scrabble: Harry Potter,2019,1.000,
21385,380229,Moose Master,2019,,30
21386,143200,Jungle Speed: Silver,2013,1.167,
21388,9263,The Forgotten War: Korea,1996,2.333,240
21388,290163,Shit Happens: Full of Shit,2016,,20
21396,13024,James Bond 007,1965,1.250,45
21398,129465,Black Stories 8,2012,,20
21408,25255,El Duelo de las Águilas,1984,2.667,
21410,147015,Monopoly: Go,,2.000,180
21419,144135,Sparta vs. Athens,2014,2.833,240
21427,233308,Tetris Dual,2017,1.000,
21428,13440,Horrific,2004,3.125,
21443,266525,Yoz,2019,1.125,
21451,18128,Solferino: 24 Juin 1859,1978,2.600,
21461,336,Jumpin,1964,1.591,15
21464,16914,Shrieks & Creaks,1988,1.400,
21465,2561,Pollyanna,1915,1.000,30
21466,19254,Blue and Gray,1903,1.600,20
21469,1729,Wide World,1956,1.250,45
21469,9488,Mancala 4,,1.333,30
21470,421203,Alpha Clash: Cosmic Conquest,2024,,45
21475,10354,All-Pro Football,1967,1.333,60
21479,19647,Wir sind schwanger,2005,1.000,
21479,286703,Kameleo,2019,1.000,
21488,268921,The Goblin King is Angry,,2.333,45
21499,3963,Tryce,1969,1.600,10
21512,148442,nullern,2013,1.667,
21525,378626,PuzzLegend: Sherlock Holmes,2023,,30
21533,356245,Mansplaining,2022,,30
21538,40615,Ki az úr a tengeren?,1985,2.500,
21541,17892,Mr. Lincoln's War: Army of the Tennessee,1983,3.546,
21542,14354,2ème D.B. 'I' Normandie,1983,3.143,
21552,5168,Queen's Guard,1842,2.333,30
21557,90735,Chaos,2010,1.500,
21574,16539,Word Wheel,1974,1.000,
21578,295824,Monopoly Speed,2019,,10
21579,19498,Kille,1741,1.000,
21596,13912,"The Sedan Campaign, 1870",2004,2.375,240
21602,23613,La vallée de la mort,2006,3.000,240
21603,157696,What the Fake?!,2014,1.000,
21610,63712,Accordion,,2.000,
21612,32324,Szczury Pustyni,1996,3.375,480
21622,17830,Miskatonic Madness,2005,1.333,
21630,165711,Pizzeria Italia,2014,1.000,
21631,322087,Monopoly: Disney Villains,,1.000,
21661,10192,5000,1963,1.000,20
21666,254814,UNO: The Legend of Zelda,2017,1.333,
21674,29080,Twelve Men's Morris,,2.250,20
21682,100470,Killer Party,2010,1.000,240
21685,18840,Wissens-Spektrum,1984,1.875,
21688,266747,Challenge of the Superfriends Card Game,2019,1.200,
21693,105434,Dingbats,2003,1.000,
21696,11347,Seega,,2.000,20
21698,7208,Guadalcanal,1983,2.143,240
21711,270628,Mount Rushmore,2019,,10
21712,13026,Strato Chess,1973,3.333,
21714,88704,Oudordodo,,1.000,10
21719,258946,UNO: UNOcorns,2017,1.000,
21728,302452,Beard Wizards,2019,,10
21729,18050,Argue!,2005,1.000,
21733,267884,Silicon Valley Startups,2018,1.000,
21745,11552,French Foreign Legion,2000,2.000,
21746,226511,Arrogance,2015,1.000,
21753,12226,Minestrone,2003,1.429,
21754,18288,Psychologizer,,1.250,
21772,7269,Monopoly: The Heirloom Edition,1997,1.667,300
21776,2806,U-Boat,1959,2.182,30
21795,135581,Pointless: The Travel Game,2012,1.000,
21809,133246,Bop-It Extreme,1998,1.000,
21815,215919,Oh! Sushi Game,2016,,15
21819,40853,Trivial Pursuit: Genus VI,2006,1.700,240
21826,165651,Merry Yard,2014,1.000,
21831,11121,"Operation Shock Troop: The Israeli Counterstroke Against Syria, 1973",1994,2.833,
21833,21435,Shoot The Moon,2004,1.200,
21841,3575,The Plot to Assassinate Hitler,1976,2.862,300
21848,8519,How to Host a Mystery: Star Trek – The Next Generation,1992,1.800,360
21854,81263,My First Triominos,,1.000,30
21855,388392,Durchmarsch,2023,,15
21886,116738,Drive on Pyongyang,2013,2.500,
21889,200290,Draw What?!,2015,2.000,
21889,265571,Monopoly: Game of Thrones,2018,1.750,
21899,10392,Campaigns of Napoleon,1980,4.200,360
21907,269038,Limite Limite: Limite,2017,,30
21921,7711,Hats Off,1968,1.000,10
21924,14424,Emperor's First Battles,1995,2.333,
21939,6184,Fury on Champlain,1994,2.800,240
21963,274174,4-Bidden Words,2018,,30
21964,17869,Heroes of Might & Magic IV Collectible Card & Tile Game,2005,2.750,
21964,185024,Fruit Mix,2015,,10
21969,7097,Go: The International Travel Game,1961,1.722,60
21986,98426,Super Tock 6,,1.500,45
21991,312698,Escape from the Mall,2020,,45
22013,33383,WobBally,2007,1.000,
22025,24180,Las siete y media,,1.333,
22026,32330,Arnhem 1944,1996,3.429,240
22031,29985,"Land Without End: The Barbarossa Campaign, 1941",2007,3.000,
22035,5000,Tuf-abet,1969,1.429,45
22035,8193,Chainmail,1971,2.333,360
22036,41955,Eurooppa Tietopeli,,1.667,45
22067,2873,Siege,1966,1.500,30
22068,368294,Wastelandia: A Co-op & Solo Boss Battler,2025,,30
22071,113544,Monopoly: Klingon Edition,2011,2.500,
22082,21563,Avista,,1.000,15
22089,10805,A Dark and Bloody Ground,2004,2.846,
22091,39549,Destination Hogwarts,2008,1.250,
22110,14606,Yu Yu Hakusho CCG,2004,2.000,
22110,200184,Monopoly: Super Mario Bros,2016,2.000,
22111,19044,Holidays,2005,1.000,
22117,12818,Cubilete,,1.000,
22118,188493,Sequence Cats,2013,1.250,
22153,27950,Paukenschlag,2008,2.636,240
22164,320534,Monopoly: Star Wars The Mandalorian,2020,1.833,
22167,8502,Big League Baseball,1967,1.857,90
22172,21,Gateway to the Stars,1994,3.000,
22191,38141,Bitwy II wojny światowej,1997,4.556,
22209,40072,Domo Caption This! Game,2008,1.667,
22220,989,1848,1998,3.000,
22228,10718,The Garden Game,1980,1.667,
22238,3047,Rails Through the Rockies,1981,3.125,240
22242,154252,Sergeant Major,,1.857,60
22252,343130,Detective Rummy,2022,,45
22255,23456,Trivial Pursuit: Star Wars – Bite Size,2005,1.600,
22256,325388,Trip 1907: Interactive Escape the Book Game,2018,2.333,
22298,73563,UNO: Toy Story 3,2010,1.000,
22322,196953,Battle Yahtzee: Alien vs. Predator,2016,1.000,
22325,1537,C&O/B&O,1969,2.100,360
22331,5799,Mattix,1968,2.000,20
22334,1941,Sjörövarön,1955,1.333,60
22334,191203,Commander Chess,2010,,
22335,7541,Killer Angels,1984,4.556,300
22340,17005,Bonaparte: The Napoleonic Campaigns,1982,3.250,360
22349,18913,Tabu Body Talk,2001,1.500,
22353,11873,AMC Reel Clues,2002,1.833,
22362,5349,Kesselschlacht: Ukraine Spring 1944,1992,3.083,360
22364,327299,Monopoly for Sore Losers,2020,2.000,
22372,168199,Black Stories 10,2014,1.500,
22373,189806,Rocket Squad,,1.333,10
22375,18907,War in the Aegean,2005,3.727,300
22383,145632,NFL Game Day,2013,1.333,
22399,11205,All-American Football,1958,1.000,60
22400,281429,Mammalath,2019,1.000,
22405,328586,HeroQuest: The Card Game,2021,1.000,
22420,23485,"Dice 10,000",,1.000,45
22429,13392,"Perfidious Albion: Napoleon's (Hypothetical) Invasion of England, 1814",1997,2.571,
22436,285599,3 Things,2019,1.000,
22441,205787,Sky Heist,2016,,15
22442,7651,Europe at War,1993,3.273,300
22454,5236,Yin Yang,1997,,20
22468,265210,Monopoly: Sailor Moon,2018,1.667,
22487,177437,YAK,2015,1.000,
22488,191928,Music IQ,2016,,30
22490,15109,Tegn og gæt,,1.000,
22499,183612,Bop It! R2-D2,2015,1.000,
22499,220226,Sapphiro,2016,1.000,
22506,16314,Party Scrabble,2004,2.000,
22507,26687,The Really Nasty Motor Racing Game,2006,1.417,
22509,23196,Battaglia Navale,1969,1.400,
22513,214276,Bounce-Off Rock 'N' Rollz!,2014,1.000,
22519,2326,Pirate and Traveler,1908,1.286,60
22534,19036,Villainy: The Supervillainous Card Game,2005,1.600,
22537,11483,Vittoria,1992,2.667,
22546,4025,Lankhmar,1976,2.000,240
22547,17521,Golf,,1.310,45
22547,159537,Ad-Lib Crossword Cubes,1963,1.000,20
22559,93275,Conquian,1897,1.750,10
22587,308572,Cinderella,2019,,10
22595,2974,Scoop,1953,1.500,45
22601,3189,BAS-KET,1938,1.000,30
22605,283796,Die Schule der magischen Tiere: Nicht zu fassen!,2018,,20
22606,10544,Master Quiz,,1.429,90
22633,23552,Totally Dingbats,1990,1.667,
22634,15090,Scrabble Dice,1989,1.556,
22635,345940,Monopoly: Target Edition,2021,1.000,
22636,172063,Tap A Bell'O,2015,1.000,
22641,6892,Tarawa: Bloody Betio,1992,2.333,360
22642,14001,Speed,1938,1.091,30
22642,295439,Jenga Mini,2016,,10
22657,6004,The Indian Mutiny,1988,2.600,300
22661,27982,Operation Rescue Kit,2006,1.000,
22680,4277,Heroes of Olympus,1981,3.000,360
22685,156567,Would I Lie to You?,2011,1.000,
22691,52276,Captain Pirate,2009,1.250,
22695,2513,Colony,2001,2.500,360
22700,296250,Unlocking Insanity: Dice Vermiis Mysteriis,2020,,30
22706,1774,Sale of the Century,1969,2.000,30
22708,11600,Table Soccer,1965,1.000,30
22720,277779,I should have known that!,2011,1.000,
22722,18163,Balancing Moon,,1.000,10
22729,25271,Das Jagdspiel,1954,1.000,45
22733,2489,Chaos Tiles,1999,1.800,
22738,202624,80's 90's Trivia Game,2014,1.000,
22745,317290,Drinkopoly,2014,1.000,
22746,370874,Koala Kart,2020,,25
22746,374521,"Planes, Trains and Automobiles",2022,,20
22764,269978,Catan Junior Mitbringspiel,2019,,15
22781,128282,Party & Co Disney,,1.000,30
22781,230881,Rollers Deluxe,2017,1.250,
22786,25984,Trivial Pursuit: Genus IV – Canadian Edition,1997,1.000,
22812,26207,Dicewords,2006,1.000,
22813,13716,Hasami Shogi,,1.875,30
22815,168236,My Little Pony Rainbow Magic Game,2014,1.000,
22822,242756,Deal or Duel,2017,1.333,
22826,92646,The Million Pound Drop,2010,1.250,
22833,397912,Mischief & Malice TCG,2024,,10
22841,2854,Exploration,1967,1.400,45
22842,3554,Rich Uncle,1946,1.250,30
22845,12133,"Last Battles: East Prussia, 1945",1994,3.667,300
22845,15654,Blizzard of '77 Travel Game,1977,1.750,
22854,319046,Icons: Women Who Play to Win,2020,1.000,
22856,192092,Catch Phrase,2015,,20
22857,56244,Honfoglaló,,1.833,
22869,344814,Harry Potter: Catch the Golden Snitch,2021,,5
22887,11496,"Bastogne ...and the Battle of the Ardennes December, 1944",1969,2.500,
22914,170034,Simon Swipe,2014,2.000,
22922,400790,Dubious: New Realms,2023,,30
22925,5819,Star Reporter,1937,1.800,60
22927,38950,Halma,1884,1.842,30
22932,18199,What's GNU?,2004,1.143,
22940,21746,Pionjär,1960,2.167,110
22943,14935,Slow Freight,2004,1.625,
22988,15563,Double Sens,,1.000,10
22988,122820,Mistrz Słowa,,2.250,30
22991,260815,kNOW!,2018,1.000,
23000,5998,The Italian Campaign: Sicily,1991,3.400,240
23000,266971,Llama Drama,2018,1.000,
23012,15009,Humm Bug,,1.000,30
23041,3566,Thinking Man's Football,1966,2.300,90
23063,19062,CardChess,2001,2.333,
23074,351494,TriATri,2021,,20
23079,4737,Numble,1965,2.000,45
23085,11529,Olustee,1993,2.250,
23089,43799,Coral Sea Solitaire,2010,2.900,240
23095,116938,Pictureka: Disney Edition,2009,1.000,
23102,6395,Combat,1963,1.167,60
23104,6588,Radar Search,1969,1.200,30
23108,260926,Collecto,2018,,15
23110,151409,Bedlam,2014,,30
23114,1368,Tuf,1967,1.714,10
23119,172494,Gruffalo Deep Dark Wood Game,2014,,5
23139,1393,Basta!,1994,1.000,
23157,10744,Corx,1999,1.000,
23176,20525,Knock Out Whist,,1.500,15
23179,9633,Barbie Queen of the Prom Game,1960,1.000,20
23203,383483,Bloxo,2023,,10
23206,310883,Monopoly: Rivals Edition,2020,1.000,
23207,352164,Trivial Pursuit: Decades – 2010 to 2020,2021,1.000,
23218,209857,PJ Masks: Night Sight,2016,1.000,
23223,13714,Qubic,1947,1.579,15
23234,187127,Monopoly: Back to the Future,2015,1.000,
23238,33406,Who Am I?,,1.333,20
23241,2311,Wild Life,1964,1.478,90
23242,372382,Biyi,,1.000,20
23245,344533,En la mente de Sherlock,2021,2.750,300
23247,297635,Top of Mind,2016,,15
23265,236112,60-Second Slam,2016,1.000,
23275,214030,Rally Roll,2016,,
23278,11511,Savage Station,1993,2.250,
23284,10570,To the Far Shore,1994,2.875,240
23288,195195,Monster Rejects,2016,1.000,
23293,170779,Press Here,2014,1.000,
23295,5999,The Italian Campaign: Salerno,1992,3.300,240
23328,202660,Run Bunny Run,2015,,20
23338,10575,Lightning Reaction,,1.143,10
23346,127304,Herooj,,1.500,30
23349,14034,Autobridge,1938,2.400,10
23350,13154,Monopoly: Popular Edition,1954,1.000,60
23351,6789,Die grosse Auktion,1959,1.444,60
23355,268588,The Awkward Storyteller,2017,1.000,
23361,343687,Alveole,2005,,30
23362,344404,Canopéa,2021,,20
23365,2331,Spill and Spell,1956,1.263,20
23365,9251,Whot,1935,1.200,10
23380,283544,25 Outlaws,2019,2.500,
23382,279646,Your Worst Nightmare,2017,1.000,
23388,26595,Word Sweep!,2006,1.000,
23392,1473,Barbarians: 70 BC - 260 AD,1994,2.846,240
23393,38665,Don't Say It,2008,1.333,
23408,240130,Rubik's Battle,2017,1.000,
23419,6006,Iron Cross,1990,2.700,240
23427,5663,WFF 'N PROOF,1962,3.800,45
23440,5646,Stap op,1950,1.059,20
23445,181471,Catan: Chocolate Edition,2015,2.400,
23453,109732,Three Little Pigs,2010,1.000,
23455,153810,The Simpsons Trivia Game: Fan Edition,2013,1.000,
23457,34575,Sea Monsters,2007,1.000,
23459,3016,"Stand & Die: The Battle of Borodino, 1941",1991,3.300,240
23462,4519,Yum,1959,1.125,30
23463,253048,Legends of Signum: Battle for Vallor,2018,,30
23465,3427,Blockhead!,1952,1.044,10
23477,10949,La Maldición del Templo Cristal,,1.000,30
23478,19842,Alpen Roulette,1965,1.000,5
23513,4509,Funny Bones,1968,1.182,60
23513,11052,BRIDG-IT,1960,1.714,15
23521,8966,Raid on Richmond,1991,2.500,360
23527,166567,Sequence Letters,2009,1.000,
23528,16723,Crystal Maze,1991,1.250,
23535,2924,Mr. Ree!: The Fireside Detective,1937,2.000,60
23536,19349,Zahlemann und Söhne,1994,1.000,
23536,156580,The Chase,2012,1.000,
23555,189833,Monopoly: Cthulhu,2016,1.000,
23563,33701,Wahoo,1930,1.167,45
23572,17580,Koffer packen,1967,1.333,15
23581,25455,Mercante in Fiera,1755,1.250,30
23595,211701,World At War 85: Blood and Fury,,2.000,60
23606,107029,Simon Flash,2011,1.333,
23610,159817,Bitwy XXI Wieku,2014,3.250,
23618,240135,Catch the Fox,2017,1.000,
23622,161130,Pig,1945,1.000,10
23624,9357,East Wind Rain: The War in the Pacific 1941-1945,1985,3.300,360
23630,349192,Grounded For Life,2020,,30
23631,2643,Target: Libya,1986,2.300,360
23652,6000,The Italian Campaign: Anzio,1992,3.583,240
23668,74310,Falklands Showdown: The 1982 Anglo-Argentine War,2011,2.286,240
23669,1269,Skip-Bo,1967,1.208,20
23688,263186,Dice of Dragons,,1.000,30
23692,3203,Contack,1939,1.400,10
23704,5616,James Bond Secret Agent 007 Game,1964,1.600,45
23707,224132,Monopoly: Ghostbusters edition,2016,,60
23719,19694,GEOMAG Magnetic Challenge,2005,1.667,
23726,34825,4-mation,2007,1.000,
23728,218639,Eye 'N Seek,2017,1.000,
23750,11115,Saipan,1993,2.667,
23753,25471,Five Field Kono,,1.667,10
23757,2517,Ulcers,1969,1.059,90
23774,37168,El Palé,1935,1.667,60
23778,83453,Best of British,2010,1.000,
23780,5878,Loteria,1887,1.177,10
23809,27981,Candy Land Castle,2007,1.000,
23821,12237,Oil: The Great Adventure,1960,2.000,60
23830,10952,Bells of War: Conquest Series,1997,5.000,1500
23832,762,Formula C Minus,2000,1.000,
23833,4353,Vector 3: Tactical Space Combat in Three Dimensions,1979,2.333,
23835,58678,Ezelen,,,30
23841,13106,Dad's Army,1974,1.200,
23844,4325,Conflict,1940,1.357,30
23847,94958,Drôles de petites bêtes Domino,,1.000,20
23852,2394,Dominoes,1500,1.371,30
23866,256861,"Yeti, Set, Go!",2018,1.000,
23870,320456,Farting Frenchies,2020,,15
23874,140480,Pyramid,,1.000,10
23882,136588,Bejeweled Frenzy,2013,1.000,
23893,26176,"It's the Great Pumpkin, Charlie Brown",2006,1.000,
23894,36866,Link-O,2007,1.000,
23911,2430,Phlounder,1962,1.200,10
23930,334824,Gopher,2021,1.500,
23952,22380,CSI: Senses,2006,1.333,
23962,295178,Monopoly: Longest Game Ever,2019,1.333,
23963,327722,Monopoly: Star Wars – The Child Edition,2020,,
23968,204069,Cranium Dark,2016,1.000,
23976,252501,Monopoly: Star Wars,2015,2.000,
23980,126463,Spectrix,2012,1.500,
23981,190409,Star Wars: Duels Card Game,2015,1.200,
23987,31136,1 vs. 100 Board Game,2006,2.000,
23988,85562,LineUp,2010,1.600,
23993,246,Politika,1996,1.500,
23993,11563,Forgotten Axis: The Finnish Campaign,1999,2.750,
24003,4866,Park and Shop,1950,1.333,30
24009,120264,Turista Mundial,,1.000,45
24012,161720,Rumplestiltskin!,2014,1.000,
24013,296960,Divercité,2019,,20
24022,104768,Scrabble Alphabet Scoop,2011,1.000,
24025,344040,Don Juan,2021,,10
24026,26768,Stixx,2006,1.333,
24026,104770,Monopoly: Crazy Cash,2009,1.000,
24033,266079,Galactiquest,2019,1.571,
24043,243093,5 Second Rule Mini Game,2016,1.000,
24047,19456,Frog Game,,1.000,20
24049,349219,ANTIFA: Le Jeu,2021,,20
24054,4577,Hollywood Squares,1967,1.000,30
24054,34974,Pasapalabra,2001,1.333,
24059,19087,Build-A-Burger,,1.000,30
24078,182252,Darkness Sabotage,,1.000,45
24082,14617,Mikado Magnetico,1988,1.000,
24082,148040,Monopoly: The Walking Dead – Survival Edition,2013,1.000,
24090,403133,Festi'vibes,2024,,15
24099,141059,Shelby's Snack Shack Game,,1.000,
24101,43044,Black Stories Junior: Pink Stories,2009,,2
24108,28292,Deluxe Weed!,,1.000,20
24124,31271,French Military Game,1886,2.200,5
24125,3080,RSVP: Vertical Crossword Game,1958,2.200,60
24136,152641,Bulls & Cows,,2.000,20
24142,26578,Tumbling Tower: Rainbow!,,1.000,5
24148,239807,Ship of Treasures,2017,1.000,
24157,154889,Toasted or Roasted,2014,1.000,
24165,223094,Burgermania,,,
24183,320538,Escape Advent Calendar: The Sunken Submarine,2020,1.000,
24188,256375,Star Wars: I've Got a Bad Feeling About This!,2018,1.000,
24189,11214,Pop Smarts,2001,1.000,
24199,15542,Orangino,2002,1.000,
24200,8057,1944: Second Front – From D-Day to Victory in the West,1990,4.000,300
24214,28371,Monopoly: My Marvel Heroes,,1.500,120
24216,14422,Pride and Prejudice: The Game,2002,1.250,
24217,324238,Guess in 10: Animal Planet,,1.000,
24224,12822,Weltreise,1930,1.118,45
24227,154085,How to Human,2014,1.000,
24229,151468,Downton Abbey: The Board Game,2013,1.000,
24236,227847,"Brezhnev's War: NATO vs. the Warsaw Pact in Germany, 1980",2018,2.000,240
24246,3606,The Game of Shakespeare,1966,1.714,60
24246,13350,Jeu du Nain Jaune,1760,1.500,1
24249,39431,Name Chase: Historical Figures Edition,2008,1.000,
24253,5996,"The Battle for Cassino: Assaulting the Gustav Line, 1944",1978,3.167,240
24258,67364,3D Tic Tac Toe,,1.000,10
24269,3324,Railroader,1963,1.478,60
24283,3342,Soccerama,1968,1.500,60
24296,11519,Bear Buddies,1997,1.000,
24311,23228,Evo,,1.600,30
24313,21095,Mage Master,2005,2.000,240
24313,23049,Hedbanz for Kids,,1.000,30
24319,167505,Star Wars Force Grab,2014,1.167,
24324,411934,Battle Spirits Saga,2023,,30
24325,25270,Stop & Go,1960,1.125,30
24330,9426,Long Cours,1959,1.667,60
24333,107435,Campbell's Alphabet Dice Game,2011,1.143,
24347,11673,Spanish Civil War Battles: Vol. 2 – Guadalajara & Penarroya,2003,3.375,
24347,17745,Cogno: The Alien Adventure Game,2004,1.200,
24353,155435,Disney Princess Pop-Up Magic Castle Game,2014,1.000,
24369,22209,Muumipeli,,1.000,30
24373,270732,Amoeba,2019,,30
24376,30253,Polly the Porcupine,2007,1.000,
24378,139162,Zingo! Sight Words,2012,1.000,
24394,82208,Monopoly: Deutschland,2007,,
24395,13657,Mu Torere,,1.000,30
24402,135329,Disruptus,2013,1.333,
24417,1574,Tactics II,1958,2.019,120
24434,11784,Instant Recall,1965,1.000,15
24445,144066,Family Feud Strikeout Card Game,2011,1.000,
24448,18543,Senior Moments,,1.000,
24464,2421,Tell Me: The Grand Quiz Game,1933,1.129,20
24472,22289,Geni!,,1.571,
24483,9091,The Newlywed Game,1967,1.375,30
24484,5259,Oh Snap!,1965,1.035,20
24498,13165,Owzthat,1932,1.000,10
24506,11556,Money Bags,,1.000,20
24510,42572,The Game of Life: Family Guy Collector's Edition,,1.000,
24514,39778,Big Brain Academy Cardgame,2008,1.000,
24534,26700,Monopoly: Dutch Edition,1961,1.500,180
24548,181,Risk,1959,2.070,120
