rank,bgg_id,name,year,complexity,min_time
13201,10102,"Ignorant Armies: The Iran-Iraq War, 1980-88",2003,2.546,240
13206,102346,Guns of the Askari,2012,2.636,360
13209,354402,Old School Tactical: Volume 1 – 2nd Edition,2022,3.000,
13212,65061,Sa Battalla,2010,3.111,
13220,375439,Middle-Earth Strategy Battle Game: The Lord of the Rings – Battle of Osgiliath,2022,,90
13246,73363,When Lions Sailed,2011,2.778,240
13256,27480,Command Decision: Test of Battle,2006,3.071,240
13263,114139,1761: From Canal to Rail,2011,4.000,300
13267,303552,Magic: The Gathering – Unsanctioned,2020,,20
13273,16972,"Alexandria, 1801",1996,3.000,240
13277,11756,Objective: Schmidt,1990,3.625,240
13292,67891,Hungarian Nightmare,2011,3.417,300
13297,351572,Pastiche: The Birth of a Masterpiece,2016,,30
13303,379773,Transformers Deck-Building Game: War on Cybertron,2023,,45
13305,5835,Command Decision,1986,3.546,360
13306,31605,Drive on Kursk: July 1943,2008,2.615,
13311,322750,Star Wars: Armada – Galactic Republic Fleet Starter,2020,,120
13314,6,Mare Mediterraneum,1989,3.000,240
13320,33541,Friedland 1807,2007,2.900,
13320,87428,Wagram 1809,2012,2.538,
13322,3603,The Normandy Campaign,1983,2.895,240
13334,12369,APBA Professional Golf,1962,1.667,120
13336,7966,Nomad Gods,1977,2.750,300
13338,10890,Behind,2003,2.667,
13340,5993,The Tigers Are Burning,1988,2.429,240
13341,109019,Caldera,2011,2.000,
13347,30684,Johnny Reb,1983,3.111,
13348,23733,Great War at Sea / Second World War at Sea: Cone of Fire,2008,2.909,
13348,143023,Alea Iacta Est,2013,3.125,
13350,8037,Patrol!: Man-to-Man Combat in the 20th Century,1974,3.312,240
13351,4970,Decision in France,1994,2.786,360
13363,355208,Q-less,2018,1.333,
13374,705,Caesar in Gallia: Conquest on the Ancient Frontier,1993,3.067,300
13374,304509,Victory at Sea: Battle for the Pacific,2020,2.600,
13376,64431,Buraco,,2.000,60
13381,64570,1843,2011,4.000,360
13384,107917,A Call to Arms: Star Fleet,2011,3.571,
13390,11889,End of the Iron Dream,1985,2.600,
13398,17482,Amirauté,1979,3.000,
13411,322626,Àiyé,2023,2.700,
13414,268899,Foreign Legion Paratroopers: Rapid Response Force,2020,3.167,
13419,18776,The Mediterranean,2005,3.308,480
13433,11964,Bloody Ridge,2005,3.400,240
13433,19257,Le Truc,,1.750,20
13437,97433,Les victoires du Maréchal de Saxe: Fontenoy 1745 – Lauffeld 1747,2011,2.438,200
13456,67084,The War: Europe 1939-1945,2012,4.000,1080
13476,120509,Olympic & Coronet,2012,2.800,
13478,359927,The Breach,2023,,60
13485,235254,Finn Billiards,2017,,15
13492,264948,LANDER,,3.333,115
13494,209452,Epic PVP: Magic,2018,,10
13495,238510,Farkle,,1.000,30
13512,3054,Sideshow: The Campaign for German East Africa 1914-1918,1990,2.833,360
13520,134834,Voldétour,2012,,30
13527,254125,The Tale of Ord,2018,3.500,600
13528,80044,Fury in the East,2010,2.444,360
13537,4802,Holy Roman Empire,1984,2.571,240
13545,6862,Laska,1911,2.571,30
13545,341192,Oh Really?,2019,,30
13547,6638,Fight in the Skies,1966,2.454,30
13551,193699,Konflikt '47,2016,2.500,
13557,207653,"Warhammer 40,000: Kill Team",2016,,
13595,5541,Barbarossa: The Russo-German War 1941-45,1969,2.412,360
13628,364020,Holiday Hijinks #5: The Birthday Burglary,2022,,60
13633,245483,Affinity,2018,,20
13636,36911,"Barbarossa: The Russo-German War, 1941-45",2008,2.667,600
13642,3727,Carla Cat,1955,1.020,15
13647,63906,Collusion,,2.000,
13660,130042,In Country: Vietnam 1965-1975,2013,3.454,
13667,8727,"U.S.N.: The Game of War in the Pacific, 1941-43",1971,3.546,360
13670,17691,Djambi,1968,2.571,60
13687,210411,Magic: The Gathering – Duel Decks: Jace vs. Vraska,2014,,
13687,359291,Midhalla,,3.429,90
13691,401216,Cascadero,2024,,45
13698,336831,PinPoint,2022,,30
13712,11179,Semper Victor,2004,2.909,1200
13717,370598,Trailblazers: Super Travel Edition,2023,,30
13730,174046,Dropzone Commander 2 Player Starter Set,2013,,120
13741,13667,WarGods of Ægyptus,2002,3.200,
13759,3471,Le Mans,1961,2.182,60
13767,168429,Foldable Table Curling,2013,,10
13788,1920,The Business Game,1965,2.079,90
13789,280472,WWE Dice Masters: Campaign Box,2020,,30
13797,21935,Chu Shogi,1300,4.250,120
13799,10300,Group of Soviet Forces Germany,2003,2.500,240
13818,3157,All-Star Baseball,1941,1.308,60
13822,25841,Le Grand Empire,2007,3.727,300
13838,189427,Iron Bottom Sound III,2015,2.667,
13840,42415,Dungeon Crawl,,,120
13843,357116,Steve Jackson's Munchkin Presents Batman,2023,,60
13848,143048,"Goeben, 1914",2014,2.167,
13852,11957,InterSpace,2004,3.154,360
13861,9339,Alexander at Tyre,1993,2.333,240
13866,8742,1815: The Waterloo Campaign,1975,2.462,360
13877,135194,The Grand Campaign,2013,4.143,360
13878,3705,Contraband,1950,1.353,20
13881,9093,1777: The Year of the Hangman,2002,3.400,300
13886,5186,King Arthur and the Knights of the Round Table,1986,2.900,240
13889,8402,The Great Pacific War: The Second World War in the Pacific 1937-1945,2003,4.000,240
13892,377506,Critical: Sanctuary – Season 1,2023,,30
13903,7941,NATO: Operational Combat in Europe in the 1970's,1973,2.750,240
13926,337261,Forbidden Psalm,2021,1.800,
13932,16169,Gettysburg: High Tide of the Confederacy,1982,3.000,600
13932,386270,Unboxed,2023,,30
13950,367469,Ghosts Love Candy Too Roll and Fright,2022,,15
13958,244163,Sherlock Holmes: The Challenge Of Irene Adler,2016,1.500,
13965,41247,Mia,600,1.143,20
13980,339619,Reign in Hell: Demonic Skirmish Combat,2021,2.000,
13994,260711,BARPIG: After Hours,2019,,30
14001,63823,Salerno: The 1943 Allied Invasion of Italy,2015,3.000,
14003,286210,"Campaigns of Montrose: A Year of Living Dangerously, 1644-1645",2019,2.250,
14009,210402,Magic: The Gathering – Duel Decks: Ajani vs. Nicol Bolas,2011,4.000,
14021,374868,Welcome to Reckoning,2023,2.000,
14040,7861,Soldier Emperor: Napoleon's Wars 1803-1815,2003,2.783,240
14040,394217,Shadows of Brimstone: The Impossible Hell Train,2025,3.000,120
14043,11110,A Famous Victory,1994,3.400,
14044,343309,Escape Room: The Game – Family Edition: Time Travel,2021,,60
14053,363486,Sherlock: Das Collier,2022,,60
14061,209774,100 Swords: The Silver Queen's Dungeon,2017,1.500,
14067,157529,The Truce or the Sword,2014,3.000,
14069,42641,Slouch Hats and Eggshells: The Allied Invasion of Syria & Lebanon – 1941,2011,3.300,240
14072,191095,Scoundrel,2011,1.000,
14073,8056,"Operation Shoestring: The Guadalcanal Campaign, 1942",1990,3.438,240
14074,9143,War in Europe (Second Edition),1999,4.000,360
14079,20834,Husarengolf,1997,,15
14101,80484,APBA Golf Game,2010,2.800,
14110,26945,The Battle of Rosebud Creek,2007,2.571,
14112,217210,Banana Wars: US Intervention in the Caribbean 1897-1933,2020,2.250,
14125,11132,Hitler's Last Gamble,1989,3.857,
14127,8758,Red Sun Rising: The Russo-Japanese War 1904-05,1977,3.500,240
14135,405772,Blooming Field,2024,,20
14137,418238,Ker Nethalas: Into the Midnight Throne,2024,4.000,
14145,4217,Alexandros,1991,2.294,240
14147,8304,So Long Sucker,1964,1.833,20
14156,210465,Magic: The Gathering – Duel Decks: Mind vs. Might,2017,3.000,
14159,248927,Magic: The Gathering – Duel Decks: Elves vs. Inventors,2018,,30
14161,1411,"Fugger, Welser, Medici",1994,3.571,360
14166,22182,Stonne Heights,2007,3.833,240
14169,14814,Fields of Glory: Oudenarde & Malplaquet,1996,3.222,240
14180,38836,"""Tarleton's Quarter!""",2010,2.769,240
14202,112995,Leipzig 20,2011,2.182,
14210,70499,The Island,2010,,
14210,273009,"Bar-Lev: The 1973 Arab-Israeli War, Deluxe Edition",2019,3.889,300
14215,11764,The Last Victory: Von Manstein's Backhand Blow,1987,3.857,420
14221,11930,Renju,,2.556,10
14228,357928,Key Enigma: Kalinasu Adventure,2022,,240
14229,17239,Gutshot,2005,2.889,240
14232,200111,Ager Sanguinis,2017,,90
14239,28096,De Bellis Magistrorum Militum: Wargame Rules for Ancient and Medieval Battle from 3000 BC to 1525 AD,2007,3.800,240
14242,210412,Magic: The Gathering – Duel Decks: Elspeth vs. Kiora,2015,3.000,
14243,149129,La Bataille de Vauchamps,2014,3.615,240
14244,11241,"The Cossacks Are Coming!: The Tannenberg Campaign, 1914",1982,4.273,360
14246,132601,Bellum Gallicum II,2012,2.786,
14258,22406,Twilight of the Ottomans: World War I in the Middle East,2007,2.875,360
14297,267250,Blade Rondo: Night Theater,2018,,10
14299,292707,Fjordar,2025,3.000,40
14311,14881,Rebel Sabers: Civil War Cavalry Battles,1986,3.333,240
14325,362959,Necromunda: Ash Wastes,2022,,60
14337,19253,Mate,1915,2.375,15
14357,298345,Dungeons & Dragons Dice Masters: Trouble in Waterdeep Campaign Box,2019,,15
14362,278322,Pinnacle,2019,,15
14381,3130,1899,1994,4.167,240
14381,6699,Command Decision III,1998,3.667,360
14400,29380,"Saipan & Tinian: Island War Series, Volume I",2010,2.714,
14401,6009,Soldiers of the Queen: Battles at Isandhlwana and Omdurman,1984,2.769,240
14406,10307,The Rules With No Name,,2.143,30
14426,313636,LEGACY: Quest for a Family Treasure,2021,,180
14430,394218,Shadows of Brimstone: Cursed Tombs of Khamuntet,2025,3.000,120
14439,59031,In their Quiet fields,1988,3.167,360
14439,231036,"Warhammer 40,000: Know No Fear",2017,,90
14440,5843,Royalty,1959,1.800,10
14441,369764,Clash of Decks: Resistance,2022,,30
14442,363489,Sherlock: Zimmer 208,2022,,60
14458,262566,Dubbe,2018,,45
14469,197635,The War of Jenkins' Ear,2017,3.000,
14475,10971,Board and Table Games from Many Civilizations,1960,2.333,
14477,25253,Battlefield Evolution: Ultra-Modern Tabletop Combat,2007,2.750,
14481,8577,Home Before the Leaves Fall: The Marne Campaign 1914,1997,4.412,360
14481,8834,"Dynamo: Dunkirk, 1940",1986,2.375,360
14485,368041,Unlock!: Short Adventures – Doo-Arann's Dungeon,2022,2.000,
14496,125400,Nieuport 1600,2012,2.250,240
14498,207905,Magic: The Gathering – Duel Decks: Speed vs. Cunning,2014,,
14512,11113,Rommel in North Africa: The War in the Desert 1941-42,1986,3.333,
14515,381629,Holiday Hijinks #7: The Turkey Trial,2023,,60
14517,5364,Makruk,,3.778,60
14518,1869,Jägersro,1945,1.944,180
14526,241068,Cysmic,2025,3.000,60
14530,231983,Debrecen 1944: Storms in the East 2 – Hungary,2017,2.000,
14539,285028,Geek Out! Disney,2019,,30
14565,32327,Waterloo 1815,1996,4.167,720
14566,17529,Haggle,1963,2.100,120
14581,219985,DC Comics Dice Masters: War of Light – Collector's Box,2015,,30
14583,300033,Kneipenquiz: Fußball-Spezial,2020,2.000,
14596,315276,Lucha Wars,2022,,15
14601,148356,Altar of Freedom: Grand Tactical Battles in the American Civil War,2013,2.200,240
14601,412997,Isle of Night,2024,,10
14603,41611,Advanced Pacific Theater of Operations,2009,4.636,360
14604,176560,Mechwarrior: Age of Destruction Starter Pack,,,
14613,176826,Yashima: Legends from Fairytale,2016,,30
14616,12936,Mentalis,1977,2.333,
14618,285902,Riot Quest: Single-Player Starter Set,2019,2.000,
14622,25937,Galactic Destiny,2007,3.435,240
14636,190115,King of New Tokyo,2015,,30
14644,210410,Magic: The Gathering – Duel Decks: Heroes vs. Monsters,2013,3.000,
14651,5418,Victory by Any Means: Campaign Guide,2004,3.857,300
14680,27944,"Schleiz, Saalfeld, Auerstaedt 1806",2007,2.778,
14688,250348,Stock hold'em,2018,,40
14688,378646,"Winter's Victory: The Battle of Preussisch-Eylau, 7-8 February 1807",2024,4.429,720
14689,401309,Oh! Meow! Bow!,2023,,15
14707,11388,Armati 2nd Edition: Rules and Lists for Ancient and Medieval Wargaming,2004,3.000,
14714,16328,Task Force: Carrier Battles in the Pacific,1982,2.273,360
14717,375378,Le grand méchant Monstre,2023,,20
14731,308533,Four Against Mars,2020,,30
14731,413246,Bomb Busters,2024,,30
14735,385546,Dungeons & Dragons: Trials of Tempus,2023,3.500,
14747,368467,Doomensions: Pop-Up Mystery Manor,2023,2.333,300
14758,5728,Grand siècle,1993,4.222,360
14766,2721,Wembley,1952,1.250,60
14766,292962,The Suits: Season 3,2019,,10
14768,1047,MeM,1968,3.625,20
14779,182410,First Crusade 1097–1099,2016,2.400,
14780,4853,Tripoley,1937,1.484,60
14794,182135,iKNOW: Amazing Earth,2014,,30
14811,317865,"Warhammer 40,000: Recruit Edition",2020,,60
14821,17649,First Blood: The 1st and 2nd Battles of Manassas,1989,3.667,480
14821,287219,Hurlyburly,2019,,5
14832,42591,Summer Lightning: The Invasion of Poland 1939,2011,2.900,240
14837,218615,Tropico,2017,1.000,
14853,143843,Spot it! Party,2013,1.000,
14853,301083,"An Impossible War: The First Carlist War in the North, 1834-1838",,3.000,180
14856,319794,Timeline: Chile,2020,,15
14866,29146,Okey,,1.667,15
14870,327402,DreamQuest,2021,,30
14874,18343,Wargame Design,1977,2.333,
14879,360740,Jenga Maker,2022,1.000,
14886,10716,Kemps,,1.167,30
14906,12336,"Bitter End: A Relief of the Besieged City, 1945",1983,3.400,360
14912,264089,Rebels and Patriots: Wargaming Rules for North America,2019,2.167,
14914,17779,Kaiser,1965,1.800,60
14917,218045,Mike Force,2018,2.500,
14918,29262,La Bataille de Deutsch-Wagram,1981,4.286,480
14919,7378,Sprouts,1967,1.643,10
14920,9794,Rummoli,1940,1.200,60
14929,9095,Diplomacy: Classical Variant,1998,2.667,360
14936,367089,Clash of Decks: Deliquescence,2022,,15
14948,2232,Wu Hsing,1969,2.333,30
14952,24704,Stratego: Marvel Heroes,2007,2.000,
14953,33969,A Splendid Little War: The 1898 Santiago Campaign,2009,2.333,720
14954,250463,Stadt Land Vollpfosten: Classic Edition,2016,1.111,
14955,36550,Bashni,1875,3.000,20
14961,10470,March to Victory: West Front 1914-1916,1997,4.357,360
14961,267404,Warlords of Erehwon Rulebook,2019,2.750,
14966,26621,Kircholm 1605,1994,3.333,
14973,31846,Liberia: Descent Into Hell – The Liberian Civil War 1989-1996,2008,3.083,300
14976,9259,Combined Arms: Command Decision Series Game,1988,3.000,240
14981,10361,"Dead of Winter: The Battle of Stones River – Murfreesboro, Tennessee",1989,4.375,360
14992,368039,Unlock!: Short Adventures – Secret Recipes of Yore,2022,2.000,
14993,111275,Fauna Kompakt,2011,,30
14993,219926,Pemberton & Grant: Vicksburg Campaign of 1863,2017,2.286,
15003,29377,Decisive Victory 1918: Volume One – Soissons,2021,2.500,480
15006,282300,Pitt's War,2019,2.714,
15017,325507,ロールライト ⚅富豪 (Roll Write Daifugō),2020,,30
15031,627,Royal Tank Corps,2000,2.706,
15033,409581,Rivages,2024,,20
15040,84470,Field of Glory Renaissance,2010,2.625,
15040,355346,Tolling of the Bell,2022,3.000,480
15050,209653,Gameception,2017,,5
15058,15391,"Death in the Trenches: The Great War, 1914-1918",2005,3.000,960
15062,13290,Byzantium Reborn,2004,2.929,240
15062,18785,Miscellaneous Game Magazine,,2.600,
15072,94371,"The Battle of Blenheim, 1704",2018,3.143,
15073,313649,Excalibohn,2020,,45
15084,362992,Rankster,2022,,15
15085,24999,Ardeny 1944,1992,3.200,240
15086,11452,Suez '73,1981,3.091,480
15086,210405,Magic: The Gathering – Duel Decks: Izzet vs. Golgari,2012,,
15103,30264,Ultimus Romanorum: La Chute de Rome,2007,3.000,480
15104,140626,Target: Iran,2014,2.400,
15122,220541,Museum Heist,2017,,20
15127,18536,Nok-Hockey,1942,1.000,10
15135,368045,Too Many Cooks,2022,,20
15154,235926,Empires & Alliances,2018,3.000,
15169,210065,SLAPZI,2015,1.000,
15171,204578,Cattack! No.1,2016,,15
15174,2474,Götterdämmerung,2001,3.000,360
15174,123223,Pike & Shotte,2012,2.500,
15179,8353,"Triumphant Return: The Soviet Liberation of Kiev, November 1943",1998,2.700,240
15184,313241,Micons,2020,,20
15187,249304,Heroes & Kings,2018,3.000,
15190,7694,Krypto,1963,1.857,10
15191,16332,The Battle of Tanga 1914,2015,2.500,360
15195,336632,Funkoverse Strategy Game: Space Jam A New Legacy 100,2021,,20
15199,182408,Commandos: Europe,2017,,
15200,14765,Tuppi,1900,2.600,10
15201,6088,Rommel: The Last Glory in Kasserine,1981,3.385,360
15217,194097,Catan: Big Game Event Kit,2016,,90
15222,8101,Team Yankee,1987,1.917,360
15227,17433,Rezolution: A Dark Tomorrow,2005,2.727,
15227,205478,Covenant,2016,,20
15248,8358,East Front Battles I: Blitzkrieg in the South,1993,3.000,300
15248,17615,1792: La Patrie en Danger,1991,2.889,
15250,194640,Under My Bed,2016,,5
15288,379186,Tic Tac K.O.: Cute vs Evil,2023,,30
15289,2751,Lawrence of Arabia: The British Offensive – September-October 1918,1983,2.312,360
15289,369571,CGT: Card Game Traders,2023,,20
15291,155412,Red Tide West: The Cold War & World War III in Europe,2014,3.500,
15293,210406,Magic: The Gathering – Duel Decks: Sorin vs. Tibalt,2013,,
15295,142219,All Quiet on the Martian Front,2014,2.286,
15298,25999,Hus,,1.667,40
15301,707,When Tigers Fight,1994,2.941,300
15302,4962,1914,1968,3.625,360
15314,12049,Wintergewitter,2007,3.200,300
15329,284650,Trois Batailles en Allemagne,2020,3.000,
15330,322759,Безумная кухня,2020,,20
15335,15211,Poland '39: The Nightmare Begins,1992,2.500,360
15339,115370,Cuttle,,2.400,5
15373,18876,Gazala 1942,2005,2.333,240
15378,16829,"La Bataille de l'Ebre, 1938",2005,2.625,240
15380,11477,The First Arab-Israeli War,1997,2.600,
15383,418826,Dark Blood,2025,3.000,60
15385,155414,Angola: Cold War Struggle in Africa,2014,3.250,360
15386,341713,Power Rangers: Deck-Building Game – Zeo: Stronger Than Before,2021,,30
15394,251434,Blenheim 1704 AD,2019,2.500,
15399,7142,Zitadelle: Duel for Kursk,1992,2.667,240
15401,3161,Port Stanley: Battle for the Falklands,1984,3.000,360
15402,366267,The Real Truth,2022,2.500,
15405,15399,Kharkov 1943: le coup de maître de Von Manstein,1992,3.167,240
15413,218683,Alesia: Last Stand of the Gauls,2018,1.900,
15417,342283,Unsolved Case Files: Avery & Zoey Gardner,2021,,180
15426,4815,The Campaign for North Africa: The Desert War 1940-43,1979,4.752,60000
15443,210401,Magic: The Gathering – Duel Decks: Knights vs. Dragons,2011,,
15445,310990,Revelations,2020,,30
15449,297958,"The Korean War: June 1950 – May 1951, Designer Signature Edition",2021,3.778,240
15451,349767,Aban!,2022,,15
15458,9197,The Seven Years War,1993,2.929,240
15458,10822,The Seven Years World War,2004,3.100,240
15466,33692,Brandubh,,3.167,20
15472,400166,RIP,2023,,15
15474,956,Azteca,1998,3.385,240
15484,11050,Bastogne or Bust (Second Edition),1995,3.000,600
15484,415845,Grimcoven,2025,,90
15486,12505,Clash of the Eagles: Borodino & Friedland,1999,2.333,
15491,254263,Avec Honneur et Panache: Volume 1 – Turenne,2018,2.500,
15496,20610,Rapid Fire! (Second Edition): Fast Play World War Two Wargames Rules,2005,2.143,240
15497,385417,Walking in Burano: Roll & Write,2023,,30
15511,6085,East & West: The Third Mondial War,1981,3.333,360
15512,349134,Save: South Vietnam!,2022,2.400,250
15513,218612,Face de bouc,2017,1.000,
15523,11373,Autumn of Glory,1995,2.700,
15555,226,Isi,1999,,30
15565,6360,"Antietam: The Bloodiest Day, 17 September 1862",1975,2.143,240
15568,351622,Key Enigma: Calling Card,2021,2.000,480
15573,379350,ADAPTOID 24,2023,,15
15574,123399,Dragon Quest: Slime Race,,1.333,
15574,387561,Uchronicle,2023,,30
15582,294710,Outrun,2021,,10
15584,374212,Nuts a GoGo!,2021,,10
15587,7735,Fatal Alliances II,1994,3.778,240
15587,10880,Calciomania,1985,1.091,
15589,22061,TEG: La Revancha,1990,2.643,240
15592,257599,Invasions: Volume 1 – 350-650 AD,2020,4.333,240
15609,22427,Miscellaneous Game Book,,2.800,
15610,361862,Pass the Party Food,2023,,30
15612,15683,War For the Motherland,1994,3.429,360
15615,210390,Magic: The Gathering – Duel Decks: Elves vs. Goblins,2007,3.000,
15622,25516,A Fatal Attraction: The Gallipoli Campaign,2007,2.857,360
15636,4172,Veracruz: U.S. Invasion of Mexico 1847,1977,3.046,360
15661,187199,MiG Alley: Air War Over Korea 1951,2015,2.250,
15671,246751,Corpo Truppe Volontarie: Santander 1937,2018,2.000,
15689,7112,NATO Division Commander,1980,4.133,360
15694,292961,The Suits: Season 2,2019,,10
15695,334353,1849: Kingdom of the Two Sicilies,,,180
15698,133535,Foosball tabletop soccer,,1.250,
15700,931,Corner,1974,1.500,
15706,7754,Smithereens: The End of World War II in Europe,1993,2.182,360
15715,8544,Battle for China,1999,2.875,360
15715,377898,Ardennes II,2023,2.857,
15728,18342,The Best of Board Wargaming,1980,2.750,
15741,244172,Sherlock Holmes: The Beginning,2013,2.000,
15756,371836,OCEAN: Great Barrier Reef,2022,,25
15762,116737,Six Day War: 1967,2012,3.500,
15764,294773,La Résistance,2020,2.167,
15767,54707,Fantom Staré Prahy,,2.250,45
15767,391084,Nine Tiles Extreme,2023,,
15769,11011,Ancient Conquest,1975,2.333,300
15793,276,"La Guerre de l'Empereur: The Emperor's War, 1805-1815",1997,3.385,240
15810,380051,Investigation Express,2023,,30
15815,342097,Blokus Shuffle: UNO Edition,2021,,30
15817,158586,"Rampage: The Allied Drive on Germany, August - September, 1944",2015,2.500,
15820,363625,Fateforge: Chronicles of Kaan,2024,,
15822,358807,Glitch Squad,2023,,10
15826,38825,Chosin: X Corps Escapes the Trap,2009,3.250,240
15831,346800,Forsaken,2024,,90
15837,2605,Tri-Tactics,1925,2.500,240
15837,11640,Klabberjass,1930,2.500,45
15837,379554,Timeline Twist: Pop Culture Edition,2023,,20
15840,12562,Sunrise of Victory: The 1942 Campaign in Russia,1990,2.571,300
15859,9636,Winter Storm: Decision at Stalingrad,1980,4.091,240
15865,13240,Panzer Miniatures Rules: A Tactical Game of Armored Combat,2004,3.273,240
15865,377162,Cartaventura Odyssey: The Treasure of Libertalia,2022,,45
15884,3954,Baseball Strategy,1960,1.905,60
15890,5346,Skittle-Bowl,1783,1.200,30
15910,89807,Bradley's D-Day,2011,3.333,240
15914,340030,Les Apaches de Paris,2021,,40
15917,7095,Call My Bluff,1965,,60
15917,212298,Magic: The Gathering – Duel Decks: Zendikar vs. Eldrazi,2015,,
15927,307172,Kingdom Maps,2020,,20
15928,39279,Somosierra 1808,2008,1.923,
15935,158416,Kircholm 1605,2014,2.500,240
15936,14709,Gangs of Mega-City One,2005,2.600,
15939,16432,Vinegar Joe's War: CBI,2005,3.375,240
15940,10968,Crash Canyon,1989,1.444,
15945,165946,Green Beret: Vietnam,2015,2.167,
15962,5173,Avalanche: The Invasion of Italy,1994,3.000,240
15962,381716,UNO Ultimate Marvel: 2nd Edition,2023,,10
15966,5828,Aachen,1983,3.667,360
15968,107012,The Sun Never Sets volume II,2012,2.667,
15971,31067,Luftwaffe: Aerial Combat – Germany 1943-45,2007,2.833,240
15976,7470,BattleSpace: The BattleTech Game of Space Combat,1993,2.909,360
15977,14514,Metric Mile,1986,2.000,
15977,16439,Loot,1993,1.000,
15987,188759,Invasion Afghanistan: The Soviet-Afghan War 1979-1989,2016,2.667,
15996,13498,Epic of the Peloponnesian War,2006,3.954,300
16007,18061,Chennault's First Fight,2005,2.923,300
16017,234657,TRUT,1600,1.667,5
16031,6890,The Last Blitzkrieg,1994,3.000,360
16034,26786,Number Rumba!,1991,2.200,
16040,293708,Panic in the Air,2019,,10
16044,25313,An Evening With Bram Stoker's Dracula,1992,1.000,
16049,7588,Principles of War: Napoleonic – Wars Between 1792 and 1815,1996,3.000,360
16052,10946,The American Civil War,1974,2.762,240
16065,12218,"Lille: The Classic Vauban Siege, 1708",1978,3.286,
16074,23605,Les Dieux Nomades,1994,3.667,300
16082,11435,Lee Takes Command,1993,2.778,300
16096,7003,The Battle of Britain,1968,2.571,120
16115,368974,Vienna,2023,3.000,
16120,27665,Korsoun 1944,2007,2.833,
16140,381984,Cover Your Cookies,2023,1.000,
16143,85124,The Battle of Stalingrad,2012,2.200,
16145,200696,1631: Un Empire en Flammes,2016,3.000,
16150,39708,Roliça et Vimeiro 1808,2008,2.571,
16151,178517,Black Ops: Tactical Espionage Wargaming,2015,2.500,
16172,5755,Guadalcanal,1966,2.454,360
16179,286927,One Night Ultimate Super Heroes,2019,,10
16182,150424,Ghost Division: The 7th Panzer Division's Drive to the Sea,2014,2.333,
16186,17939,18US,2005,4.400,240
16197,323873,Rise of the Metro,2020,,30
16199,16110,Il Cucco,,1.250,2
16200,368906,Spaceship Unity: Episode 0,2022,,50
16212,118539,Medieval Conspiracy,2015,2.500,240
16215,2263,Crusades II,1994,2.000,240
16223,284690,Son of Doctor Esker's Notebook,2019,,60
16236,6007,Fortress Stalingrad,1988,2.454,240
16246,192322,Rory's Story Cubes: Looney Tunes,2016,,10
16260,97747,Electronic Taboo,2001,1.000,
16261,88045,From Overlord to Berlin,2010,2.214,360
16266,13593,Drive on Damascus,1981,2.750,600
16266,302725,Rory's Story Cubes: Star Wars,2020,,10
16271,208134,Danger the Game,2018,1.500,
16275,90162,Carrom Shuffle Board Game,,,15
16278,258818,Connect 4: Shots,2018,1.000,
16281,37391,Scotland Yard,1982,1.400,
16289,202177,Gardens of Io,2016,,30
16292,5321,The Battle of the Little Big Horn,1962,1.182,45
16298,6086,Okinawa: The Bloodiest Battle of the Pacific Ocean,1979,3.053,240
16322,301442,Froggit,2020,1.500,
16323,324522,Happy Dim Sum,2021,,15
16324,234614,Rory's Story Cubes: Explore,2017,,15
16334,27373,Guillotine,1987,,90
16336,272711,Monsters vs. Heroes: Volume 2 – Cthulhu Mythos,2019,,10
16342,9084,Grunwald 1410,1992,3.375,300
16347,153056,The War for Turkish Liberation,2018,2.750,
16353,23614,Imperial Sunset: The Battle of Leyte Gulf 1944,2006,3.250,240
16356,17684,"Operation Star: The Soviet Winter Offensive, 1943",1979,2.286,
16362,205345,Anno Domini: Essen & Trinken,2016,,30
16370,23724,Dragon Chess,2005,,30
16373,297510,"Kingdoms Forlorn: Dragons, Devils and Kings",2024,4.250,
16385,513,WarChest,1999,2.000,
16386,354727,Pengo Jump,2022,,15
16389,400570,Odd Shop,2023,,30
16390,446,Avalanche,1965,1.192,30
16393,75668,Whist 22,,1.333,20
16395,362106,Keepers,2022,,15
16415,279477,Madrino,2019,,20
16421,7703,Principles of War: 19th Century,1995,,180
16439,204496,Villannex (2nd Edition + expansions),2016,,5
16455,90002,Meatgrinder: Battle for Xuân Lộc 1975,2011,2.875,280
16467,272803,Monopoly Gamer: Overwatch Collector's Edition,2019,1.500,
16475,36513,Tien Gow (Sky Nine),1120,1.500,
16475,116736,Somali Pirates,2012,3.000,
16489,17591,Mohawk,1983,2.222,240
16495,170555,Who Knows Where?,2014,1.500,
16496,247951,"Moscow: The Advance of Army Group Center, Autumn 1941",2019,2.375,
16507,28017,Bleff,,1.000,45
16511,4778,Sinaí,,1.454,45
16511,10914,Hannibal: Rome and Carthage in The Second Punic War 219-202 B.C.,1983,2.500,
16514,219208,Poison,2017,,20
16521,263214,Stella,2018,,5
16528,305564,Anchorman: The Game – Improper Teleprompter,2020,1.000,
16535,7657,Astron,1954,1.000,30
16535,204397,Warhammer Age of Sigmar: Storm of Sigmar,2016,2.333,
16539,305855,Napoleon's Imperium,2021,2.250,240
16552,17352,Subbuteo Cricket,1949,2.000,30
16555,234886,Wer weiß das!?,2017,,40
16572,384173,Indiana Jones: Cryptic – A Puzzles and Pathways Adventure,2023,,60
16578,299857,Atlantic Wolves,2020,2.333,
16586,305911,Sherlock Holmes: The Shadow of Jack the Ripper,2018,1.000,
