rank_debiased,bgg_id,name,year,rank,avg_rating,avg_rating_debiased,avg_rating_change,avg_rating_bayes_debiased,rank_change
253,370591,Dorfromantik: The Board Game,2022,596,7.688,7.864,0.175,6.988,343
254,16992,Tsuro,2005,1111,6.664,7.111,0.447,6.987,857
255,245655,The King's Dilemma,2019,318,7.784,7.584,-0.200,6.983,63
256,182874,Grand Austria Hotel,2015,64,7.947,7.144,-0.804,6.983,-192
257,336382,Marvel United: X-Men,2021,429,8.093,8.052,-0.041,6.982,172
258,258210,Blitzkrieg!: World War Two in 20 Minutes,2019,427,7.613,7.610,-0.003,6.981,169
259,169426,Roll Player,2016,249,7.455,7.143,-0.312,6.973,-10
260,265736,Tiny Towns,2019,420,7.231,7.154,-0.077,6.973,160
261,300531,Paleo,2020,210,7.705,7.265,-0.440,6.970,-51
262,164153,Star Wars: Imperial Assault,2014,72,7.964,7.104,-0.860,6.967,-190
263,256680,Return to Dark Tower,2022,279,8.293,7.843,-0.449,6.963,16
264,132531,Roll for the Galaxy,2014,134,7.595,7.067,-0.528,6.960,-130
265,219215,Werewords,2017,921,7.134,7.618,0.484,6.960,656
266,341169,Great Western Trail: Second Edition,2021,25,8.335,7.213,-1.122,6.957,-241
267,233398,Endeavor: Age of Sail,2018,154,7.896,7.323,-0.573,6.956,-113
268,115746,War of the Ring: Second Edition,2011,8,8.541,7.109,-1.432,6.954,-260
269,256788,Detective Club,2018,846,7.376,7.814,0.438,6.953,577
270,342070,Thunder Road: Vendetta,2023,493,7.970,7.953,-0.017,6.951,223
271,17329,Animal Upon Animal,2005,1141,6.789,7.351,0.562,6.950,870
272,205398,Citadels,2016,491,7.258,7.197,-0.061,6.950,219
273,147151,Concept,2013,993,6.766,7.118,0.352,6.949,720
274,317985,Beyond the Sun,2020,87,7.921,7.173,-0.748,6.948,-187
275,327,Loopin' Louie,1992,1164,6.748,7.303,0.555,6.945,889
276,63268,Spot it!,2009,1486,6.551,7.118,0.568,6.944,1210
277,176920,Mission: Red Planet (Second Edition),2015,363,7.410,7.239,-0.172,6.943,86
278,156336,Onirim (Second Edition),2014,744,7.052,7.267,0.215,6.943,466
279,155426,Castles of Mad King Ludwig,2014,198,7.519,7.072,-0.447,6.943,-81
280,162886,Spirit Island,2017,11,8.344,7.004,-1.340,6.940,-269
281,184921,Bunny Kingdom,2017,337,7.433,7.202,-0.231,6.936,56
282,300905,Top Ten,2020,891,7.503,8.030,0.527,6.935,609
283,264220,Tainted Grail: The Fall of Avalon,2019,98,8.090,7.197,-0.893,6.935,-185
284,188866,Awkward Guests: The Walton Case,2016,340,7.589,7.352,-0.237,6.935,56
285,47,Chinatown,1999,354,7.428,7.230,-0.197,6.933,69
286,270314,Ohanami,2019,930,7.299,7.802,0.503,6.931,644
287,2651,Power Grid,2004,62,7.810,6.981,-0.828,6.931,-225
288,478,Citadels,2000,507,7.064,6.992,-0.072,6.931,219
289,9674,Ingenious,2004,558,7.102,7.119,0.017,6.926,269
290,123540,Tokaido,2012,738,6.933,7.053,0.120,6.926,448
291,14105,Commands & Colors: Ancients,2006,205,7.775,7.299,-0.476,6.924,-86
292,284189,Foundations of Rome,2022,487,8.019,7.998,-0.021,6.924,195
293,3,Samurai,1998,264,7.465,7.126,-0.339,6.923,-29
294,172081,Burgle Bros.,2015,345,7.445,7.214,-0.231,6.923,51
295,284435,Nova Luna,2019,578,7.293,7.329,0.036,6.921,283
296,293296,Splendor: Marvel,2020,629,7.583,7.665,0.082,6.919,333
297,155068,Arcadia Quest,2014,296,7.609,7.233,-0.377,6.919,-1
298,166669,San Juan (Second Edition),2014,426,7.458,7.367,-0.091,6.917,128
299,25021,Sekigahara: The Unification of Japan,2011,200,8.007,7.464,-0.543,6.917,-99
300,251678,Railroad Ink: Blazing Red Edition,2018,833,7.094,7.392,0.298,6.916,533
301,315767,Cartographers Heroes,2021,466,7.782,7.732,-0.049,6.915,165
302,209778,Magic Maze,2017,683,6.963,7.070,0.107,6.915,381
303,353545,Next Station: London,2022,713,7.477,7.760,0.283,6.913,410
304,136063,Forbidden Desert,2013,516,7.082,7.019,-0.062,6.913,212
305,192153,Reign of Cthulhu,2016,499,7.363,7.226,-0.137,6.912,194
306,227935,Wonderland's War,2022,174,8.113,7.423,-0.690,6.909,-132
307,40692,Small World,2009,349,7.211,6.950,-0.260,6.904,42
308,227456,Escape the Dark Castle,2017,1438,7.411,7.871,0.460,6.903,1130
309,299169,Spicy,2020,978,7.164,7.534,0.370,6.901,669
310,195314,Herbaceous,2017,1014,7.035,7.491,0.457,6.901,704
311,192135,Too Many Bones,2017,33,8.341,7.135,-1.205,6.900,-278
312,7854,YINSH,2003,227,7.712,7.259,-0.453,6.897,-85
313,204305,Sherlock Holmes Consulting Detective: Jack the Ripper & West End Adventures,2016,437,7.597,7.444,-0.153,6.897,124
314,325635,Unmatched: Little Red Riding Hood vs. Beowulf,2020,569,8.169,8.179,0.009,6.895,255
315,161614,Stockpile,2015,451,7.457,7.350,-0.107,6.894,136
316,220877,Rajas of the Ganges,2017,147,7.728,7.124,-0.603,6.892,-169
317,227224,The Red Cathedral,2020,201,7.703,7.148,-0.554,6.891,-116
318,172931,Outfoxed!,2014,1053,7.157,7.670,0.513,6.891,735
319,171668,The Grizzled,2015,563,7.138,7.111,-0.027,6.890,244
320,4390,Carcassonne: Hunters and Gatherers,2002,617,7.129,7.137,0.008,6.889,297
321,56692,Parade,2007,899,7.001,7.301,0.300,6.888,578
322,191862,Imhotep,2016,536,7.147,7.095,-0.052,6.888,214
323,169124,Flick 'em Up!,2015,1007,6.864,7.242,0.378,6.886,684
324,350933,The Guild of Merchant Explorers,2022,471,7.732,7.667,-0.065,6.884,147
325,253284,Ticket to Ride: New York,2018,1071,6.920,7.351,0.430,6.883,746
326,271055,Dwellings of Eldervale,2020,116,8.189,7.365,-0.824,6.883,-210
327,245487,Orchard: A 9 card solitaire game,2018,1000,7.342,7.817,0.475,6.883,673
328,298069,Cubitos,2021,436,7.430,7.274,-0.156,6.882,108
329,216734,Dice Throne: Season One,2018,622,7.520,7.432,-0.088,6.882,293
330,217449,NMBR 9,2017,1074,6.863,7.310,0.447,6.880,744
331,8217,San Juan,2004,390,7.234,7.013,-0.220,6.879,59
332,371942,The White Castle,2023,179,7.976,7.294,-0.681,6.878,-153
333,318084,Furnace,2020,386,7.422,7.193,-0.228,6.877,53
334,350184,Earth,2023,191,7.682,7.087,-0.595,6.873,-143
335,171623,The Voyages of Marco Polo,2015,92,7.782,6.999,-0.782,6.873,-243
336,150658,Pandemic: The Cure,2014,504,7.249,7.172,-0.077,6.873,168
337,269207,The Taverns of Tiefenthal,2019,235,7.577,7.114,-0.462,6.872,-102
338,356123,Turing Machine,2022,361,7.750,7.446,-0.304,6.872,23
339,21348,Ticket to Ride: Märklin,2006,415,7.411,7.216,-0.194,6.872,76
340,145639,Coconuts,2013,1136,7.030,7.593,0.563,6.871,796
341,328871,Terraforming Mars: Ares Expedition,2021,171,7.672,7.049,-0.623,6.871,-170
342,318243,HITSTER,2022,996,7.690,8.278,0.588,6.870,654
343,155987,Abyss,2014,393,7.328,7.086,-0.242,6.870,50
344,269210,Twice as Clever!,2019,399,7.446,7.231,-0.215,6.868,55
345,173090,The Game,2015,1184,6.710,7.145,0.435,6.867,839
346,100901,Flash Point: Fire Rescue,2011,455,7.162,6.998,-0.164,6.867,109
347,198740,Lovecraft Letter,2017,920,7.216,7.542,0.326,6.866,573
348,295770,Frosthaven,2022,26,8.831,7.302,-1.529,6.866,-322
349,146508,T.I.M.E Stories,2015,277,7.393,6.979,-0.414,6.864,-72
350,247763,Underwater Cities,2018,43,8.059,7.022,-1.037,6.864,-307
351,170561,Valeria: Card Kingdoms,2016,569,7.453,7.426,-0.027,6.863,218
352,223321,Detective: A Modern Crime Board Game,2018,257,7.672,7.165,-0.507,6.863,-95
353,28720,Brass: Lancashire,2007,20,8.194,6.987,-1.207,6.862,-333
354,171499,Cacao,2015,689,7.081,7.153,0.072,6.862,335
