rank,bgg_id,name,g_index
6434,14992,Sword & Skull,10
6434,15045,Risk: Star Wars – Clone Wars Edition,10
6434,15196,Flunkern,10
6434,15261,"Trump, Tricks, Game!",10
6434,15271,Contrario,10
6434,15369,The Devil's Cauldron: The Battles for Arnhem and Nijmegen,10
6434,15830,Scene It? Disney,10
6434,16196,Sword and Sail,10
6434,16232,Flying Hats,10
6434,16369,Das Kleine Gespenst,10
6434,16804,Eastern Front: A Panzer Grenadier Game,10
6434,16807,Swipe,10
6434,16985,Gelb gewinnt!,10
6434,17250,Monopoly: London,10
6434,17285,Alfredo's Food Fight,10
6434,17517,Clue Mysteries,10
6434,17623,Inferno,10
6434,17705,Faces,10
6434,17962,Cranium Bumparena,10
6434,17997,Anno Domini: Sex & Crime,10
6434,18246,Island Of D,10
6434,18297,Experiment,10
6434,18400,Battle Beyond Space,10
6434,18464,White Rabbit,10
6434,18500,Sator Arepo Tenet Opera Rotas,10
6434,18905,Slap Jack,10
6434,18963,En Garde!,10
6434,18975,Hunting Party,10
6434,19349,Zahlemann und Söhne,10
6434,19399,Socken zocken,10
6434,19464,Soccer Tactics World,10
6434,19484,Wiochmen Rejser,10
6434,19544,Berserk: Trading Card Game,10
6434,19622,A Victory Lost: Crisis in Ukraine 1942-1943,10
6434,19811,Mix-Max,10
6434,19877,Beetlez,10
6434,19878,Lucca Città,10
6434,19978,Maunz Maunz,10
6434,20122,Bunte Runde,10
6434,20134,The End of the Triumvirate,10
6434,20182,Maxi Yatzy,10
6434,20436,Stonehenge: An Anthology Board Game,10
6434,20801,Sudoku,10
6434,21022,Was'n das?,10
6434,21072,Santoska,10
6434,21287,Bison: Thunder on the Prairie,10
6434,21463,John Silver,10
6434,21613,Diabolo,10
6434,21849,UNO H2O Splash,10
6434,21854,Los Mampfos,10
6434,21954,Perikles,10
6434,22237,Hart an der Grenze,10
6434,22551,Risk: Star Wars – Original Trilogy Edition,10
6434,23249,Game of Games,10
6434,23348,Easter Island,10
6434,23779,Enemy Chocolatier,10
6434,23919,China Rails,10
6434,23959,Piranha Panic,10
6434,23964,The Game of Life (40th Anniversary Edition),10
6434,23981,Genesis,10
6434,23985,Midgard,10
6434,24028,Rukshuk,10
6434,24264,Button Soccer,10
6434,24771,Null & Nichtig,10
6434,24935,Anima: Shadow of Omega,10
6434,25234,Catan Histories: Struggle for Rome,10
6434,25674,Khronos,10
6434,25695,Chopstick Dexterity MegaChallenge 3000,10
6434,25727,Lock 'n Load Tactical: Day of Heroes,10
6434,25823,Cartagena 2. The Pirate's Nest,10
6434,25900,Kingdom of Heaven: The Crusader States 1097-1291,10
6434,25999,Hus,10
6434,26156,Ausgerechnet Uppsala,10
6434,26205,Monopoly: Euro,10
6434,26696,Monopoly: Star Wars Limited Collector's Edition,10
6434,26840,Von 0 auf 100,10
6434,26946,Ladybohn: Manche mögen's heiss!,10
6434,26947,Italian Checkers,10
6434,27306,Venedig,10
6434,27658,Warhammer: Battle For Skull Pass,10
6434,27682,Ultimate Werewolf: Whitebox Edition,10
6434,28037,Wool Rules,10
6434,28185,The Kaiser's Pirates,10
6434,28574,Magiczny Miecz,10
6434,28609,The Game of Life: Twists & Turns,10
6434,28739,Garibaldi: The Escape,10
6434,28944,Harzbahn 1873,10
6434,29030,Chicago Poker,10
6434,29096,Letter of Marque,10
6434,29285,Case Blue,10
6434,29736,Little Italy,10
6434,30057,Burger Joint,10
6434,30166,"The Good, the Bad, and the Munchkin",10
6434,30505,Apples to Apples: British Isles Edition,10
6434,30706,Make 'n' Break Extreme,10
6434,30951,Nanu?,10
6434,30958,Check Your 6!,10
6434,31021,Shuffleboard Game,10
6434,31117,Sudoku Moyo,10
6434,31274,Zacrobates,10
6434,31542,Field of Glory: Ancient and Medieval Wargaming Rules,10
6434,31711,Twin Win,10
6434,31722,Steam over Holland,10
6434,31897,Anno 1701: Das Brettspiel,10
6434,31968,Abalone Quattro,10
6434,32032,Monopoly: Electronic Banking,10
6434,32429,Mouse Match,10
6434,32678,Hero: Immortal King – The Lair of the Lich,10
6434,32743,Black Stories: Mystery Edition,10
6434,32820,Strut!,10
6434,33112,War,10
6434,33359,Weilong,10
6434,33665,Battle Above the Clouds,10
6434,33801,UNO: The Simpsons – Special Edition Card Game,10
6434,33964,Shokoba,10
6434,34010,Journey to the Center of the Earth,10
6434,34284,Graffiti,10
6434,34381,Käseklau!,10
6434,34390,Bakugan Battle Brawlers,10
6434,34444,Misterio,10
6434,34450,Bluff,10
6434,34639,The Dungeon of D,10
6434,35035,World at War: Blood and Bridges,10
6434,35311,Sixis,10
6434,35556,Mini Make 'n' Break,10
6434,35599,Witchcraft,10
6434,35614,Where There Is Discord: War in the South Atlantic,10
6434,35652,Log Jam,10
6434,35661,Pick a Paint,10
6434,35674,Arktia,10
6434,36400,The Guns of Gettysburg,10
6434,36560,Click Clack,10
6434,36616,Qyshinsu: Mystery of the Way,10
6434,36659,Free Trader,10
6434,36985,Logger,10
6434,37477,Osaki ni Shitsurei Shima-su!!,10
6434,37755,Scallywags,10
6434,38309,God's Playground,10
6434,38786,"Red Winter: The Soviet Attack at Tolvajärvi, Finland – 8-12 December 1939",10
6434,38873,Cambria,10
6434,38981,Bobby Sitter,10
6434,39699,Einfach Genial: Das Kartenspiel,10
6434,39927,Last Train to Wensleydale,10
6434,40238,Order Up,10
6434,40531,Cosmic Encounter,10
6434,40603,Incursion,10
6434,40761,Montego Bay,10
6434,40961,Topas,10
6434,40964,Unikato,10
6434,41149,Linkage,10
6434,41291,Ubongo Extreme: Fun-Size Edition,10
6434,41311,Black Stories 4,10
6434,41749,American Rails,10
6434,42132,Scary Tales: Little Red vs. Pinocchio,10
6434,42702,Jackal,10
6434,42743,Opera,10
6434,43693,Delve the Card Game,10
6434,44558,Beer & Pretzels,10
6434,46748,Robo Champ,10
6434,49261,Kraby,10
6434,49276,"Battle for Moscow: Operation Typhoon, 1941",10
6434,50458,Billy Biber,10
6434,53840,Adventure of D,10
6434,55131,Murus Gallicus,10
6434,55597,Chaos Marauders (Second Edition),10
6434,55697,Power Struggle,10
6434,56707,Colonia,10
6434,56786,Kuhhandel Master,10
6434,58253,Appletters,10
6434,58936,Wars of the Roses: Lancaster vs. York,10
6434,59335,Wherewolf,10
6434,60126,Take it Higher!,10
6434,60342,Kleine Magier,10
6434,61902,Disney Apples to Apples,10
6434,62225,Infidel,10
6434,64431,Buraco,10
6434,64583,SWAT!,10
6434,64735,Splut!,10
6434,64897,Formule Dé,10
6434,65565,Flicochet,10
6434,65568,Jäger und Sammler,10
6434,65673,Masques,10
6434,65907,Mystery Express,10
6434,66081,Pocket Battles: Elves vs. Orcs,10
6434,66088,Q•bitz,10
6434,66982,Boomerang,10
6434,67285,Armorica,10
6434,67309,Hey Waiter!,10
6434,67486,Bubble Talk,10
6434,68188,Levee En Masse,10
6434,68247,The Mines of Zavandor,10
6434,68606,12 Realms,10
6434,69582,Buzz It!,10
6434,69602,Phase 10: Das Brettspiel,10
6434,70096,Woolfy,10
6434,71676,Back to the Future: The Card Game,10
6434,71973,Crows,10
6434,72285,Totemo,10
6434,72478,Trollhalla,10
6434,72751,Fleeting Foxes,10
6434,72809,Barbarossa,10
6434,73312,4 Seasons,10
6434,75448,Tanto Cuore: Romantic Vacation,10
6434,75668,Whist 22,10
6434,78954,Mousquetaires du Roy,10
6434,80833,Michigan Rummy,10
6434,80979,Fortuna,10
6434,81850,Trigger!,10
6434,83667,First Train to Nuremberg,10
6434,84159,Junta: Viva el Presidente!,10
6434,84469,Fürstenfeld,10
6434,84889,Cave Evil,10
6434,86128,Barons,10
6434,86169,King's Valley,10
6434,86542,Taiga,10
6434,88521,Pharaoh,10
6434,88960,Godzilla: Stomp!,10
6434,89695,RoboDerby: Express,10
6434,89951,Offboard,10
6434,89972,15,10
6434,89976,Bugs & Co,10
6434,90942,Mixtour,10
6434,91653,Zicke Zacke,10
6434,92120,Atlantis Rising,10
6434,92499,Djam,10
6434,94734,Heroica: Nathuz,10
6434,95234,Cthulhu Gloom,10
6434,96026,18OE: On the Rails of the Orient Express,10
6434,97990,UNO Roboto,10
6434,98203,Redakai,10
6434,99120,The Walking Dead: The Board Game,10
6434,99392,Colonial: Europe's Empires Overseas,10
6434,99630,Rolling Stock,10
6434,100670,Défis Nature,10
6434,101463,Paletto,10
6434,102631,Tinco,10
6434,102690,Villagers & Villains,10
6434,103061,Carnac,10
6434,103236,Fusion,10
6434,103368,Epigo,10
6434,103660,VivaJava: The Coffee Game,10
6434,103670,Dust Warfare: Core Rulebook,10
6434,104581,Panic on Wall Street!,10
6434,104809,Kleiner Obstgarten,10
6434,105024,Israeli Air Force Leader,10
6434,106560,American Mah Jongg,10
6434,106929,Top-A-Top,10
6434,107680,Broomsticks and Backflips,10
6434,108155,Fox's Party,10
6434,109125,Wallenstein (Second Edition),10
6434,110160,Old Men of the Forest,10
6434,110868,Locke & Key: The Game,10
6434,111119,Perplexus Rookie,10
6434,111999,Pharaoh Code,10
6434,114261,Malta Besieged: 1940-1942,10
6434,114912,Starship Merchants,10
6434,116981,Star Wars: Battle of Hoth,10
6434,117914,Milestones,10
6434,117987,Einfach Genial: Das Würfelspiel,10
6434,118025,Waka Waka,10
6434,119316,United Square,10
6434,119407,Dixit Jinx,10
6434,119464,Tier auf Tier: Jetzt geht's rund!,10
6434,119781,Legacy: Gears of Time,10
6434,120000,Shadow Era,10
6434,120268,Monsters & Maidens,10
6434,120579,Spuzzle,10
6434,122399,Bloqs,10
6434,122889,Dominare,10
6434,122913,Samurai Battles,10
6434,123045,Uncharted: The Board Game,10
6434,123096,Space Cadets,10
6434,123185,Axis & Allies: 1941,10
6434,123923,Super Hero Squad Card Game,10
6434,124622,In Magnificent Style: Pickett's Charge at Gettysburg,10
6434,124965,Dungeon Command: Heart of Cormyr,10
6434,124969,Dungeon Command: Curse of Undeath,10
6434,126025,Rise of the Zombies!,10
6434,126912,Lady Alice,10
6434,127333,Schnipp & Weg,10
6434,127432,Columba,10
6434,127721,Airborne In Your Pocket,10
6434,127920,Kanzume Goddess,10
6434,128938,Pack of Heroes,10
6434,129322,Kaijudo,10
6434,129945,HomeStretch,10
6434,130229,Out of Gears,10
6434,130242,Spice Merchant,10
6434,130295,Spellbound,10
6434,130556,Shark Attacks!,10
6434,130723,Banana Matcho,10
6434,131484,Hoppa Galoppa,10
6434,132019,Blood & Roses,10
6434,132322,Snug as a Bug in a Rug,10
6434,133528,City of Remnants,10
6434,133956,Axis & Allies: WWI 1914,10
6434,135794,Méchanlou,10
6434,136240,Ignis,10
6434,136245,Ka-Boom,10
6434,136494,Jake and the Never Land Pirates: Who Shook Hook?,10
6434,137423,Pixel Tactics 2,10
6434,137685,Muses,10
6434,137789,Office 21,10
6434,138016,WordARound,10
6434,138166,Huida de Silver City,10
6434,140172,Pelican Bay,10
6434,140271,Maximum Throwdown,10
6434,140279,Clacks: A Discworld Board Game,10
6434,140343,Carnival Zombie,10
6434,140612,The Hobbit: An Unexpected Journey,10
6434,140638,The Walking Dead Board Game: The Best Defense,10
6434,140796,Fluxx: The Board Game,10
6434,141035,Space Sheep!,10
6434,141653,Disc Duelers,10
6434,142063,Deadzone,10
6434,142364,Palmyra,10
6434,142557,Rory's Story Cubes: Enchanted,10
6434,142558,Rory's Story Cubes: Prehistoria,10
6434,142687,oddball Äeronauts,10
6434,142691,World Series of Yahtzee,10
6434,143255,Goblins vs Zombies,10
6434,143882,HUND,10
6434,144150,Four Tribes,10
6434,144325,Munchkin Legends,10
6434,144464,Werwölfe Deluxe,10
6434,144479,Myths at War,10
6434,145344,San Guo Sha: Kingdom Wars,10
6434,145478,HeartSwitch,10
6434,145599,Journey: Wrath of Demons,10
6434,146158,New Haven,10
6434,146207,Dead Man's Hand,10
6434,146910,Wildcatters,10
6434,147144,Whacky Wit,10
6434,147423,Jumping Jack,10
6434,147451,Field of Glory: The Card Game,10
6434,147707,Mush! Mush!: Snow Tails 2,10
6434,147747,Super Fantasy: Ugly Snouts Assault,10
6434,148047,Boom: Runaway,10
6434,148205,Penny Press,10
6434,148443,Talo,10
6434,148586,Chicago Stock Exchange,10
6434,148744,City of Zombies,10
6434,149051,Surprise Slides Game,10
6434,150539,Big Picture Apples to Apples,10
6434,151224,Veletas,10
6434,151367,Heads Up!: Party Game,10
6434,152245,Cards vs Dice: Strategically Lucky,10
6434,152847,Shinobi WAT-AAH!,10
6434,153113,Slaughterball,10
6434,153498,Kamisado Max,10
6434,153625,Han,10
6434,153639,Zeppelin Attack!,10
6434,153912,Mystery of the Abbey with The Pilgrims' Chronicles,10
6434,154006,Time's Up! Family 2,10
6434,154343,Sorry! with Fire & Ice Power-ups,10
6434,154443,Madame Ching,10
6434,154498,Till Dawn,10
6434,154509,Kingsport Festival,10
6434,154526,Payoff Pitch Baseball,10
6434,154602,Night of the Grand Octopus,10
6434,155042,Steam Donkey,10
6434,155081,POOP: The Game,10
6434,155157,Baby Blues,10
6434,155258,Guess the Mess!,10
6434,155822,Krosmaster Junior,10
6434,156548,Super Dungeon Explore: Forgotten King,10
6434,157322,Dice Brewing,10
6434,158109,Onward to Venus,10
6434,158168,NHL Power Play Team-Building Card Game,10
6434,159500,We Didn't Playtest This Either with Blue Deck and Dice Are Fun Expansions,10
6434,160419,Long Live the Queen,10
6434,160559,Simurgh,10
6434,160814,Cartoon Network Fluxx,10
6434,161530,Jäger und Späher,10
6434,161578,[redacted],10
6434,162315,Mouse Guard: Swords & Strongholds,10
6434,162559,Smash Up: Munchkin,10
6434,162591,Heroes,10
6434,163040,Det dårlige selskab,10
6434,163047,Yomi: Round 1,10
6434,163081,Galaxy of Trian,10
6434,163163,Grand Prix,10
6434,164590,GYÜMI,10
6434,164702,Glorantha: The Gods War,10
6434,165346,Mint Tin Pirates,10
6434,165552,Shark Mania,10
6434,166026,Munchkin Treasure Hunt,10
6434,166202,Bomb Squad Academy,10
6434,166776,Skull Tales,10
6434,166857,Antike II,10
6434,166859,Web of Spies,10
6434,166931,Ghost Blaster,10
6434,168232,Project Dreamscape,10
6434,168834,Rocca Rails,10
6434,169274,Pixel Tactics Deluxe,10
6434,169530,Resistor_,10
6434,169704,Vault Wars,10
6434,170199,Solarius Mission,10
6434,170430,12 Days of Christmas,10
6434,171037,Doctor Panic,10
6434,171090,Monopoly Junior: Disney Frozen,10
6434,171261,Hocus,10
6434,171424,Kakerlakak,10
6434,171489,Qwirkle Cards,10
6434,171620,Thieves!,10
6434,171835,Posthuman,10
6434,172033,Crab Stack,10
6434,172207,Unspeakable Words: Deluxe Edition,10
6434,172547,Queen's Architect,10
6434,172866,Dragon Punch,10
6434,172932,Flashlights & Fireflies,10
6434,173389,Rush Hour Shift,10
6434,173441,Bring Your Own Book,10
6434,173536,2GM Tactics,10
6434,173805,Lobotomy,10
6434,174155,Lignum,10
6434,174524,Saloon Tycoon,10
6434,175458,Bad Beets,10
6434,175495,Titan Race,10
6434,176589,Cat Box,10
6434,177147,Survive: Space Attack!,10
6434,177727,Haleakala,10
6434,177976,Cunning Folk,10
6434,178153,100 Swords: The Red Dragon's Dungeon,10
6434,178154,One Hit Kill,10
6434,178494,Dutch Blitz: Blue Expansion Pack,10
6434,178939,Dalek Dice,10
6434,179071,The Great Dinosaur Rush,10
6434,179460,Stronghold: 2nd edition,10
6434,179719,Risk: Game of Thrones,10
6434,180616,Ascension: Year Two Collector's Edition,10
6434,180785,Mighty Monsters,10
6434,180845,Wibbell++,10
6434,180867,Kitty Paw,10
6434,181120,Pocket Invaders,10
6434,181319,Familiar's Trouble,10
6434,181328,Cornwall,10
6434,181393,Brass Empire,10
6434,181476,Nuts about Mutts,10
6434,182351,Thief's Market,10
6434,182635,Mr Lister's Quiz Shootout,10
6434,183643,Jeju Island,10
6434,184730,Circle of Life,10
6434,184917,Dicey Goblins,10
6434,185244,Autumn,10
6434,185817,Metropolia,10
6434,186141,Tong,10
6434,187679,The Horus Heresy: Betrayal at Calth,10
6434,187700,GKR: Heavy Hitters,10
6434,188204,De 7 geitjes,10
6434,189341,Timeline: Québec,10
6434,189351,Virus,10
6434,189678,Berserk: Heroes,10
6434,189869,The Butterfly Garden,10
6434,191296,RUMBLESLAM,10
6434,191579,Teenage Mutant Ninja Turtles Dice Masters,10
6434,191877,Touria,10
6434,191916,Cubeo,10
6434,191998,Lost Legacy: Fourth Chronicle – The Werewolf & Undying Heart,10
6434,192120,Meeple War,10
6434,192274,Bethel Woods,10
6434,192345,Monkey Business,10
6434,192673,Martians: A Story of Civilization,10
6434,193213,Millions of Dollars,10
6434,193486,Neolithic,10
6434,193512,Kingdom Defenders,10
6434,193739,Jórvík,10
6434,193831,ColorFox,10
6434,193840,The Dragon & Flagon,10
6434,193927,Vanuatu (Second Edition),10
6434,194088,Fast Flip,10
6434,194286,Catacombs & Castles,10
6434,195981,BEEEEES!,10
6434,196257,Castle Itter: The Strangest Battle of WWII,10
6434,196354,Era of Tribes,10
6434,196712,Battlestations: Second Edition,10
6434,197072,High Treason: The Trial of Louis Riel,10
6434,198414,Dwarven Smithy,10
6434,198548,Color Wheel,10
6434,200924,Order of the Gilded Compass,10
6434,201006,Bumúntú,10
6434,201037,Ghostbusters: Protect the Barrier Game,10
6434,201186,Summit: The Board Game,10
6434,202204,Munchkin Collectible Card Game,10
6434,202207,Virulence: An Infectious Card Game,10
6434,202375,Race,10
6434,202732,Raise Your Goblets,10
6434,202977,Cytosis: A Cell Biology Board Game,10
6434,203265,Braintopia Kids,10
6434,204286,Big Trouble in Little China: The Game,10
6434,204504,Outlaws: Last Man Standing,10
6434,205819,Black Hills,10
6434,205873,Freaky,10
6434,206490,An Infamous Traffic,10
6434,206591,Green Box of Games,10
6434,206757,Glory: A Game of Knights,10
6434,206802,Spaghetti,10
6434,206851,Kivi,10
6434,207898,Captive,10
6434,207910,Subatomic: An Atom Building Game,10
6434,208411,Unreal Estate,10
6434,208663,Godforsaken Scavengers,10
6434,209136,Q.E.,10
6434,209530,Gwent: Nilfgaard and Northern Realms,10
6434,209664,Skyward,10
6434,209737,The Fairy Game,10
6434,209872,Keltis,10
6434,209893,"Go, Go Little Penguin",10
6434,213661,Food Truck Champion,10
6434,213788,Ascension: Year Three Collector's Edition,10
6434,214213,Light & Dark,10
6434,214293,Mountains of Madness,10
6434,214343,Fantastic Gymnastics,10
6434,215308,Indulgence,10
6434,215521,Diceborn Heroes,10
6434,216357,Kiwetin,10
6434,216381,Hand of Fate: Ordeals,10
6434,216640,The Banishing,10
6434,216658,Smash Up: What Were We Thinking?,10
6434,216865,Sherman Leader,10
6434,217322,Caramba,10
6434,217990,Stellar Horizons,10
6434,218161,Pit Crew,10
6434,218824,Game of Quotes: Verrückte Zitate,10
6434,219232,Ilôs,10
6434,220792,The Expanse Board Game,10
6434,220975,History Maker Golf,10
6434,222407,Lignum (Second Edition),10
6434,222798,Pencil Park,10
6434,223538,Fast Food Fear!,10
6434,224011,Gold Armada,10
6434,224133,The Cousins' War,10
6434,225000,Pirate 21,10
6434,226445,The Big Score,10
6434,226643,Christmas Lights: A Card Game,10
6434,227127,Europe in Turmoil: Prelude to the Great War,10
6434,227212,For Glory,10
6434,228051,"Warhammer 40,000: Heroes of Black Reach",10
6434,228452,Adamastor,10
6434,228580,Gearworks,10
6434,228740,Kitten Klash,10
6434,228867,Unlock!: Mystery Adventures,10
6434,229453,CV Pocket,10
6434,230050,The Legend of Korra: Pro-Bending Arena,10
6434,230898,¡Adiós Calavera!,10
6434,231215,Merchants of Muziris,10
6434,231229,Jokeren,10
6434,231554,Herbalism,10
6434,231991,Firefly Adventures: Brigands and Browncoats,10
6434,232079,How to Rob a Bank,10
6434,232201,Planetoid,10
6434,232822,Stratego,10
6434,233006,Carthago: Merchants & Guilds,10
6434,233015,Imperius,10
6434,233070,Aikamatka: Suomi,10
6434,233206,Werebeasts,10
6434,234337,Senators,10
6434,234429,Raids,10
6434,234828,Xi'an,10
6434,234860,Hack Trick: It's Hacking Time,10
6434,235342,Stalingrad: Inferno on the Volga,10
6434,235511,Team UP!,10
6434,235902,Natives,10
6434,236178,Mini DiverCity,10
6434,236905,Castles of Caleira,10
6434,237009,Urbino,10
6434,237251,Biosphere,10
6434,237629,Cortex Challenge 2,10
6434,237719,Meine ersten Spiele: Wir räumen auf,10
6434,238700,Lanzeloth,10
6434,238916,Shadows of Kilforth: A Fantasy Quest Game,10
6434,238935,Stool Pigeon,10
6434,239883,Bear Went Over the Mountain,10
6434,240463,Tournament Fishing: The Deckbuilding Game,10
6434,240822,Troika,10
6434,242149,Vadoran Gardens,10
6434,242722,Here I Stand: 500th Anniversary Edition,10
6434,243568,My Very First Games: To Market!,10
6434,243797,Mezo,10
6434,244212,Railroad Rivals,10
6434,244702,Geistesblitz Junior,10
6434,244794,Mercado,10
6434,245658,Unicorn Fever,10
6434,245700,Party Bugs,10
6434,246146,Most Wanted,10
6434,246532,Rick and Morty: The Pickle Rick Game,10
6434,247029,Sojourn,10
6434,247191,Ya Blew It!,10
6434,247778,Count of Nine,10
6434,247980,Walls of York,10
6434,248125,Monumental,10
6434,249414,Backyard Builders Treehouse,10
