bgg_id,name,rank_h_index,h_index,rank_g_index,g_index
306257,18 Los Angeles,5647,11,6574,15
307844,Atheneum: Mystic Library,5647,11,6574,15
322564,Fjords,5647,11,6574,15
322697,Revolver Noir,5647,11,6574,15
324657,Core Space: First Born,5647,11,6574,15
327797,Monopoly Bid,5647,11,6574,15
328866,My Father's Work,5647,11,6574,15
331635,Kameloot,5647,11,6574,15
335116,Motor City,5647,11,6574,15
340288,Kids Chronicles: Quest for the Moon Stones,5647,11,6574,15
340899,Gasha,5647,11,6574,15
341512,En Las Cenizas,5647,11,6574,15
342921,The British Way: Counterinsurgency at the End of Empire,5647,11,6574,15
347604,Exit Adventskalender pro: Das verrückte Zeitreise-Museum,5647,11,6574,15
352591,The Royal Limited,5647,11,6574,15
354866,Dice Conquest,5647,11,6574,15
356909,Hand-to-Hand Wombat,5647,11,6574,15
359175,It's a Bomb!,5647,11,6574,15
359438,Skymines,5647,11,6574,15
363481,Fancy Feathers,5647,11,6574,15
364641,Joan of Arc: Orléans Draw & Write,5647,11,6574,15
373284,Crack List,5647,11,6574,15
377793,Jekyll & Hyde vs Scotland Yard,5647,11,6574,15
383499,Witchcraft!,5647,11,6574,15
400314,Apiary,5647,11,6574,15
141,Andromeda,5647,11,7272,14
644,Shipwrecked,5647,11,7272,14
816,2038: Tycoons of the Asteroid Belt,5647,11,7272,14
1356,Hexen Rennen,5647,11,7272,14
1463,Girl Genius: The Works,5647,11,7272,14
1933,Key to the Kingdom,5647,11,7272,14
2750,Imaginiff,5647,11,7272,14
2819,Trivial Pursuit: Genus 5,5647,11,7272,14
3385,Stratego: Star Wars,5647,11,7272,14
7641,Three of a Crime,5647,11,7272,14
7858,Ardennes '44: The Battle of the Bulge,5647,11,7272,14
8139,The Lord of the Rings: Combat Hex Tradeable Miniatures Game,5647,11,7272,14
8207,Dungeoneer: Vault of the Fiends,5647,11,7272,14
9615,Station Master,5647,11,7272,14
10788,Hellenes: Campaigns of the Peloponnesian War,5647,11,7272,14
13286,Gloria Mundi,5647,11,7272,14
16415,Monstertorte,5647,11,7272,14
18498,Zimbbos!,5647,11,7272,14
19370,Quelf,5647,11,7272,14
19989,Robber Knights,5647,11,7272,14
22532,Wings of War: The Dawn of World War II,5647,11,7272,14
23418,Pursuit of Glory,5647,11,7272,14
24416,Santy Anno,5647,11,7272,14
24985,Mouse Trap,5647,11,7272,14
25224,Hermagor,5647,11,7272,14
26457,Successors (Third Edition),5647,11,7272,14
27739,Hearts and Minds: Vietnam 1965-1975,5647,11,7272,14
35400,Nations at War: White Star Rising,5647,11,7272,14
35472,Triovision,5647,11,7272,14
37387,Steel Driver,5647,11,7272,14
38334,Logan Stones,5647,11,7272,14
39232,Nemo's War,5647,11,7272,14
46614,Nonaga,5647,11,7272,14
54507,Savannah Tails,5647,11,7272,14
57368,The King Commands,5647,11,7272,14
63543,Horus Heresy,5647,11,7272,14
67180,Tikal II: The Lost Temple,5647,11,7272,14
79068,Wrong Chemistry,5647,11,7272,14
82948,Konexi,5647,11,7272,14
87893,Take It or Leave It,5647,11,7272,14
90009,Eselsbrücke,5647,11,7272,14
91430,None of a Kind,5647,11,7272,14
100734,My Happy Farm,5647,11,7272,14
103092,Helvetia,5647,11,7272,14
104573,Spectaculum,5647,11,7272,14
113293,Article 27: The UN Security Council Game,5647,11,7272,14
119012,The Capitals,5647,11,7272,14
119391,Il Vecchio,5647,11,7272,14
120447,Get Lucky,5647,11,7272,14
121195,Grandpa Beck's Golf,5647,11,7272,14
142889,Enemy Coast Ahead: Operation Chastise – The Dambuster Raid,5647,11,7272,14
144492,Packet Row,5647,11,7272,14
149119,Spirits of the Rice Paddy,5647,11,7272,14
150010,Tiger Leader,5647,11,7272,14
151771,La Cosa Nostra,5647,11,7272,14
153480,Scharfe Schoten,5647,11,7272,14
153481,Cherry Picking,5647,11,7272,14
153497,This Town Ain't Big Enough for the 2-4 of Us,5647,11,7272,14
154510,Shadows of Malice,5647,11,7272,14
166988,Wizards of the Wild,5647,11,7272,14
169675,L'osti d'jeu,5647,11,7272,14
171663,Attila,5647,11,7272,14
174192,Daxu,5647,11,7272,14
175334,The Undercity: An Iron Kingdoms Adventure Board Game,5647,11,7272,14
178134,London Dread,5647,11,7272,14
180901,Joraku,5647,11,7272,14
183346,My Very First Games: Little Garden,5647,11,7272,14
188021,Doughnut Drive-Thru,5647,11,7272,14
189453,Victorian Masterminds,5647,11,7272,14
193212,Chariot Race,5647,11,7272,14
193483,Dwar7s Fall,5647,11,7272,14
195515,The Chosin Few,5647,11,7272,14
197178,DIG,5647,11,7272,14
198487,Smash Up: Cease and Desist,5647,11,7272,14
199904,Pericles: The Peloponnesian Wars,5647,11,7272,14
201478,Problem Picnic: Attack of the Ants,5647,11,7272,14
203420,Exit: The Game – The Abandoned Cabin,5647,11,7272,14
205308,Jolly & Roger,5647,11,7272,14
206805,"Agricola, Master of Britain",5647,11,7272,14
207783,POW!,5647,11,7272,14
218509,Empires of the Void II,5647,11,7272,14
220588,"Gandhi: The Decolonization of British India, 1917 – 1947",5647,11,7272,14
220632,Monster Slaughter,5647,11,7272,14
222821,Powerships,5647,11,7272,14
226146,Tower of Madness,5647,11,7272,14
226610,What Do You Meme?,5647,11,7272,14
226634,The Thing: Infection at Outpost 31,5647,11,7272,14
232473,Ratland,5647,11,7272,14
232666,Robin Hood and the Merry Men,5647,11,7272,14
233502,Katarenga,5647,11,7272,14
234477,Battle for Rokugan,5647,11,7272,14
234948,Prehistory,5647,11,7272,14
237023,Era of Kingdoms,5647,11,7272,14
238164,The Faceless,5647,11,7272,14
239472,Abomination: The Heir of Frankenstein,5647,11,7272,14
248900,Ceylon,5647,11,7272,14
253398,Lost Cities: Rivals,5647,11,7272,14
257987,The Towers of Arkhanos,5647,11,7272,14
258135,Wild Assent,5647,11,7272,14
261342,Old West Empresario,5647,11,7272,14
264141,Kodachi,5647,11,7272,14
266447,Greenland (Third Edition),5647,11,7272,14
266504,Dig Your Way Out,5647,11,7272,14
267271,Egizia: Shifting Sands,5647,11,7272,14
268952,Crazy Tower,5647,11,7272,14
272409,Tiny Epic Tactics,5647,11,7272,14
273779,Under Falling Skies: A 9-Card Print-and-Play Game,5647,11,7272,14
276633,Rossio,5647,11,7272,14
276924,Time Chase,5647,11,7272,14
283212,MonsDRAWsity,5647,11,7272,14
284982,Drako: Knights & Trolls,5647,11,7272,14
286788,Gift of Tulips,5647,11,7272,14
291431,Share it!,5647,11,7272,14
292187,1861: Railways of the Russian Empire & 1867: Railways of Canada,5647,11,7272,14
294230,Remember Our Trip,5647,11,7272,14
296238,Sea of Legends,5647,11,7272,14
303551,Polis,5647,11,7272,14
306321,Night of the Ninja,5647,11,7272,14
311475,Masters of the Universe: The Board Game – Clash for Eternia,5647,11,7272,14
314589,Night Parade of a Hundred Yokai,5647,11,7272,14
317983,Anansi,5647,11,7272,14
319263,One Card Dungeon,5647,11,7272,14
322039,The Key: Sabotage at Lucky Llama Land,5647,11,7272,14
328124,Bot Factory,5647,11,7272,14
328289,Roll 'em Fold 'em,5647,11,7272,14
329812,The Genius Star,5647,11,7272,14
341284,Dungeon Lite: Orcs and Knights,5647,11,7272,14
341963,Tides,5647,11,7272,14
342073,Berried Treasure,5647,11,7272,14
345887,Dice Kingdoms of Valeria,5647,11,7272,14
345888,Siege of Valeria,5647,11,7272,14
358085,Village Rails,5647,11,7272,14
358504,Betrayal at House on the Hill: 3rd Edition,5647,11,7272,14
359838,Almost Innocent,5647,11,7272,14
377420,Mind Space,5647,11,7272,14
396790,Nucleum,5647,11,7272,14
66,Löwenherz,5647,11,8014,13
216,Atlanteon,5647,11,8014,13
235,Blackbeard,5647,11,8014,13
531,Merchants of Amsterdam,5647,11,8014,13
1070,Shadows in the Forest,5647,11,8014,13
4370,Fische Fluppen Frikadellen,5647,11,8014,13
5704,Capt'n Clever,5647,11,8014,13
6281,Eketorp,5647,11,8014,13
8069,Clue FX,5647,11,8014,13
8124,Industria,5647,11,8014,13
8147,Maka Bana,5647,11,8014,13
9675,La Strada,5647,11,8014,13
12538,Clocktowers,5647,11,8014,13
28121,Fluxx en Español,5647,11,8014,13
30658,Rise of Empires,5647,11,8014,13
33911,Bacchus' Banquet,5647,11,8014,13
38499,22 Pommes,5647,11,8014,13
40629,Bakong,5647,11,8014,13
114438,"But Wait, There's More!",5647,11,8014,13
120217,City of Horror,5647,11,8014,13
120523,Nothing Personal,5647,11,8014,13
122891,Courtier,5647,11,8014,13
128475,Murder of Crows,5647,11,8014,13
135648,Tales & Games: Baba Yaga,5647,11,8014,13
143981,VOLT: Robot Battle Arena,5647,11,8014,13
144270,Relic Runners,5647,11,8014,13
144761,"Going, Going, GONE!",5647,11,8014,13
146408,Sentinel Tactics: The Flame of Freedom,5647,11,8014,13
153225,Pick-a-Seal,5647,11,8014,13
161383,LIE,5647,11,8014,13
163937,World of Yo-Ho,5647,11,8014,13
164159,BUS,5647,11,8014,13
164506,Biblios Dice,5647,11,8014,13
164865,B-Sieged: Sons of the Abyss,5647,11,8014,13
168788,Rum & Bones,5647,11,8014,13
169464,Defenders of the Last Stand,5647,11,8014,13
171492,Vienna,5647,11,8014,13
172600,Dungeon Busters,5647,11,8014,13
173018,Grimslingers,5647,11,8014,13
179182,Dojo Kun,5647,11,8014,13
182218,Hoax (Second Edition),5647,11,8014,13
188390,Enemy Coast Ahead: The Doolittle Raid,5647,11,8014,13
194690,Viral,5647,11,8014,13
204184,Risk: Europe,5647,11,8014,13
207487,Freak Shop,5647,11,8014,13
217554,Dr. Microbe,5647,11,8014,13
217609,The Wars of Marcus Aurelius,5647,11,8014,13
223151,Entropy: Worlds Collide,5647,11,8014,13
230342,InBetween,5647,11,8014,13
230667,Itchy Feet: The Travel Game,5647,11,8014,13
234511,My First Stone Age: The Card Game,5647,11,8014,13
235467,"Boom, Bang, Gold",5647,11,8014,13
236781,Cerebria: The Inside World – Origin Box,5647,11,8014,13
247360,Junk Orbit,5647,11,8014,13
247585,Waste Knights: Second Edition,5647,11,8014,13
249833,Monopoly Gamer: Mario Kart,5647,11,8014,13
251442,Liberation,5647,11,8014,13
253499,A War of Whispers,5647,11,8014,13
253807,The Few and Cursed,5647,11,8014,13
256513,Animal Kingdoms,5647,11,8014,13
257066,Sierra West,5647,11,8014,13
262941,Dominant Species: Marine,5647,11,8014,13
267009,Rome & Roll,5647,11,8014,13
267475,Stay Cool,5647,11,8014,13
270443,Misty,5647,11,8014,13
270636,My Farm Shop,5647,11,8014,13
274090,Lanterns Dice: Lights in the Sky,5647,11,8014,13
276296,Finger Guns at High Noon,5647,11,8014,13
284842,"So, You've Been Eaten",5647,11,8014,13
288254,Simplicity,5647,11,8014,13
297486,Ride the Rails,5647,11,8014,13
299908,Squire for Hire: Mystic Runes,5647,11,8014,13
299963,Picture Perfect,5647,11,8014,13
300099,Animix,5647,11,8014,13
311930,Block and Key,5647,11,8014,13
313718,Hibachi,5647,11,8014,13
319107,Sebastian Fitzek Killercruise,5647,11,8014,13
319320,Wok and Roll,5647,11,8014,13
325555,Cantaloop: Book 1 – Breaking into Prison,5647,11,8014,13
337961,Transformers Deck-Building Game,5647,11,8014,13
338760,Imperial Steam,5647,11,8014,13
339924,Hot Lead,5647,11,8014,13
339958,Gutenberg,5647,11,8014,13
341496,Caesar's Empire,5647,11,8014,13
341945,La Granja: Deluxe Master Set,5647,11,8014,13
346950,Into the Blue,5647,11,8014,13
350689,Wormholes,5647,11,8014,13
353546,Museum Suspects,5647,11,8014,13
354031,Smart10: Harry Potter,5647,11,8014,13
355997,Thunder Road: Vendetta – Maximum Chrome,5647,11,8014,13
356742,KuZOOkA,5647,11,8014,13
357991,Dobro,5647,11,8014,13
359857,Winter,5647,11,8014,13
370597,Fugitive (Second Edition),5647,11,8014,13
383607,Barcelona,5647,11,8014,13
400205,5 Towers,5647,11,8014,13
312,Landlord!,5647,11,8885,12
35285,Prussian Rails,5647,11,8885,12
36986,All Things Zombie: The Boardgame,5647,11,8885,12
43307,Baltimore & Ohio,5647,11,8885,12
171542,Gum Gum Machine,5647,11,8885,12
179794,Me Want Cookies!,5647,11,8885,12
181327,Die holde Isolde,5647,11,8885,12
183720,Cargolino Valentino,5647,11,8885,12
229414,Tulip Bubble,5647,11,8885,12
248584,Pantone: The Game,5647,11,8885,12
249816,Taco vs. Burrito,5647,11,8885,12
280032,Fossilis,5647,11,8885,12
304324,Dive,5647,11,8885,12
328636,Chai (Deluxe Edition),5647,11,8885,12
334216,Thunder Rolls,5647,11,8885,12
376472,Noobs in Space,5647,11,8885,12
281514,Escape from the Asylum,5647,11,9839,11
314745,Now or Never,5647,11,9839,11
336552,Mystic Paths,5647,11,9839,11
9202,Saga,6434,10,1339,43
12608,Chess960,6434,10,1339,43
1891,Portal,6434,10,1549,39
33112,War,6434,10,1782,36
172547,Queen's Architect,6434,10,1782,36
19544,Berserk: Trading Card Game,6434,10,1867,35
144479,Myths at War,6434,10,2048,33
26947,Italian Checkers,6434,10,2261,31
84889,Cave Evil,6434,10,2261,31
141035,Space Sheep!,6434,10,2387,30
20801,Sudoku,6434,10,2512,29
145344,San Guo Sha: Kingdom Wars,6434,10,2512,29
147144,Whacky Wit,6434,10,2512,29
2602,Solitaire for Two,6434,10,2647,28
80833,Michigan Rummy,6434,10,2647,28
11821,Jotto,6434,10,2807,27
120000,Shadow Era,6434,10,2807,27
231229,Jokeren,6434,10,2807,27
281429,Mammalath,6434,10,2807,27
43693,Delve the Card Game,6434,10,2967,26
20182,Maxi Yatzy,6434,10,3155,25
25727,Lock 'n Load Tactical: Day of Heroes,6434,10,3155,25
64431,Buraco,6434,10,3155,25
268159,Warhammer: The Game of Fantasy Battles (6th Edition),6434,10,3155,25
270138,Terror Below,6434,10,3155,25
951,Football Strategy,6434,10,3361,24
5316,"Warhammer Epic 40,000",6434,10,3361,24
202204,Munchkin Collectible Card Game,6434,10,3361,24
9251,Whot,6434,10,3592,23
12747,Scarabeo,6434,10,3592,23
14001,Speed,6434,10,3592,23
27658,Warhammer: Battle For Skull Pass,6434,10,3592,23
34444,Misterio,6434,10,3592,23
106560,American Mah Jongg,6434,10,3592,23
160814,Cartoon Network Fluxx,6434,10,3592,23
261490,Ringo,6434,10,3592,23
270133,Sumo Slam!,6434,10,3592,23
285789,Polyhedral Park Planner,6434,10,3592,23
298528,BattleCON Fighting System,6434,10,3592,23
8784,Po-Ke-No,6434,10,3819,22
23919,China Rails,6434,10,3819,22
24264,Button Soccer,6434,10,3819,22
34450,Bluff,6434,10,3819,22
155042,Steam Donkey,6434,10,3819,22
163081,Galaxy of Trian,6434,10,3819,22
255570,Brotherhood & Unity,6434,10,3819,22
373084,Warhammer Underworlds: Gnarlwood,6434,10,3819,22
669,Plague & Pestilence,6434,10,4078,21
990,90 Grad,6434,10,4078,21
2421,Tell Me: The Grand Quiz Game,6434,10,4078,21
11182,Super Scrabble,6434,10,4078,21
16804,Eastern Front: A Panzer Grenadier Game,6434,10,4078,21
34390,Bakugan Battle Brawlers,6434,10,4078,21
137685,Muses,6434,10,4078,21
148205,Penny Press,6434,10,4078,21
153498,Kamisado Max,6434,10,4078,21
185244,Autumn,6434,10,4078,21
198414,Dwarven Smithy,6434,10,4078,21
243568,My Very First Games: To Market!,6434,10,4078,21
254193,Fantastic Beasts: Perilous Pursuit,6434,10,4078,21
297864,Экивоки,6434,10,4078,21
299047,Disney Villainous: Perfectly Wretched,6434,10,4078,21
312633,French Toast,6434,10,4078,21
316407,Allegra,6434,10,4078,21
365626,Qwixx: 10 Jahre Limited-Edition,6434,10,4078,21
2229,Spiel,6434,10,4352,20
2412,Wordthief,6434,10,4352,20
14423,Husker Du?,6434,10,4352,20
31117,Sudoku Moyo,6434,10,4352,20
31542,Field of Glory: Ancient and Medieval Wargaming Rules,6434,10,4352,20
35652,Log Jam,6434,10,4352,20
89951,Offboard,6434,10,4352,20
103061,Carnac,6434,10,4352,20
154526,Payoff Pitch Baseball,6434,10,4352,20
171835,Posthuman,6434,10,4352,20
173389,Rush Hour Shift,6434,10,4352,20
206591,Green Box of Games,6434,10,4352,20
263,Manitou,6434,10,4679,19
4385,A Gamut of Games,6434,10,4679,19
4401,Canal Grande,6434,10,4679,19
5205,G.E.V.,6434,10,4679,19
11385,Stratego: Lord of the Rings Trilogy Edition,6434,10,4679,19
11863,Rock Paper Scissors,6434,10,4679,19
13115,Taki,6434,10,4679,19
13464,Alfapet,6434,10,4679,19
13512,Imagem & Ação 2,6434,10,4679,19
25674,Khronos,6434,10,4679,19
26696,Monopoly: Star Wars Limited Collector's Edition,6434,10,4679,19
27682,Ultimate Werewolf: Whitebox Edition,6434,10,4679,19
28739,Garibaldi: The Escape,6434,10,4679,19
72751,Fleeting Foxes,6434,10,4679,19
108155,Fox's Party,6434,10,4679,19
124965,Dungeon Command: Heart of Cormyr,6434,10,4679,19
171261,Hocus,6434,10,4679,19
171489,Qwirkle Cards,6434,10,4679,19
189678,Berserk: Heroes,6434,10,4679,19
193512,Kingdom Defenders,6434,10,4679,19
206851,Kivi,6434,10,4679,19
233070,Aikamatka: Suomi,6434,10,4679,19
262479,Pucket,6434,10,4679,19
283466,Tanuki Market,6434,10,4679,19
287952,Unstable Unicorns: NSFW Base Game,6434,10,4679,19
338095,Taĉmento,6434,10,4679,19
357746,Disney Sorcerer's Arena: Epic Alliances Core Set,6434,10,4679,19
31,Dark World,6434,10,5069,18
2156,Arch Rival,6434,10,5069,18
3084,Buccaneer,6434,10,5069,18
3553,Close Action: The Age of Fighting Sail Vol. 1,6434,10,5069,18
3613,Air Superiority,6434,10,5069,18
3705,Contraband,6434,10,5069,18
4393,Elevator Eddie,6434,10,5069,18
5791,Maelstrom,6434,10,5069,18
6974,Barbu,6434,10,5069,18
10575,Lightning Reaction,6434,10,5069,18
16196,Sword and Sail,6434,10,5069,18
16369,Das Kleine Gespenst,6434,10,5069,18
19399,Socken zocken,6434,10,5069,18
21849,UNO H2O Splash,6434,10,5069,18
25999,Hus,6434,10,5069,18
27306,Venedig,6434,10,5069,18
31021,Shuffleboard Game,6434,10,5069,18
31711,Twin Win,6434,10,5069,18
32429,Mouse Match,6434,10,5069,18
33964,Shokoba,6434,10,5069,18
36985,Logger,6434,10,5069,18
38873,Cambria,6434,10,5069,18
41149,Linkage,6434,10,5069,18
49276,"Battle for Moscow: Operation Typhoon, 1941",6434,10,5069,18
59335,Wherewolf,6434,10,5069,18
65565,Flicochet,6434,10,5069,18
75668,Whist 22,6434,10,5069,18
88960,Godzilla: Stomp!,6434,10,5069,18
99392,Colonial: Europe's Empires Overseas,6434,10,5069,18
104809,Kleiner Obstgarten,6434,10,5069,18
120579,Spuzzle,6434,10,5069,18
122913,Samurai Battles,6434,10,5069,18
124969,Dungeon Command: Curse of Undeath,6434,10,5069,18
137789,Office 21,6434,10,5069,18
140612,The Hobbit: An Unexpected Journey,6434,10,5069,18
142557,Rory's Story Cubes: Enchanted,6434,10,5069,18
162315,Mouse Guard: Swords & Strongholds,6434,10,5069,18
173536,2GM Tactics,6434,10,5069,18
191916,Cubeo,6434,10,5069,18
204504,Outlaws: Last Man Standing,6434,10,5069,18
214343,Fantastic Gymnastics,6434,10,5069,18
217990,Stellar Horizons,6434,10,5069,18
220975,History Maker Golf,6434,10,5069,18
230050,The Legend of Korra: Pro-Bending Arena,6434,10,5069,18
234860,Hack Trick: It's Hacking Time,6434,10,5069,18
251731,Lemonade Shake Up,6434,10,5069,18
261624,Warfighter Shadow War: The Modern Night Combat Card Game,6434,10,5069,18
280730,Monster! Monster!,6434,10,5069,18
314413,Fluxx,6434,10,5069,18
320559,Emboscados,6434,10,5069,18
321711,My Very First Games: Rhino Hero Junior,6434,10,5069,18
350,Hattrick,6434,10,5525,17
484,Stratego Legends,6434,10,5525,17
697,Conspiracy,6434,10,5525,17
718,Galaxy: The Dark Ages,6434,10,5525,17
1298,Monopoly: Star Wars,6434,10,5525,17
1551,Sub Search,6434,10,5525,17
2740,Jumbo Jet,6434,10,5525,17
2794,Spinball,6434,10,5525,17
2879,Encore,6434,10,5525,17
3394,Monopoly: The Simpsons,6434,10,5525,17
3435,Zwergen Ziehen,6434,10,5525,17
3563,The Lord of the Rings: The Fellowship of the Ring,6434,10,5525,17
5455,Tobruk: Tank Battles in North Africa 1942,6434,10,5525,17
7400,LEGO Creator,6434,10,5525,17
8490,Age of Napoleon,6434,10,5525,17
9017,Rummikub Rummy Dice Game,6434,10,5525,17
11106,"Warhammer 40,000: Rogue Trader",6434,10,5525,17
15045,Risk: Star Wars – Clone Wars Edition,6434,10,5525,17
15369,The Devil's Cauldron: The Battles for Arnhem and Nijmegen,6434,10,5525,17
17623,Inferno,6434,10,5525,17
18297,Experiment,6434,10,5525,17
19811,Mix-Max,6434,10,5525,17
19978,Maunz Maunz,6434,10,5525,17
20122,Bunte Runde,6434,10,5525,17
28944,Harzbahn 1873,6434,10,5525,17
29030,Chicago Poker,6434,10,5525,17
29096,Letter of Marque,6434,10,5525,17
30958,Check Your 6!,6434,10,5525,17
31968,Abalone Quattro,6434,10,5525,17
35311,Sixis,6434,10,5525,17
35674,Arktia,6434,10,5525,17
37477,Osaki ni Shitsurei Shima-su!!,6434,10,5525,17
41311,Black Stories 4,6434,10,5525,17
68188,Levee En Masse,6434,10,5525,17
72285,Totemo,6434,10,5525,17
81850,Trigger!,6434,10,5525,17
89972,15,6434,10,5525,17
97990,UNO Roboto,6434,10,5525,17
124622,In Magnificent Style: Pickett's Charge at Gettysburg,6434,10,5525,17
130556,Shark Attacks!,6434,10,5525,17
131484,Hoppa Galoppa,6434,10,5525,17
137423,Pixel Tactics 2,6434,10,5525,17
142558,Rory's Story Cubes: Prehistoria,6434,10,5525,17
145478,HeartSwitch,6434,10,5525,17
149051,Surprise Slides Game,6434,10,5525,17
162559,Smash Up: Munchkin,6434,10,5525,17
168834,Rocca Rails,6434,10,5525,17
189869,The Butterfly Garden,6434,10,5525,17
202375,Race,6434,10,5525,17
209872,Keltis,6434,10,5525,17
215521,Diceborn Heroes,6434,10,5525,17
226643,Christmas Lights: A Card Game,6434,10,5525,17
238935,Stool Pigeon,6434,10,5525,17
247029,Sojourn,6434,10,5525,17
258665,Get Packing,6434,10,5525,17
260799,Trans Europa & Trans Amerika,6434,10,5525,17
265226,Mint Tin Mini Skulduggery,6434,10,5525,17
271554,Bounce Battle,6434,10,5525,17
280501,Three-Dragon Ante: Legendary Edition,6434,10,5525,17
282853,CATAN: Starfarers,6434,10,5525,17
287410,Red Light Green Light: A Press Your Luck Racing Game,6434,10,5525,17
298173,Honey Moon,6434,10,5525,17
298619,15 Days,6434,10,5525,17
326243,BUILDZI,6434,10,5525,17
329293,Loading,6434,10,5525,17
331573,Pusheen Purrfect Pick,6434,10,5525,17
339647,One Night Ultimate Werewolf: Epic Battle,6434,10,5525,17
367396,Avalon: Big Box,6434,10,5525,17
633,Elixir,6434,10,6010,16
936,The Fury of Dracula,6434,10,6010,16
1211,Race Through Space,6434,10,6010,16
1213,Nuclear Escalation,6434,10,6010,16
1244,Meander,6434,10,6010,16
1423,Storm over Arnhem,6434,10,6010,16
1631,Barbarian Prince,6434,10,6010,16
2081,The Civil War 1861-1865,6434,10,6010,16
2301,The New Dungeon!,6434,10,6010,16
2598,Tank Battle,6434,10,6010,16
2640,Babylon 5 Collectible Card Game,6434,10,6010,16
2792,Coco Crazy,6434,10,6010,16
2884,Pathfinder,6434,10,6010,16
3202,RAF,6434,10,6010,16
3208,Dragonland,6434,10,6010,16
3269,Clue: The Card Game,6434,10,6010,16
3945,Forbidden Bridge,6434,10,6010,16
4001,Space Marine,6434,10,6010,16
4388,"Rome: Imperium, Circus Maximus, Hannibal vs Rome",6434,10,6010,16
4789,Trivial Pursuit: Genus III,6434,10,6010,16
4907,PAC-MAN Game,6434,10,6010,16
5622,Pacific War: The Struggle Against Japan 1941-1945,6434,10,6010,16
6613,"Downtown: Air War Over Hanoi, 1965-1972",6434,10,6010,16
8487,Ants in the Pants,6434,10,6010,16
9792,Oriente,6434,10,6010,16
9825,Early American Chrononauts,6434,10,6010,16
10687,Tipsy Tower,6434,10,6010,16
11265,Wellington: The Peninsular War 1812-1814,6434,10,6010,16
15830,Scene It? Disney,6434,10,6010,16
17250,Monopoly: London,6434,10,6010,16
18464,White Rabbit,6434,10,6010,16
23779,Enemy Chocolatier,6434,10,6010,16
23981,Genesis,6434,10,6010,16
25695,Chopstick Dexterity MegaChallenge 3000,6434,10,6010,16
26205,Monopoly: Euro,6434,10,6010,16
28185,The Kaiser's Pirates,6434,10,6010,16
29285,Case Blue,6434,10,6010,16
30505,Apples to Apples: British Isles Edition,6434,10,6010,16
31274,Zacrobates,6434,10,6010,16
33801,UNO: The Simpsons – Special Edition Card Game,6434,10,6010,16
34381,Käseklau!,6434,10,6010,16
34639,The Dungeon of D,6434,10,6010,16
35599,Witchcraft,6434,10,6010,16
40531,Cosmic Encounter,6434,10,6010,16
55131,Murus Gallicus,6434,10,6010,16
55697,Power Struggle,6434,10,6010,16
64735,Splut!,6434,10,6010,16
71676,Back to the Future: The Card Game,6434,10,6010,16
86128,Barons,6434,10,6010,16
86169,King's Valley,6434,10,6010,16
88521,Pharaoh,6434,10,6010,16
90942,Mixtour,6434,10,6010,16
102631,Tinco,6434,10,6010,16
103368,Epigo,6434,10,6010,16
119316,United Square,6434,10,6010,16
123045,Uncharted: The Board Game,6434,10,6010,16
127333,Schnipp & Weg,6434,10,6010,16
135794,Méchanlou,6434,10,6010,16
136240,Ignis,6434,10,6010,16
140638,The Walking Dead Board Game: The Best Defense,6434,10,6010,16
142063,Deadzone,6434,10,6010,16
142691,World Series of Yahtzee,6434,10,6010,16
143255,Goblins vs Zombies,6434,10,6010,16
144464,Werwölfe Deluxe,6434,10,6010,16
146207,Dead Man's Hand,6434,10,6010,16
147423,Jumping Jack,6434,10,6010,16
152245,Cards vs Dice: Strategically Lucky,6434,10,6010,16
163040,Det dårlige selskab,6434,10,6010,16
165552,Shark Mania,6434,10,6010,16
168232,Project Dreamscape,6434,10,6010,16
177976,Cunning Folk,6434,10,6010,16
178154,One Hit Kill,6434,10,6010,16
178494,Dutch Blitz: Blue Expansion Pack,6434,10,6010,16
180845,Wibbell++,6434,10,6010,16
181120,Pocket Invaders,6434,10,6010,16
184917,Dicey Goblins,6434,10,6010,16
196712,Battlestations: Second Edition,6434,10,6010,16
198548,Color Wheel,6434,10,6010,16
208663,Godforsaken Scavengers,6434,10,6010,16
209530,Gwent: Nilfgaard and Northern Realms,6434,10,6010,16
213788,Ascension: Year Three Collector's Edition,6434,10,6010,16
222798,Pencil Park,6434,10,6010,16
232201,Planetoid,6434,10,6010,16
240463,Tournament Fishing: The Deckbuilding Game,6434,10,6010,16
245700,Party Bugs,6434,10,6010,16
249670,Fae,6434,10,6010,16
253214,Escape Tales: The Awakening,6434,10,6010,16
254394,Banned Books,6434,10,6010,16
255072,Rainbow Bunny Bop,6434,10,6010,16
256964,Dark Rituals: Malleus Maleficarum,6434,10,6010,16
258466,The Great City of Rome,6434,10,6010,16
259394,Storm Above the Reich,6434,10,6010,16
263351,Abstratus,6434,10,6010,16
269418,On the Rocks,6434,10,6010,16
276169,For What Remains: Streets of Ruin,6434,10,6010,16
284665,Board Royale: The Island,6434,10,6010,16
286344,Conflict of Heroes: Storms of Steel – Kursk 1943 (Third Edition),6434,10,6010,16
292126,Excavation Earth,6434,10,6010,16
298764,The Great Barrier Reef Card Game,6434,10,6010,16
299309,Nomids,6434,10,6010,16
301616,"Hood Strikes North: The Tennessee Campaign, Fall 1864",6434,10,6010,16
316972,Monster Soup,6434,10,6010,16
317519,Frostgrave: Second Edition,6434,10,6010,16
318559,Twinkle,6434,10,6010,16
328365,Zumos: On the Rocks,6434,10,6010,16
