,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
10,11,2425,18614,,,,,,,,,,,54,13,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,,,,,,,47,9,,,,,,,139,11,,,,,155,7,1307,17,,,,,,,,,5081,17,7,16,1351,14,,,6,7,196,7,160,11,,,1218,13,,,,,,,,,,,,,,,,,,,,,146,10,,,,,,,,,,,210,8,,,,,,,,,,,,,,,,,1026,7,522,18,,,,,,,,,,,,,13,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,23,,,,,,,,,,,,,,,,,,,,,,,,,1016,5,,,,,854,5,,,,,242,2,4013,4,,,,,,,,,,,,,,,,,,,,,67,7,,,,,,,,,,,,,155,12,,,,,5,8,,,,,,,,,,,,,,,,,,,244,4,,,,,,,,,22,16,,,,,,,,,,,,,,,,,,,,,,,142,33
11,12,2162,18567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,,,,,9,38,,,,,,,112,13,,,,,23,31,1156,20,,,,,,,,,8426,10,,,650,26,,,,,,,71,27,,,756,21,,,,,3,3,,,,,,,,,,,,,,,27,32,,,,,,,,,,,302,4,,,,,,,,,,,,,,,5,10,529,19,4,112,,,,,,,7,4,,,,,43,11,,,,,,,,,,,,,,,,,17,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,47,2,18,,,,,,,,,,,,,,,,,,,,,,,460,12,,,,,142,24,,,,,8,14,4714,3,,,,,,,,,,,,,,,,,,,,,,,3,18,,,,,20,12,,,,,68,27,,,,,,,,,,,,,,,,,,,19,25,,,,,96,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,805,11
12,13,320,17239,,,,,,,,,,,105,9,,,,,14,3,,,,,,,,,11,1,,,134,7,,,,,,,,,6,3,,,,,52,8,,,,,,,95,15,,,6,6,41,22,1271,18,,,,,323,5,,,6835,13,27,3,1103,18,26,9,,,62,16,206,7,,,1276,11,,,,,,,5,3,,,2,3,,,20,3,,,,,107,15,47,5,,,,,,,,,206,9,,,,,,,340,5,,,,,,,8,6,229,33,248,28,,,,,9,3,,,,,9,2,13,42,,,,,,,3,7,,,,,,,,,43,8,19,9,,,,,,,,,8,5,,,,,107,3,,,,,,,,,,,,,887,7,7,7,55,17,,,,,,,3,5,,,,,,,,,,,,,774,8,,,,,304,14,,,,,167,4,1031,14,,,,,,,,,,,,,3,2,,,,,,,66,8,67,5,,,,,,,,,,,63,29,,,,,28,4,,,5,4,,,5,19,,,,,331,6,,,8,1,36,16,,,,,,,,,43,12,,,,,,,,,,,3,8,,,,,,,,,,,337,19
13,14,2243,15660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,15,,,,,,,,,,,,,,,10,35,,,,,,,,,,,,,,,4273,2,,,,,,,,,4995,18,,,,,,,,,,,,,,,1722,6,,,,,,,,,,,,,,,,,,,,,,,,,,,118,9,,,,,154,11,,,,,,,,,,,,,,,,,454,23,183,37,,,,,,,,,,,,,13,43,,,,,,,,,,,,,,,,,38,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885,8,,,,,,,,,,,,,,,,,,,,,,,,,933,7,,,,,362,13,,,,,25,10,732,15,,,,,,,,,,,5,6,,,,,,,,,,,57,6,,,,,611,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,55
14,15,25821,15471,,,,,,,,,,,273,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2452,11,,,,,,,,,957,87,11,9,1535,10,,,,,,,,,,,3888,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3706,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1229,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237,7,,,,,,,,,,,,,,,,,,,,,,,1072,8
15,16,13,15044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,20,,,,,,,73,18,,,,,30,27,1150,21,,,,,40,10,,,6852,12,5,18,1469,11,,,3,14,,,30,41,3,2,619,27,,,,,,,,,,,,,,,,,,,,,690,2,,,,,,,,,,,105,15,,,1,1,,,,,,,,,,,,,303,30,1185,10,,,,,,,,,,,,,37,13,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578,13,11,4,57,15,,,,,,,,,,,,,,,,,,,,,173,25,,,,,275,16,,,,,65,9,633,18,,,,,,,,,,,,,,,,,,,,,5,35,31,8,,,,,55,8,,,,,140,13,,,,,,,,,,,,,,,,,,,17,27,,,,,,,,,,,,,,,21,17,,,,,,,,,,,,,,,,,,,,,,,354,17
16,17,811,14318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,6,,,,,,,13,44,,,,,,,1337,16,,,,,,,,,4140,21,7,14,1585,8,,,,,,,123,19,,,1252,12,,,,,,,,,,,,,3,5,,,,,,,441,5,,,,,,,,,,,89,16,,,,,,,,,,,,,,,,,68,87,285,27,,,,,,,,,,,,,231,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1760,1,,,27,27,,,,,,,,,,,,,,,,,,,,,410,14,,,,,616,8,,,,,120,8,254,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1489,7
17,18,181,13715,11,4,,,,,,,,,59,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,17,,,,,,,,,,,,,99,10,1263,19,,,,,,,,,7420,11,,,1394,13,,,5,10,,,54,30,,,862,18,,,,,,,,,,,,,,,,,,,,,96,20,,,,,211,4,,,,,73,17,,,,,,,,,,,,,,,,,227,34,124,47,,,,,,,,,,,,,,,,,,,,,6,3,,,,,,,,,21,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,17,,,39,24,,,,,,,,,,,,,,,,,,,,,169,26,,,,,112,27,,,,,,,562,20,,,,,,,,,,,,,,,,,128,3,,,,,,,,,1,4,,,,,,,236,7,,,,,,,,,,,,,15,13,,,,,18,26,,,,,26,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,35
18,19,50381,13430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,29,921,23,,,,,,,,,9866,9,,,901,19,,,,,111,12,103,23,,,231,57,,,,,,,,,,,,,,,,,,,,,102,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595,18,86,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,20,1294,12056,,,,,,,,,,,33,14,,,,,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,11,,,,,,,,,,,,,55,17,875,24,,,,,,,,,5815,16,10,10,764,24,,,,,69,14,142,15,,,1687,7,,,,,,,,,,,,,15,2,,,,,,,137,11,,,,,,,,,,,66,19,,,,,,,25,15,,,,,8,2,,,986,8,,,,,,,,,,,,,,,25,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,9,,,,,,,,,,,,,355,15,,,30,26,,,,,,,9,2,,,,,,,,,,,,,38,55,,,,,,,,,,,,,472,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,14,,,,,,,,,,,,,44,10,,,,,27,20,,,,,25,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,32
20,21,2136,11532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,6,,,,,,,,,,,,,,,,,,,,,,,280,6,,,,,,,2793,9,,,,,,,,,3471,24,11,7,176,47,,,,,1063,4,,,,,395,38,,,,,,,,,,,,,,,,,,,,,,,,,,,200,5,,,,,179,10,,,,,,,,,,,,,,,,,313,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3,,,,,,,,,,,,,,,,,,,,,947,5,,,,,,,,,,,,,,,,,,,,,,,,,976,6,,,,,,,,,,,,,74,68,,,,,,,,,,,,,,,,,12,7,,,168,2,,,,,2,3,,,5,3,,,221,8,,,,,,,,,,,,,,,,,,,53,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,64
21,22,3886,10976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248,4,,,,,,,,,,,,,,,30,15,,,,,,,162,10,,,,,84,13,3511,5,,,,,,,,,1750,56,3,37,391,34,14,16,,,113,11,159,12,,,539,29,,,,,4,2,,,,,,,,,,,,,,,23,34,,,,,,,,,,,609,2,,,,,,,,,,,,,,,,,866,11,133,44,,,,,,,,,,,,,18,29,,,,,,,,,7,2,,,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,38,5,9,106,12,,,,,,,,,,,,,,,,,,,,,195,23,,,,,674,6,,,,,231,3,192,41,,,,,,,,,,,,,,,,,,,,,75,5,33,7,,,,,475,2,,,,,87,20,,,,,,,,,,,,,,,,,,,45,15,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,49
22,23,5072,9442,,,,,,,,,,,7,22,,,,,,,,,,,,,,,,,,,17,19,,,,,140,2,,,,,,,,,8,42,,,,,,,,,,,,,132,8,489,47,,,,,,,,,6085,15,2,44,83,71,,,,,,,,,,,315,45,,,,,,,,,,,,,,,23,2,,,,,,,486,2,,,,,,,,,,,,,,,,,155,9,,,,,,,,,97,75,465,19,,,,,,,,,,,,,35,14,,,,,,,,,,,,,,,,,,,,,,,,,12,1,,,28,2,,,231,2,35,6,,,,,,,,,,,,,50,58,8,6,138,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,51,,,,,,,,,,,,,,,,,,,8,3,,,,,,,,,,,,,,,33,43,,,,,164,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,58
23,24,27443,9400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,32,,,,,,,40,23,,,10,3,42,21,682,35,,,,,23,12,,,514,138,10,11,423,33,29,8,,,,,125,17,,,348,43,,,,,,,,,,,,,,,,,,,,,23,36,,,,,43,13,,,,,,,,,,,,,,,,,,,,,,,492,21,1627,8,,,,,,,,,,,,,423,2,,,,,,,,,,,,,,,,,,,34,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,26,,,,,,,,,,,,,,,,,,,,,,,,,262,20,,,,,122,26,,,,,,,667,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,5,,,,,,,,,,,33,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100,2
24,25,2392,7695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,29,,,,,,,60,19,,,,,,,680,37,,,,,15,14,,,3906,22,,,261,39,,,2,15,167,9,53,31,,,710,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,27,,,,,,,,,,,,,,,,,302,31,200,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226,22,,,57,16,,,,,,,,,,,,,,,,,,,,,610,9,,,,,98,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,14,,,,,,,17,13,,,,,65,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,25
