,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
10,11,2162,18614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5,,,,,9,46,,,,,,,97,16,,,,,35,27,1099,23,,,,,,,,,8667,9,,,631,28,,,,,,,106,26,,,733,25,,,,,5,4,,,,,,,,,,,,,,,35,35,,,,,,,,,,,311,5,,,,,,,14,17,,,,,,,8,9,516,21,8,111,,,,,,,4,4,,,,,52,16,,,,,,,,,,,,,,,,,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,53,7,13,,,,,,,,,,,,,,,,,,,,,,,536,10,,,,,159,24,,,,,19,11,4200,3,,,,,,,,,,,,,,,,,5,9,,,,,13,15,,,,,17,13,,,,,80,25,,,,,,,,,,,,,,,,,24,22,,,,,82,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1046,8
11,12,2425,18581,,,,,,,,,,,86,10,,,,,,,,,,,,,,,,,,,,,,,,,,,23,2,,,,,,,60,4,,,,,,,113,13,,,,,271,4,1414,19,,,,,,,,,4441,21,79,1,1366,14,,,8,8,176,7,151,14,,,1078,16,,,,,,,,,,,,,,,,,,,,,192,11,,,,,,,,,,,198,11,,,,,,,,,,,,,,,,,1086,12,605,16,,,,,,,,,,,,,17,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296,21,,,,,,,,,,,,,,,,,,,,,,,,,953,7,,,,,900,5,,,,,244,3,3743,4,,,,,,,,,,,,,,,,,,,,,97,7,,,,,,,,,,,,,151,16,,,,,24,4,,,,,,,,,,,,,,,,,305,3,,,,,,,,,42,13,,,,,,,,,,,,,,,,,,,,,,,462,17
12,13,811,17405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,3,,,,,,,15,44,,,,,,,1721,17,,,,,,,,,4653,20,9,16,2002,6,,,,,,,113,22,,,1429,11,,,,,,,,,,,,,13,4,,,,,,,830,4,,,,,,,,,,,125,16,,,,,,,,,,,,,,,,,155,65,345,26,,,,,,,,,,,,,384,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2342,1,,,24,28,,,,,,,,,,,,,,,,,,,,,318,22,,,,,798,6,,,,,178,4,298,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1565,6
13,14,13,16635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,15,,,,,,,67,20,,,3,8,44,23,1279,21,,,,,41,9,,,6861,11,4,30,1940,7,,,2,15,,,38,38,8,2,759,22,,,,,,,,,,,,,,,,,,,,,1197,2,,,,,,,,,,,146,15,,,2,1,,,,,,,,,,,,,417,28,1109,12,,,,,,,,,,,,,50,17,,,,,,,,,,,,,,,,,,,18,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,676,13,17,2,49,20,,,,,,,,,,,,,,,,,,,,,207,26,,,,,334,15,,,,,34,9,649,18,,,,,,,,,,,,,,,,,,,,,14,17,36,7,,,,,63,7,,,,,138,18,,,,,,,,,,,,,,,,,21,24,,,,,,,,,,,,,,,16,19,,,,,,,,,,,,,,,,,,,,,,,358,19
14,15,320,16479,,,,,,,,,,,89,8,,,,,7,6,,,,,,,,,6,1,,,110,10,,,,,,,,,19,3,,,,,55,6,,,,,,,154,12,,,6,5,47,22,1311,20,,,,,183,6,,,6847,12,23,5,1080,19,29,8,,,74,15,196,8,,,1285,15,,,,,,,5,3,,,8,2,,,17,4,,,,,107,21,49,5,,,,,,,,,259,8,,,,,,,297,6,,,,,,,18,3,329,35,274,29,,,,,7,5,,,,,14,2,27,28,,,,,,,6,6,,,,,,,,,30,9,12,11,,,,,,,,,5,7,,,,,82,3,,,,,,,,,,,,,820,9,10,8,65,16,,,,,,,5,4,,,,,,,,,,,,,464,14,,,,,348,14,,,,,127,7,831,14,,,,,,,,,,,,,4,3,,,,,,,125,4,53,6,,,,,,,,,,,101,20,,,,,10,6,,,8,4,15,15,,,,,43,14,,,13,1,45,16,,,,,,,,,35,14,,,,,,,,,,,6,7,,,,,,,,,,,284,22
15,16,181,14300,10,4,,,,,,,,,79,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,21,,,,,,,,,,,,,114,10,1499,18,,,,,,,,,7325,10,,,1610,11,,,13,5,,,54,32,,,900,17,,,,,,,,,,,,,,,,,,,,,130,16,,,,,209,4,,,,,70,21,,,,,,,,,,,,,,,,,330,34,150,41,,,,,,,,,,,,,,,,,,,,,6,5,,,,,,,,,19,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,19,,,38,24,,,,,,,,,,,,,,,,,,,,,181,28,,,,,134,27,,,,,,,468,21,,,,,,,,,,,,,,,,,171,2,,,,,,,,,1,3,,,,,,,188,12,,,,,,,,,,,10,17,,,,,52,12,,,,,29,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,37
16,17,25821,13488,,,,,,,,,,,366,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2179,13,,,,,,,,,786,105,5,29,1452,13,,,,,,,,,,,3699,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2553,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1161,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263,7,,,,,,,,,,,,,,,,,,,,,,,911,11
17,18,1294,12888,,,,,,,,,,,33,14,,,,,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,8,,,,,,,,,,,,,48,21,1046,24,,,,,,,,,6102,14,16,7,711,24,,,,,64,16,127,19,,,1643,8,,,,,,,,,,,,,14,2,,,,,,,175,12,,,,,,,,,,,118,17,,,,,,,26,14,,,,,12,2,,,1236,9,,,,,,,,,,,,,,,55,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,9,,,,,,,,,,,,,397,16,,,30,26,,,,,,,12,2,,,,,,,,,,,,,34,61,,,,,,,,,,,,,559,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,17,,,,,,,,,,,39,11,,,,,21,25,,,,,18,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,35
18,19,50381,12607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,26,810,34,,,,,,,,,8992,8,,,549,31,,,,,84,13,148,16,,,298,49,,,,,,,,,,,,,,,,,,,,,126,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1032,13,60,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,20,2136,12169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,8,,,,,,,,,,,,,,,,,,,,,,,328,5,,,,,,,2731,9,,,,,,,,,3327,29,14,8,242,45,,,,,942,4,,,,,466,36,,,,,,,,,,,,,,,,,,,,,,,,,,,152,7,,,,,233,9,,,,,,,,,,,,,,,,,515,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3,,,,,,,,,,,,,,,,,,,,,1375,3,,,,,,,,,,,,,,,,,,,,,,,,,1070,6,,,,,,,,,,,,,80,69,,,,,,,,,,,,,,,,,6,8,,,184,2,,,,,2,2,,,8,3,,,248,8,,,,,,,,,,,,,,,,,38,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,64
20,21,3886,12020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,4,,,,,,,,,,,,,,,20,29,,,,,,,175,9,,,,,88,13,3558,6,,,,,,,,,1898,51,2,41,381,36,18,13,,,109,12,150,15,,,572,31,,,,,6,3,,,,,,,,,,,,,,,31,38,,,,,,,,,,,620,2,,,,,,,,,,,,,,,,,1560,7,129,46,,,,,,,,,,,,,17,50,,,,,,,,,8,2,,,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,33,5,15,93,10,,,,,,,,,,,,,,,,,,,,,314,23,,,,,724,7,,,,,255,2,173,45,,,,,,,,,,,,,,,,,,,,,92,8,19,13,,,,,380,2,,,,,78,28,,,,,,,,,,,,,,,,,75,9,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,45
21,22,27443,10319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,35,,,,,,,53,22,,,7,4,49,20,937,26,,,,,15,14,,,488,146,12,14,513,32,41,6,,,,,101,27,,,447,38,,,,,,,,,,,,,,,,,,,,,37,34,,,,,76,11,,,,,,,,,,,,,,,,,,,,,,,411,29,1750,8,,,,,,,,,,,,,383,4,,,,,,,,,,,,,,,,,,,27,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182,31,,,,,,,,,,,,,,,,,,,,,,,,,328,20,,,,,158,25,,,,,,,814,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,5,,,,,,,,,,,48,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3234,2
22,23,5072,9333,,,,,,,,,,,6,21,,,,,,,,,,,,,,,,,,,22,17,,,,,169,2,,,,,,,,,12,38,,,,,,,,,,,,,147,8,454,54,,,,,,,,,6047,15,5,27,90,73,,,,,,,,,,,374,44,,,,,,,,,,,,,,,41,2,,,,,,,494,2,,,,,,,,,,,,,,,,,145,9,,,,,,,,,116,77,370,23,,,,,,,,,,,,,29,26,,,,,,,,,,,,,,,,,,,,,,,,,25,1,,,31,2,,,144,2,37,7,,,,,,,,,,,,,71,55,5,16,111,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,57,,,,,,,,,,,,,,,,,,,19,2,,,,,,,,,,,,,,,23,51,,,,,179,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,68
23,24,822,8444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,15,,,,,,,,,,,,,,,24,24,,,,,,,83,18,,,5,6,23,32,873,29,,,,,23,12,,,2925,31,5,25,605,30,,,,,,,131,18,,,534,34,,,,,,,,,,,,,,,,,,,,,58,28,,,,,,,,,,,102,19,,,,,,,,,,,,,,,,,493,25,478,19,,,,,,,,,,,,,73,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,22,5,14,55,18,,,,,,,,,,,,,,,,,,,,,323,21,,,,,169,22,,,,,,,717,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,24,,,,,,,,,,,,,,,,,,,,,,,2,51,,,,,,,,,12,22,,,,,,,,,,,,,,,,,,,,,,,328,21
24,25,2952,8153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,10,,,,,,,,,,,,,85,15,1164,22,,,,,,,,,3429,27,6,23,744,23,,,8,9,,,165,9,,,791,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,18,,,,,,,10,7,750,18,32,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,24,,,77,13,,,,,,,,,,,,,,,,,,,,,,,,,,,99,34,,,,,,,309,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
