,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
10,11,2425,19637,,,,,,,,,,,92,10,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,,,,35,14,,,,,,,242,10,,,,,92,12,1531,20,,,,,,,,,4747,22,3,45,1488,14,,,7,11,102,11,220,10,,,1460,12,,,,,,,,,,,,,,,,,,,,,144,11,,,,,,,,,,,172,14,,,,,,,,,,,,,,,,,1203,7,489,21,,,,,,,,,,,,,9,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348,19,,,,,,,,,,,,,,,,,,,,,,,,,1339,7,,,,,820,5,,,,,259,3,4018,5,,,,,,,,,,,,,,,,,,,,,70,12,,,,,,,,,,,,,179,16,,,,,16,6,,,,,,,,,,,,,,,,,,,346,4,,,,,,,,,23,18,,,,,,,,,,,,,,,,,,,,,,,182,31
11,12,320,19136,,,,,,,,,,,129,8,,,,,9,6,,,,,,,,,12,1,,,158,7,,,,,,,,,13,4,,,,,47,10,,,,,,,143,16,,,25,2,50,21,1361,23,,,,,138,6,,,8504,10,53,3,955,20,24,11,,,59,15,315,7,,,1723,9,,,,,,,13,3,,,10,2,,,27,3,,,,,108,19,90,5,,,,,,,,,290,6,,,,,,,407,4,,,,,,,17,5,360,28,382,29,,,,,10,4,,,,,31,2,22,28,,,,,,,5,5,,,,,,,,,29,10,22,10,,,,,,,,,9,6,,,,,41,7,,,,,,,,,,,,,888,7,11,7,60,15,,,,,,,12,2,,,,,,,,,,,,,514,13,,,,,249,19,,,,,107,8,903,15,,,,,,,,,,,,,5,3,,,,,,,112,6,100,3,,,,,,,,,,,109,21,,,,,24,4,,,20,4,,,32,11,,,,,39,13,,,13,1,48,17,,,,,,,,,42,13,,,,,,,,,,,9,6,,,,,,,,,,,248,26
12,13,29351,18611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3,,,,,,,,,,,,,,,,,,,,,,,,,139,17,,,,,,,2795,8,,,,,,,,,3031,33,,,200,50,107,3,,,,,77,32,,,409,47,,,,,,,,,,,,,,,,,,,,,308,7,,,,,,,,,,,24,33,13,6,,,,,,,,,,,,,,,,,143,48,,,,,,,,,,,,,25,26,,,,,,,,,,,,,,,,,251,3,129,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,33,,,,,,,,,,,,,,,,,,,,,,,,,857,8,,,,,,,,,,,,,8793,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,52,,,,,,,,,,,,,,,,,,,,,,,,,731,1,,,,,,,,,327,6,,,,,,,,,,,,,,,,,,,,,,,50,66
13,14,25821,18275,,,,,,,,,,,362,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2463,11,,,,,,,,,1044,96,15,15,1663,9,,,,,,,,,,,4218,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2077,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1173,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412,5,,,,,,,,,,,,,,,,,,,,,,,4728,1
14,15,50381,17506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,26,1356,24,,,,,,,,,13299,5,,,623,24,,,,,57,16,188,17,,,337,51,,,,,,,,,,,,,,,,,,,,,139,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806,14,115,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,16,1294,16173,,,,,,,,,,,39,15,,,,,13,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,13,,,,,,,,,,,,,68,15,1382,22,,,,,,,,,7396,14,13,18,936,21,,,15,4,120,9,204,14,,,2640,5,,,,,,,,,,,,,9,4,,,,,,,153,10,,,,,,,,,,,163,16,,,,,,,29,15,,,,,10,2,,,1097,9,,,,,,,,,,,,,,,25,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,8,,,,,,,,,,,,,548,14,,,43,22,,,,,,,11,3,,,,,,,,,,,,,53,46,,,,,,,,,,,,,708,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,14,,,,,,,,,,,,,23,12,,,,,22,23,,,,,24,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176,32
16,17,2243,16150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,17,,,,,,,,,,,,,,,12,35,,,,,,,,,,,,,,,3996,2,,,,,,,,,5128,18,,,,,,,,,,,,,,,1513,11,,,,,,,,,,,,,,,,,,,,,,,,,,,192,7,,,,,178,13,,,,,,,,,,,,,,,,,567,21,159,44,,,,,,,,,,,,,9,50,,,,,,,,,,,,,,,,,56,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795,10,,,,,,,,,,,,,,,,,,,,,,,,,1464,5,,,,,409,11,,,,,25,10,735,19,,,,,,,,,,,6,5,,,,,,,,,,,89,4,,,,,686,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,39
17,18,2136,15278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,5,,,,,,,,,,,,,,,,,,,,,,,388,6,,,,,,,3308,7,,,,,,,,,4471,25,17,11,236,44,,,,,1024,4,,,,,451,41,,,,,,,,,,,,,,,,,,,,,,,,,,,143,8,,,,,278,8,18,5,,,,,,,,,,,,,,,353,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3,,,,,,,,,,,,,,,,,,,,,1384,2,,,,,,,,,,,,,,,,,,,,,,,,,1493,4,,,,,,,,,,,,,638,22,,,,,,,,,,,,,,,,,8,8,,,199,2,,,,,11,2,,,11,2,,,514,5,,,,,,,,,,,,,,,,,,,57,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,51
18,19,181,14895,14,4,,,,,,,,,86,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,18,,,,,,,,,,,,,91,13,1571,18,,,,,,,,,7734,13,,,1504,13,,,5,13,,,88,29,,,1120,17,,,,,,,,,,,,,,,,,,,,,116,15,,,,,197,6,,,,,79,21,,,,,,,,,,,,,,,,,286,35,125,49,,,,,,,,,,,,,,,,,,,,,1,8,,,,,,,,,27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,17,,,38,24,,,,,,,,,,,,,,,,,,,,,189,26,,,,,151,30,,,,,,,544,27,,,,,,,,,,,,,,,,,165,2,,,,,,,,,2,3,,,,,,,204,12,,,,,,,,,,,,,13,16,,,,,24,21,,,,,24,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,38
19,20,811,14760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,9,,,,,,,22,38,,,,,,,1508,21,,,,,,,,,3964,26,2,51,1530,11,,,,,,,136,25,,,1878,8,,,,,,,,,,,,,5,6,,,,,,,621,5,,,,,,,,,,,168,15,,,,,,,,,,,,,,,,,100,74,415,26,,,,,,,,,,,,,193,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1014,6,,,17,30,,,,,,,,,,,,,,,,,,,,,375,20,,,,,459,10,,,,,194,6,335,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1743,7
20,21,5072,12337,,,,,,,,,,,3,24,,,,,,,,,,,,,,,,,,,27,15,,,,,237,2,,,,,,,,,9,41,,,,,,,,,,,,,135,8,562,52,,,,,,,,,7747,12,9,28,80,77,,,,,40,17,,,,,417,45,,,,,,,,,,,,,,,89,2,,,,,,,1188,2,,,,,,,,,,,,,,,,,165,9,,,,,,,,,81,81,278,36,,,,,,,,,,,,,20,31,,,,,,,,,,,,,,,,,,,,,,,,,37,1,,,33,2,,,531,2,55,6,,,,,,,,,,,,,45,71,8,11,103,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,62,,,,,,,,,,,,,,,,,,,17,2,,,,,,,,,,,,,,,38,44,,,,,176,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,50
21,22,3886,10567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,4,,,,,,,,,,,,,,,5,62,,,,,,,236,11,,,,,60,19,2420,12,,,,,,,,,2093,51,4,41,472,31,17,15,9,10,93,12,195,15,,,422,44,,,,,4,4,,,,,,,,,,,,,,,28,40,,,,,,,,,,,702,2,,,,,,,,,,,,,,,,,808,13,146,47,,,,,,,,,,,,,25,25,,,,,,,,,12,2,,,,,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,40,6,12,100,10,,,,,,,,,,,,,,,,,,,,,440,16,,,,,574,7,,,,,270,2,316,35,,,,,,,,,,,,,,,,,,,,,89,8,9,15,,,,,451,2,,,,,88,28,,,,,,,,,,,,,,,,,,,32,16,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,63
22,23,27443,10325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,20,,,,,,,77,23,,,15,4,41,23,571,51,,,,,122,7,,,548,152,16,12,419,34,38,8,,,,,115,26,,,455,39,,,,,,,,,,,,,,,,,,,,,47,29,,,,,73,11,,,,,,,,,,,,,,,,,,,,,,,670,17,1177,13,,,,,,,,,,,,,476,2,,,,,,,,,,,,,,,,,,,32,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,29,,,,,,,,,,,,,,,,,,,,,,,,,405,18,,,,,170,25,,,,,,,793,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897,1,,,,,,,,,,,53,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2883,3
23,24,2392,9270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,16,,,,,,,188,13,,,,,,,797,35,,,,,61,11,,,4969,19,,,248,43,,,10,8,171,7,101,28,,,794,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,20,,,,,,,,,,,,,,,,,364,27,250,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,28,,,81,13,,,,,,,,,,,,,,,,,,,,,428,17,,,,,159,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,14,,,,,,,25,11,,,,,100,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,40
24,25,822,8525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,14,,,,,,,,,,,,,,,14,32,,,,,,,151,15,,,6,7,30,29,1038,26,,,,,19,13,,,2716,37,6,34,453,32,,,,,,,226,9,,,653,32,,,,,,,,,,,,,,,,,,,,,34,35,,,,,,,,,,,136,18,,,,,,,,,,,,,,,,,518,23,338,31,,,,,,,,,,,,,31,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304,21,10,9,57,18,,,,,,,,,,,,,,,,,,,,,363,21,,,,,127,32,,,,,,,635,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,19,,,,,,,,,,,,,,,,,,,,,,,,,3,51,,,,,,,,,10,23,,,,,,,,,,,,,,,,,,,,,,,477,16
