,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
10,11,2243,21368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,10,,,,,,,,,,,,,,,9,41,,,,,,,,,,,,,,,5231,3,,,,,,,,,6693,19,,,,,,,,,,,,,,,1720,8,,,,,,,,,,,,,,,,,,,,,,,,,174,9,,,,,277,7,,,,,,,,,,,,,,,868,17,188,38,,,,,,,,,,,,,17,35,,,,,,,,,,,,,,,43,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,925,9,,,,,,,,,,,,,,,,,,,,,,,1054,6,,,,,1577,3,,,50,10,1282,16,,,,,,,8,6,,,,,,,,,,,91,5,,,,,1036,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,42
11,12,29351,21277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3,,,,,,,,,,,,,,,,,,,,,,,,,95,21,,,,,,,2603,13,,,,,,,,,3626,36,,,156,59,137,3,,,,,103,26,,,110,99,,,,,,,,,,,,,,,,,,,217,8,,,,,,,,,,,49,26,18,5,,,,,,,,,,,,,,,174,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,3,131,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169,34,,,,,,,,,,,,,,,,,,,,,,,604,11,,,,,,,,,,,11550,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,37,,,,,,,,,,,,,,,,,,,,,,,,,827,1,,,,,,,,,369,4,,,,,,,,,,,,,,,,,,,,,,,,
12,13,181,20968,3,4,,,,,,,,,183,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,3,,,,,,,,,,,,,144,8,2423,15,,,,,,,,,10345,11,,,2238,10,,,5,9,,,97,27,,,1177,16,,,,,,,,,,,,,,,,,,,122,14,,,,,507,3,,,,,137,20,,,,,,,,,,,,,,,444,31,137,49,,,,,,,,,,,,,,,,,,,,,3,8,,,,,,,32,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456,15,,,77,14,,,,,,,,,,,,,,,,,,,358,23,,,,,190,24,,,,,889,20,,,,,,,,,,,,,431,2,,,,,,,,,2,4,,,,,,,230,10,,,,,,,,,,,,,24,12,,,,,43,13,,,,,33,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,28
13,14,2162,20800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,,7,49,,,,,,,120,16,,,,,16,40,1494,21,,,,,,,,,9668,12,,,615,26,,,,,,,75,29,,,681,30,,,,,1,4,,,,,,,,,,,,,16,40,,,,,,,,,,,185,14,,,,,,,,,,,,,2,9,575,26,3,108,,,,,,,2,4,,,,,53,14,,,,,,,,,,,,,,,23,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,46,3,12,,,,,,,,,,,,,,,,,,,,,490,17,,,,,148,26,,,10,12,5603,3,,,,,,,,,,,,,2,14,,,,,5,18,,,,,,,,,,,79,29,,,,,,,,,,,,,,,,,,,38,17,,,,,102,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679,8
14,15,1294,19596,,,,,,,,,,,52,11,,,,,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,21,,,,,,,,,,,,,54,18,2475,14,,,,,,,,,8165,14,1,38,1327,17,,,,,,,145,20,,,2958,5,,,,,,,,,,,,,5,6,,,,,156,10,,,,,,,,,,,147,18,,,,,77,12,,,,,1,7,,,1871,7,,,,,,,,,,,,,,,50,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,9,,,,,,,,,,,,,549,13,,,19,33,,,,,3,6,,,,,,,,,,,,,114,34,,,,,,,,,,,977,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,16,,,,,,,,,,,,,,,,,,,38,16,,,,,14,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,24
15,16,50381,19559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,24,,,,,,,,,,,16179,4,,,753,24,,,,,10,21,191,10,,,461,40,,,,,,,,,,,,,,,,,,,119,15,,,,,,,,,,,,,,,,,,,,,,,,,,,1172,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,17,25821,15976,,,,,,,,,,,342,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3102,12,,,,,,,,,1273,83,6,13,1730,13,,,,,,,,,,,4049,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2264,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,4
17,18,811,15490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,5,,,,,,,25,37,,,,,,,1329,25,,,,,,,,,4299,30,6,10,3353,5,,,,,,,152,17,,,1377,12,,,,,,,,,,,,,5,5,,,,,565,4,,,,,,,,,,,148,17,,,,,,,,,,,,,,,114,79,282,28,,,,,,,,,,,,,287,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,981,7,,,28,28,,,,,,,,,,,,,,,,,,,368,21,,,,,1449,4,,,176,5,482,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,19,2425,14730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,,,,,,,50,12,,,,,,,62,25,,,,,136,9,1170,27,,,,,,,,,4531,26,4,23,1096,20,,,8,4,96,11,183,13,,,864,22,,,,,,,,,,,,,,,,,,,124,13,,,,,,,,,,,166,15,,,,,,,,,,,,,,,730,20,645,19,,,,,,,,,,,,,9,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,25,,,,,,,,,,,,,,,,,,,,,,,504,16,,,,,468,16,,,287,3,2888,7,,,,,,,,,,,,,,,,,45,11,,,,,,,,,,,,,129,19,,,,,3,8,,,,,,,,,,,,,,,,,,,135,9,,,,,,,,,15,14,,,,,,,,,,,,,,,,,,,,,,,135,30
19,20,27443,13323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,26,,,,,,,64,24,,,11,2,41,23,894,35,,,,,,,,,654,134,5,20,548,28,32,7,,,,,151,19,,,464,39,,,,,,,,,,,,,,,,,,,,,,,,,46,13,,,,,,,,,,,,,,,,,,,,,791,18,2217,7,,,,,,,,,,,,,2512,1,,,,,,,,,,,,,,,,,49,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,33,,,,,,,,,,,,,,,,,,,,,,,316,26,,,,,589,10,,,,,672,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,9,,,,,,,,,,,45,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2940,2
20,21,822,12995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,12,,,,,,,,,,,,,,,33,16,,,,,,,113,17,,,3,9,25,30,1520,20,,,,,40,10,,,4635,25,10,6,1010,22,,,,,,,281,8,,,732,28,,,,,,,,,,,,,,,,,,,40,29,,,,,,,,,,,191,13,,,,,,,,,,,,,,,1050,13,497,21,,,,,,,,,,,,,64,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419,17,4,11,86,12,,,,,,,,,,,,,,,,,,,516,14,,,,,120,30,,,,,1001,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,14,,,,,,,,,,,,,,,,,,,,,,,,,2,45,,,,,,,,,6,20,,,,,,,,,,,,,,,,,,,,,,,359,16
21,22,2136,12732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,6,,,,,,,,,,,,,,,,,,,,,,,356,5,,,,,,,3787,8,,,,,,,,,2852,44,4,22,289,44,,,,,845,4,,,,,334,47,,,,,,,,,,,,,,,,,,,,,,,,,225,7,,,,,225,11,,,,,,,,,,,,,,,570,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3,,,,,,,,,,,,,,,,,,,,,1166,4,,,,,,,,,,,,,,,,,,,,,,,964,7,,,,,,,,,,,132,59,,,,,,,,,,,,,20,7,,,115,4,,,,,4,3,,,3,3,,,511,6,,,,,,,,,,,,,,,,,,,86,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,56
22,23,39856,11943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,7,,,,,,,,,,,,,,,61,8,,,,,,,147,12,,,,,29,29,942,32,,,,,,,,,2710,48,,,1869,12,,,,,,,,,,,1513,10,,,,,,,,,,,,,,,,,,,144,11,,,,,,,,,,,214,12,,,,,,,,,,,,,,,1663,8,,,,,,,,,,,,,,,21,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,38,,,,,,,,,,,,,,,,,,,510,15,,,,,,,,,,,1583,11,,,,,,,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,25
23,24,5072,11241,,,,,,,,,,,8,21,,,,,,,,,,,,,,,,,,,17,17,,,,,110,3,,,,,,,,,4,67,,,,,,,,,,,,,174,7,662,47,,,,,,,,,7665,17,1,44,91,77,,,,,,,,,,,371,45,,,,,,,,,,,,,,,20,2,,,,,844,2,,,,,,,,,,,,,,,116,10,,,,,,,,,115,78,277,30,,,,,,,,,,,,,10,52,,,,,,,,,,,,,,,,,,,,,,,12,1,,,20,3,,,280,2,,,,,,,,,,,,,,,64,60,9,8,94,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,67,,,,,,,,,,,,,,,11,2,,,,,,,,,,,,,,,31,50,,,,,76,2,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,65
24,25,3886,10526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,4,,,,,,,,,,,,,,,8,46,,,,,,,132,14,,,,,93,12,3862,7,,,,,,,,,33,878,5,19,520,30,8,17,,,90,12,151,18,,,480,37,,,,,4,3,,,,,,,,,,,,,27,35,,,,,,,,,,,954,2,,,,,,,,,,,,,,,982,14,141,48,,,,,,,,,,,,,29,24,,,,,,,,,10,2,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,30,3,13,115,9,,,,,,,,,,,,,,,,,,,361,22,,,,,886,7,,,321,2,303,36,,,,,,,,,,,,,,,,,133,3,14,15,,,,,16,9,,,,,87,25,,,,,,,,,,,,,,,,,,,117,8,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,47
25,26,2398,9582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275,78,,,,,,,,,8046,15,2,34,111,70,,,,,,,22,61,,,559,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,57,,,,,,,,,,,,,,,,,,,,,,,79,45,,,,,,,,,,,230,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,40,,,,,,,,,,,,,,,,,,,20,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
