,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
10,11,29351,17378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,4,,,,,,,,,,,,,,,,,,,,,,,,,90,18,,,,,,,3211,6,,,,,,,,,3171,27,,,141,53,105,3,,,,,77,28,,,284,48,,,,,,,,,,,,,,,,,,,,,341,7,,,,,,,,,,,22,34,8,7,,,,,,,,,,,,,,,,,136,46,,,,,,,,,,,,,6,65,,,,,,,,,,,,,,,,,266,3,82,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,37,,,,,,,,,,,,,,,,,,,,,,,,,655,8,,,,,,,,,,,,,7495,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,38,,,,,,,,,,,,,,,,,,,,,,,,,741,1,,,,,,,,,318,6,,,,,,,,,,,,,,,,,,,,,,,59,56
11,12,25821,17218,,,,,,,,,,,522,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2182,11,,,,,,,,,1015,89,11,11,1449,13,,,,,,,,,,,3545,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2687,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1238,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482,4,,,,,,,,,,,,,,,,,,,,,,,3988,1
12,13,2425,17077,,,,,,,,,,,108,9,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,,,,,,40,7,,,,,,,116,13,,,,,154,7,1347,17,,,,,,,,,4707,18,2,43,1731,7,,,4,12,81,10,151,13,,,1015,16,,,,,,,,,,,,,,,,,,,,,77,19,,,,,,,,,,,106,15,,,,,,,,,,,,,,,,,861,9,481,21,,,,,,,,,,,,,5,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408,17,,,,,,,,,,,,,,,,,,,,,,,,,751,7,,,,,982,5,,,,,145,4,3002,5,,,,,,,,,,,,,,,,,,,,,35,12,,,,,,,,,,,,,167,13,,,,,13,6,,,,,,,,,,,,,,,,,,,412,4,,,,,,,,,31,15,,,,,,,,,,,,,,,,,,,,,,,142,32
13,14,320,15810,,,,,,,,,,,72,12,,,,,14,4,,,,,,,,,10,1,,,74,9,,,,,,,,,11,4,,,,,268,2,,,,,,,109,15,,,17,2,58,16,1299,18,,,,,120,6,,,6415,16,42,2,1004,20,37,9,,,60,14,199,7,,,1277,11,,,,,,,10,2,,,11,2,,,23,3,,,,,80,18,111,5,,,,,,,,,186,7,,,,,,,478,4,,,,,,,13,5,235,34,268,31,,,,,9,4,,,,,29,2,15,38,,,,,,,4,6,,,,,,,,,28,10,15,10,,,,,,,,,9,6,,,,,84,4,,,,,,,,,,,,,835,8,16,3,88,10,,,,,,,8,2,,,,,,,,,,,,,355,17,,,,,279,17,,,,,83,8,706,16,,,,,,,,,,,,,6,3,,,,,,,80,6,52,5,,,,,,,,,,,80,23,,,,,21,5,,,142,2,,,25,12,,,,,42,19,,,12,1,38,19,,,,,,,,,37,14,,,,,,,,,,,7,7,,,,,,,,,,,204,26
14,15,181,15573,9,4,,,,,,,,,75,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,23,,,,,,,,,,,,,92,10,1273,19,,,,,,,,,9764,10,,,1350,15,,,8,9,,,57,30,,,759,19,,,,,,,,,,,,,,,,,,,,,99,15,,,,,155,5,,,,,39,25,,,,,,,,,,,,,,,,,217,35,119,51,,,,,,,,,,,,,,,,,,,,,6,4,,,,,,,,,27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,24,,,23,26,,,,,,,,,,,,,,,,,,,,,127,27,,,,,97,35,,,,,,,452,24,,,,,,,,,,,,,,,,,91,3,,,,,,,,,,,,,,,,,282,8,,,,,,,,,,,,,12,14,,,,,48,18,,,,,28,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,35
15,16,2243,15236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,10,,,,,,,,,,,,,,,7,47,,,,,,,,,,,,,,,4052,2,,,,,,,,,4925,17,,,,,,,,,,,,,,,1161,14,,,,,,,,,,,,,,,,,,,,,,,,,,,119,9,,,,,130,13,,,,,,,,,,,,,,,,,476,18,167,42,,,,,,,,,,,,,8,55,,,,,,,,,,,,,,,,,47,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,972,6,,,,,,,,,,,,,,,,,,,,,,,,,1142,5,,,,,386,13,,,,,16,11,790,15,,,,,,,,,,,6,4,,,,,,,,,,,78,3,,,,,631,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,47
16,17,13,14628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,12,,,,,,,110,14,,,5,7,32,24,1056,22,,,,,40,10,,,6502,15,3,31,1442,14,,,6,10,,,45,35,5,2,537,26,,,,,,,,,,,,,,,,,,,,,799,2,,,,,,,,,,,78,19,,,4,1,,,,,,,,,,,,,336,25,1212,11,,,,,,,,,,,,,31,20,,,,,,,,,,,,,,,,,,,12,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605,13,9,9,50,16,,,,,,,,,,,,,,,,,,,,,114,29,,,,,215,21,,,,,39,9,683,17,,,,,,,,,,,,,,,,,,,,,6,23,13,14,,,,,52,11,,,,,152,17,,,,,,,,,,,,,,,,,,,49,17,,,,,,,,,,,,,,,26,17,,,,,,,,,,,,,,,,,,,,,,,328,21
17,18,1294,14482,,,,,,,,,,,35,17,,,,,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,11,,,,,,,,,,,,,70,13,1265,20,,,,,,,,,7676,13,8,14,803,22,,,9,7,89,9,145,14,,,1850,7,,,,,,,,,,,,,12,2,,,,,,,132,12,,,,,,,,,,,97,16,,,,,,,26,15,,,,,6,4,,,807,10,,,,,,,,,,,,,,,24,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,10,,,,,,,,,,,,,432,15,,,27,22,,,,,,,7,3,,,,,,,,,,,,,52,41,,,,,,,,,,,,,443,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,11,,,,,,,,,,,,,32,11,,,,,29,23,,,,,14,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,28
18,19,811,13669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,10,,,,,,,14,41,,,,,,,1434,15,,,,,,,,,3590,22,6,17,1516,11,,,,,,,76,29,,,1228,12,,,,,,,,,,,,,4,6,,,,,,,556,5,,,,,,,,,,,130,12,,,,,,,,,,,,,,,,,75,71,359,25,,,,,,,,,,,,,267,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1062,5,,,15,29,,,,,,,,,,,,,,,,,,,,,417,12,,,,,494,10,,,,,123,7,298,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1951,6
19,20,5072,12688,,,,,,,,,,,1,25,,,,,,,,,,,,,,,,,,,17,17,,,,,216,3,,,,,,,,,13,32,,,,,,,,,,,,,122,9,398,55,,,,,,,,,8396,12,11,10,85,74,,,,,32,16,,,,,295,46,,,,,,,,,,,,,,,93,2,,,,,,,872,2,,,,,,,,,,,,,,,,,185,8,,,,,,,,,74,72,381,24,,,,,,,,,,,,,17,34,,,,,,,,,,,,,,,,,,,,,,,,,24,1,,,43,2,,,688,2,127,3,,,,,,,,,,,,,52,61,8,10,110,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,61,,,,,,,,,,,,,,,,,,,19,2,,,,,,,,,,,,,,,22,50,,,,,227,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,69
20,21,50381,12191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,35,686,36,,,,,,,,,9776,9,,,331,36,,,,,32,17,103,22,,,169,65,,,,,,,,,,,,,,,,,,,,,152,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468,19,88,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,22,27443,10939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,33,,,,,,,41,26,,,11,4,28,26,690,35,,,,,21,13,,,636,125,10,13,446,30,36,10,,,,,103,21,,,354,39,,,,,,,,,,,,,,,,,,,,,40,31,,,,,41,13,,,,,,,,,,,,,,,,,,,,,,,361,22,1666,8,,,,,,,,,,,,,518,2,,,,,,,,,,,,,,,,,,,21,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,27,,,,,,,,,,,,,,,,,,,,,,,,,356,16,,,,,141,27,,,,,,,1021,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1208,1,,,,,,,,,,,48,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2947,2
22,23,2136,10612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,7,,,,,,,,,,,,,,,,,,,,,,,267,5,,,,,,,2326,10,,,,,,,,,3448,24,4,25,201,45,,,,,761,4,,,,,333,41,,,,,,,,,,,,,,,,,,,,,,,,,,,136,7,,,,,165,9,5,8,,,,,,,,,,,,,,,255,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,,,,,,,,,,,,,,,,,,,,,1074,4,,,,,,,,,,,,,,,,,,,,,,,,,898,6,,,,,,,,,,,,,57,85,,,,,,,,,,,,,,,,,8,7,,,111,2,,,,,4,2,10,19,5,3,,,299,7,,,,,,,,,,,,,,,,,,,65,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,55
23,24,3886,9186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,5,,,,,,,,,,,,,,,10,35,,,,,,,132,11,,,,,35,22,2465,8,,,,,,,,,2147,45,4,27,363,33,16,15,2,14,59,15,113,19,,,427,35,,,,,4,3,,,,,,,,,,,,,,,27,38,,,,,,,,,,,511,2,,,,,,,,,,,,,,,,,629,12,86,56,,,,,,,,,,,,,15,39,,,,,,,,,9,3,,,,,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,40,4,13,69,13,,,,,,,,,,,,,,,,,,,,,206,22,,,,,648,7,,,,,138,5,214,37,,,,,,,,,,,,,,,,,,,,,74,8,10,15,,,,,316,2,,,,,58,28,,,,,,,,,,,,,,,,,,,55,16,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,50
24,25,4192,7704,,,,,,,,,,,,,,,,,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,31,,,,,,,33,28,,,,,32,25,976,24,,,,,,,,,3409,25,,,200,46,,,,,,,22,48,,,291,47,,,,,,,,,,,,,10,3,,,,,,,26,40,,,,,,,,,,,25,32,,,,,,,,,,,,,,,,,379,21,480,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,30,,,,,,,,,,,,,,,,,,,,,,,,,96,32,,,,,,,,,,,,,1350,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,30,,,,,,,,,,,,,,,,,,,,,,,,,37,20,,,,,,,,,,,,,,,,,,,,,3,11,,,,,,,,,,,104,37
