bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fj,fj_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gcr,gcr_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
25821,19912,11,,,,,,,,,,,344,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437,12,,,,,,,,,1075,90,9,12,1829,8,,,,,,,,,,,,,7011,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1953,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1167,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666,7,,,,,,,,,,,,,,,,,,,,,,,3159,4
811,19295,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,12,,,,,,,20,41,,,,,,,1818,15,,,,,,,,,4920,20,6,20,1314,15,,,,,,,139,22,,,,,1889,10,,,,,,,,,,,,,,,5,4,,,,,,,674,4,,,,,,,,,,,159,15,,,,,,,,,,,,,,,,,106,69,398,25,,,,,,,,,,,,,427,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1327,3,,,27,28,,,,,,,,,,,,,,,,,,,,,923,9,,,,,384,13,,,,,277,3,354,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4053,2
2243,19234,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,14,,,,,,,,,,,,,,,9,41,,,,,,,,,,,,,,,4548,3,,,,,,,,,5773,16,,,,,,,,,,,,,,,,,2309,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,9,,,,,167,13,,,,,,,,,,,,,,,,,418,24,247,37,,,,,,,,,,,,,14,61,,,,,,,,,,,,,,,,,74,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1009,7,,,,,,,,,,,,,,,,,,,,,,,,,1722,3,,,,,480,11,,,,,29,10,1129,15,,,,,,,,,,,5,7,,,,,,,,,,,116,3,,,,,955,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,44
2425,19216,14,,,,,,,,,,,121,10,,,,,,,,,,,,,,,,,,,,,,,,,,,11,4,,,,,,,34,14,,,,,,,199,11,,,,,107,10,1543,20,,,,,,,,,4381,25,3,37,1238,16,,,6,11,135,11,267,9,,,,,1431,14,,,,,,,,,,,,,,,,,,,,,,,135,12,,,,,,,,,,,210,10,,,,,,,,,,,,,,,,,1012,7,484,23,,,,,,,,,,,,,14,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,26,,,,,,,,,,,,,,,,,,,,,,,,,1347,7,,,,,723,5,,,,,298,2,4366,5,,,,,,,,,,,,,,,,,,,,,75,9,,,,,,,,,,,,,196,11,,,,,8,8,,,,,,,,,,,,,,,,,,,451,4,,,,,,,,,30,18,,,,,,,,,,,,,,,,,,,,,,,173,32
320,18987,15,,,,,,,,,,,107,11,,,,,15,3,,,,,,,,,12,1,,,215,8,,,,,,,,,18,3,,,,,59,5,,,,,,,128,18,,,16,3,40,27,1653,17,,,,,217,6,,,7129,15,17,4,1124,17,26,12,,,89,13,272,8,,,,,1898,9,,,,,9,3,15,2,,,,,17,3,,,35,4,,,,,104,17,104,5,,,,,,,,,307,6,,,,,,,311,5,,,,,,,14,7,210,42,278,32,,,,,18,3,,,,,31,2,33,26,,,,,,,14,3,,,,,,,,,42,10,30,9,,,,,,,,,11,7,,,,,122,3,,,,,,,,,,,,,1152,6,33,2,89,13,,,,,,,5,5,,,,,,,,,,,,,652,13,,,,,277,19,,,,,151,7,1110,16,,,,,,,,,,,,,7,2,,,,,,,75,8,78,5,,,,,25,14,,,,,90,25,,,,,20,5,,,,,,,22,12,,,,,49,19,,,14,1,52,19,,,,,,,,,31,17,,,,,,,,,,,6,10,,,,,,,,,,,309,24
13,18041,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,16,,,,,,,122,21,,,3,12,41,26,1724,16,,,,,57,9,,,7848,10,6,18,1757,9,,,5,13,,,34,46,,,10,2,769,23,,,,,,,,,,,,,2,4,,,,,,,,,703,3,,,,,,,,,,,144,16,,,8,1,,,,,,,,,,,,,415,26,1423,11,,,,,,,,,,,,,81,14,,,,,,,,,,,,,,,,,,,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,709,10,19,3,57,20,,,,,,,,,,,,,,,,,,,,,234,26,,,,,349,14,,,,,42,9,774,19,,,,,,,,,,,,,,,,,,,,,19,13,36,10,,,,,99,7,,,,,133,18,,,,,,,,,,,,,,,,,,,36,23,,,,,,,,,,,,,,,31,16,,,,,,,,,,,,,,,,,,,,,,,310,23
28,16420,17,,,,,,,,,,,223,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258,85,,,,,,,,,4599,23,,,862,22,,,,,,,25,59,,,,,215,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,15,,,,,,,,,245,36,9586,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,30,,,,,,,,,,,,,,,,,,,160,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1294,16305,18,,,,,,,,,,,43,16,,,,,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,17,,,,,,,,,,,,,78,17,1164,23,,,,,,,,,7774,11,6,21,863,21,,,2,19,85,14,170,17,,,,,2587,5,,,,,,,,,,,,,,,5,5,,,,,,,145,9,,,,,,,,,,,188,11,,,,,,,24,16,,,,,5,5,,,859,10,,,,,,,,,,,,,,,370,3,,,,,,,,,,,,,,,,,,,15,11,,,,,,,,,,,,,,,14,10,,,,,,,,,,,,,564,14,,,20,29,,,,,,,3,7,,,,,,,,,,,,,50,53,,,,,,,,,,,,,785,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,10,,,,,161,14,,,,,,,,,,,,,32,11,,,,,15,31,,,,,14,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178,29
2136,15336,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,7,,,,,,,,,,,,,,,,,,,,,,,511,4,,,,,,,4125,5,,,,,,,,,4094,28,6,22,255,42,,,,,1028,5,,,,,,,455,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169,8,,,,,241,8,12,6,,,,,,,,,,,,,,,341,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3,,,,,,,,,,,,,,,,,,,,,1408,2,,,,,,,,,,,,,,,,,,,,,,,,,1610,4,,,,,,,,,,,,,81,77,,,,,,,,,,,,,,,,,15,7,,,219,2,,,,,9,2,,,5,3,,,276,7,,,,,,,,,,,,,,,,,,,166,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,52
181,14778,20,14,4,,,,,,,,,121,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,22,,,,,,,,,,,,,164,8,1559,19,,,,,,,,,7255,13,,,1378,12,,,9,5,,,56,32,,,,,1021,16,,,,,,,,,,,,,,,,,,,,,,,98,20,,,,,276,4,,,,,78,20,,,,,,,,,,,,,,,,,188,46,270,33,,,,,,,,,,,,,,,,,,,,,7,6,,,,,,,,,43,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408,17,,,53,21,,,,,,,,,,,,,,,,,,,,,209,27,,,,,142,30,,,,,,,611,22,,,,,,,,,,,,,,,,,235,2,,,,,,,,,1,4,,,,,,,185,13,,,,,,,,,,,,,11,16,,,,,34,25,,,,,137,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197,28
3886,13441,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285,4,,,,,,,,,,,,,,,23,20,,,,,,,310,8,,,,,94,13,3747,7,,,,,,,,,2654,44,6,24,411,33,17,17,8,6,177,8,180,14,,,,,564,34,,,,,8,5,,,,,,,,,,,,,,,,,34,35,,,,,,,,,,,744,2,,,,,,,,,,,,,,,,,987,8,128,53,,,,,,,,,,,,,24,34,,,,,,,,,9,2,,,,,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,33,3,17,132,9,,,,,,,,,,,,,,,,,,,,,431,18,,,,,530,7,,,,,245,4,230,45,,,,,,,,,,,,,,,,,,,,,92,7,40,9,,,,,807,2,,,,,99,23,,,,,,,,,,,,,,,,,,,144,11,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,49
50381,12140,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,32,797,33,,,,,,,,,9366,9,,,399,34,,,,,67,15,117,24,,,,,205,70,,,,,,,,,,,,,,,,,,,,,,,124,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554,20,74,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5072,11881,23,,,,,,,,,,,2,25,,,,,,,,,,,,,,,,,,,19,16,,,,,177,2,,,,,,,,,10,39,,,,,,,,,,,,,170,6,543,48,,,,,,,,,7462,12,5,28,87,73,,,,,27,18,,,,,,,388,45,,,,,,,,,,,,,,,,,126,2,,,,,,,936,2,,,,,,,,,,,,,,,,,154,9,,,,,,,,,120,63,311,31,,,,,,,,,,,,,24,36,,,,,,,,,,,,,,,,,,,,,,,,,23,2,,,40,2,,,547,2,66,5,,,,,,,,,,,,,70,61,5,14,146,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,67,,,,,,,,,,,,,,,,,,,25,2,,,,,,,,,,,,,,,55,34,,,,,187,2,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,74
822,11423,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,58,10,,,,,,,,,,,,,,,25,19,,,,,,,191,12,,,14,4,28,33,1106,24,,,,,39,12,,,3628,31,13,7,637,27,,,,,,,191,12,,,,,847,21,,,,,,,,,,,,,,,,,,,,,,,39,33,,,,,,,,,,,162,14,,,,,,,,,,,,,,,,,556,19,543,20,,,,,,,,,,,,,159,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330,20,7,8,94,12,,,,,,,,,,,,,,,,,,,,,539,16,,,,,216,25,,,,,,,1195,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,20,,,,,,,,,,,,,,,,,,,,,,,643,16
