bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,diq,diq_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fj,fj_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gcr,gcr_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
2425,20644,11,,,,,,,,,,,158,9,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,,,,,,,31,14,,,,,,,156,12,,,,,124,10,1563,19,,,,,,,,,,,5232,18,8,18,1399,11,,,1,17,223,10,214,13,,,,,1547,11,,,,,,,,,,,,,,,,,,,,,,,149,9,,,,,,,,,,,223,9,,,,,,,,,,,,,,,,,1586,9,693,16,,,,,,,,,,,,,15,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,28,,,,,,,,,,,,,,,,,,,,,,,,,995,7,,,,,1000,4,,,,,344,2,3927,5,,,,,,,,,,,,,,,,,,,,,91,9,,,,,,,,,,,,,212,14,,,,,6,8,,,,,,,,,,,,,,,,,,,370,3,,,,,,,,,31,18,,,,,,,,,,,,,,,,,,,,,,,133,35
28,20315,12,,,,,,,,,,,271,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361,64,,,,,,,,,,,3976,26,,,984,20,,,,,,,42,40,,,,,525,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,10,,,,,,,,,946,15,12732,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,49,,,,,,,,,,,,,,,,,,,191,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25821,19941,13,,,,,,,,,,,346,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2297,11,,,,,,,,,,,1171,82,13,4,1802,7,,,,,,,,,,,,,7094,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2147,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1087,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445,6,,,,,,,,,,,,,,,,,,,,,,,3353,2
320,18467,14,,,,,,,,,,,83,12,,,,,14,3,,,,,,,,,13,1,,,131,8,,,,,,,,,14,4,,,,,40,11,,,,,,,117,17,,,9,2,39,22,1743,16,,,,,,,352,5,,,6857,16,10,8,1233,16,42,10,,,64,15,299,7,,,,,2022,7,,,,,7,3,10,2,,,,,18,2,,,33,4,,,,,94,19,107,4,,,,,,,,,291,5,,,,,,,392,4,,,,,,,14,5,345,36,328,31,,,,,13,3,,,,,20,2,30,24,,,,,,,7,4,,,,,,,,,36,10,18,10,,,,,,,,,9,6,,,,,126,3,,,,,,,,,,,,,686,11,10,7,59,18,,,,,,,6,4,,,,,,,,,,,,,628,14,,,,,315,16,,,,,137,6,852,17,,,,,,,,,,,,,6,3,,,,,,,92,8,89,4,,,,,21,14,,,,,75,29,,,,,16,5,,,,,,,13,15,,,,,37,23,,,21,1,36,18,,,,,,,,,82,12,,,,,,,,,,,10,4,,,,,,,,,,,296,24
1294,18373,15,,,,,,,,,,,30,17,,,,,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,9,,,,,,,,,,,,,57,17,989,27,,,,,,,,,,,10232,9,8,14,797,22,,,5,6,148,12,147,20,,,,,2117,6,,,,,,,,,,,,,,,7,3,,,,,,,140,10,,,,,,,,,,,101,16,,,,,,,26,14,,,,,6,3,,,1576,10,,,,,,,,,,,,,,,349,3,,,,,,,,,,,,,,,,,,,16,11,,,,,,,,,,,,,,,7,10,,,,,,,,,,,,,440,17,,,35,24,,,,,,,1,8,,,,,,,,,,,,,56,47,,,,,,,,,,,,,587,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,12,,,,,120,22,,,,,,,,,,,,,18,12,,,,,10,32,,,,,12,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258,26
13,18049,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,15,,,,,,,112,18,,,3,11,37,24,1486,22,,,,,,,61,9,,,7983,12,11,6,1619,10,,,5,5,,,38,45,,,4,2,734,25,,,,,,,,,,,,,3,4,,,,,,,,,594,3,,,,,,,,,,,111,15,,,4,1,,,,,,,,,,,,,512,28,1486,11,,,,,,,,,,,,,67,15,,,,,,,,,,,,,,,,,,,13,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641,12,8,9,78,13,,,,,,,,,,,,,,,,,,,,,235,24,,,,,471,12,,,,,62,9,925,16,,,,,,,,,,,,,,,,,,,,,10,17,28,9,,,,,50,9,,,,,181,16,,,,,,,,,,,,,,,,,,,28,26,,,,,,,,,,,,,,,22,20,,,,,,,,,,,,,,,,,,,,,,,398,21
811,17660,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,12,,,,,,,12,45,,,,,,,1765,15,,,,,,,,,,,4638,20,7,26,1200,17,,,,,,,219,12,,,,,1812,10,,,,,,,,,,,,,,,4,5,,,,,,,518,5,,,,,,,,,,,132,13,,,,,,,,,,,,,,,,,144,70,482,21,,,,,,,,,,,,,532,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1135,3,,,22,30,,,,,,,,,,,,,,,,,,,,,708,10,,,,,434,13,,,,,252,3,321,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3276,3
30549,17659,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,25,,,,,45,20,1793,14,,,,,,,,,,,10104,10,,,517,29,,,1,20,,,,,,,,,763,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,40,,,,,,,,,,,,,,,,,2492,4,663,18,,,,,,,,,,,,,109,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,27,,,78,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,16995,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,10,,,,,,,,,,,,,,,17,25,,,,,,,,,,,,,,,3803,4,,,,,,,,,,,5406,17,,,,,,,,,,,,,,,,,1946,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,10,,,,,162,11,,,,,,,,,,,,,,,,,694,21,269,34,,,,,,,,,,,,,21,33,,,,,,,,,,,,,,,,,74,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,828,7,,,,,,,,,,,,,,,,,,,,,,,,,1220,6,,,,,479,11,,,,,28,10,1031,15,,,,,,,,,,,10,4,,,,,,,,,,,63,5,,,,,705,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,47
181,14850,20,9,5,,,,,,,,,141,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,23,,,,,,,,,,,,,132,9,1672,17,,,,,,,,,,,7512,13,,,1304,14,,,7,4,,,55,33,,,,,1106,16,,,,,,,,,,,,,,,,,,,,,,,117,13,,,,,236,4,,,,,46,25,,,,,,,,,,,,,,,,,320,39,184,41,,,,,,,,,,,,,,,,,,,,,4,6,,,,,,,,,25,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,21,,,52,20,,,,,,,,,,,,,,,,,,,,,166,27,,,,,154,30,,,,,,,577,22,,,,,,,,,,,,,,,,,148,3,,,,,,,,,2,3,,,,,,,262,9,,,,,,,,,,,,,15,14,,,,,46,19,,,,,48,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,27
2136,14545,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183,6,,,,,,,,,,,,,,,,,,,,,,,438,4,,,,,,,3463,6,,,,,,,,,,,3979,25,9,11,225,45,,,,,1761,4,,,,,,,447,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,7,,,,,251,8,16,5,,,,,,,,,,,,,,,520,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,,,,,,,,,,,,,,,,,,,,,1095,4,,,,,,,,,,,,,,,,,,,,,,,,,1277,5,,,,,,,,,,,,,52,86,,,,,,,,,,,,,,,,,9,7,,,190,2,,,,,18,2,,,12,3,,,257,11,,,,,,,,,,,,,,,,,,,121,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,52
3886,13345,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295,3,,,,,,,,,,,,,,,24,18,,,,,,,227,9,,,,,51,19,3809,3,,,,,,,,,,,2150,51,6,36,463,31,24,14,4,9,311,7,235,11,,,,,511,40,,,,,7,5,,,,,,,,,,,,,,,,,27,38,,,,,,,,,,,628,2,,,,,,,,,,,,,,,,,1552,11,123,53,,,,,,,,,,,,,19,35,,,,,,,,,10,2,,,10,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,44,28,2,107,9,,,,,,,,,,,,,,,,,,,,,308,21,,,,,740,6,,,,,210,4,262,44,,,,,,,,,,,,,,,,,,,,,106,5,44,6,,,,,571,2,,,,,91,25,,,,,,,,,,,,,,,,,,,211,7,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,49
50381,11543,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,36,832,31,,,,,,,,,,,8477,11,,,385,35,,,,,61,16,97,28,,,,,197,66,,,,,,,,,,,,,,,,,,,,,,,95,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072,13,59,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5072,10830,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,15,,,,,212,2,,,,,,,,,4,66,,,,,,,,,,,,,163,6,499,51,,,,,,,,,,,6923,15,7,30,87,70,,,,,25,19,,,,,,,355,48,,,,,,,,,,,,,,,,,73,2,,,,,,,708,2,,,,,,,,,,,,,,,,,118,9,,,,,,,,,87,87,268,35,,,,,,,,,,,,,12,51,,,,,,,,,,,,,,,,,,,,,,,,,28,1,,,26,2,,,612,2,43,6,,,,,,,,,,,,,47,65,14,5,98,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,61,,,,,,,,,,,,,,,,,,,17,2,,,,,,,,,,,,,,,77,28,,,,,152,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,72
