,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
10,11,29351,20435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,4,,,,,,,,,,,,,,,,,,,,,,,,,158,12,,,,,,,3704,6,,,,,,,,,3069,31,,,202,48,117,3,,,,,74,29,,,483,37,,,,,,,,,,,,,,,,,,,,,279,7,,,,,,,,,,,28,29,26,5,,,,,,,,,,,,,,,,,193,36,,,,,,,,,,,,,12,44,,,,,,,,,,,,,,,,,316,2,80,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,29,,,,,,,,,,,,,,,,,,,,,,,,,900,6,,,,,,,,,,,,,9421,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,39,,,,,,,,,,,,,,,,,,,,,,,,,714,1,,,,,,,,,378,6,,,,,,,,,,,,,,,,,,,,,,,48,63
11,12,2243,19185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,11,,,,,,,,,,,,,,,10,41,,,,,,,,,,,,,,,4969,2,,,,,,,,,5627,16,,,,,,,,,,,,,,,2274,7,,,,,,,,,,,,,,,,,,,,,,,,,,,109,9,,,,,244,9,,,,,,,,,,,,,,,,,834,14,178,38,,,,,,,,,,,,,13,39,,,,,,,,,,,,,,,,,27,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1233,4,,,,,,,,,,,,,,,,,,,,,,,,,1181,5,,,,,456,12,,,,,21,10,918,14,,,,,,,,,,,9,4,,,,,,,,,,,110,4,,,,,820,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,41
12,13,811,16878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,6,,,,,,,12,43,,,,,,,1505,16,,,,,,,,,4426,19,4,35,2629,5,,,,,,,122,20,,,1731,11,,,,,,,,,,,,,6,5,,,,,,,477,6,,,,,,,,,,,146,12,,,,,,,,,,,,,,,,,138,62,399,23,,,,,,,,,,,,,201,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1456,2,,,18,30,,,,,,,,,,,,,,,,,,,,,333,19,,,,,464,11,,,,,145,5,298,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2279,6
13,14,320,16663,,,,,,,,,,,113,9,,,,,7,6,,,,,,,,,11,1,,,82,9,,,,,,,,,9,5,,,,,44,14,,,,,,,128,16,,,14,4,55,15,1076,22,,,,,119,6,,,7245,13,27,3,912,19,39,5,,,85,12,279,7,,,1522,12,,,,,,,11,3,,,8,2,,,21,4,,,,,109,16,94,5,,,,,,,,,250,8,,,,,,,423,4,,,,,,,12,6,276,40,335,26,,,,,7,6,,,,,15,3,21,31,,,,,,,10,4,,,,,,,,,29,9,20,10,,,,,,,,,9,7,,,,,121,3,,,,,,,,,,,,,769,10,8,12,47,17,,,,,,,6,5,,,,,,,,,,,,,455,14,,,,,386,14,,,,,91,8,695,15,,,,,,,,,,,,,6,3,,,,,,,77,7,66,5,,,,,,,,,,,82,23,,,,,7,6,,,8,4,,,44,11,,,,,23,25,,,15,1,40,17,,,,,,,,,41,13,,,,,,,,,,,11,4,,,,,,,,,,,248,24
14,15,13,16136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,12,,,,,,,96,18,,,4,11,38,21,1093,20,,,,,34,11,,,7562,11,4,33,1829,9,,,7,10,,,35,38,6,2,764,22,,,,,,,,,,,1,4,,,,,,,,,768,3,,,,,,,,,,,110,15,,,6,1,,,,,,,,,,,,,398,29,837,14,,,,,,,,,,,,,49,14,,,,,,,,,,,,,,,,,,,19,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532,13,17,6,54,14,,,,,,,,,,,,,,,,,,,,,165,26,,,,,361,16,,,,,21,9,562,18,,,,,,,,,,,,,,,,,,,,,32,13,28,11,,,,,49,8,,,,,151,14,,,,,,,,,,,,,,,,,,,32,18,,,,,,,,,,,,,,,22,18,,,,,,,,,,,,,,,,,,,,,,,403,21
15,16,5072,15799,,,,,,,,,,,5,23,,,,,,,,,,,,,,,,,,,27,15,,,,,252,2,,,,,,,,,19,23,,,,,,,,,,,,,100,9,415,51,,,,,,,,,11204,9,10,12,104,71,,,,,63,15,,,,,303,49,,,,,,,,,,,,,,,72,2,,,,,,,978,2,,,,,,,,,,,,,,,,,136,9,,,,,,,,,96,79,721,16,,,,,,,,,,,,,56,11,,,,,,,,,,,,,,,,,,,,,,,,,59,1,,,42,2,,,402,2,74,4,,,,,,,,,,,,,97,43,14,9,137,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,60,,,,,,,,,,,,,,,,,,,35,2,,,,,,,,,,,,,,,30,45,,,,,192,2,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,61
16,17,2425,14382,,,,,,,,,,,83,10,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,,,,,,,14,32,,,,,,,98,17,,,,,88,12,1370,18,,,,,,,,,4225,22,9,14,1278,15,,,6,13,121,9,161,11,,,925,17,,,,,,,,,,,,,,,,,,,,,134,12,,,,,,,,,,,133,13,,,,,,,,,,,,,,,,,714,16,434,20,,,,,,,,,,,,,10,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,27,,,,,,,,,,,,,,,,,,,,,,,,,795,8,,,,,970,5,,,,,126,7,1969,6,,,,,,,,,,,,,,,,,,,,,62,10,,,,,,,,,,,,,124,17,,,,,7,7,,,,,,,,,,,,,,,,,,,121,8,,,,,,,,,25,17,,,,,,,,,,,,,,,,,,,,,,,163,30
17,18,1294,13762,,,,,,,,,,,38,16,,,,,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,19,,,,,,,,,,,,,57,14,867,25,,,,,,,,,7095,14,9,13,790,23,,,10,8,81,13,130,18,,,1927,9,,,,,,,,,,,,,10,3,,,,,,,165,9,,,,,,,,,,,90,18,,,,,,,26,15,,,,,6,5,,,1083,9,,,,,,,,,,,,,,,26,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,10,,,,,,,,,,,,,338,18,,,21,27,,,,,,,7,3,,,,,,,,,,,,,36,64,,,,,,,,,,,,,432,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224,9,,,,,,,,,,,,,31,12,,,,,34,17,,,,,13,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,29
18,19,50381,13317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,32,866,26,,,,,,,,,9932,10,,,578,28,,,,,50,18,116,24,,,286,50,,,,,,,,,,,,,,,,,,,,,120,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718,15,102,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,20,27443,12505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,25,,,,,,,60,23,,,10,5,30,27,669,35,,,,,39,10,,,473,160,17,7,513,29,34,8,,,,,155,12,,,633,27,,,,,,,,,,,,,,,,,,,,,47,30,,,,,65,12,,,,,,,,,,,,,,,,,,,,,,,460,24,2874,4,,,,,,,,,,,,,616,2,,,,,,,,,,,,,,,,,,,28,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228,25,,,,,,,,,,,,,,,,,,,,,,,,,615,9,,,,,183,25,,,,,,,678,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928,1,,,,,,,,,,,50,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3082,2
20,21,181,12504,11,5,,,,,,,,,72,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,16,,,,,,,,,,,,,93,11,1066,23,,,,,,,,,6270,15,,,1690,10,,,11,7,,,67,30,,,822,20,,,,,,,,,,,,,,,,,,,,,84,21,,,,,172,6,,,,,57,23,,,,,,,,,,,,,,,,,291,39,166,41,,,,,,,,,,,,,,,,,,,,,6,8,,,,,,,,,17,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229,23,,,29,22,,,,,,,,,,,,,,,,,,,,,184,25,,,,,127,31,,,,,,,458,21,,,,,,,,,,,,,,,,,154,2,,,,,,,,,4,3,,,,,,,156,13,,,,,,,,,,,,,11,17,,,,,39,15,,,,,36,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,32
21,22,2136,11740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,7,,,,,,,,,,,,,,,,,,,,,,,305,6,,,,,,,2320,9,,,,,,,,,4058,24,11,10,265,43,,,,,921,4,,,,,399,43,,,,,,,,,,,,,,,,,,,,,,,,,,,105,10,,,,,184,11,14,7,,,,,,,,,,,,,,,455,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3,,,,,,,,,,,,,,,,,,,,,964,7,,,,,,,,,,,,,,,,,,,,,,,,,878,7,,,,,,,,,,,,,73,68,,,,,,,,,,,,,,,,,16,7,,,115,4,,,,,9,2,,,9,3,,,376,5,,,,,,,,,,,,,,,,,,,45,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,49
22,23,3886,10322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,6,,,,,,,,,,,,,,,24,20,,,,,,,154,13,,,,,51,16,2629,8,,,,,,,,,2286,43,8,20,432,34,27,11,17,5,78,14,114,25,,,483,36,,,,,8,3,,,,,,,,,,,,,,,35,33,,,,,,,,,,,557,2,,,,,,,,,,,,,,,,,980,11,124,48,,,,,,,,,,,,,25,25,,,,,,,,,10,2,,,,,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,34,6,15,73,11,,,,,,,,,,,,,,,,,,,,,264,21,,,,,742,6,,,,,193,3,175,43,,,,,,,,,,,,,,,,,,,,,72,8,19,13,,,,,269,2,,,,,49,36,,,,,,,,,,,,,,,,,,,26,23,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,51
23,24,822,9257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,17,,,,,,,,,,,,,,,22,21,,,,,,,71,20,,,6,6,22,33,695,33,,,,,18,14,,,4385,20,7,22,657,25,,,,,,,141,14,,,593,30,,,,,,,,,,,,,,,,,,,,,44,31,,,,,,,,,,,82,21,,,,,,,,,,,,,,,,,395,31,293,28,,,,,,,,,,,,,50,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289,20,27,3,33,21,,,,,,,,,,,,,,,,,,,,,248,22,,,,,149,28,,,,,,,468,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,24,,,,,,,,,,,,,,,,,,,,,,,,,2,54,,,,,,,,,14,21,,,,,,,,,,,,,,,,,,,,,,,442,19
24,25,4192,8464,,,,,,,,,,,,,,,,,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,7,,,,,,,68,22,,,,,40,20,1089,21,,,,,,,,,3745,26,,,225,45,,,,,,,31,41,,,257,51,,,,,,,,,,,,,7,4,,,,,,,30,37,,,,,,,,,,,46,24,,,,,,,,,,,,,,,,,672,18,515,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,35,,,,,,,,,,,,,,,,,,,,,,,,,107,33,,,,,,,,,,,,,1186,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,25,,,,,,,,,,,,,,,,,,,,,,,,,85,10,,,,,,,,,,,,,,,,,,,,,2,10,,,,,,,,,,,70,47
