bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fj,fj_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gcr,gcr_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
25821,22381,11,,,,,,,,,,,404,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2527,12,,,,,,,,,1137,98,11,9,1860,11,,,,,,,,,,,,,8904,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2160,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1127,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460,7,,,,,,,,,,,,,,,,,,,,,,,3640,7
13,22189,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,9,,,,,,,148,15,,,7,6,38,24,2318,13,,,,,82,9,,,10259,11,9,11,2064,9,,,5,12,,,55,39,,,6,2,810,22,,,,,,,,,,,,,2,4,,,,,,,,,713,4,,,,,,,,,,,211,12,,,4,1,,,,,,,,,,,,,438,27,1485,11,,,,,,,,,,,,,86,12,,,,,,,,,,,,,,,,,,,14,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655,12,4,14,61,19,,,,,,,,,,,,,,,,,,,,,316,23,,,,,421,14,,,,,54,9,963,18,,,,,,,,,,,,,,,,,,,,,17,15,34,9,,,,,128,6,,,,,213,12,,,,,,,,,,,,,,,,,,,31,23,,,,,,,,,,,,,,,23,18,,,,,,,,,,,,,,,,,,,,,,,459,23
29351,21477,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,4,,,,,,,,,,,,,,,,,,,,,,,,,160,14,,,,,,,3013,9,,,,,,,,,3187,35,,,218,49,125,3,,,,,93,30,,,,,323,50,,,,,,,,,,,,,,,,,,,,,,,319,7,,,,,,,,,,,37,26,26,5,,,,,,,,,,,,,,,,,169,47,,,,,,,,,,,,,28,26,,,,,,,,,,,,,,,,,245,3,101,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,43,,,,,,,,,,,,,,,,,,,,,,,,,1017,8,,,,,,,,,,,,,9170,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,38,,,,,,,,,,,,,,,,,,,,,,,,,894,1,,,,,,,,,1314,3,,,,,,,,,,,,,,,,,,,,,,,824,14
2425,21052,14,,,,,,,,,,,134,9,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,,,,,,,46,14,,,,,,,210,12,,,,,114,9,1604,21,,,,,,,,,5965,18,4,30,1312,16,,,4,15,165,9,213,12,,,,,1388,15,,,,,,,,,,,,,,,,,,,,,,,183,10,,,,,,,,,,,257,8,,,,,,,,,,,,,,,,,1166,8,531,21,,,,,,,,,,,,,15,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,24,,,,,,,,,,,,,,,,,,,,,,,,,1443,7,,,,,620,10,,,,,312,4,4075,6,,,,,,,,,,,,,,,,,,,,,63,10,,,,,,,,,,,,,390,6,,,,,16,8,,,,,,,,,,,,,,,,,,,378,4,,,,,,,,,22,21,,,,,,,,,,,,,,,,,,,,,,,180,32
320,20052,15,,,,,,,,,,,127,10,,,,,14,5,,,,,,,,,11,1,,,152,8,,,,,,,,,11,5,,,,,62,6,,,,,,,115,20,,,22,2,80,15,1745,18,,,,,192,6,,,7553,16,16,4,1241,17,41,7,,,84,14,272,9,,,,,1859,8,,,,,,,9,3,,,,,13,2,,,26,4,,,,,113,18,100,5,,,,,,,,,426,4,,,,,,,321,7,,,,,,,18,5,283,35,367,28,,,,,9,5,,,,,28,3,27,27,,,,,,,12,3,,,,,,,,,44,9,38,9,,,,,,,,,11,7,,,,,54,5,,,,,,,,,,,,,890,7,13,6,73,13,,,,,,,7,5,,,,,,,,,,,,,758,11,,,,,324,19,,,,,150,8,1543,13,,,,,,,,,,,,,9,3,,,,,,,96,7,92,4,,,,,28,11,,,,,74,34,,,,,23,6,,,64,4,,,20,12,,,,,48,17,,,12,1,33,24,,,,,,,,,34,14,,,,,,,,,,,4,10,,,,,,,,,,,261,26
181,19445,16,9,5,,,,,,,,,109,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,25,,,,,,,,,,,,,111,10,1813,17,,,,,,,,,10715,10,,,1827,12,,,10,7,,,153,23,,,,,1354,16,,,,,,,,,,,,,,,,,,,,,,,109,21,,,,,263,6,,,,,92,20,,,,,,,,,,,,,,,,,256,39,149,50,,,,,,,,,,,,,,,,,,,,,7,7,,,,,,,,,36,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375,18,,,54,20,,,,,,,,,,,,,,,,,,,,,204,28,,,,,230,23,,,,,,,721,21,,,,,,,,,,,,,,,,,249,2,,,,,,,,,1,4,,,,,,,276,10,,,,,,,,,,,,,8,17,,,,,31,24,,,,,49,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216,29
2243,18148,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,14,,,,,,,,,,,,,,,20,23,,,,,,,,,,,,,,,4077,3,,,,,,,,,5850,20,,,,,,,,,,,,,,,,,1480,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,9,,,,,198,13,,,,,,,,,,,,,,,,,622,21,249,37,,,,,,,,,,,,,17,41,,,,,,,,,,,,,,,,,94,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,843,9,,,,,,,,,,,,,,,,,,,,,,,,,1699,3,,,,,751,6,,,,,39,10,1033,16,,,,,,,,,,,6,6,,,,,,,,,,,93,3,,,,,827,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,44
2136,16312,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,5,,,,,,,,,,,,,,,,,,,,,,,390,4,,,,,,,3954,4,,,,,,,,,4929,23,10,10,265,43,,,,,1010,4,,,,,,,495,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287,5,,,,,232,10,9,9,,,,,,,,,,,,,,,464,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,,,,,,,,,,,,,,,,,,,,,1311,2,,,,,,,,,,,,,,,,,,,,,,,,,1689,4,,,,,,,,,,,,,107,67,,,,,,,,,,,,,,,,,20,7,,,188,2,,,,,7,2,,,5,3,,,311,8,,,,,,,,,,,,,,,,,,,229,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,40
1294,16295,19,,,,,,,,,,,25,19,,,,,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,19,,,,,,,,,,,,,68,17,1238,23,,,,,,,,,7094,17,7,16,929,22,,,4,14,94,13,188,15,,,,,2612,5,,,,,,,,,,,,,,,13,3,,,,,,,161,13,,,,,,,,,,,113,18,,,,,,,33,14,,,,,13,3,,,1109,10,,,,,,,,,,,,,,,416,3,,,,,,,,,,,,,,,,,,,20,11,,,,,,,,,,,,,,,6,10,,,,,,,,,,,,,394,17,,,40,27,,,,,,,7,6,,,,,,,,,,,,,63,47,,,,,,,,,,,,,1150,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,16,,,,,,,,,,,,,20,13,,,,,42,20,,,,,6,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222,27
50381,16062,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,30,1024,28,,,,,,,,,12535,8,,,570,29,,,,,55,16,152,24,,,,,251,60,,,,,,,,,,,,,,,,,,,,,,,131,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680,17,87,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5072,14888,21,,,,,,,,,,,1,25,,,,,,,,,,,,,,,,,,,17,17,,,,,172,2,,,,,,,,,12,38,,,,,,,,,,,,,158,7,635,47,,,,,,,,,9437,12,4,33,101,71,,,,,30,18,,,,,,,1611,10,,,,,,,,,,,,,,,,,81,2,,,,,,,821,2,,,,,,,,,,,,,,,,,144,10,,,,,,,,,144,63,310,32,,,,,,,,,,,,,12,51,,,,,,,,,,,,,,,,,,,,,,,,,46,1,,,31,2,,,398,2,54,6,,,,,,,,,,,,,69,57,12,7,134,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,63,,,,,,,,,,,,,,,,,,,24,2,,,,,,,,,,,,,,,78,33,,,,,176,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,69
3886,13531,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327,4,,,,,,,,,,,,,,,14,32,,,,,,,253,9,,,,,42,22,3793,6,,,,,,,,,2705,48,3,45,427,35,26,13,8,9,170,7,185,17,,,,,489,41,,,,,6,4,,,,,,,,,,,,,,,,,32,37,,,,,,,,,,,757,2,,,,,,,,,,,,,,,,,964,13,88,58,,,,,,,,,,,,,18,38,,,,,,,,,17,2,,,,,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,38,4,17,112,10,,,,,,,,,,,,,,,,,,,,,437,18,,,,,624,9,,,,,358,3,282,42,,,,,,,,,,,,,,,,,,,,,92,8,22,11,,,,,728,2,,,,,100,26,,,,,,,,,,,,,,,,,,,200,11,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,48
27443,12703,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,27,,,,,,,95,23,,,12,5,50,20,669,44,,,,,45,10,,,552,160,8,14,451,32,37,10,,,,,134,27,,,,,587,31,,,,,,,,,,,,,,,,,,,,,,,46,31,,,,,50,13,,,,,,,,,,,,,,,,,,,,,,,489,24,2047,8,,,,,,,,,,,,,308,5,,,,,,,,,,,,,,,,,,,37,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,25,,,,,,,,,,,,,,,,,,,,,,,,,385,20,,,,,209,24,,,,,,,886,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1005,1,,,,,,,,,,,68,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4283,5
30549,11441,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,27,,,,,10,50,848,34,,,,,,,,,7591,15,,,483,31,,,,,,,,,,,,,532,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,36,,,,,,,,,,,,,,,,,294,32,678,16,,,,,,,,,,,,,21,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,35,,,66,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
