bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,as,as_rank,ast,ast_rank,awa,awa_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,diq,diq_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fj,fj_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gcr,gcr_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,ti,ti_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
25821,22444,11,,,,,,,,,,,529,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3025,7,,,,,,,,,,,1383,81,7,26,1821,10,,,,,,,,,,,,,7439,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4396,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1479,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411,7,,,,,,,,,,,,,,,,,,,,,,,1752,8
463,21546,12,10,7,15,3,,,,,,,,,,,,,,,,,,,14,5,,,,,,,,,,,32,16,,,,,,,,,8,6,,,,,21,23,,,,,,,214,9,,,,,61,15,2108,13,,,,,,,,,,,9998,12,9,8,996,23,20,14,5,11,69,16,149,16,,,,,1007,16,,,,,,,,,,,,,,,,,,,,,,,77,28,,,,,21,14,,,,,69,21,,,,,,,30,14,,,,,,,,,725,12,2342,9,,,,,,,,,,,,,44,22,,,,,,,9,8,,,,,,,,,13,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295,22,6,14,45,17,,,,,,,,,,,,,,,,,,,,,270,21,,,,,767,9,,,,,,,950,13,,,,,,,,,,,,,,,,,,,,,,,26,12,,,,,22,14,,,,,171,11,,,,,,,,,,,,,49,9,,,,,,,52,16,,,,,65,11,,,,,,,,,41,16,,,,,,,,,,,,,,,,,,,,,,,721,15
13,19636,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,11,,,,,,,132,15,,,10,6,45,20,1367,21,,,,,,,29,12,,,10386,10,8,13,1649,14,,,11,4,,,43,38,,,9,2,631,25,,,,,,,,,,,,,1,4,,,,,,,,,872,3,,,,,,,,,,,110,14,,,15,1,,,,,,,,,,,,,301,31,1004,16,,,,,,,,,,,,,98,12,,,,,,,,,,,,,,,,,,,16,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740,10,18,6,62,14,,,,,,,,,,,,,,,,,,,,,160,25,,,,,369,14,,,,,44,9,731,17,,,,,,,,,,,,,,,,,,,,,19,17,36,8,,,,,54,9,,,,,156,14,,,,,,,,,,,,,,,,,,,,,37,22,,,,,,,,,,,,,,,27,18,,,,,,,,,,,,,,,,,,,,,,,396,22
811,19555,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,4,,,,,,,24,36,,,,,,,1761,14,,,,,,,,,,,7161,17,4,38,1549,16,,,,,,,155,14,,,,,1262,14,,,,,,,,,,,,,,,7,4,,,,,,,561,5,,,,,,,,,,,108,15,,,,,,,,,,,,,,,,,95,74,358,28,,,,,,,,,,,,,172,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1314,2,,,31,24,,,,,,,,,,,,,,,,,,,,,325,17,,,,,533,12,,,,,224,2,327,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3474,2
29351,19041,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,,,,,,,,,,,,,,,,,,,,,,,,,134,14,,,,,,,3321,5,,,,,,,,,,,3112,44,,,281,43,119,2,,,,,138,21,,,,,398,42,,,,,,,,,,,,,,,,,,,,,,,239,8,,,,,,,,,,,33,30,29,5,,,,,,,,,,,,,,,,,140,53,,,,,,,,,,,,,16,48,,,,,,,,,,,,,,,,,242,2,98,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,34,,,,,,,,,,,,,,,,,,,,,,,,,710,8,,,,,,,,,,,,,8330,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,45,,,,,,,,,,,,,,,,,,,,,,,,,,,719,1,,,,,,,,,599,3,,,,,,,,,,,,,,,,,,,,,,,172,34
2425,19022,16,,,,,,,,,,,154,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,4,,,,,,,146,2,,,,,,,165,10,,,,,111,9,1553,16,,,,,,,,,,,5214,25,8,15,2066,9,,,3,17,138,10,169,12,,,,,1310,12,,,,,,,,,,,,,,,,,,,,,,,151,15,,,,,,,,,,,143,12,,,,,,,,,,,,,,,,,904,9,810,20,,,,,,,,,,,,,9,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269,26,,,,,,,,,,,,,,,,,,,,,,,,,788,7,,,,,1209,4,,,,,174,5,2837,7,,,,,,,,,,,,,,,,,,,,,74,7,,,,,,,,,,,,,135,16,,,,,9,8,,,,,,,,,,,,,,,,,,,,,253,4,,,,,,,,,27,19,,,,,,,,,,,,,,,,,,,,,,,179,32
320,17473,17,,,,,,,,,,,118,13,,,,,,,15,5,,,,,,,,,,,15,1,,,103,8,,,,,,,,,16,3,,,,,54,9,,,,,,,96,19,,,22,3,49,19,1535,17,,,,,,,120,6,,,6318,23,29,2,1450,18,31,11,,,83,14,267,8,,,,,2088,7,,,,,16,3,18,2,,,,,18,3,,,16,4,,,,,116,21,47,6,,,,,,,,,318,5,,,,,,,216,8,,,,,,,23,4,235,37,297,35,,,,,23,2,,,,,28,3,26,36,,,,,,,21,3,,,,,,,,,48,8,25,10,,,,,,,,,14,7,,,,,71,5,,,,,,,,,,,,,649,11,22,4,63,13,,,,,,,14,4,,,,,,,,,,,,,687,9,,,,,378,13,,,,,81,8,855,14,,,,,,,,,,,,,10,3,,,,,,,68,8,73,5,,,,,25,13,,,,,77,28,,,,,18,5,,,,,,,24,10,,,,,,,45,18,,,15,1,43,17,,,,,,,,,63,14,,,,,,,,,,,17,3,,,,,,,,,,,261,25
181,16307,18,22,3,,,,,,,,,130,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,10,,,,,,,,,,,,,106,10,1402,18,,,,,,,,,,,7645,16,,,3730,5,,,8,10,,,57,34,,,,,819,20,,,,,,,,,,,,,,,,,,,,,,,98,23,,,,,157,5,,,,,51,22,,,,,,,,,,,,,,,,,170,47,153,49,,,,,,,,,,,,,,,,,,,,,11,7,,,,,,,,,19,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283,25,,,43,20,,,,,,,,,,,,,,,,,,,,,107,32,,,,,181,28,,,,,,,477,23,,,,,,,,,,,,,,,,,187,2,,,,,,,,,2,4,,,,,,,162,13,,,,,,,,,,,,,10,16,,,,,,,39,20,,,,,24,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,35
50381,16129,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,28,983,25,,,,,,,,,,,12701,7,,,597,29,,,,,36,19,115,27,,,,,281,55,,,,,,,,,,,,,,,,,,,,,,,145,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580,16,119,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1294,15861,20,,,,,,,,,,,41,21,,,,,,,14,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,22,,,,,,,,,,,,,39,25,833,30,,,,,,,,,,,9198,13,6,28,768,25,,,9,8,106,13,137,22,,,,,1869,8,,,,,,,,,,,,,,,12,3,,,,,,,149,16,,,,,,,,,,,118,13,,,,,,,21,15,,,,,6,5,,,768,11,,,,,,,,,,,,,,,215,5,,,,,,,,,,,,,,,,,,,18,11,,,,,,,,,,,,,,,8,10,,,,,,,,,,,,,386,18,,,35,22,,,,,,,5,8,,,,,,,,,,,,,36,55,,,,,,,,,,,,,557,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,10,,,,,156,15,,,,,,,,,,,,,23,11,,,,,,,26,26,,,,,23,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,28
5072,15167,21,,,,,,,,,,,691,5,,,,,,,,,,,,,,,,,,,,,,,55,11,,,,,288,2,,,,,,,,,8,53,,,,,,,,,,,,,122,7,545,44,,,,,,,,,,,10516,9,9,11,135,60,,,,,41,18,,,,,,,410,41,,,,,,,,,,,,,,,,,93,2,,,,,,,578,2,,,,,,,,,,,,,,,,,206,9,,,,,,,,,100,71,480,26,,,,,,,,,,,,,40,25,,,,,,,,,,,,,,,,,,,,,,,,,23,2,,,44,2,,,144,2,21,9,,,,,,,,,,,,,46,71,8,13,108,8,,,,,,,,,,,,,,,,,,,,,,,,,,,42,46,,,,,,,112,56,,,,,,,,,,,,,,,,,,,31,2,,,,,,,,,,,,,,,29,52,,,,,142,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,46
2136,14773,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,7,,,,,,,,,,,,,,,,,,,,,,,258,7,,,,,,,2769,8,,,,,,,,,,,6541,20,5,35,405,36,,,,,957,4,,,,,,,415,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,8,,,,,237,7,18,6,,,,,,,,,,,,,,,362,27,,,,,,,,,,,,,,,14,53,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3,,,,,,,,,,,,,,,,,,,,,887,7,,,,,,,,,,,,,,,,,,,,,,,,,789,6,,,,,,,,,,,,,89,64,,,,,,,,,,,,,,,,,20,7,,,116,5,,,,,15,2,,,7,3,,,324,8,,,,,,,,,,,,,,,,,,,,,171,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,43
3886,13162,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,5,,,,,,,,,,,,,,,24,18,,,,,,,143,11,,,,,72,12,2762,9,,,,,,,,,,,3430,38,8,17,500,33,18,15,11,6,137,11,129,23,,,,,488,31,,,,,9,5,,,,,,,,,,,,,,,,,48,36,,,,,,,,,,,501,2,,,,,,,,,,,,,,,,,874,10,1044,15,,,,,,,,,,,,,33,30,,,,,,,,,15,2,,,8,8,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,35,11,10,80,12,,,,,,,,,,,,,,,,,,,,,254,22,,,,,938,5,,,,,223,3,215,41,,,,,,,,,,,,,,,,,,,,,65,10,26,13,,,,,359,2,,,,,102,21,,,,,,,,,,,,,,,,,,,,,140,10,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,44
2386,12013,24,,,,,,,,,,,46,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,31,,,,,,,31,29,,,,,36,26,287,70,,,,,,,,,,,6719,18,4,39,2759,8,,,,,,,79,30,,,,,486,32,,,,,,,,,,,,,,,,,,,,,,,36,42,,,,,,,,,,,44,27,,,,,,,,,,,,,,,,,227,40,,,,,,,,,,,,,,,40,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,12,114,6,,,,,,,,,,,,,,,,,,,,,74,40,,,,,194,25,,,,,,,6,128,,,,,,,,,,,,,,,,,,,,,9,22,,,,,,,,,,,,,92,24,,,,,,,,,,,,,14,13,,,,,,,,,,,,,31,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,652,17
