,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
10,11,2425,17737,,,,,,,,,,,55,11,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,,,,39,10,,,,,,,171,10,,,,,221,6,1435,17,,,,,,,,,4344,22,8,17,1131,18,,,8,6,142,11,254,9,,,1061,15,,,,,,,,,,,,,,,,,,,,,156,11,,,,,,,,,,,175,11,,,,,,,,,,,,,,,1119,6,499,18,,,,,,,,,,,,,10,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,21,,,,,,,,,,,,,,,,,,,,,,,,,973,8,,,,,708,5,,,,,178,3,4057,5,,,,,,,,,,,,,,,,,,,,,100,6,,,,,,,,,,,,,218,12,,,,,3,8,,,,,,,,,,,,,,,,,,,265,4,,,,,,,,,20,15,,,,,,,,,,,,,,,,,,,,,,,126,35
11,12,2243,17565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,12,,,,,,,,,,,,,,,12,31,,,,,,,,,,,,,,,3881,3,,,,,,,,,5567,19,,,,,,,,,,,,,,,1852,7,,,,,,,,,,,,,,,,,,,,,,,,,,,159,9,,,,,171,12,,,,,,,,,,,,,,,636,16,175,37,,,,,,,,,,,,,15,45,,,,,,,,,,,,,,,,,62,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,995,7,,,,,,,,,,,,,,,,,,,,,,,,,1246,7,,,,,397,11,,,,,25,10,952,15,,,,,,,,,,,12,3,,,,,,,,,,,112,3,,,,,1180,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,51
12,13,320,17370,,,,,,,,,,,84,9,,,,,5,6,,,,,,,,,9,1,,,112,9,,,,,,,,,14,3,,,,,52,7,,,,,,,101,19,,,9,5,54,17,1624,15,,,,,290,6,,,6712,16,31,3,1282,16,36,7,,,38,17,301,7,,,1154,13,,,,,,,4,3,,,12,2,,,14,4,,,,,138,13,55,5,,,,,,,,,285,6,,,,,327,5,,,,,,,4,9,270,34,325,27,,,,,9,3,,,,,16,2,25,28,,,,,,,8,4,,,,,,,,,37,9,26,9,,,,,,,,,12,5,,,,,121,3,,,,,,,,,,,,,741,10,11,4,81,13,,,,,,,4,8,,,,,,,,,,,,,650,11,,,,,327,14,,,,,110,7,1074,14,,,,,,,,,,,,,9,2,,,,,,,106,5,84,4,,,,,,,,,,,104,23,,,,,23,5,,,10,4,,,16,13,,,,,29,18,,,19,1,34,22,,,,,,,,,33,14,,,,,,,,,,,10,4,,,,,,,,,,,299,23
13,14,13,17295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,27,,,,,,,135,14,,,3,8,27,33,1256,20,,,,,54,9,,,8457,11,3,38,1342,14,,,7,8,,,45,39,7,2,648,25,,,,,,,,,,,,,,,,,,,,,601,2,,,,,,,,,,,122,17,,,,,,,,,,,,,,,456,23,1289,10,,,,,,,,,,,,,57,11,,,,,,,,,,,,,,,,,,,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585,12,18,3,49,21,,,,,,,,,,,,,,,,,,,,,187,28,,,,,222,19,,,,,40,9,949,16,,,,,,,,,,,,,,,,,,,,,20,17,29,10,,,,,114,7,,,,,108,22,,,,,,,,,,,,,,,,,,,21,22,,,,,,,,,,,,,,,14,18,,,,,,,,,,,,,,,,,,,,,,,394,21
14,15,811,17223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,9,,,,,,,25,37,,,,,,,1428,18,,,,,,,,,5568,18,4,34,1716,8,,,,,,,170,18,,,1409,10,,,,,,,,,,,,,5,6,,,,,,,469,5,,,,,,,,,,,149,15,,,,,,,,,,,,,,,101,71,407,22,,,,,,,,,,,,,304,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1683,1,,,44,23,,,,,,,,,,,,,,,,,,,,,586,14,,,,,626,6,,,,,167,5,281,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2041,6
15,16,1294,14786,,,,,,,,,,,33,13,,,,,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,16,,,,,,,,,,,,,83,13,994,25,,,,,,,,,6854,15,10,13,813,22,,,,,64,15,200,14,,,2267,6,,,,,,,,,,,,,11,3,,,,,,,182,10,,,,,,,,,,,146,16,,,,,19,16,,,,,9,3,,,1083,7,,,,,,,,,,,,,,,41,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,10,,,,,,,,,,,,,571,13,,,44,24,,,,,,,8,4,,,,,,,,,,,,,62,45,,,,,,,,,,,,,779,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,14,,,,,,,,,,,,,27,11,,,,,20,24,,,,,27,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,30
16,17,25821,14720,,,,,,,,,,,222,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2465,10,,,,,,,,,872,102,16,6,1648,9,,,,,,,,,,,3863,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2924,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1189,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,7,,,,,,,,,,,,,,,,,,,,,,,1225,9
17,18,181,14704,11,4,,,,,,,,,50,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,29,,,,,,,,,,,,,165,9,1528,16,,,,,,,,,7678,12,,,1395,12,,,9,4,,,67,30,,,921,17,,,,,,,,,,,,,,,,,,,,,82,22,,,,,250,4,,,,,94,21,,,,,,,,,,,,,,,306,32,162,42,,,,,,,,,,,,,,,,,,,,,4,8,,,,,,,,,28,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298,19,,,58,18,,,,,,,,,,,,,,,,,,,,,191,27,,,,,110,29,,,,,,,573,22,,,,,,,,,,,,,,,,,251,2,,,,,,,,,,,,,,,,,225,11,,,,,,,,,,,,,14,15,,,,,34,14,,,,,19,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,32
18,19,50381,14034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,24,1128,22,,,,,,,,,10563,9,,,438,32,,,,,143,10,172,17,,,312,47,,,,,,,,,,,,,,,,,,,,,110,15,,,,,,,,,,,,,,,,,,,,,,,,,,,574,17,103,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,20,2136,13704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251,6,,,,,,,,,,,,,,,,,,,,,,,398,5,,,,,,,3061,8,,,,,,,,,3832,25,7,20,207,43,,,,,995,4,,,,,437,36,,,,,,,,,,,,,,,,,,,,,,,,,,,211,5,,,,,218,8,,,,,,,,,,,,,,,469,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3,,,,,,,,,,,,,,,,,,,,,1106,5,,,,,,,,,,,,,,,,,,,,,,,,,1758,3,,,,,,,,,,,,,81,75,,,,,,,,,,,,,,,,,19,7,,,226,2,,,,,9,2,,,5,3,,,321,8,,,,,,,,,,,,,,,,,,,52,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,89
20,21,27443,12752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,23,,,,,,,86,22,,,10,4,43,20,993,26,,,,,,,,,464,159,13,10,473,31,33,9,,,,,121,26,,,517,33,,,,,,,,,,,,,,,,,,,,,32,35,,,,,69,11,,,,,,,,,,,,,,,,,,,,,441,25,2358,6,,,,,,,,,,,,,478,3,,,,,,,,,,,,,,,,,,,63,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183,29,,,,,,,,,,,,,,,,,,,,,,,,,319,22,,,,,146,22,,,,,,,722,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,6,,,,,,,,,,,45,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5037,2
21,22,3886,12097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306,5,,,,,,,,,,,,,,,19,21,,,,,,,224,9,,,,,112,11,3834,4,,,,,,,,,1902,55,3,41,304,35,16,13,,,137,12,232,11,,,573,30,,,,,5,3,,,,,,,,,,,,,,,36,31,,,,,,,,,,,725,2,,,,,,,,,,,,,,,1013,8,101,58,,,,,,,,,,,,,25,29,,,,,,,,,5,3,,,,,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,36,5,12,148,9,,,,,,,,,,,,,,,,,,,,,315,23,,,,,493,8,,,,,263,2,259,38,,,,,,,,,,,,,,,,,,,,,72,10,27,11,,,,,604,2,,,,,88,24,,,,,,,,,,,,,,,,,,,30,16,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,55
22,23,5072,10715,,,,,,,,,,,7,21,,,,,,,,,,,,,,,,,,,8,22,,,,,159,2,,,,,,,,,7,50,,,,,,,,,,,,,197,7,524,49,,,,,,,,,6857,14,7,22,94,63,,,,,,,,,,,268,50,,,,,,,,,,,,,,,38,2,,,,,,,654,2,,,,,,,,,,,,,,,153,8,,,,,,,,,88,78,360,25,,,,,,,,,,,,,23,33,,,,,,,,,,,,,,,,,,,,,,,,,13,1,,,29,2,,,604,2,51,6,,,,,,,,,,,,,47,65,9,7,140,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,60,,,,,,,,,,,,,,,,,,,17,2,,,,,,,,,,,,,,,38,44,,,,,169,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,75
23,24,822,8919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,11,,,,,,,,,,,,,,,16,28,,,,,,,106,18,,,5,7,20,39,847,30,,,,,29,12,,,3619,27,5,28,545,27,,,,,,,167,19,,,566,31,,,,,,,,,,,,,,,,,,,,,37,30,,,,,,,,,,,99,20,,,,,,,,,,,,,,,463,22,300,28,,,,,,,,,,,,,28,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275,20,6,9,59,17,,,,,,,,,,,,,,,,,,,,,377,20,,,,,91,33,,,,,,,686,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,20,,,,,,,,,,,,,,,,,,,,,,,,,1,50,,,,,,,,,8,22,,,,,,,,,,,,,,,,,,,,,,,396,20
24,25,2952,8723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,8,,,,,,,,,,,,,94,12,817,31,,,,,,,,,4447,21,15,7,769,24,,,7,10,,,187,16,,,817,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,17,,,,,,,6,8,476,20,21,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430,16,,,79,14,,,,,,,,,,,,,,,,,,,,,,,,,,,71,36,,,,,,,177,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
