bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,as,as_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,diq,diq_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fj,fj_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gcr,gcr_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,ti,ti_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
27443,27535,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,30,,,,,,,59,24,,,13,6,43,23,839,34,,,,,,,51,13,,,506,184,11,10,530,38,47,8,,,,,114,27,,,,,477,47,,,,,,,,,,,,,,,,,,,,,,,38,35,,,,,52,13,,,,,,,,,,,,,,,,,,,,,,,572,23,17346,2,,,,,,,,,,,,,441,2,,,,,,,,,,,,,,,,,,,33,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,31,,,,,,,,,,,,,,,,,,,,,,,,,322,20,,,,,229,25,,,,,,,857,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1225,1,,,,,,,,,,,,,70,15,,,,,,,,,215,9,,,,,,,,,,,,,,,,,,,,,,,3159,4
320,27073,12,,,,,,,,,,,223,13,,,,,,,20,4,,,,,,,,,23,1,,,120,8,,,,,,,,,17,4,,,,,85,9,,,,,,,111,20,,,23,2,81,14,2291,11,,,,,,,250,6,,,9551,18,31,2,2711,12,46,9,,,88,14,301,9,,,,,3724,4,,,,,18,3,19,2,,,,,20,2,,,38,4,,,,,111,21,65,6,,,,,,,,,429,4,,,,,,,248,7,,,,,,,29,3,429,32,532,25,,,,,16,4,,,,,17,3,26,37,,,,,,,20,3,,,,,,,,,108,6,38,9,,,,,,,,,18,7,,,,,72,5,,,,,,,,,,,,,1036,9,37,2,65,16,,,,,,,19,4,,,,,,,,,,,,,995,8,,,,,470,13,,,,,171,7,1262,14,,,,,,,,,,,,,14,2,,,,,,,116,6,98,4,,,,,34,13,,,,,115,24,,,,,34,5,,,,,,,26,10,,,,,,,65,17,,,31,1,49,20,,,,,,,,,61,15,,,,,,,,,,,22,3,,,,,,,,,,,404,23
13,26778,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,10,,,,,,,160,15,,,3,10,35,24,2248,12,,,,,,,58,9,,,13252,10,8,13,2495,14,,,5,14,,,55,37,,,12,2,926,21,,,,,,,,,,,,,5,4,,,,,,,,,1460,3,,,,,,,,,,,118,16,,,7,1,,,,,,,,,,,,,394,36,1351,14,,,,,,,,,,,,,184,8,,,,,,,,,,,,,,,,,,,14,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1193,7,17,6,67,15,,,,,,,,,,,,,,,,,,,,,294,22,,,,,441,14,,,,,33,11,1004,17,,,,,,,,,,,,,,,,,,,,,20,14,35,8,,,,,69,9,,,,,242,12,,,,,,,,,,,,,,,,,,,,,41,23,,,,,,,,,,,,,,,33,22,,,,,,,,,,,,,,,,,,,,,,,419,22
2243,25252,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,11,,,,,,,,,,,,,,,12,46,,,,,,,,,,,,,,,4306,4,,,,,,,,,,,9879,17,,,,,,,,,,,,,,,,,2905,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,8,,,,,153,14,,,,,,,,,,,,,,,,,890,15,503,26,,,,,,,,,,,,,26,38,,,,,,,,,,,,,,,,,124,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1479,4,,,,,,,,,,,6,6,,,,,,,,,,,,,1580,5,,,,,879,7,,,,,52,9,1089,15,,,,,,,,,,,6,5,,,,,,,,,,,94,5,,,,,945,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,52
181,23506,15,32,3,,,,,,,,,234,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,16,,,,,,,,,,,,,132,10,2185,13,,,,,,,,,,,13197,11,,,2919,11,,,7,10,,,91,30,,,,,1186,15,,,,,,,,,,,,,,,,,,,,,,,155,15,,,,,309,4,,,,,55,24,,,,,,,,,,,,,,,,,255,46,171,51,,,,,,,,,,,,,,,,,,,,,5,8,,,,,,,,,43,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473,19,,,61,19,,,,,,,,,,,,,,,,,,,,,173,26,,,,,252,22,,,,,,,731,21,,,,,,,,,,,,,,,,,277,2,,,,,,,,,1,4,,,,,,,230,14,,,,,,,,,,,,,11,15,,,,,,,56,18,,,,,45,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,32
1294,23421,16,,,,,,,,,,,87,17,,,,,,,11,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,15,,,,,,,,,,,,,53,18,1411,23,,,,,,,,,,,14567,7,2,47,1157,22,,,10,7,88,15,175,19,,,,,2207,9,,,,,,,,,,,,,,,7,4,,,,,,,177,12,,,,,,,,,,,159,12,,,,,,,23,16,,,,,5,6,,,938,10,,,,,,,,,,,,,,,242,5,,,,,,,,,,,,,,,,,,,60,7,,,,,,,,,,,,,,,7,10,,,,,,,,,,,,,592,17,,,28,28,,,,,,,7,5,,,,,,,,,,,,,53,58,,,,,,,,,,,,,712,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,6,,,,,173,15,,,,,,,,,,,,,25,11,,,,,,,28,27,,,,,36,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,33
811,23011,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,6,,,,,,,26,37,,,,,,,2031,17,,,,,,,,,,,7461,22,5,20,2657,13,,,,,,,190,15,,,,,1617,12,,,,,,,,,,,,,,,9,3,,,,,,,1061,4,,,,,,,,,,,151,15,,,,,,,,,,,,,,,,,178,58,537,24,,,,,,,,,,,,,228,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1334,5,,,28,27,,,,,,,,,,,,,,,,,,,,,441,18,,,,,860,8,,,,,429,2,362,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3279,3
463,22598,18,19,5,11,3,,,,,,,,,,,,,,,,,9,6,,,,,,,,,,,27,17,,,,,,,,,15,5,,,,,30,24,,,,,,,260,8,,,,,56,17,2019,18,,,,,,,,,,,10031,16,11,7,1123,23,23,13,8,8,19,21,139,23,,,,,1075,19,,,,,,,,,,,,,,,,,,,,,,,97,25,,,,,34,14,,,,,59,22,,,,,,,47,12,,,,,,,,,904,13,2487,9,,,,,,,,,,,,,53,23,,,,,,,14,5,,,,,,,,,21,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318,27,10,9,68,14,,,,,,,,,,,,,,,,,,,,,297,21,,,,,701,12,,,,,,,1373,13,,,,,,,,,,,,,,,,,,,,,,,19,12,,,,,25,14,,,,,152,19,,,,,,,,,,,,,53,9,,,,,,,78,15,,,,,70,13,,,,,,,,,43,19,,,,,,,,,,,,,,,,,,,,,,,800,13
2136,21470,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,6,,,,,,,,,,,,,,,,,,,,,,,379,4,,,,,,,4768,3,,,,,,,,,,,7635,20,4,29,928,29,,,,,1645,4,,,,,,,642,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,6,,,,,409,6,19,6,,,,,,,,,,,,,,,543,26,,,,,,,,,,,,,,,16,55,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3,,,,,,,,,,,,,,,,,,,,,1295,6,,,,,,,,,,,,,,,,,,,,,,,,,1456,6,,,,,,,,,,,,,126,62,,,,,,,,,,,,,,,,,15,7,,,204,2,,,,,16,2,,,7,3,,,538,4,,,,,,,,,,,,,,,,,,,,,286,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,49
5072,19973,20,,,,,,,,,,,2199,4,,,,,,,,,,,,,,,,,,,,,16,22,,,,,307,2,,,,,,,,,10,54,,,,,,,,,,,,,93,13,651,50,,,,,,,,,,,13031,12,6,17,188,60,,,,,26,19,,,,,,,439,49,,,,,,,,,,,,,,,,,158,2,,,,,,,840,2,,,,,,,,,,,,,,,,,224,9,,,,,,,,,127,72,287,37,,,,,,,,,,,,,92,17,,,,,,,,,,,,,,,,,,,,,,,,,23,2,,,140,2,,,223,2,37,7,,,,,,,,,,,,,80,62,13,8,201,6,,,,,,,,,,,,,,,,,,,,,,,,,,,26,60,,,,,,,129,61,,,,,,,,,,,,,,,,,,,45,2,,,,,,,,,,,,,,,43,46,,,,,258,3,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,70
25821,19963,21,,,,,,,,,,,672,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2115,15,,,,,,,,,,,1381,90,12,6,1449,21,,,,,,,,,,,,,6100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1693,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235,7,,,,,,,,,,,,,,,,,,,,,,,1783,8
178900,19728,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,44,,,,,,,61,23,,,,,,,929,32,,,,,,,,,,,16398,6,,,,,,,,,,,,,,,,,408,51,,,,,,,,,,,,,,,,,,,,,,,277,9,,,,,,,,,,,21,40,,,,,,,,,,,,,,,,,202,52,120,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,42,,,,,,,,,,,,,,,,,,,,,,,,,88,39,,,,,,,,,,,,,1025,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29351,19381,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,5,,,,,,,,,,,,,,,,,,,,,,,,,120,19,,,,,,,2634,9,,,,,,,,,,,3362,48,,,349,44,123,3,,,,,114,28,,,,,307,60,,,,,,,,,,,,,,,,,,,,,,,379,7,,,,,,,,,,,34,31,39,5,,,,,,,,,,,,,,,,,160,55,,,,,,,,,,,,,20,46,,,,,,,,,,,,,,,,,184,3,105,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,35,,,,,,,,,,,,,,,,,,,,,,,,,780,9,,,,,,,,,,,,,9100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,47,,,,,,,,,,,,,,,,,,,,,,,,,,,778,2,,,,,,,,,425,5,,,,,,,,,,,,,,,,,,,,,,,104,46
3886,15422,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287,3,,,,,,,,,,,,,,,57,14,,,,,,,256,9,,,,,58,16,3970,6,,,,,,,,,,,2853,54,6,16,771,32,22,15,8,9,143,11,167,20,,,,,700,29,,,,,8,5,,,,,,,,,,,,,,,,,12,51,,,,,,,,,,,824,2,,,,,,,,,,,,,,,,,1446,7,302,36,,,,,,,,,,,,,14,64,,,,,,,,,19,2,,,2,20,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,37,8,13,121,9,,,,,,,,,,,,,,,,,,,,,290,23,,,,,1262,5,,,,,229,4,272,41,,,,,,,,,,,,,,,,,,,,,68,10,12,14,,,,,541,2,,,,,91,28,,,,,,,,,,,,,,,,,,,,,298,8,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,50
