,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
10,11,29351,17342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,145,10,,,,,,,3247,7,,,,,,,,,2870,33,,,168,50,104,3,,,,,94,26,,,310,45,,,,,,,,,,,,,,,,,,,,,306,7,,,,,,,,,,,27,30,11,6,,,,,,,,,,,,,,,,,160,44,,,,,,,,,,,,,19,36,,,,,,,,,,,,,,,,,260,3,78,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,30,,,,,,,,,,,,,,,,,,,,,,,,,597,9,,,,,,,,,,,,,7647,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,38,,,,,,,,,,,,,,,,,,,,,,,688,1,,,,,,,,,313,6,,,,,,,,,,,,,,,,,,,,,,,82,48
11,12,2243,15686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,14,,,,,,,,,,,,,,,13,28,,,,,,,,,,,,,,,4245,3,,,,,,,,,4888,18,,,,,,,,,,,,,,,1398,11,,,,,,,,,,,,,,,,,,,,,,,,,,,74,10,,,,,157,11,,,,,,,,,,,,,,,,,619,17,163,43,,,,,,,,,,,,,14,46,,,,,,,,,,,,,,,,,36,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1029,2,,,,,,,,,,,,,,,,,,,,,,,,,950,5,,,,,406,13,,,,,37,9,810,15,,,,,,,,,,,4,6,,,,,,,,,,,70,4,,,,,668,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,47
12,13,320,15227,,,,,,,,,,,99,10,,,,,9,6,,,,,,,,,9,1,,,85,9,,,,,,,,,8,4,,,,,42,9,,,,,,,106,14,,,8,6,56,17,1064,21,,,,,116,6,,,6706,14,14,7,861,21,35,7,,,55,15,217,9,,,1421,10,,,,,,,2,3,,,13,2,,,19,3,,,,,80,21,62,6,,,,,,,,,169,9,,,,,,,384,5,,,,,,,10,5,279,33,301,26,,,,,5,5,,,,,18,3,14,45,,,,,,,2,9,,,,,,,,,18,11,24,9,,,,,,,,,5,7,,,,,53,5,,,,,,,,,,,,,680,8,8,8,55,13,,,,,,,4,4,,,,,,,,,,,,,415,14,,,,,353,14,,,,,84,8,706,16,,,,,,,,,,,,,4,3,,,,,,,84,6,48,5,,,,,,,,,,,69,30,,,,,18,5,,,2,4,25,13,,,,,24,22,,,7,1,25,20,,,,,,,,,36,14,,,,,,,,,,,3,7,,,,,,,,,,,208,26
13,14,13,14836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,7,,,,,,,72,18,,,8,5,35,24,1589,15,,,,,44,8,,,6431,15,3,34,1625,8,,,4,15,,,36,40,6,2,621,20,,,,,,,,,,,1,4,,,,,,,,,602,3,,,,,,,,,,,111,14,,,3,1,,,,,,,,,,,,,356,27,789,13,,,,,,,,,,,,,33,19,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522,12,8,7,49,16,,,,,,,,,,,,,,,,,,,,,152,27,,,,,334,15,,,,,24,10,617,18,,,,,,,,,,,,,,,,,,,,,13,15,38,8,,,,,52,7,,,,,142,17,,,,,,,,,,,,,,,,,22,23,,,,,,,,,,,,,,,19,18,,,,,,,,,,,,,,,,,,,,,,,408,20
14,15,2425,14446,,,,,,,,,,,93,11,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,,,,13,29,,,,,,,88,16,,,,,116,10,1192,18,,,,,,,,,4038,22,5,22,1276,14,,,6,10,132,9,174,10,,,909,16,,,,,,,,,,,,,,,,,,,,,108,13,,,,,,,,,,,124,13,,,,,,,,,,,,,,,,,685,13,415,22,,,,,,,,,,,,,9,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,25,,,,,,,,,,,,,,,,,,,,,,,,,771,7,,,,,875,5,,,,,114,5,2575,5,,,,,,,,,,,,,,,,,,,,,48,11,,,,,,,,,,,,,156,16,,,,,6,6,,,,,,,,,,,,,,,,,179,4,,,,,,,,,17,19,,,,,,,,,,,,,,,,,,,,,,,125,32
15,16,811,14131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,4,,,,,,,17,36,,,,,,,1341,16,,,,,,,,,3576,24,2,41,2089,6,,,,,,,111,21,,,1159,13,,,,,,,,,,,,,3,6,,,,,,,392,6,,,,,,,,,,,70,19,,,,,,,,,,,,,,,,,109,65,322,25,,,,,,,,,,,,,249,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002,4,,,14,31,,,,,,,,,,,,,,,,,,,,,336,16,,,,,474,10,,,,,125,4,272,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2380,7
16,17,1294,13743,,,,,,,,,,,26,19,,,,,13,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,14,,,,,,,,,,,,,68,15,923,23,,,,,,,,,7418,12,16,3,746,22,,,9,6,100,11,139,15,,,1802,8,,,,,,,,,,,,,15,2,,,,,,,114,12,,,,,,,,,,,108,15,,,,,,,25,16,,,,,11,2,,,853,9,,,,,,,,,,,,,,,33,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,9,,,,,,,,,,,,,321,18,,,32,24,,,,,,,12,2,,,,,,,,,,,,,35,49,,,,,,,,,,,,,382,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226,10,,,,,,,,,,,33,11,,,,,26,21,,,,,16,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197,27
17,18,27443,12196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,23,,,,,,,52,24,,,9,4,33,26,714,28,,,,,32,11,,,619,125,9,10,435,33,32,9,,,,,99,24,,,435,32,,,,,,,,,,,,,,,,,,,,,36,34,,,,,47,11,,,,,,,,,,,,,,,,,,,,,,,454,21,1803,8,,,,,,,,,,,,,615,2,,,,,,,,,,,,,,,,,,,21,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,20,,,,,,,,,,,,,,,,,,,,,,,,,491,11,,,,,148,26,,,,,,,1856,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1114,1,,,,,,,,,,,70,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2793,3
18,19,5072,12187,,,,,,,,,,,4,24,,,,,,,,,,,,,,,,,,,13,17,,,,,201,2,,,,,,,,,6,50,,,,,,,,,,,,,143,8,393,52,,,,,,,,,7819,10,6,19,121,58,,,,,47,17,,,,,277,47,,,,,,,,,,,,,,,62,2,,,,,,,909,2,,,,,,,,,,,,,,,,,136,9,,,,,,,,,132,55,589,17,,,,,,,,,,,,,24,26,,,,,,,,,,,,,,,,,,,,,,,,,32,1,,,62,2,,,591,2,73,4,,,,,,,,,,,,,43,67,6,11,128,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,56,,,,,,,,,,,,,,,,,,,21,2,,,,,,,,,,,,,,,26,49,,,,,167,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,73
19,20,50381,11980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,32,751,26,,,,,,,,,9055,9,,,441,31,,,,,58,14,119,20,,,194,59,,,,,,,,,,,,,,,,,,,,,161,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651,15,92,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,21,181,11905,15,3,,,,,,,,,49,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,24,,,,,,,,,,,,,107,11,1101,20,,,,,,,,,6377,16,,,1253,15,,,6,9,,,54,30,,,717,18,,,,,,,,,,,,,,,,,,,,,94,16,,,,,128,6,,,,,54,23,,,,,,,,,,,,,,,,,220,38,122,49,,,,,,,,,,,,,,,,,,,,,9,4,,,,,,,,,22,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,22,,,25,26,,,,,,,,,,,,,,,,,,,,,140,28,,,,,121,30,,,,,,,460,20,,,,,,,,,,,,,,,,,111,3,,,,,,,,,,,,,,,,,243,9,,,,,,,,,,,13,14,,,,,34,15,,,,,31,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,31
21,22,2136,10783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,7,,,,,,,,,,,,,,,,,,,,,,,265,6,,,,,,,2156,9,,,,,,,,,3577,23,7,13,209,44,,,,,1051,4,,,,,361,41,,,,,,,,,,,,,,,,,,,,,,,,,,,86,9,,,,,174,7,14,5,,,,,,,,,,,,,,,329,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3,,,,,,,,,,,,,,,,,,,,,966,5,,,,,,,,,,,,,,,,,,,,,,,,,813,6,,,,,,,,,,,,,96,58,,,,,,,,,,,,,,,,,12,7,,,123,4,,,,,5,2,,,6,3,,,273,8,,,,,,,,,,,,,,,,,40,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,40
22,23,3886,8967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,5,,,,,,,,,,,,,,,9,40,,,,,,,126,11,,,,,42,21,2168,8,,,,,,,,,2056,45,7,15,385,35,18,14,7,8,83,12,142,14,,,328,43,,,,,7,3,,,,,,,,,,,,,,,31,36,,,,,,,,,,,439,2,,,,,,,,,,,,,,,,,836,10,167,42,,,,,,,,,,,,,16,40,,,,,,,,,19,2,,,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,36,2,16,72,11,,,,,,,,,,,,,,,,,,,,,162,23,,,,,684,6,,,,,152,3,227,36,,,,,,,,,,,,,,,,,,,,,54,9,16,12,,,,,239,3,,,,,76,27,,,,,,,,,,,,,,,,,38,14,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,57
23,24,822,8557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,11,,,,,,,,,,,,,,,19,22,,,,,,,78,17,,,5,7,34,25,644,32,,,,,19,13,,,4274,20,8,12,462,29,,,,,,,150,12,,,402,36,,,,,,,,,,,,,,,,,,,,,42,29,,,,,,,,,,,104,16,,,,,,,,,,,,,,,,,362,26,299,28,,,,,,,,,,,,,79,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,21,7,10,32,23,,,,,,,,,,,,,,,,,,,,,234,21,,,,,122,29,,,,,,,407,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,22,,,,,,,,,,,,,,,,,,,,,,,1,53,,,,,,,,,8,25,,,,,,,,,,,,,,,,,,,,,,,394,21
24,25,29316,7922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,33,,,,,,,,,,,,,,,61,219,,,,,,,,,7531,11,,,,,,,,,,,,,,,180,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
