,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
15,16,811,14890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,3,,,,,,,21,36,,,,,,,1281,20,,,,,,,,,4434,22,4,31,2317,7,,,,,,,67,29,,,1375,13,,,,,,,,,,,,,5,6,,,,,,,559,4,,,,,,,,,,,144,14,,,,,,,,,,,,,,,113,69,392,26,,,,,,,,,,,,,192,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1108,5,,,12,35,,,,,,,,,,,,,,,,,,,,,321,19,,,,,614,9,,,126,4,314,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1416,8
16,17,1294,14746,,,,,,,,,,,45,14,,,,,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,13,,,,,,,,,,,,,51,23,1131,22,,,,,,,,,7329,15,9,11,758,23,,,,,61,14,112,22,,,2386,7,,,,,,,,,,,,,8,3,,,,,,,126,12,,,,,,,,,,,134,15,,,,,24,14,,,,,3,6,,,1033,10,,,,,,,,,,,,,,,29,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9,,,,,,,,,,,,,462,14,,,33,23,,,,,,,2,5,,,,,,,,,,,,,93,35,,,,,,,,,,,472,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,13,,,,,,,,,,,,,29,14,,,,,16,28,,,,,13,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,28
17,18,50381,14406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,26,55,209,,,,,,,,,11678,12,,,588,27,,,,,80,12,231,9,,,323,49,,,,,,,,,,,,,,,,,,,,,107,15,,,,,,,,,,,,,,,,,,,,,,,,,,,735,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,19,181,13235,9,4,,,,,,,,,144,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,20,,,,,,,,,,,,,134,9,1479,18,,,,,,,,,6282,18,,,1570,12,,,4,12,,,73,28,,,826,22,,,,,,,,,,,,,,,,,,,,,154,9,,,,,195,4,,,,,72,23,,,,,,,,,,,,,,,287,37,151,46,,,,,,,,,,,,,,,,,,,,,5,7,,,,,,,,,24,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289,18,,,58,13,,,,,,,,,,,,,,,,,,,,,254,21,,,,,131,30,,,,,569,19,,,,,,,,,,,,,,,144,2,,,,,,,,,1,4,,,,,,,122,14,,,,,,,,,,,,,14,17,,,,,36,20,,,,,17,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,30
19,20,26920,12753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12480,11,,,,,,,,,,,,,,,38,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,16,,,,,91,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,85
20,21,2425,12057,,,,,,,,,,,86,11,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,,,,,,,23,18,,,,,,,92,19,,,,,115,11,1092,23,,,,,,,,,3696,28,8,16,1167,17,,,5,10,116,9,125,17,,,740,24,,,,,,,,,,,,,,,,,,,,,95,19,,,,,,,,,,,121,17,,,,,,,,,,,,,,,542,21,511,22,,,,,,,,,,,,,18,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197,23,,,,,,,,,,,,,,,,,,,,,,,,,428,15,,,,,703,7,,,106,5,1690,8,,,,,,,,,,,,,,,,,,,54,10,,,,,,,,,,,,,88,22,,,,,6,8,,,,,,,,,,,,,,,,,,,77,9,,,,,,,,,13,20,,,,,,,,,,,,,,,,,,,,,,,138,34
21,22,5072,11882,,,,,,,,,,,5,23,,,,,,,,,,,,,,,,,,,7,22,,,,,160,2,,,,,,,,,13,32,,,,,,,,,,,,,159,7,447,48,,,,,,,,,8243,13,4,37,86,74,,,,,,,,,,,298,51,,,,,,,,,,,,,,,32,2,,,,,,,1076,2,,,,,,,,,,,,,,,131,10,,,,,,,,,92,79,302,32,,,,,,,,,,,,,73,11,,,,,,,,,,,,,,,,,,,,,,,,,9,1,,,35,3,,,228,2,,,,,,,,,,,,,,,44,64,4,16,92,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,65,,,,,,,,,,,,,,,,,20,2,,,,,,,,,,,,,,,21,52,,,,,153,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,55
22,23,2136,11860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,7,,,,,,,,,,,,,,,,,,,,,,,312,5,,,,,,,3114,8,,,,,,,,,3963,24,3,44,227,45,,,,,725,4,,,,,373,46,,,,,,,,,,,,,,,,,,,,,,,,,,,115,9,,,,,175,11,,,,,,,,,,,,,,,567,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3,,,,,,,,,,,,,,,,,,,,,923,6,,,,,,,,,,,,,,,,,,,,,,,,,651,10,,,,,,,,,,,92,64,,,,,,,,,,,,,,,8,7,,,116,3,,,,,3,2,,,4,3,,,267,7,,,,,,,,,,,,,,,,,,,50,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,79
23,24,3886,11757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,6,,,,,,,,,,,,,,,13,31,,,,,,,194,11,,,,,113,12,3984,5,,,,,,,,,2088,52,9,14,359,33,12,15,,,79,13,127,16,,,442,41,,,,,1,4,,,,,,,,,,,,,,,19,41,,,,,,,,,,,566,2,,,,,,,,,,,,,,,1055,9,130,52,,,,,,,,,,,,,22,32,,,,,,,,,14,2,,,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,33,4,15,86,9,,,,,,,,,,,,,,,,,,,,,185,25,,,,,1026,3,,,199,2,170,44,,,,,,,,,,,,,,,,,,,69,9,15,13,,,,,252,4,,,,,72,27,,,,,,,,,,,,,,,,,,,52,13,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,44
24,25,27443,11373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,22,,,,,,,55,24,,,8,5,75,17,863,28,,,,,,,,,679,128,10,10,446,29,46,6,,,,,521,4,,,457,37,,,,,,,,,,,,,,,,,,,,,26,37,,,,,66,12,,,,,,,,,,,,,,,,,,,,,551,20,2140,8,,,,,,,,,,,,,381,2,,,,,,,,,,,,,,,,,,,26,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,31,,,,,,,,,,,,,,,,,,,,,,,,,320,20,,,,,163,24,,,,,586,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,6,,,,,,,,,,,31,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3594,2
