,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
10,11,2162,22030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,,,,,8,28,,,,,,,185,10,,,,,33,25,1686,15,,,,,,,,,10036,10,,,1,136,,,,,,,115,24,,,984,19,,,,,6,3,,,,,,,,,,,,,37,29,,,,,,,,,,,197,10,,,,,,,,,,,,,5,7,533,16,6,107,,,,,,,4,4,,,,,48,14,,,,,,,,,,,,,,,7,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,30,4,11,,,,,,,,,,,,,,,,,,,,,579,9,,,,,218,20,,,15,11,6203,3,,,,,,,,,,,,,3,9,,,,,6,17,,,,,,,,,,,119,20,,,,,,,,,,,,,,,,,29,18,,,,,100,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,691,10
11,12,463,20920,,,7,3,,,,,,,,,,,,,,,,,,,,,,,,,45,11,,,,,,,,,8,4,,,,,15,17,,,,,,,194,9,,,,,63,17,1593,16,,,,,,,,,11362,8,3,27,,,17,13,5,5,,,178,10,,,,,,,,,,,,,,,,,,,,,,,76,19,,,,,17,14,,,,,128,16,,,,,26,14,,,,,,,,,837,9,1857,6,,,,,,,,,,,,,39,16,,,,,,,5,6,,,,,,,20,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399,16,6,8,36,26,,,,,,,,,,,,,,,,,,,303,18,,,,,858,5,,,,,1641,10,,,,,,,,,,,,,,,,,,,17,11,,,,,9,10,,,,,162,15,,,,,,,,,,,75,8,,,,,30,16,,,,,56,11,,,,,,,,,23,12,,,,,,,,,,,,,,,,,,,,,,,810,9
12,13,181,20473,7,4,,,,,,,,,255,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,20,,,,,,,,,,,,,97,11,1557,17,,,,,,,,,11884,7,,,1872,9,,,2,10,,,83,26,,,1113,17,,,,,,,,,,,,,,,,,,,185,10,,,,,252,5,,,,,137,14,,,,,,,,,,,,,,,393,26,149,46,,,,,,,,,,,,,,,,,,,,,1,8,,,,,,,29,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447,15,,,93,13,,,,,,,,,,,,,,,,,,,269,19,,,,,146,25,,,,,693,20,,,,,,,,,,,,,193,2,,,,,,,,,3,2,,,,,,,312,9,,,,,,,,,,,15,13,,,,,36,14,,,,,24,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,24
13,14,50381,17109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,23,,,,,,,,,,,15384,5,,,,,,,,,27,15,153,12,,,264,52,,,,,,,,,,,,,,,,,,,237,9,,,,,,,,,,,,,,,,,,,,,,,,,,,641,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,15,320,16312,,,,,,,,,,,169,9,,,,,,,,,,,,,9,1,,,100,9,,,,,,,,,9,3,,,,,39,6,,,,,,,99,15,,,9,4,29,27,1245,20,,,,,144,6,,,7023,16,20,2,1237,13,48,7,,,40,14,186,9,,,1231,14,,,,,,,9,2,,,13,2,,,12,3,,,79,18,57,5,,,,,,,,,233,7,,,,,296,5,,,,,,,25,2,206,39,312,26,,,,,8,4,,,,,12,2,44,15,,,,,,,10,2,,,,,,,24,10,,,,,,,,,23,2,,,,,75,4,,,,,,,,,,,,,875,9,11,3,56,18,,,,,,,,,,,,,,,,,,,439,11,,,,,183,22,,,68,6,839,16,,,,,,,,,12,2,,,,,,,51,10,98,6,,,,,,,,,,,98,27,,,,,16,3,,,6,4,47,10,,,,,37,13,,,9,1,40,12,,,,,,,,,48,11,,,,,,,,,,,,,,,,,,,,,,,304,22
15,16,13,16204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,8,,,,,,,118,14,,,2,9,57,18,918,26,,,,,3,14,,,8504,11,2,32,1713,11,,,2,9,,,,,1,2,612,27,,,,,,,,,,,,,,,,,,,590,3,,,,,,,,,,,171,11,,,,,,,,,,,,,,,277,33,998,14,,,,,,,,,,,,,85,9,,,,,,,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,5,122,3,13,55,19,,,,,,,,,,,,,,,,,,,196,23,,,,,247,18,,,20,10,885,14,,,,,,,,,,,,,,,,,15,15,49,8,,,,,42,7,,,,,147,17,,,,,,,,,,,,,,,,,43,10,,,,,,,,,,,,,,,8,17,,,,,,,,,,,,,,,,,,,,,,,405,16
16,17,1294,15270,,,,,,,,,,,63,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,34,,,,,,,,,,,,,66,16,1099,23,,,,,,,,,7351,15,6,15,856,21,,,,,,,146,13,,,2462,7,,,,,,,,,,,,,4,5,,,,,166,11,,,,,,,,,,,130,15,,,,,43,12,,,,,2,6,,,1146,6,,,,,,,,,,,,,,,37,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,9,,,,,,,,,,,,,454,14,,,44,24,,,,,,,,,,,,,,,,,,,77,36,,,,,,,,,,,605,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,16,,,,,,,,,,,,,,,,,19,22,,,,,9,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312,20
17,18,811,14631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,4,,,,,,,24,31,,,,,,,1403,19,,,,,,,,,4582,25,,,2734,6,,,,,,,119,22,,,1664,11,,,,,,,,,,,,,3,6,,,,,534,4,,,,,,,,,,,118,18,,,,,,,,,,,,,,,99,69,224,34,,,,,,,,,,,,,373,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350,4,,,50,21,,,,,,,,,,,,,,,,,,,402,14,,,,,444,10,,,91,4,365,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,19,27443,13871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,,,,,,,203,8,,,5,8,27,30,852,28,,,,,,,,,672,110,8,10,735,22,60,4,,,,,171,11,,,500,38,,,,,,,,,,,,,,,,,,,,,,,,,43,12,,,,,,,,,,,,,,,,,,,,,439,22,1925,5,,,,,,,,,,,,,2808,1,,,,,,,,,,,,,,,,,36,7,,,,,,,,,,,,,,,,,,,,,,,,,,,283,18,,,,,,,,,,,,,,,,,,,,,,,247,20,,,,,326,13,,,,,794,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3698,2
19,20,2425,12518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,6,41,,,,,,,40,23,,,,,52,19,1124,22,,,,,,,,,3615,29,6,16,993,19,,,1,12,110,9,146,14,,,1512,12,,,,,,,,,,,,,,,,,,,114,14,,,,,,,,,,,90,21,,,,,,,,,,,,,,,545,15,578,17,,,,,,,,,,,,,19,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,25,,,,,,,,,,,,,,,,,,,,,,,230,21,,,,,523,9,,,61,7,2168,8,,,,,,,,,,,,,,,,,60,8,,,,,,,,,,,,,99,26,,,,,5,8,,,,,,,,,,,,,,,,,37,13,,,,,,,,,11,15,,,,,,,,,,,,,,,,,,,,,,,154,29
20,21,5072,10802,,,,,,,,,,,2,20,,,,,,,,,,,,,,,,,6,20,,,,,61,2,,,,,,,,,3,61,,,,,,,,,,,,,186,6,409,48,,,,,,,,,7492,14,6,17,93,63,,,,,,,,,,,303,47,,,,,,,,,,,,,,,18,2,,,,,899,2,,,,,,,,,,,,,,,200,7,,,,,,,,,112,61,303,27,,,,,,,,,,,,,26,25,,,,,,,,,,,,,,,,,,,,,9,1,,,19,3,,,187,2,,,,,,,,,,,,,,,86,46,7,7,145,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,66,,,,,,,,,,,,,,,5,4,,,,,,,,,,,,,,,11,69,,,,,82,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,58
21,22,2136,10260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,8,,,,,,,,,,,,,,,,,,,,,,,232,7,,,,,,,2321,11,,,,,,,,,3201,33,12,5,243,46,,,,,648,4,,,,,276,51,,,,,,,,,,,,,,,,,,,,,,,,,115,10,,,,,199,9,,,,,,,,,,,,,,,473,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,,,,,,,,,,,,,,,,,,,,,1050,7,,,,,,,,,,,,,,,,,,,,,,,702,7,,,,,,,,,,,80,68,,,,,,,,,,,,,13,7,,,82,4,,,,,,,,,1,3,,,448,8,,,,,,,,,,,,,,,,,30,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,123
22,23,2398,9394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307,59,,,,,,,,,7788,13,1,42,107,58,,,,,,,16,59,,,651,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,39,,,,,,,,,,,,,,,,,,,,,,,91,33,,,,,,,,,,,188,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,48,,,,,,,,,,,,,,,,,19,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,24,5432,9061,,,,,,,,,,,202,7,,,6,2,,,,,,,,,,,,,24,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,81,,,,,,,,,6388,18,,,647,23,,,,,158,7,11,73,,,105,87,,,,,,,,,,,,,,,11,4,,,63,21,248,3,,,,,,,,,,,,,,,198,8,,,,,,,,,148,51,106,53,,,,,,,,,,,,,18,38,,,,,,,,,,,,,,,,,23,8,,,,,,,9,4,,,19,3,,,,,,,,,,,,,,,91,42,6,10,33,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,4,,,9,3,223,5,,,,,,,,,,,15,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,42
24,25,3886,8997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,6,,,,,,,,,,,,,,,8,30,,,,,,,,,,,,,130,8,3814,6,,,,,,,,,12,958,,,343,36,39,8,,,56,12,143,15,,,556,30,,,,,3,4,,,,,,,,,,,,,32,31,,,,,,,,,,,644,2,,,,,,,,,,,,,,,801,10,119,49,,,,,,,,,,,,,20,33,,,,,,,,,9,2,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,34,1,17,143,9,,,,,,,,,,,,,,,,,,,201,22,,,,,886,4,,,160,3,209,39,,,,,,,,,,,,,,,,,67,5,8,15,,,,,11,9,,,,,133,19,,,,,,,,,,,,,,,,,42,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,46
25,26,822,8814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,17,,,,,,,,,,,,,,,18,12,,,,,,,,,,,6,7,8,49,1207,21,,,,,11,11,,,3153,34,3,29,591,25,,,,,,,133,16,,,511,37,,,,,,,,,,,,,,,,,,,35,30,,,,,,,,,,,110,19,,,,,,,,,,,,,,,417,25,508,21,,,,,,,,,,,,,36,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,17,7,6,83,14,,,,,,,,,,,,,,,,,,,327,17,,,,,91,30,,,,,536,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187,14,,,,,,,,,,,,,,,,,,,,,,,5,36,,,,,,,,,7,21,,,,,,,,,,,,,,,,,,,,,,,439,15
26,27,2952,8735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,11,,,,,,,,,,,,,122,10,747,32,,,,,,,,,5249,23,3,30,610,24,,,4,7,,,128,19,,,706,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,17,,,,,,,,,383,27,30,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,26,,,79,16,,,,,,,,,,,,,,,,,,,,,,,,,127,28,,,,,87,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
