,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
10,11,811,23093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,3,,,,,,,15,45,,,,,,,2129,14,,,,,,,,,5241,18,3,42,3151,5,,,,,,,239,8,,,2963,8,,,,,,,,,,,,,6,4,,,,,,,635,5,,,,,,,,,,,172,12,,,,,,,,,,,,,,,,,163,59,623,20,,,,,,,,,,,,,264,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3219,1,,,26,25,,,,,,,,,,,,,,,,,,,,,554,14,,,,,527,10,,,,,174,5,363,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2483,6
11,12,25821,22435,,,,,,,,,,,690,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2497,13,,,,,,,,,1161,81,6,30,2758,6,,,,,,,,,,,5954,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2715,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1469,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,7,,,,,,,,,,,,,,,,,,,,,,,4741,1
12,13,2162,21116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,,,,,10,42,,,,,,,134,16,,,,,41,23,1456,18,,,,,,,,,9800,9,,,672,26,,,,,,,141,22,,,748,35,,,,,9,3,,,,,,,,,,,,,,,27,40,,,,,,,,,,,313,8,,,,,,,14,19,,,,,,,9,7,496,25,6,113,,,,,,,6,4,,,,,57,13,,,,,,,,,,,,,,,,,26,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,52,9,11,,,,,,,,,,,,,,,,,,,,,,,501,15,,,,,178,22,,,,,13,12,5305,2,,,,,,,,,,,,,,,,,10,7,,,,,12,16,,,,,28,13,,,,,89,27,,,,,,,,,,,,,,,,,,,17,24,,,,,108,9,,,,,,,,,14,18,,,,,,,,,,,,,,,,,,,,,,,785,13
13,14,13,18669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,11,,,,,,,130,17,,,4,7,43,21,1287,21,,,,,45,11,,,8320,11,6,24,2178,9,,,7,9,,,33,44,3,2,925,24,,,,,,,,,,,,,,,,,,,,,875,3,,,,,,,,,,,149,14,,,13,1,,,,,,,,,,,,,353,34,1057,15,,,,,,,,,,,,,44,15,,,,,,,,,,,,,,,,,,,16,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,948,12,14,6,58,17,,,,,,,,,,,,,,,,,,,,,226,22,,,,,314,16,,,,,29,9,813,15,,,,,,,,,,,,,,,,,,,,,19,16,47,9,,,,,61,10,,,,,208,11,,,,,,,,,,,,,,,,,,,19,22,,,,,,,,,,,,,,,12,22,,,,,,,,,,,,,,,,,,,,,,,371,20
14,15,320,17176,,,,,,,,,,,112,9,,,,,11,5,,,,,,,,,11,1,,,114,8,,,,,,,,,13,4,,,,,144,2,,,,,,,136,14,,,20,2,58,19,1174,23,,,,,156,6,,,6610,15,35,3,1045,19,29,11,,,62,15,236,9,,,1786,12,,,,,,,8,3,,,13,2,,,22,3,,,,,100,18,68,5,,,,,,,,,310,9,,,,,,,368,4,,,,,,,16,5,250,39,302,32,,,,,8,5,,,,,13,3,28,25,,,,,,,5,7,,,,,,,,,31,10,33,8,,,,,,,,,12,6,,,,,48,6,,,,,,,,,,,,,1073,9,19,2,79,14,,,,,,,9,3,,,,,,,,,,,,,781,9,,,,,305,18,,,,,97,8,741,18,,,,,,,,,,,,,8,3,,,,,,,70,9,83,7,,,,,,,,,,,85,29,,,,,23,4,,,12,4,,,24,12,,,,,20,21,,,11,1,37,20,,,,,,,,,54,13,,,,,,,,,,,8,7,,,,,,,,,,,250,24
15,16,1294,15054,,,,,,,,,,,42,14,,,,,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,15,,,,,,,,,,,,,69,15,1291,20,,,,,,,,,7311,13,10,12,844,20,,,8,7,55,17,152,19,,,2244,11,,,,,,,,,,,,,17,2,,,,,,,157,10,,,,,,,,,,,129,17,,,,,,,24,15,,,,,7,4,,,1220,9,,,,,,,,,,,,,,,30,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,9,,,,,,,,,,,,,482,17,,,32,24,,,,,,,10,2,,,,,,,,,,,,,48,51,,,,,,,,,,,,,431,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,14,,,,,,,,,,,,,34,11,,,,,25,18,,,,,27,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,29
16,17,2425,14995,,,,,,,,,,,54,13,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,,,,,,,6,56,,,,,,,135,15,,,,,126,9,1449,19,,,,,,,,,3675,26,7,22,1266,16,,,5,12,182,8,155,17,,,1216,17,,,,,,,,,,,,,,,,,,,,,111,15,,,,,,,,,,,134,16,,,,,,,,,,,,,,,,,723,17,555,22,,,,,,,,,,,,,10,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229,30,,,,,,,,,,,,,,,,,,,,,,,,,900,8,,,,,923,5,,,,,161,6,2495,6,,,,,,,,,,,,,,,,,,,,,48,11,,,,,,,,,,,,,127,20,,,,,7,8,,,,,,,,,,,,,,,,,,,153,6,,,,,,,,,30,15,,,,,,,,,,,,,,,,,,,,,,,109,34
17,18,181,14705,44,2,,,,,,,,,117,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,9,,,,,,,,,,,,,113,10,1480,17,,,,,,,,,6991,14,,,1803,13,,,6,11,,,71,30,,,1177,18,,,,,,,,,,,,,,,,,,,,,110,16,,,,,254,5,,,,,60,24,,,,,,,,,,,,,,,,,371,31,183,45,,,,,,,,,,,,,,,,,,,,,8,5,,,,,,,,,28,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,23,,,33,23,,,,,,,,,,,,,,,,,,,,,218,23,,,,,138,26,,,,,,,565,19,,,,,,,,,,,,,,,,,200,2,,,,,,,,,,,,,,,,,163,15,,,,,,,,,,,,,12,14,,,,,27,17,,,,,19,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,37
18,19,50381,14230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,31,895,28,,,,,,,,,10206,8,,,838,21,,,,,67,14,160,16,,,332,52,,,,,,,,,,,,,,,,,,,,,136,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,917,15,97,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,20,2136,13588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,7,,,,,,,,,,,,,,,,,,,,,,,382,6,,,,,,,2925,9,,,,,,,,,3898,22,5,32,262,43,,,,,1032,4,,,,,527,42,,,,,,,,,,,,,,,,,,,,,,,,,,,122,10,,,,,206,11,15,7,,,,,,,,,,,,,,,550,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,,,,,,,,,,,,,,,,,,,,,1638,4,,,,,,,,,,,,,,,,,,,,,,,,,1141,7,,,,,,,,,,,,,83,66,,,,,,,,,,,,,,,,,7,8,,,127,5,,,,,13,2,,,8,3,,,377,7,,,,,,,,,,,,,,,,,,,58,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,56
20,21,5072,12747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,17,,,,,174,2,,,,,,,,,8,49,,,,,,,,,,,,,154,7,460,52,,,,,,,,,7420,12,10,13,99,70,,,,,61,16,,,,,434,47,,,,,,,,,,,,,,,67,2,,,,,,,926,2,,,,,,,,,,,,,,,,,161,9,,,,,,,,,101,75,1552,13,,,,,,,,,,,,,21,34,,,,,,,,,,,,,,,,,,,,,,,,,37,1,,,44,2,,,285,2,78,4,,,,,,,,,,,,,66,58,5,13,121,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,60,,,,,,,,,,,,,,,,,,,9,3,,,,,,,,,,,,,,,32,45,,,,,241,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,61
21,22,3886,12405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,5,,,,,,,,,,,,,,,22,22,,,,,,,241,10,,,,,74,14,3249,8,,,,,,,,,2344,45,8,19,444,35,17,14,5,13,107,11,174,14,,,696,38,,,,,9,4,,,,,,,,,,,,,,,32,38,,,,,,,,,,,641,3,,,,,,,,,,,,,,,,,1380,8,125,52,,,,,,,,,,,,,36,19,,,,,,,,,22,2,,,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233,28,5,12,99,10,,,,,,,,,,,,,,,,,,,,,215,24,,,,,917,6,,,,,261,2,213,39,,,,,,,,,,,,,,,,,,,,,74,8,17,15,,,,,332,2,,,,,100,24,,,,,,,,,,,,,,,,,,,35,15,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,50
22,23,27443,12218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,20,,,,,,,59,23,,,16,5,38,26,782,34,,,,,92,7,,,573,141,23,5,524,32,50,6,,,,,129,24,,,511,43,,,,,,,,,,,,,,,,,,,,,55,26,,,,,66,12,,,,,,,,,,,,,,,,,,,,,,,570,20,2221,8,,,,,,,,,,,,,641,2,,,,,,,,,,,,,,,,,,,34,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,34,,,,,,,,,,,,,,,,,,,,,,,,,380,19,,,,,155,25,,,,,,,790,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,891,1,,,,,,,,,,,49,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3366,2
23,24,11733,10569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233,82,,,,,,,15,2,1629,61,,,,,,,,,,,,,,,748,36,,,,,,,,,,,,,,,,,,,,,,,,,,,693,1,,,,,23,33,,,,,,,,,,,,,,,,,6805,2,70,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5,,,,,,,,,,,227,3,,,,,95,7,,,,,14,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,25,822,9096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,13,,,,,,,,,,,,,,,29,14,,,,,,,116,19,,,17,3,29,30,831,32,,,,,30,12,,,3259,30,17,8,609,27,,,,,,,185,11,,,823,31,,,,,,,,,,,,,,,,,,,,,57,25,,,,,,,,,,,98,18,,,,,,,,,,,,,,,,,451,27,330,29,,,,,,,,,,,,,88,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526,16,11,10,53,20,,,,,,,,,,,,,,,,,,,,,308,21,,,,,206,21,,,,,,,487,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,18,,,,,,,,,,,,,,,,,,,,,,,,,3,52,,,,,,,,,11,23,,,,,,,,,,,,,,,,,,,,,,,341,21
