,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
10,11,25821,22242,,,,,,,,,,,520,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2869,9,,,,,,,,,1379,74,12,9,2277,9,,,,,,,,,,,5724,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4936,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1712,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594,3,,,,,,,,,,,,,,,,,,,,,,,2115,7
11,12,2162,20663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,,,,,6,56,,,,,,,91,21,,,,,18,38,1209,20,,,,,,,,,10255,10,,,755,25,,,,,,,100,23,,,740,30,,,,,3,4,,,,,,,,,,,,,,,24,38,,,,,,,,,,,157,14,,,,,,,,,,,,,8,7,531,24,3,109,,,,,,,3,4,,,,,49,21,,,,,,,,,,,,,,,,,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,53,3,15,,,,,,,,,,,,,,,,,,,,,,,542,12,,,,,144,28,,,19,11,4988,3,,,,,,,,,,,,,3,10,,,,,7,17,,,,,20,10,,,,,95,24,,,,,,,,,,,,,,,,,,,33,20,,,,,99,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661,13
12,13,13,20641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,4,,,,,,,140,15,,,2,9,64,21,1183,21,,,,,31,10,,,8323,11,5,20,4083,5,,,6,8,,,,,4,2,933,23,,,,,,,,,,,,,,,,,,,,,771,3,,,,,,,,,,,118,19,,,,,,,,,,,,,,,379,30,1647,13,,,,,,,,,,,,,116,10,,,,,,,,,,,,,,,,,,,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690,14,7,8,40,23,,,,,,,,,,,,,,,,,,,,,269,22,,,,,354,15,,,67,9,632,19,,,,,,,,,,,,,,,,,26,14,47,9,,,,,80,7,,,,,138,17,,,,,,,,,,,,,,,,,,,34,18,,,,,,,,,,,,,,,18,17,,,,,,,,,,,,,,,,,,,,,,,352,20
13,14,811,18290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,2,,,,,,,27,34,,,,,,,1418,18,,,,,,,,,4848,21,4,28,3040,7,,,,,,,104,21,,,2323,10,,,,,,,,,,,,,3,6,,,,,,,580,4,,,,,,,,,,,174,12,,,,,,,,,,,,,,,158,53,350,31,,,,,,,,,,,,,297,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1584,4,,,32,25,,,,,,,,,,,,,,,,,,,,,465,16,,,,,698,8,,,146,3,366,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1560,8
14,15,50381,18244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,20,57,213,,,,,,,,,15193,5,,,669,26,,,,,90,12,195,9,,,391,45,,,,,,,,,,,,,,,,,,,,,146,13,,,,,,,,,,,,,,,,,,,,,,,,,,,865,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,16,320,16404,,,,,,,,,,,142,10,,,,,9,4,,,,,,,,,7,1,,,73,10,,,,,,,,,6,3,,,,,46,9,,,,,,,103,18,,,4,7,41,27,1574,17,,,,,167,6,,,6432,16,23,2,1075,20,21,11,,,69,14,179,10,,,1502,14,,,,,,,4,3,,,4,3,,,8,4,,,,,100,18,45,6,,,,,,,,,282,7,,,,,293,5,,,,,,,14,3,367,32,313,32,,,,,5,4,,,,,13,2,56,15,,,,,,,6,6,,,,,,,,,32,11,21,9,,,,,,,,,5,7,,,,,46,3,,,,,,,,,,,,,1111,7,20,2,45,22,,,,,,,7,2,,,,,,,,,,,,,466,15,,,,,214,20,,,74,8,726,16,,,,,,,,,6,2,,,,,,,34,12,82,5,,,,,,,,,,,62,31,,,,,13,6,,,4,4,,,37,12,,,,,28,21,,,25,1,39,17,,,,,,,,,26,13,,,,,,,,,,,9,2,,,,,,,,,,,289,23
16,17,1294,15549,,,,,,,,,,,66,12,,,,,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,20,,,,,,,,,,,,,45,26,1143,22,,,,,,,,,7279,14,18,4,805,23,,,,,,,145,15,,,2990,7,,,,,,,,,,,,,9,3,,,,,,,165,11,,,,,,,,,,,172,13,,,,,27,14,,,,,5,5,,,1067,11,,,,,,,,,,,,,,,52,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9,,,,,,,,,,,,,440,16,,,29,27,,,,,,,5,4,,,,,,,,,,,,,77,36,,,,,,,,,,,558,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,16,,,,,,,,,,,,,54,11,,,,,24,23,,,,,20,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176,28
17,18,27443,14671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,16,,,,,,,60,23,,,15,3,46,25,1737,16,,,,,,,,,1085,92,14,7,530,29,48,5,,,,,152,14,,,501,41,,,,,,,,,,,,,,,,,,,,,26,36,,,,,32,13,,,,,,,,,,,,,,,,,,,,,621,22,3650,5,,,,,,,,,,,,,629,2,,,,,,,,,,,,,,,,,,,25,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222,29,,,,,,,,,,,,,,,,,,,,,,,,,470,14,,,,,189,23,,,,,659,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,9,,,,,,,,,,,45,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3816,1
18,19,181,14493,12,4,,,,,,,,,166,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,19,,,,,,,,,,,,,142,9,1352,19,,,,,,,,,6731,15,,,2123,10,,,11,4,,,46,34,,,1000,20,,,,,,,,,,,,,,,,,,,,,121,16,,,,,278,4,,,,,106,20,,,,,,,,,,,,,,,251,40,148,51,,,,,,,,,,,,,,,,,,,,,8,4,,,,,,,,,45,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,20,,,68,14,,,,,,,,,,,,,,,,,,,,,237,24,,,,,167,26,,,,,567,20,,,,,,,,,,,,,134,2,,,,,,,,,4,3,,,,,,,169,13,,,,,,,,,,,,,12,17,,,,,33,19,,,,,16,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191,27
19,20,11733,14201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229,80,,,,,,,6,1,1741,65,,,,,,,,,,,,,,,554,37,,,,,,,,,,,,,,,,,,,,,,,,,,,702,1,,,,,29,31,,,,,,,,,,,,,,,10629,2,45,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,,,,,,,,,,,164,3,,,,,79,8,,,,,12,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,21,2425,13591,,,,,,,,,,,34,16,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,,,,,,,10,39,,,,,,,109,17,,,,,92,15,1137,23,,,,,,,,,3923,26,5,22,1348,15,,,10,5,147,8,171,11,,,862,24,,,,,,,,,,,,,,,,,,,,,208,9,,,,,,,,,,,134,17,,,,,,,,,,,,,,,659,17,620,19,,,,,,,,,,,,,35,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224,28,,,,,,,,,,,,,,,,,,,,,,,,,623,9,,,,,788,7,,,87,7,1912,7,,,,,,,,,,,,,,,,,68,8,,,,,,,,,,,,,100,21,,,,,3,8,,,,,,,,,,,,,,,,,,,101,6,,,,,,,,,20,15,,,,,,,,,,,,,,,,,,,,,,,153,32
21,22,3886,12880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,3,,,,,,,,,,,,,,,11,37,,,,,,,220,9,,,,,142,10,4097,6,,,,,,,,,2021,55,10,10,458,31,14,13,,,93,10,127,17,,,759,28,,,,,5,3,,,,,,,,,,,,,,,21,41,,,,,,,,,,,653,3,,,,,,,,,,,,,,,1243,8,127,52,,,,,,,,,,,,,18,41,,,,,,,,,9,2,,,,,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,37,7,9,105,9,,,,,,,,,,,,,,,,,,,,,206,25,,,,,1138,3,,,212,2,234,34,,,,,,,,,,,,,,,,,58,9,17,13,,,,,265,4,,,,,90,25,,,,,,,,,,,,,,,,,,,36,17,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,43
22,23,2136,12129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,7,,,,,,,,,,,,,,,,,,,,,,,275,7,,,,,,,2580,11,,,,,,,,,3777,27,5,21,250,43,,,,,761,4,,,,,400,44,,,,,,,,,,,,,,,,,,,,,,,,,,,164,8,,,,,184,10,,,,,,,,,,,,,,,755,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,,,,,,,,,,,,,,,,,,,,,1293,6,,,,,,,,,,,,,,,,,,,,,,,,,817,7,,,,,,,,,,,98,60,,,,,,,,,,,,,15,7,,,116,3,,,,,7,2,,,1,3,,,370,7,,,,,,,,,,,,,,,,,,,74,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,70
23,24,5072,11075,,,,,,,,,,,6,23,,,,,,,,,,,,,,,,,,,6,24,,,,,155,2,,,,,,,,,7,53,,,,,,,,,,,,,167,8,456,47,,,,,,,,,7597,12,5,25,101,72,,,,,,,,,,,377,47,,,,,,,,,,,,,,,24,2,,,,,,,767,2,,,,,,,,,,,,,,,131,10,,,,,,,,,83,80,398,26,,,,,,,,,,,,,37,24,,,,,,,,,,,,,,,,,,,,,,,,,11,1,,,27,3,,,235,2,,,,,,,,,,,,,,,66,60,4,14,131,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,73,,,,,,,,,,,,,,,14,2,,,,,,,,,,,,,,,20,57,,,,,122,2,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,63
24,25,822,9805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,17,,,,,,,,,,,,,,,40,11,,,,,,,124,16,,,3,8,85,16,972,27,,,,,29,12,,,3556,30,7,14,826,21,,,,,,,157,12,,,686,33,,,,,,,,,,,,,,,,,,,,,52,27,,,,,,,,,,,103,21,,,,,,,,,,,,,,,623,21,420,24,,,,,,,,,,,,,66,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398,17,6,10,62,15,,,,,,,,,,,,,,,,,,,,,401,18,,,,,182,24,,,,,462,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,14,,,,,,,,,,,,,,,,,,,,,,,,,4,48,,,,,,,,,9,24,,,,,,,,,,,,,,,,,,,,,,,352,21
