,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
10,11,25821,17467,,,,,,,,,,,391,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2361,11,,,,,,,,,1119,78,8,12,2035,7,,,,,,,,,,,3785,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4967,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1270,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1485,6
11,12,320,16678,,,,,,,,,,,154,8,,,,,7,3,,,,,,,,,5,1,,,53,9,,,,,,,,,11,3,,,,,40,6,,,,,,,157,9,,,11,3,36,21,2087,14,,,,,161,6,,,6994,13,9,8,1063,18,30,5,,,48,13,160,8,,,1188,11,,,,,,,7,2,,,5,2,,,5,3,,,96,19,41,5,,,,,,,,,149,7,,,,,256,5,,,,,,,2,9,191,42,419,25,,,,,9,4,,,,,8,2,63,13,,,,,,,2,7,,,,,,,16,11,20,8,,,,,,,,,5,5,,,,,102,3,,,,,,,,,,,,,747,8,25,2,50,15,,,,,6,4,,,,,,,,,,,,,735,6,,,,,153,25,,,68,8,739,17,,,,,,,,,4,2,,,,,,,43,7,43,5,,,,,,,,,,,66,26,,,,,7,6,,,4,4,,,7,17,,,,,43,14,,,13,1,32,15,,,,,,,,,28,12,,,,,,,,,,,,,,,,,,,,,,,255,21
12,13,1294,16042,,,,,,,,,,,43,12,,,,,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,21,,,,,,,,,,,,,39,16,1696,15,,,,,,,,,7610,11,9,9,828,21,,,,,,,104,19,,,2650,3,,,,,,,,,,,,,6,3,,,,,167,10,,,,,,,,,,,76,19,,,,,64,12,,,,,3,4,,,1095,6,,,,,,,,,,,,,,,38,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,9,,,,,,,,,,,,,442,14,,,24,27,,,,,7,3,,,,,,,,,,,,,70,42,,,,,,,,,,,613,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,12,,,,,,,,,,,,,16,13,,,,,31,19,,,,,8,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217,24
13,14,2243,15897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,15,,,,,,,,,,,,,,,9,45,,,,,,,,,,,,,,,4071,4,,,,,,,,,5518,18,,,,,,,,,,,,,,,1608,7,,,,,,,,,,,,,,,,,,,,,,,,,122,7,,,,,124,9,,,,,,,,,,,,,,,469,19,186,39,,,,,,,,,,,,,13,36,,,,,,,,,,,,,,,42,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824,5,,,,,,,,,,,,,,,,,,,,,,,791,4,,,,,586,7,,,40,9,771,16,,,,,,,7,3,,,,,,,,,,,69,3,,,,,558,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,48
14,15,13,14883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,12,,,,,,,75,16,,,3,9,35,22,965,22,,,,,25,11,,,6593,15,5,19,1576,13,,,4,10,,,,,2,2,659,24,,,,,,,,,,,,,,,,,,,929,2,,,,,,,,,,,103,13,,,,,,,,,,,,,,,345,26,1165,11,,,,,,,,,,,,,94,9,,,,,,,,,,,,,,,,,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647,12,3,14,40,21,,,,,,,,,,,,,,,,,,,209,26,,,,,266,18,,,27,10,558,20,,,,,,,,,,,,,,,,,7,23,36,6,,,,,46,6,,,,,103,17,,,,,,,,,,,,,,,,,,,17,25,,,,,,,,,,,,,,,13,16,,,,,,,,,,,,,,,,,,,,,,,301,19
15,16,2425,14453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,9,,,,,,,79,15,,,,,100,9,998,20,,,,,,,,,4592,22,5,22,1256,15,,,2,12,75,12,137,14,,,884,19,,,,,,,,,,,,,,,,,,,105,18,,,,,,,,,,,120,11,,,,,,,,,,,,,,,696,12,675,18,,,,,,,,,,,,,21,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,21,,,,,,,,,,,,,,,,,,,,,,,473,11,,,,,796,5,,,96,7,2693,5,,,,,,,,,,,,,,,,,39,9,,,,,,,,,,,,,115,15,,,,,1,8,,,,,,,,,,,,,,,,,,,87,8,,,,,,,,,19,14,,,,,,,,,,,,,,,,,,,,,,,157,31
16,17,181,13777,8,3,,,,,,,,,135,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,23,,,,,,,,,,,,,112,7,1193,17,,,,,,,,,7163,12,,,1380,14,,,7,5,,,76,25,,,771,22,,,,,,,,,,,,,,,,,,,123,16,,,,,172,4,,,,,63,21,,,,,,,,,,,,,,,235,33,130,47,,,,,,,,,,,,,,,,,,,,,3,6,,,,,,,18,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304,17,,,41,20,,,,,,,,,,,,,,,,,,,241,22,,,,,125,27,,,,,1017,14,,,,,,,,,,,,,103,3,,,,,,,,,1,3,,,,,,,144,13,,,,,,,,,,,,,9,15,,,,,51,13,,,,,17,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,35
17,18,50381,11939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,19,,,,,,,,,,,9987,9,,,429,32,,,,,32,16,115,17,,,278,46,,,,,,,,,,,,,,,,,,,163,11,,,,,,,,,,,,,,,,,,,,,,,,,,,468,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,19,27443,11443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,18,,,,,,,35,27,,,10,4,39,17,587,34,,,,,,,,,628,122,4,28,461,31,22,9,,,,,92,23,,,412,36,,,,,,,,,,,,,,,,,,,,,,,,,58,12,,,,,,,,,,,,,,,,,,,,,325,28,2455,5,,,,,,,,,,,,,1711,1,,,,,,,,,,,,,,,,,28,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,33,,,,,,,,,,,,,,,,,,,,,,,279,19,,,,,345,14,,,,,578,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,4,,,,,,,,,,,28,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3015,1
19,20,811,11217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,7,,,,,,,8,49,,,,,,,786,26,,,,,,,,,3388,30,2,34,1783,10,,,,,,,70,28,,,1024,15,,,,,,,,,,,,,2,7,,,,,796,3,,,,,,,,,,,78,18,,,,,,,,,,,,,,,68,82,186,38,,,,,,,,,,,,,172,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808,6,,,17,31,,,,,,,,,,,,,,,,,,,213,25,,,,,551,10,,,106,4,268,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,851,9
20,21,2136,10842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,7,,,,,,,,,,,,,,,,,,,,,,,191,7,,,,,,,2383,10,,,,,,,,,3927,26,7,14,224,44,,,,,853,4,,,,,340,41,,,,,,,,,,,,,,,,,,,,,,,,,93,9,,,,,94,15,,,,,,,,,,,,,,,346,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,,,,,,,,,,,,,,,,,,,,,944,4,,,,,,,,,,,,,,,,,,,,,,,677,7,,,,,,,,,,,117,57,,,,,,,,,,,,,9,7,,,103,2,,,,,3,2,,,3,3,,,308,6,,,,,,,,,,,,,,,,,,,67,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,74
21,22,5072,9247,,,,,,,,,,,2,22,,,,,,,,,,,,,,,,,,,16,17,,,,,72,2,,,,,,,,,10,41,,,,,,,,,,,,,101,8,376,47,,,,,,,,,6709,14,4,27,72,78,,,,,,,,,,,334,42,,,,,,,,,,,,,,,19,2,,,,,392,2,,,,,,,,,,,,,,,167,9,,,,,,,,,81,76,269,29,,,,,,,,,,,,,9,49,,,,,,,,,,,,,,,,,,,,,,,7,1,,,11,4,,,87,2,,,,,,,,,,,,,,,48,62,3,16,68,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,61,,,,,,,,,,,,,,,6,2,,,,,,,,,,,,,,,35,41,,,,,178,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,54
22,23,822,8508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,11,,,,,,,,,,,,,,,12,33,,,,,,,73,17,,,6,6,14,37,862,24,,,,,20,12,,,3481,28,11,6,581,28,,,,,,,159,9,,,464,33,,,,,,,,,,,,,,,,,,,79,21,,,,,,,,,,,63,22,,,,,,,,,,,,,,,484,17,512,21,,,,,,,,,,,,,35,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,20,5,10,47,16,,,,,,,,,,,,,,,,,,,370,15,,,,,101,31,,,,,438,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,16,,,,,,,,,,,,,,,,,,,,,,,,,3,45,,,,,,,,,8,21,,,,,,,,,,,,,,,,,,,,,,,337,18
23,24,3886,7561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,4,,,,,,,,,,,,,,,19,25,,,,,,,127,10,,,,,63,11,2442,7,,,,,,,,,18,928,4,26,393,35,9,14,,,101,10,143,10,,,434,35,,,,,4,4,,,,,,,,,,,,,46,28,,,,,,,,,,,583,3,,,,,,,,,,,,,,,734,10,117,51,,,,,,,,,,,,,22,27,,,,,,,,,5,2,,,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,43,9,5,85,9,,,,,,,,,,,,,,,,,,,258,21,,,,,965,3,,,150,2,170,47,,,,,,,,,,,,,,,,,64,5,12,14,,,,,32,7,,,,,66,27,,,,,,,,,,,,,,,,,,,91,8,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,41
24,25,2392,7503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,39,,,,,,,52,23,,,,,,,688,28,,,,,29,10,,,4150,23,,,281,41,,,1,13,155,8,51,33,,,671,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,26,,,,,,,,,,,,,,,331,27,236,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,24,,,43,17,,,,,,,,,,,,,,,,,,,225,23,,,,,97,32,,,,,,,,,,,,,,,,,,,,,,,12,16,,,,,,,16,10,,,,,92,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,30
25,26,2398,7479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330,52,,,,,,,,,6264,16,,,99,64,,,,,,,13,69,,,380,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,47,,,,,,,,,,,,,,,,,,,,,,,36,62,,,,,,,,,,,136,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,45,,,,,,,,,,,,,,,,,,,17,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
