,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,ba,ba_rank,bar,bar_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nrm,nrm_rank,oc,oc_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,yi,yi_rank,za,za_rank,zh,zh_rank
28,29,6819,8419,,,,,,,,,,,,,,,,,,,,,,,,,,,24,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,14,5398,2,,,,,,,,,1308,69,6,25,36,90,,,,,,,20,46,,,662,19,,,,,,,,,,,,,,,,,,,39,24,,,,,,,,,,,,,,,,,,,,,,,3,3,,,100,58,58,60,,,,,,,,,,,,,22,37,,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,71,48,,,18,32,,,,,,,,,,,,,255,19,,,,,29,52,,,,,126,51,,,,,,,,,,,,,,,,,12,16,,,,,,,,,,,,,55,30,,,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,38
29,30,2392,6846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,42,,,,,,,60,16,,,,,,,897,25,,,,,,,,,3446,30,,,284,33,,,16,3,126,7,,,,,776,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,34,,,,,,,,,,,,,,,240,31,272,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,20,,,25,26,,,,,,,,,,,,,218,23,,,,,124,28,,,,,,,,,,,,,,,,,,,,,,,3,35,,,,,,,9,10,,,,,77,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,56
30,31,2785,6722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,2,,,,,,,,,,,,,12,39,237,70,,,,,,,,,610,123,8,14,2840,4,,,10,8,,,1,147,,,887,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505,14,61,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1385,1,,,,,,,,,,,,,,,7,1,40,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,19,94
31,32,3886,6597,,,,,,,,,,,,,,,,,,,,,,,,,,,156,5,,,,,,,,,,,,,,,5,46,,,,,,,,,,,,,76,12,2841,12,,,,,,,,,14,917,7,17,208,40,7,13,,,22,12,121,13,,,352,39,,,,,6,4,,,,,,,,,,,,,23,37,,,,,,,,,,,350,2,,,,,,,,,,,,,,,483,16,91,48,,,,,,,,,,,,,22,36,,,,,,,10,2,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,33,7,10,76,7,,,,,,,,,,,,,178,27,,,,,619,6,,,188,2,156,47,,,,,,,,,,,,,,,,,44,7,3,19,,,,,,,,,,,72,23,,,,,,,,,,,,,,,,,265,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,40
32,33,1258,6551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,38,,,,,,,1021,22,,,,,,,,,5475,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,34,2952,6353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,9,,,,,,,,,,,,,75,13,718,33,,,,,,,,,3348,34,5,28,654,22,,,6,10,,,62,24,,,577,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,16,,,,,,,,,341,25,33,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,27,,,48,12,,,,,,,,,,,,,,,,,,,73,35,,,,,104,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,35,2398,6251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248,68,,,,,,,,,5230,23,4,33,110,55,,,,,,,12,71,,,291,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,47,,,,,,,,,,,,,,,,,66,40,,,,,,,,,,,83,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,31,,,,,,,,,,,,,,,,,37,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,36,2921,6185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,45,,,,,,,,,,,,,,,511,43,,,,,,,,,4093,27,,,,,,,,,,,,,,,225,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,943,14,,,,,,,,,,,,,70,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,26,,,,,,,,,,,,,,,,,,,,,,,182,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,37,41114,5836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5756,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,38,39856,5558,,,,,,,,,,,,,,,,,,,,,,,,,,,131,6,,,,,,,,,,,,,,,17,19,,,,,,,47,20,,,,,17,29,526,42,,,,,,,,,2297,47,,,,,,,,,,,,,,,608,21,,,,,,,,,,,,,,,,,,,38,27,,,,,,,,,,,99,14,,,,,,,,,,,,,,,381,23,,,,,,,,,,,,,,,39,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,41,,,,,,,,,,,,,328,15,,,,,,,,,,,734,19,,,,,,,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222,22
38,39,5894,5489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,25,,,,,,,,,,,,,,,372,50,,,,,,,,,2208,49,,,424,27,,,,,,,30,36,,,322,40,,,,,,,,,,,,,,,,,,,72,19,,,,,,,,,,,,,,,,,,,,,,,,,,,212,33,488,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,34,,,,,,,,,,,,,,,,,,,,,,,233,19,,,,,913,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,15,,,,,25,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,40,36218,5292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,57,,,,,,,21,22,,,,,5,72,810,30,,,,,,,,,3184,36,,,22,104,,,,,,,17,49,,,116,71,,,,,,,,,,,,,,,,,,,13,42,,,,,,,,,,,,,,,,,,,,,,,,,,,53,86,771,16,,,,,,,,,,,,,17,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,43,,,23,28,,,,,,,,,,,,,38,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,37
40,41,1111,5265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,29,,,,,,,,,,,,,,,725,32,,,,,37,8,,,3402,31,,,443,26,,,,,,,,,,,207,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,42,2386,5248,,,,,,,,,,,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,44,,,,,,,19,24,,,,,,,103,128,,,,,,,,,2179,52,4,32,1688,7,,,,,,,52,29,,,302,42,,,,,,,,,,,,,,,,,,,37,29,,,,,,,,,,,26,29,,,,,,,,,,,,,,,140,46,,,,,,,,,,,,,,,24,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,7,32,19,,,,,,,,,,,,,43,48,,,,,70,36,,,,,5,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,22,,,,,,,,,,,10,13,,,,,,,,,,,8,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,399,13
42,43,2281,5072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,30,,,,,,,,,,,,,,,,,,,,,,,,,3473,29,,,1094,15,,,,,,,,,,,266,47,,,,,,,,,,,,,,,,,,,41,23,,,,,,,,,,,,,,,,,,,,,,,,,,,153,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,44,18011,4760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,3,,,,,,,,,10,31,,,,,,,68,15,,,,,,,167,96,,,,,,,,,1658,58,4,36,537,25,10,12,,,,,14,57,,,110,75,,,,,,,,,,,,,,,,,,,38,26,21,5,,,,,,,,,24,31,,,,,15,14,,,,,,,,,44,91,1056,12,,,,,,,,,,,,,50,20,,,,,,,3,4,,,,,,,,,,,,,,,13,2,,,,,30,7,,,,,,,,,,,,,40,57,5,13,5,45,,,,,,,,,,,,,47,44,,,,,177,22,,,,,405,28,,,,,,,,,,,,,9,7,12,3,8,21,,,,,,,,,,,,,19,50,,,,,12,4,,,,,,,,,,,50,21,,,,,15,21,,,1,2,,,,,39,10,,,,,,,,,,,,,,,,,,,,,,
44,45,483,4643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,37,,,,,,,,,,,,,12,37,153,100,,,,,,,,,2894,39,,,,,,,,,,,26,38,,,211,55,,,,,,,,,,,,,,,,,,,12,43,,,,,,,,,,,,,,,,,,,,,,,2,4,,,100,56,594,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,59,,,14,35,,,,,,,,,,,,,18,76,,,,,39,44,,,,,381,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,56,,,,,,,,,,,,,,,,,36,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,36
45,46,28,4589,,,,,,,,,,,172,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444,45,,,,,,,,,1943,54,,,217,38,,,,,,,5,107,,,221,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1316,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,33,,,,,,,,,,,,,,,,,143,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,47,30549,4506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,32,,,,,1,94,353,53,,,,,,,,,3200,35,,,,,,,,,,,,,,,199,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,65,345,27,,,,,,,,,,,,,16,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,50,,,26,25,,,,,,,,,,,,,,,,,,,,,,,,,157,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,48,2407,4251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,229,,,,,,,,,4189,26,,,24,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,49,1917,4218,,,,,,,,,,,10,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,27,,,,,,,13,35,,,,,104,9,264,64,,,,,,,,,2347,45,4,31,280,34,,,,,57,10,24,41,,,238,49,,,,,,,,,,,,,,,,,,,92,14,,,,,,,,,,,,,,,,,,,,,,,,,,,62,79,,,,,,,,,,,,,,,27,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495,12,,,17,33,,,,,,,,,,,,,,,,,,,,,,,,,98,57,,,,,,,,,,,,,,,,,5,28,,,,,,,,,,,,,25,44,,,,,,,,,,,,,,,,,,,,,,,3,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,52
49,50,9209,4139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,59,,,,,,,,,,,,,16,32,357,52,,,,,,,,,2970,38,,,26,100,,,,,,,65,21,,,9,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,40,,,,,,,,,,,,,,,155,43,4,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,113,32,3,17,29,22,,,,,,,,,,,,,116,30,,,,,,,,,,,183,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,37,,,,,,,,,,,23,10,,,,,,,,,,,,,,,,,,,,,12,13,,,,,,,,,,,,,,,,,,,,,,
50,51,1269,3898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,974,23,,,,,,,,,2599,43,,,,,,,,,,,205,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,52,4112,3763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,3,,,,,,,,,,,,,22,23,228,73,,,,,,,,,1291,70,7,18,224,37,,,5,11,46,11,,,,,407,33,,,,,,,,,,,,,,,,,,,22,40,,,,,,,,,,,,,,,,,12,15,,,,,,,,,145,45,84,50,,,,,,,,,,,,,46,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,31,,,12,36,,,,,,,,,,,,,213,25,,,,,287,13,,,,,159,45,,,,,,,,,,,,,,,,,8,20,,,,,,,,,,,,,12,62,,,,,,,,,,,78,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249,20
52,53,13713,3748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,35,,,,,,,,,,,,,30,20,678,36,,,,,,,,,1265,71,,,276,35,,,2,13,,,27,37,,,454,30,,,,,,,,,,,,,,,,,,,30,34,,,,,,,,,,,6,49,,,,,,,,,,,2,6,,,101,55,274,29,,,,,,,,,,,,,,,,,,,,,,,,,,,7,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,34,,,,,242,17,,,,,19,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,46,,,,,,,,,,,,,,,,,78,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,29
53,54,3955,3697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,52,,,,,,,11,42,,,,,,,138,112,,,,,,,,,1812,56,,,227,36,,,,,,,,,,,315,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,20,,,,,,,,,,,,,,,478,17,,,,,,,,,,,,,,,282,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311,17
54,55,11634,3592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3529,28,,,,,,,,,,,,,,,17,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,91
55,56,6472,3561,,,,,,,,,,,,,,,,,,,,,,,,,,,25,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,57,,,,,,,,,1836,55,,,343,29,,,,,,,,,,,,,,,,,,,,,,,,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,31,,,,,,,,,,,566,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,34
56,57,11733,3448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,103,,,,,,,6,1,914,87,,,,,,,,,,,,,,,164,63,,,,,,,,,,,,,,,,,,,,,,,,,251,2,,,,,10,43,,,,,,,,,,,,,,,1837,3,25,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,,,,,,,,,,,53,3,,,,,21,6,,,,,3,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
57,58,9364,3422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2999,9,,,,,,,,,332,177,,,,,,,,,,,,,,,60,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,59,5242,3388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3374,32,,,5,128,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,60,29146,3328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,727,31,,,,,,,,,713,107,,,,,,,,,,,,,,,91,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,38,,,,,,,,,,,,,,,,,90,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1691,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,61,891,3251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,48,,,,,,,,,,,,,,,198,79,,,,,,,,,2314,46,,,311,31,,,,,,,,,,,249,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,62,98,3238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,35,198,78,,,,,,,,,2588,44,,,38,86,,,,,,,19,47,,,46,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,75,,,,,,,,,,,,,,,23,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,49,,,16,34,,,,,,,,,,,,,,,,,,,19,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,31
62,63,2381,3202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,39,,,,,,,,,,,,,,,,,,,,,,,,,2885,40,,,210,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,64,1293,3157,,,,,,,,,,,11,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,38,,,,,,,6,45,,,,,,,150,105,,,,,,,,,2276,48,,,132,51,,,,,,,58,27,,,202,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,45,,,,,,,,,,,,,,,,,22,67,,,,,24,56,,,,,121,53,,,,,,,,,,,,,,,,,,,20,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
