,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
10,11,811,22594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,4,,,,,,,20,40,,,,,,,2304,14,,,,,,,,,5072,18,4,47,3045,5,,,,,,,198,11,,,2631,8,,,,,,,,,,,,,5,6,,,,,,,734,5,,,,,,,,,,,141,13,,,,,,,,,,,,,,,,,130,59,387,23,,,,,,,,,,,,,265,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3376,1,,,35,26,,,,,,,,,,,,,,,,,,,,,492,14,,,,,504,12,,,,,137,6,361,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2622,4
11,12,25821,22209,,,,,,,,,,,503,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2853,9,,,,,,,,,1086,88,10,20,2325,7,,,,,,,,,,,6178,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2567,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1653,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339,6,,,,,,,,,,,,,,,,,,,,,,,4574,1
12,13,2162,21513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,,,,,9,40,,,,,,,112,19,,,,,25,35,1163,23,,,,,,,,,10300,8,,,630,26,,,,,,,116,26,,,820,28,,,,,5,3,,,,,,,,,,,,,,,20,39,,,,,,,,,,,173,11,,,,,,,12,18,,,,,,,5,9,481,23,5,112,,,,,,,9,4,,,,,59,11,,,,,,,,,,,,,,,,,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,48,6,13,,,,,,,,,,,,,,,,,,,,,,,537,13,,,,,170,23,,,,,11,12,5739,2,,,,,,,,,,,,,,,,,2,12,,,,,4,18,,,,,19,14,,,,,88,26,,,,,,,,,,,,,,,,,,,17,24,,,,,117,9,,,,,,,,,23,18,,,,,,,,,,,,,,,,,,,,,,,724,14
13,14,13,17958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,8,,,,,,,109,20,,,3,10,48,24,1302,20,,,,,24,14,,,8378,10,1,56,1953,9,,,3,16,,,38,38,5,2,949,22,,,,,,,,,,,3,4,,,,,,,,,853,4,,,,,,,,,,,106,16,,,4,1,,,,,,,,,,,,,327,30,784,15,,,,,,,,,,,,,35,17,,,,,,,,,,,,,,,,,,,16,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,11,6,12,64,16,,,,,,,,,,,,,,,,,,,,,200,26,,,,,350,14,,,,,15,10,668,18,,,,,,,,,,,,,,,,,,,,,15,15,32,10,,,,,57,10,,,,,250,11,,,,,,,,,,,,,,,,,,,25,18,,,,,,,,,,,,,,,27,16,,,,,,,,,,,,,,,,,,,,,,,358,21
14,15,320,16882,,,,,,,,,,,89,9,,,,,10,5,,,,,,,,,14,1,,,86,11,,,,,,,,,9,5,,,,,247,1,,,,,,,124,17,,,10,6,62,19,1317,19,,,,,164,6,,,6639,15,29,2,946,19,36,10,,,56,16,218,9,,,1777,12,,,,,,,23,2,,,23,2,,,11,4,,,,,115,18,73,5,,,,,,,,,284,8,,,,,,,321,4,,,,,,,12,5,215,41,280,29,,,,,7,5,,,,,14,3,18,33,,,,,,,7,5,,,,,,,,,24,10,21,8,,,,,,,,,8,7,,,,,173,3,,,,,,,,,,,,,999,8,8,9,78,15,,,,,,,8,3,,,,,,,,,,,,,575,11,,,,,318,15,,,,,85,8,688,17,,,,,,,,,,,,,7,2,,,,,,,88,7,79,6,,,,,,,,,,,83,28,,,,,10,6,,,7,4,,,36,11,,,,,18,22,,,10,1,35,18,,,,,,,,,33,15,,,,,,,,,,,4,10,,,,,,,,,,,251,24
15,16,2425,15556,,,,,,,,,,,43,14,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,,,,,,,19,24,,,,,,,153,14,,,,,91,10,1434,17,,,,,,,,,3310,29,7,26,1147,17,,,6,11,153,9,164,15,,,1404,15,,,,,,,,,,,,,,,,,,,,,120,16,,,,,,,,,,,155,12,,,,,,,,,,,,,,,,,703,14,473,19,,,,,,,,,,,,,10,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251,28,,,,,,,,,,,,,,,,,,,,,,,,,951,8,,,,,909,5,,,,,149,5,3381,5,,,,,,,,,,,,,,,,,,,,,76,8,,,,,,,,,,,,,153,20,,,,,7,8,,,,,,,,,,,,,,,,,,,138,7,,,,,,,,,34,14,,,,,,,,,,,,,,,,,,,,,,,107,35
16,17,1294,15175,,,,,,,,,,,44,13,,,,,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,23,,,,,,,,,,,,,90,11,964,28,,,,,,,,,8085,11,11,15,861,21,,,10,7,50,17,170,14,,,2181,11,,,,,,,,,,,,,6,4,,,,,,,149,11,,,,,,,,,,,113,15,,,,,,,24,16,,,,,7,3,,,996,9,,,,,,,,,,,,,,,24,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,8,,,,,,,,,,,,,396,21,,,31,29,,,,,,,10,2,,,,,,,,,,,,,60,45,,,,,,,,,,,,,428,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,16,,,,,,,,,,,,,22,12,,,,,35,12,,,,,15,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,27
17,18,50381,14253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,34,1097,24,,,,,,,,,10283,9,,,891,20,,,,,76,13,146,20,,,308,54,,,,,,,,,,,,,,,,,,,,,149,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661,16,84,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,19,181,14054,10,5,,,,,,,,,106,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,11,,,,,,,,,,,,,97,9,1414,18,,,,,,,,,6812,14,,,1898,11,,,10,6,,,68,30,,,921,23,,,,,,,,,,,,,,,,,,,,,124,15,,,,,198,6,,,,,67,23,,,,,,,,,,,,,,,,,242,37,115,52,,,,,,,,,,,,,,,,,,,,,6,7,,,,,,,,,23,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386,22,,,40,24,,,,,,,,,,,,,,,,,,,,,270,22,,,,,141,25,,,,,,,528,20,,,,,,,,,,,,,,,,,164,2,,,,,,,,,2,3,,,,,,,188,15,,,,,,,,,,,,,11,15,,,,,29,16,,,,,22,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,30
19,20,2136,13803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,7,,,,,,,,,,,,,,,,,,,,,,,371,6,,,,,,,2745,10,,,,,,,,,4072,24,11,16,234,47,,,,,902,4,,,,,1184,18,,,,,,,,,,,,,,,,,,,,,,,,,,,112,11,,,,,199,10,11,6,,,,,,,,,,,,,,,437,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,,,,,,,,,,,,,,,,,,,,,1571,5,,,,,,,,,,,,,,,,,,,,,,,,,1054,7,,,,,,,,,,,,,82,65,,,,,,,,,,,,,,,,,1,15,,,141,4,,,,,2,4,,,4,3,,,382,9,,,,,,,,,,,,,,,,,,,33,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,42
20,21,3886,12554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,5,,,,,,,,,,,,,,,25,18,,,,,,,232,11,,,,,76,14,3225,8,,,,,,,,,2890,36,9,21,504,33,18,17,5,15,93,12,154,17,,,640,38,,,,,7,2,,,,,,,,,,,,,,,25,37,,,,,,,,,,,614,3,,,,,,,,,,,,,,,,,1233,7,117,51,,,,,,,,,,,,,13,50,,,,,,,,,13,2,,,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,30,3,17,122,9,,,,,,,,,,,,,,,,,,,,,215,24,,,,,783,6,,,,,183,3,232,36,,,,,,,,,,,,,,,,,,,,,76,9,18,15,,,,,320,2,,,,,149,23,,,,,,,,,,,,,,,,,,,15,26,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,62
21,22,5072,12002,,,,,,,,,,,4,24,,,,,,,,,,,,,,,,,,,20,19,,,,,186,2,,,,,,,,,24,19,,,,,,,,,,,,,171,7,527,48,,,,,,,,,7012,13,15,12,110,62,,,,,65,14,,,,,313,53,,,,,,,,,,,,,,,57,2,,,,,,,757,2,,,,,,,,,,,,,,,,,165,9,,,,,,,,,88,77,1356,10,,,,,,,,,,,,,24,26,,,,,,,,,,,,,,,,,,,,,,,,,40,1,,,60,2,,,259,2,79,4,,,,,,,,,,,,,61,66,11,8,122,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,50,,,,,,,,,,,,,,,,,,,30,2,,,,,,,,,,,,,,,36,44,,,,,209,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,71
22,23,27443,11858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,14,,,,,,,93,21,,,12,4,55,20,856,29,,,,,96,8,,,491,155,20,7,520,32,70,7,,,,,202,10,,,480,44,,,,,,,,,,,,,,,,,,,,,64,24,,,,,68,12,,,,,,,,,,,,,,,,,,,,,,,427,25,2066,6,,,,,,,,,,,,,867,2,,,,,,,,,,,,,,,,,,,34,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197,32,,,,,,,,,,,,,,,,,,,,,,,,,370,18,,,,,188,21,,,,,,,793,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,889,1,,,,,,,,,,,39,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2933,2
23,24,11733,9332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237,83,,,,,,,7,2,1631,62,,,,,,,,,,,,,,,724,35,,,,,,,,,,,,,,,,,,,,,,,,,,,787,1,,,,,30,31,,,,,,,,,,,,,,,,,5587,2,66,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,,,,,,,,,,165,4,,,,,75,8,,,,,12,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,25,2392,9253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,10,,,,,,,150,15,,,,,,,740,34,,,,,72,10,,,4519,20,,,258,44,,,15,5,207,7,78,29,,,819,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,24,,,,,,,,,,,,,,,,,501,20,243,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,25,,,91,13,,,,,,,,,,,,,,,,,,,,,469,16,,,,,120,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,12,,,,,,,176,5,,,,,242,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,37
