,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
10,11,29351,15987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,93,15,,,,,,,2874,5,,,,,,,,,2955,29,,,160,54,130,3,,,,,105,20,,,273,47,,,,,,,,,,,,,,,,,,,,,254,7,,,,,,,,,,,20,31,16,5,,,,,,,,,,,,,,,,,170,41,,,,,,,,,,,,,7,63,,,,,,,,,,,,,,,,,255,3,70,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,31,,,,,,,,,,,,,,,,,,,,,,,,,538,8,,,,,,,,,,,,,6551,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,32,,,,,,,,,,,,,,,,,,,,,,,489,1,,,,,,,,,718,3,,,,,,,,,,,,,,,,,,,,,,,100,41
11,12,25821,15637,,,,,,,,,,,564,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2411,9,,,,,,,,,823,102,6,15,1288,16,,,,,,,,,,,4343,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2642,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1099,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422,6,,,,,,,,,,,,,,,,,,,,,,,1930,7
12,13,320,15062,,,,,,,,,,,91,10,,,,,10,5,,,,,,,,,8,1,,,119,7,,,,,,,,,14,2,,,,,54,5,,,,,,,135,10,,,10,4,40,22,1057,20,,,,,119,6,,,6862,11,36,2,1050,19,38,7,,,54,14,146,11,,,1037,14,,,,,,,5,2,,,4,2,,,17,3,,,,,87,22,49,6,,,,,,,,,234,6,,,,,,,288,4,,,,,,,15,3,232,35,256,32,,,,,8,5,,,,,15,2,22,26,,,,,,,8,4,,,,,,,,,23,10,17,10,,,,,,,,,9,5,,,,,58,3,,,,,,,,,,,,,612,11,11,5,45,19,,,,,,,7,2,,,,,,,,,,,,,412,14,,,,,229,18,,,,,91,7,801,15,,,,,,,,,,,,,6,2,,,,,,,72,7,57,4,,,,,,,,,,,73,23,,,,,24,4,,,7,4,21,14,,,,,30,17,,,9,1,41,17,,,,,,,,,34,13,,,,,,,,,,,11,2,,,,,,,,,,,242,24
13,14,2243,15003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,15,,,,,,,,,,,,,,,6,53,,,,,,,,,,,,,,,3748,2,,,,,,,,,5763,16,,,,,,,,,,,,,,,1184,11,,,,,,,,,,,,,,,,,,,,,,,,,,,89,9,,,,,128,12,,,,,,,,,,,,,,,,,478,18,170,40,,,,,,,,,,,,,7,61,,,,,,,,,,,,,,,,,28,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,826,7,,,,,,,,,,,,,,,,,,,,,,,,,764,7,,,,,458,11,,,,,15,11,672,17,,,,,,,,,,,8,4,,,,,,,,,,,50,5,,,,,534,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,57
14,15,811,14445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,11,,,,,,,7,55,,,,,,,1327,15,,,,,,,,,4474,20,1,44,1324,15,,,,,,,89,25,,,1095,12,,,,,,,,,,,,,4,7,,,,,,,507,5,,,,,,,,,,,95,17,,,,,,,,,,,,,,,,,49,94,300,26,,,,,,,,,,,,,362,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,753,8,,,11,36,,,,,,,,,,,,,,,,,,,,,318,18,,,,,674,7,,,,,114,5,193,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2687,3
15,16,13,14440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,14,,,,,,,65,18,,,3,7,26,30,988,22,,,,,23,11,,,6671,13,1,43,1630,9,,,5,10,,,18,57,3,2,507,27,,,,,,,,,,,,,,,,,,,,,838,2,,,,,,,,,,,101,15,,,3,1,,,,,,,,,,,,,286,31,1147,12,,,,,,,,,,,,,45,13,,,,,,,,,,,,,,,,,,,9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457,15,15,4,44,20,,,,,,,,,,,,,,,,,,,,,154,28,,,,,282,15,,,,,25,9,545,19,,,,,,,,,,,,,,,,,,,,,13,18,16,10,,,,,43,9,,,,,97,18,,,,,,,,,,,,,,,,,17,25,,,,,,,,,,,,,,,12,20,,,,,,,,,,,,,,,,,,,,,,,316,21
16,17,50381,12751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,28,839,26,,,,,,,,,9801,8,,,543,28,,,,,63,13,109,19,,,223,53,,,,,,,,,,,,,,,,,,,,,111,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488,17,80,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,18,1294,12726,,,,,,,,,,,44,12,,,,,13,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,12,,,,,,,,,,,,,70,17,973,23,,,,,,,,,6363,15,10,6,731,23,,,,,49,16,93,24,,,1786,6,,,,,,,,,,,,,12,3,,,,,,,142,12,,,,,,,,,,,96,16,,,,,,,24,14,,,,,11,3,,,935,6,,,,,,,,,,,,,,,36,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9,,,,,,,,,,,,,405,16,,,24,29,,,,,,,7,3,,,,,,,,,,,,,37,55,,,,,,,,,,,,,377,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,8,,,,,,,,,,,32,11,,,,,31,15,,,,,18,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,34
18,19,181,12048,8,5,,,,,,,,,110,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,23,,,,,,,,,,,,,79,15,1107,19,,,,,,,,,6380,14,,,1436,13,,,8,6,,,52,31,,,779,17,,,,,,,,,,,,,,,,,,,,,99,20,,,,,121,8,,,,,59,21,,,,,,,,,,,,,,,,,234,34,108,54,,,,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,16,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255,20,,,24,28,,,,,,,,,,,,,,,,,,,,,120,31,,,,,119,30,,,,,,,534,20,,,,,,,,,,,,,,,,,84,3,,,,,,,,,2,3,,,,,,,137,15,,,,,,,,,,,7,19,,,,,25,20,,,,,15,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,38
19,20,5072,10286,,,,,,,,,,,9,20,,,,,,,,,,,,,,,,,,,13,18,,,,,147,2,,,,,,,,,5,58,,,,,,,,,,,,,122,6,406,52,,,,,,,,,6851,12,3,30,88,72,,,,,36,17,,,,,305,45,,,,,,,,,,,,,,,37,2,,,,,,,731,2,,,,,,,,,,,,,,,,,151,9,,,,,,,,,81,72,325,25,,,,,,,,,,,,,56,12,,,,,,,,,,,,,,,,,,,,,,,,,14,2,,,12,3,,,150,2,44,5,,,,,,,,,,,,,42,64,7,8,232,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,60,,,,,,,,,,,,,,,,,,,12,2,,,,,,,,,,,,,,,19,50,,,,,250,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,60
20,21,2136,10261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,9,,,,,,,,,,,,,,,,,,,,,,,212,6,,,,,,,2208,10,,,,,,,,,3299,25,9,9,191,48,,,,,822,4,,,,,408,33,,,,,,,,,,,,,,,,,,,,,,,,,,,124,7,,,,,160,10,,,,,,,,,,,,,,,,,292,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3,,,,,,,,,,,,,,,,,,,,,934,6,,,,,,,,,,,,,,,,,,,,,,,,,877,6,,,,,,,,,,,,,63,74,,,,,,,,,,,,,,,,,17,7,,,139,2,,,,,5,2,,,7,3,,,302,6,,,,,,,,,,,,,,,,,39,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,63
21,22,27443,10038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,17,,,,,,,37,24,,,11,3,48,20,547,44,,,,,20,13,,,470,145,10,8,507,30,65,4,,,,,103,21,,,380,39,,,,,,,,,,,,,,,,,,,,,35,31,,,,,59,11,,,,,,,,,,,,,,,,,,,,,,,346,26,1803,8,,,,,,,,,,,,,331,5,,,,,,,,,,,,,,,,,,,19,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,18,,,,,,,,,,,,,,,,,,,,,,,,,368,15,,,,,147,25,,,,,,,744,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414,2,,,,,,,,,,,50,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3221,1
22,23,3886,9465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185,4,,,,,,,,,,,,,,,28,18,,,,,,,76,17,,,,,84,13,2765,7,,,,,,,,,1731,54,5,16,446,32,12,16,7,7,102,12,162,9,,,364,41,,,,,2,4,,,,,,,,,,,,,,,20,39,,,,,,,,,,,545,2,,,,,,,,,,,,,,,,,699,12,131,47,,,,,,,,,,,,,22,27,,,,,,,,,14,2,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,39,2,15,72,10,,,,,,,,,,,,,,,,,,,,,265,20,,,,,748,6,,,,,158,2,194,39,,,,,,,,,,,,,,,,,,,,,50,10,16,11,,,,,275,3,,,,,87,19,,,,,,,,,,,,,,,,,42,10,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,59
23,24,2719,7678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,57,,,,,20,34,615,34,,,,,,,,,4701,19,3,28,387,34,18,13,,,,,38,35,,,704,20,,,,,,,,,,,,,,,,,,,,,96,21,,,,,,,,,,,20,30,,,,,,,,,,,,,,,,,355,24,,,,,,,,,,,,,,,31,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,44,,,,,,,,,,,,,,,,,,,,,,,,,35,57,,,,,,,,,,,,,237,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,26,,,,,,,,,,,,,,,,,,,,,,,19,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,25
24,25,4192,7382,,,,,,,,,,,,,,,,,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,25,,,,,,,38,23,,,,,43,21,865,25,,,,,,,,,3451,24,,,218,43,,,,,,,33,38,,,205,54,,,,,,,,,,,,,6,6,,,,,,,20,40,,,,,,,,,,,54,25,,,,,,,,,,,,,,,,,369,22,510,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,30,,,,,,,,,,,,,,,,,,,,,,,,,91,34,,,,,,,,,,,,,1094,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,22,,,,,,,,,,,,,,,,,,,,,,,26,21,,,,,,,,,,,,,,,,,,,,,1,12,,,,,,,,,,,102,39
