,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
10,11,25821,23383,,,,,,,,,,,330,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6425,3,,,,,,,,,1460,79,8,9,2650,7,,,,,,,,,,,5419,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2142,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2121,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2713,3
11,12,181,22568,12,4,,,,,,,,,187,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,8,,,,,,,,,,,,,156,7,3046,13,,,,,,,,,11103,8,,,2100,10,,,12,3,,,155,24,,,1369,13,,,,,,,,,,,,,,,,,,,124,16,,,,,457,2,,,,,325,12,,,,,,,,,,,,,,,429,37,184,39,,,,,,,,,,,,,,,,,,,,,4,7,,,,,,,48,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485,18,,,106,16,,,,,,,,,,,,,,,,,,,380,19,,,,,268,23,,,,,716,21,,,,,,,,,,,,,245,2,,,,,,,,,2,2,,,,,,,348,14,,,,,,,,,,,,,11,15,,,,,42,13,,,,,22,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182,26
12,13,29351,21481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3313,10,,,,,,,,,4142,38,,,138,59,132,2,,,,,133,27,,,119,104,,,,,,,,,,,,,,,,,,,237,9,,,,,,,,,,,38,33,8,7,,,,,,,,,,,,,,,90,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,3,99,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,34,,,,,,,,,,,,,,,,,,,,,,,495,16,,,,,,,,,,,10972,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,50,,,,,,,,,,,,,,,,,,,,,,,,,807,1,,,,,,,,,293,4,,,,,,,,,,,,,,,,,,,,,,,,
13,14,2181,21295,,,,,,,,,,,,,,,,,,,,,,,12,2,,,,,,,262,5,,,,,,,,,,,,,,,19,26,,,,,,,123,15,,,,,135,9,2573,14,,,,,253,6,,,6528,21,6,14,727,25,95,3,9,6,,,185,23,,,1196,17,,,,,,,,,,,,,,,,,,,248,8,,,,,56,12,,,,,184,18,,,,,158,8,,,,,,,10,6,48,113,1074,14,,,,,,,129,2,,,,,32,23,,,,,,,,,,,,,4,3,32,10,32,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1041,7,10,6,240,7,,,,,,,,,,,,,,,,,,,1096,3,,,,,366,17,,,132,6,2170,8,,,,,,,11,2,,,,,49,6,,,67,10,29,9,,,,,,,13,2,,,774,2,,,,,,,,,,,,,119,5,,,,,99,7,,,,,119,9,24,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806,9
14,15,463,19792,,,15,3,,,,,,,,,,,,,,,5,5,,,,,,,,,,,26,15,,,,,,,,,12,3,,,,,36,14,,,,,,,240,10,,,,,39,27,1437,26,,,,,,,,,10509,10,7,10,,,15,13,5,7,23,16,114,29,,,777,31,,,,,,,,,,,,,,,,,,,67,24,,,,,21,14,,,,,80,23,,,,,31,14,,,,,,,,,512,34,1654,10,,,,,,,,,,,,,36,20,,,,,,,4,8,,,,,,,15,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,22,7,7,39,27,,,,,,,,,,,,,,,,,,,331,23,,,,,744,8,,,,,1253,13,,,,,,,,,,,,,,,,,,,17,14,,,,,30,8,,,,,402,10,,,,,,,,,,,,,34,10,,,,,29,22,,,,,45,14,,,,,,,,,19,11,,,,,,,,,,,,,,,,,,,,,,,802,10
15,16,320,19237,,,,,,,,,,,199,7,,,,,9,5,,,,,,,,,8,1,,,197,7,,,,,,,,,7,5,,,,,48,9,,,,,,,96,18,,,11,4,42,26,1792,22,,,,,289,5,,,6899,19,15,2,1030,17,38,6,,,48,13,497,9,,,1490,12,,,,,,,4,4,,,4,3,,,15,2,,,71,23,35,6,,,,,,,,,706,3,,,,,292,5,,,,,,,13,5,540,32,370,25,,,,,4,5,,,,,3,3,46,15,,,,,,,15,2,,,,,,,66,8,,,,,,,,,,,8,4,,,,,57,5,,,,,,,,,,,,,1256,3,17,2,87,17,,,,,4,4,,,,,,,,,,,,,551,13,,,,,262,24,,,153,4,1112,15,,,,,,,,,9,2,,,,,,,85,8,101,3,,,,,,,,,,,92,29,,,,,29,4,,,5,4,,,30,11,,,,,42,14,,,6,1,129,7,,,,,,,,,23,10,,,,,,,,,,,,,,,,,,,,,,,280,21
16,17,2162,18447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,,,,,15,34,,,,,,,110,16,,,,,22,37,1214,34,,,,,,,,,8621,13,,,474,31,,,,,,,80,35,,,644,38,,,,,4,4,,,,,,,,,,,,,39,32,,,,,,,,,,,157,19,,,,,,,,,,,,,5,9,432,35,3,108,,,,,,,1,4,,,,,43,18,,,,,,,,,,,,,,,10,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,50,1,19,,,,,,,,,,,,,,,,,,,,,481,18,,,,,167,27,,,10,11,5080,3,,,,,,,,,,,,,6,9,,,,,3,19,,,,,,,,,,,70,35,,,,,,,,,,,,,,,,,,,30,21,,,,,56,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560,11
17,18,39856,17060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,6,,,,,,,,,,,,,,,85,5,,,,,,,208,11,,,,,47,24,1536,25,,,,,,,,,3992,40,,,2527,8,,,,,,,,,,,2747,6,,,,,,,,,,,,,,,,,,,161,12,,,,,,,,,,,484,4,,,,,,,,,,,,,,,2590,7,,,,,,,,,,,,,,,30,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,34,,,,,,,,,,,,,,,,,,,725,10,,,,,,,,,,,1265,12,,,,,,,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276,22
18,19,811,16570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,3,,,,,,,28,33,,,,,,,1875,20,,,,,,,,,4777,32,4,24,3127,4,,,,,,,424,12,,,1521,11,,,,,,,,,,,,,6,4,,,,,533,4,,,,,,,,,,,288,15,,,,,,,,,,,,,,,157,65,319,30,,,,,,,,,,,,,327,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1037,8,,,24,30,,,,,,,,,,,,,,,,,,,594,11,,,,,978,4,,,98,9,360,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,20,822,14733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,10,,,,,,,,,,,,,,,43,11,,,,,,,,,,,2,10,50,22,2050,18,,,,,34,10,,,5000,29,3,31,1116,15,,,,,,,528,7,,,778,30,,,,,,,,,,,,,,,,,,,53,27,,,,,,,,,,,263,16,,,,,,,,,,,,,,,1119,15,566,23,,,,,,,,,,,,,93,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552,14,3,12,87,18,,,,,,,,,,,,,,,,,,,557,12,,,,,149,28,,,,,785,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465,9,,,,,,,,,,,,,,,,,,,,,,,,,6,40,,,,,,,,,13,15,,,,,,,,,,,,,,,,,,,,,,,369,18
20,21,1111,13992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,22,,,,,,,,,,,,,,,2209,16,,,,,136,8,,,7549,17,,,866,20,,,,,,,,,,,389,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2817,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,22,2136,13813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169,8,,,,,,,,,,,,,,,,,,,,,,,378,6,,,,,,,4490,7,,,,,,,,,3158,45,9,7,291,43,,,,,689,4,,,,,287,61,,,,,,,,,,,,,,,,,,,,,,,,,189,6,,,,,337,11,,,,,,,,,,,,,,,721,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,,,,,,,,,,,,,,,,,,,,,1230,4,,,,,,,,,,,,,,,,,,,,,,,963,5,,,,,,,,,,,101,64,,,,,,,,,,,,,19,7,,,111,2,,,,,1,4,,,7,3,,,540,7,,,,,,,,,,,,,,,,,,,65,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,57
22,23,2952,13602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,19,,,,,,,,,,,,,144,8,1871,21,,,,,,,,,5938,24,5,20,992,18,,,3,14,,,559,6,,,1046,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,16,,,,,,,14,4,1448,10,32,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513,17,,,148,11,,,,,,,,,,,,,,,,,,,,,,,,,243,25,,,,,133,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,24,2425,13540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,,,,,,,23,24,,,,,,,56,22,,,,,65,20,1287,30,,,,,,,,,4137,39,5,19,861,21,,,4,10,102,10,194,21,,,863,27,,,,,,,,,,,,,,,,,,,116,17,,,,,,,,,,,146,20,,,,,,,,,,,,,,,646,26,637,20,,,,,,,,,,,,,21,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262,29,,,,,,,,,,,,,,,,,,,,,,,354,22,,,,,522,11,,,252,2,2540,6,,,,,,,,,,,,,,,,,50,11,,,,,,,,,,,,,141,22,,,,,1,8,,,,,,,,,,,,,,,,,,,100,10,,,,,,,,,10,17,,,,,,,,,,,,,,,,,,,,,,,141,30
24,25,27443,12356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,38,,,,,,,37,26,,,12,3,34,30,720,52,,,,,,,,,526,161,6,17,407,36,23,11,,,,,112,30,,,362,55,,,,,,,,,,,,,,,,,,,,,,,,,57,11,,,,,,,,,,,,,,,,,,,,,1653,9,1539,11,,,,,,,,,,,,,2205,1,,,,,,,,,,,,,,,,,33,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,35,,,,,,,,,,,,,,,,,,,,,,,237,26,,,,,426,15,,,,,650,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,6,,,,,,,,,,,32,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3016,1
25,26,5072,12144,,,,,,,,,,,3,22,,,,,,,,,,,,,,,,,,,22,16,,,,,114,2,,,,,,,,,7,60,,,,,,,,,,,,,229,4,811,47,,,,,,,,,8340,14,5,21,68,85,,,,,,,,,,,491,45,,,,,,,,,,,,,,,12,3,,,,,669,2,,,,,,,,,,,,,,,118,10,,,,,,,,,135,72,278,32,,,,,,,,,,,,,18,38,,,,,,,,,,,,,,,,,,,,,,,6,1,,,4,6,,,258,2,,,,,,,,,,,,,,,56,66,6,10,154,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,57,,,,,,,,,,,,,,,8,3,,,,,,,,,,,,,,,56,44,,,,,91,2,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,54
