,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,as,as_rank,ast,ast_rank,avk,avk_rank,awa,awa_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,diq,diq_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fj,fj_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gcr,gcr_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,ti,ti_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
10,11,25821,20298,,,,,,,,,,,480,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5364,2,,,,,,,,,,,2494,49,8,12,2090,8,,,,,,,,,,,,,4535,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2359,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1245,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660,3,,,,,,,,,,,,,,,,,,,,,,,703,12
11,12,2243,19284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,13,,,,,,,,,,,,,,,10,41,,,,,,,,,,,,,,,3758,4,,,,,,,,,,,6594,16,,,,,,,,,,,21,59,,,,,1860,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,10,,,,,117,14,,,,,,,,,,,,,,,,,440,22,1601,9,,,,,,,,,,,,,18,47,,,,,,,,,,,,,,,,,50,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,857,5,,,,,,,,,,,5,7,,,,,,,,,,,,,1270,4,,,,,581,10,,,,,41,11,959,15,,,,,,,,,,,5,6,,,,,,,,,,,80,4,,,,,573,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,25
12,13,811,19030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,5,,,,,,,15,46,,,,,,,1966,14,,,,,,,,,,,5927,21,5,18,1215,17,,,,,,,136,22,,,,,1770,7,,,,,,,,,,,,,,,4,7,,,,,,,2458,2,,,,,,,,,,,107,16,,,,,,,,,,,,,,,,,93,77,509,21,,,,,,,,,,,,,147,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,815,6,,,30,27,,,,,,,,,,,,,,,,,,,,,381,17,,,,,450,13,,,,,208,2,347,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2328,4
13,14,2425,18913,,,,,,,,,,,115,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,1,,,,,,,66,7,,,,,,,194,12,,,,,150,8,1392,21,,,,,,,,,,,5091,26,8,9,2113,7,,,4,13,144,9,224,7,,,,,1153,12,,,,,4,6,,,,,,,,,,,,,,,,,284,13,,,,,,,,,,,196,10,9,7,,,,,,,,,,,,,,,876,13,754,16,,,,,,,,,,,,,9,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299,20,,,,,,,,,,,,,,,,,,,,,,,,,952,7,,,,,1066,4,,,,,207,3,2902,6,,,,,,,,,,,,,,,,,,,,,67,10,,,,,,,,,,,,,173,14,,,,,8,6,,,,,,,,,,,,,,,,,,,,,205,4,,,,,,,,,33,18,,,,,,,,,,,,,,,,,,,,,,,196,31
14,15,1294,17408,,,,,,,,,,,45,19,,,,,,,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,16,,,,,,,,,,,,,68,16,1440,19,,,,,,,,,,,9675,10,2,38,1059,21,,,4,10,90,11,163,14,,,,,1640,10,,,,,,,,,,,,,,,9,2,,,,,,,435,9,,,,,,,,,,,136,12,,,,,,,16,15,,,,,3,5,10,7,891,12,,,,,,,,,,,,,,,171,5,,,,,,,,,,,,,,,,,,,12,12,,,,,,,3,5,,,,,,,6,11,,,,,,,,,,,,,358,18,,,27,31,,,,,,,7,6,,,,,,,,,,,,,48,51,,,,,,,,,,,,,464,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,9,,,,,200,11,,,,,,,,,,,,,68,8,,,,,,,22,24,,,,,26,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,30
15,16,320,17022,,,,,,,,,,,72,15,,,,,,,11,6,,,,,,,,,,,,,3,1,,,98,10,,,,,,,,,11,4,,,,,48,13,,,,,,,125,20,,,6,5,47,23,1439,20,,,,,,,159,6,,,5951,20,8,7,1237,16,27,9,,,41,15,220,8,,,,,1763,8,,,,,10,4,13,2,,,,,7,2,,,25,3,,,,,246,16,84,5,,,,,,,,,279,6,,,,,,,214,8,,,,,,,9,8,285,36,249,34,,,,,5,5,,,,,9,3,36,27,,,,,,,7,6,,,,,,,,,26,11,13,10,,,,,,,,,4,7,,,,,82,6,,,,,,,,,,,,,1312,1,23,3,49,22,,,,,,,7,5,,,,,,,,,,,,,669,8,,,,,288,18,,,,,76,8,852,16,,,,,,,,,,,,,9,3,,,,,,,92,5,81,3,,,,,35,13,,,,,82,27,,,,,17,5,,,,,,,25,12,,,,,,,38,21,,,8,1,39,23,,,,,,,,,50,15,,,,,,,,,,,10,5,,,,,,,,,,,391,20
16,17,29351,16904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,145,17,,,,,,,3238,6,,,,,,,,,,,2971,39,,,166,56,74,3,,,,,89,29,,,,,322,51,,,,,,,,,,,,,,,,,,,,,,,809,7,,,,,,,,,,,42,27,27,5,,,,,,,,,,,,,,,,,135,53,,,,,,,,,,,,,6,73,,,,,,,,,,,,,,,,,130,2,76,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,36,,,,,,,,,,,,,,,,,,,,,,,,,609,10,,,,,,,,,,,,,6822,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,47,,,,,,,,,,,,,,,,,,,,,,,,,,,663,1,,,,,,,,,327,7,,,,,,,,,,,,,,,,,,,,,,,74,51
17,18,27443,16175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,20,,,,,,,66,24,,,19,4,46,24,610,48,,,,,,,54,11,,,1076,96,13,5,464,31,22,10,,,,,105,27,,,,,413,41,,,,,,,,,,,,,,,,,,,,,,,62,40,,,,,33,13,,,,,,,,,,,,,,,,,,,,,,,402,26,1943,8,,,,,,,,,,,,,252,3,,,,,,,,,,,,,,,,,,,37,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188,31,,,,,,,,,,,,,,,,,,,,,,,,,261,20,,,,,204,22,,,,,,,6057,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,705,1,,,,,,,,,,,,,61,12,,,,,,,,,248,9,,,,,,,,,,,,,,,,,,,,,,,2804,2
18,19,181,14378,15,4,,,,,,,,,103,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,18,,,,,,,,,,,,,126,9,1789,16,,,,,,,,,,,7534,14,,,1103,19,,,6,6,,,38,42,,,,,791,19,,,,,,,,,,,,,,,,,,,,,,,381,11,,,,,209,4,,,,,49,24,,,,,,,,,,,,,,,,,197,45,185,44,,,,,,,,,,,,,,,,,,,,,5,9,,,,,,,,,28,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,23,,,49,21,,,,,,,,,,,,,,,,,,,,,133,28,,,,,191,25,,,,,,,466,22,,,,,,,,,,,,,,,,,203,2,,,,,,,,,3,4,,,,,,,166,16,,,,,,,,,,,,,14,15,,,,,,,46,19,,,,,45,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,32
19,20,2136,13219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,5,,,,,,,,,,,,,,,,,,,,,,,316,7,,,,,,,2786,9,,,,,,,,,,,4863,27,3,32,250,45,,,,,959,4,,,,,,,392,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,7,,,,,213,8,6,8,,,,,,,,,,,,,,,339,31,,,,,,,,,,,,,,,22,40,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3,,,,,,,,,,,,,,,,,,,,,779,7,,,,,,,,,,,,,,,,,,,,,,,,,959,6,,,,,,,,,,,,,65,77,,,,,,,,,,,,,,,,,23,6,,,199,2,,,,,3,5,161,5,3,3,,,275,7,,,,,,,,,,,,,,,,,,,,,176,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,44
20,21,699,12385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,34,,,,,,,,,,,,,56,19,708,36,,,,,,,34,13,,,9184,11,,,638,25,,,,,,,133,23,,,,,535,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,907,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,22,188834,11195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1234,23,,,,,,,,,,,9117,12,,,,,,,,,,,,,,,,,530,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,23,50381,10433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,28,855,32,,,,,,,,,,,6535,17,,,413,34,,,,,18,19,101,28,,,,,176,73,,,,,,,,,,,,,,,,,,,,,,,250,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1547,7,102,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
