,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
10,11,320,19948,,,,,,,,,,,107,10,,,,,5,7,,,,,,,,,6,1,,,148,8,,,,,,,,,20,3,,,,,58,10,,,,,,,188,11,,,14,5,64,17,1606,18,,,,,154,6,,,8318,11,24,3,1059,20,41,9,,,21,14,255,12,,,1709,9,,,,,,,8,3,,,18,2,,,29,3,,,,,89,20,88,5,,,,,,,,,1149,1,,,,,,,420,4,,,,,,,17,4,363,35,273,35,,,,,10,5,,,,,10,3,17,35,,,,,,,9,4,,,,,,,,,28,11,25,11,,,,,,,,,6,7,,,,,61,5,,,,,,,,,,,,,885,7,16,4,74,15,,,,,,,7,3,,,,,,,,,,,,,533,12,,,,,257,22,,,,,126,8,879,14,,,,,,,,,,,,,7,3,,,,,,,98,8,90,3,,,,,,,,,,,78,25,,,,,24,4,,,18,4,,,20,13,,,,,17,24,,,12,1,27,25,,,,,,,,,71,11,,,,,,,,,,,10,6,,,,,,,,,,,282,25
11,12,50381,19910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,23,1361,22,,,,,,,,,15271,3,,,621,26,,,,,11,19,218,16,,,440,42,,,,,,,,,,,,,,,,,,,,,130,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,987,13,76,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,13,2162,19846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,,,,,4,63,,,,,,,82,22,,,,,30,30,1217,25,,,,,,,,,9200,10,,,672,24,,,,,,,117,26,,,747,28,,,,,5,4,,,,,,,,,,,,,,,17,43,,,,,,,,,,,216,13,,,,,,,6,20,,,,,,,2,10,552,24,114,54,,,,,,,10,4,,,,,60,15,,,,,,,,,,,,,,,,,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,49,4,13,,,,,,,,,,,,,,,,,,,,,,,417,18,,,,,215,24,,,,,12,12,4459,4,,,,,,,,,,,,,,,,,7,9,,,,,10,16,,,,,18,14,,,,,116,21,,,,,,,,,,,,,,,,,,,18,23,,,,,84,12,,,,,,,,,22,19,,,,,,,,,,,,,,,,,,,,,,,1287,8
13,14,2243,18337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,15,,,,,,,,,,,,,,,10,40,,,,,,,,,,,,,,,5137,3,,,,,,,,,6202,16,,,,,,,,,,,,,,,1339,12,,,,,,,,,,,,,,,,,,,,,,,,,,,184,6,,,,,155,17,,,,,,,,,,,,,,,,,718,18,189,41,,,,,,,,,,,,,14,41,,,,,,,,,,,,,,,,,64,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,787,10,,,,,,,,,,,,,,,,,,,,,,,,,1279,5,,,,,495,11,,,,,14,11,770,17,,,,,,,,,,,5,5,,,,,,,,,,,83,5,,,,,734,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,35
14,15,25821,18007,,,,,,,,,,,435,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2638,11,,,,,,,,,1133,91,19,5,1654,11,,,,,,,,,,,3827,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2590,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1391,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497,5,,,,,,,,,,,,,,,,,,,,,,,3735,1
15,16,29351,17535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3,,,,,,,,,,,,,,,,,,,,,,,,,112,18,,,,,,,2971,9,,,,,,,,,2956,36,,,189,54,110,3,,,,,87,29,,,334,52,,,,,,,,,,,,,,,,,,,,,280,7,,,,,,,,,,,33,30,23,5,,,,,,,,,,,,,,,,,176,44,,,,,,,,,,,,,8,59,,,,,,,,,,,,,,,,,243,3,123,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,43,,,,,,,,,,,,,,,,,,,,,,,,,718,10,,,,,,,,,,,,,7853,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,43,,,,,,,,,,,,,,,,,,,,,,,,,674,2,,,,,,,,,391,6,,,,,,,,,,,,,,,,,,,,,,,74,51
16,17,1294,17229,,,,,,,,,,,48,14,,,,,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,9,,,,,,,,,,,,,87,13,1327,23,,,,,,,,,7914,12,12,9,1037,21,,,14,4,29,11,300,8,,,2334,6,,,,,,,,,,,,,13,4,,,,,,,142,10,,,,,,,,,,,477,5,,,,,,,20,16,,,,,12,2,,,1366,8,,,,,,,,,,,,,,,209,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,9,,,,,,,,,,,,,594,14,,,39,25,,,,,,,9,2,,,,,,,,,,,,,72,39,,,,,,,,,,,,,572,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222,13,,,,,,,,,,,,,36,11,,,,,20,21,,,,,18,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,29
17,18,2136,15780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,6,,,,,,,,,,,,,,,,,,,,,,,461,4,,,,,,,4940,4,,,,,,,,,4474,23,13,7,239,46,,,,,236,4,,,,,408,47,,,,,,,,,,,,,,,,,,,,,,,,,,,166,8,,,,,402,8,10,7,,,,,,,,,,,,,,,386,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,,,,,,,,,,,,,,,,,,,,,1428,2,,,,,,,,,,,,,,,,,,,,,,,,,1451,3,,,,,,,,,,,,,104,64,,,,,,,,,,,,,,,,,13,7,,,285,2,,,,,4,2,,,7,3,,,369,5,,,,,,,,,,,,,,,,,,,60,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,42
18,19,181,15633,11,3,,,,,,,,,127,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,26,,,,,,,,,,,,,95,12,1703,16,,,,,,,,,7702,13,,,1463,15,,,6,10,,,82,30,,,1199,16,,,,,,,,,,,,,,,,,,,,,116,13,,,,,262,4,,,,,175,14,,,,,,,,,,,,,,,,,265,49,134,52,,,,,,,,,,,,,,,,,,,,,4,7,,,,,,,,,38,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344,20,,,48,21,,,,,,,,,,,,,,,,,,,,,154,32,,,,,180,27,,,,,,,492,25,,,,,,,,,,,,,,,,,175,2,,,,,,,,,1,4,,,,,,,233,12,,,,,,,,,,,,,16,15,,,,,33,16,,,,,30,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524,15
19,20,811,15487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,11,,,,,,,19,40,,,,,,,1644,17,,,,,,,,,4389,24,2,40,1527,13,,,,,,,175,21,,,1738,8,,,,,,,,,,,,,3,6,,,,,,,608,5,,,,,,,,,,,173,15,,,,,,,,,,,,,,,,,128,69,344,29,,,,,,,,,,,,,234,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,973,5,,,26,29,,,,,,,,,,,,,,,,,,,,,500,13,,,,,419,13,,,,,284,3,333,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1899,6
20,21,5072,12585,,,,,,,,,,,12,19,,,,,,,,,,,,,,,,,,,17,18,,,,,208,2,,,,,,,,,8,45,,,,,,,,,,,,,153,9,583,53,,,,,,,,,7676,14,7,17,92,73,,,,,11,18,,,,,425,45,,,,,,,,,,,,,,,95,2,,,,,,,1289,2,,,,,,,,,,,,,,,,,173,9,,,,,,,,,141,65,387,26,,,,,,,,,,,,,25,26,,,,,,,,,,,,,,,,,,,,,,,,,48,1,,,40,2,,,474,2,44,6,,,,,,,,,,,,,57,71,7,12,222,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,69,,,,,,,,,,,,,,,,,,,23,2,,,,,,,,,,,,,,,34,48,,,,,200,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,77
21,22,3886,11877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293,5,,,,,,,,,,,,,,,20,29,,,,,,,179,12,,,,,68,16,3263,8,,,,,,,,,2263,49,5,27,474,32,45,7,6,11,30,10,171,22,,,549,34,,,,,8,3,,,,,,,,,,,,,,,42,35,,,,,,,,,,,758,3,,,,,,,,,,,,,,,,,915,15,139,50,,,,,,,,,,,,,5,70,,,,,,,,,21,2,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,40,4,15,92,13,,,,,,,,,,,,,,,,,,,,,437,16,,,,,628,9,,,,,284,4,274,34,,,,,,,,,,,,,,,,,,,,,102,7,10,17,,,,,456,2,,,,,91,23,,,,,,,,,,,,,,,,,,,25,20,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,57
22,23,27443,10420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,24,,,,,,,63,24,,,26,2,50,21,639,47,,,,,34,12,,,495,173,25,2,427,33,40,10,,,,,118,25,,,534,37,,,,,,,,,,,,,,,,,,,,,50,31,,,,,83,11,,,,,,,,,,,,,,,,,,,,,,,676,21,1504,10,,,,,,,,,,,,,396,3,,,,,,,,,,,,,,,,,,,44,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,35,,,,,,,,,,,,,,,,,,,,,,,,,344,22,,,,,143,30,,,,,,,783,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,977,1,,,,,,,,,,,52,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2725,3
23,24,39856,9866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185,7,,,,,,,,,,,,,,,91,4,,,,,,,97,19,,,,,31,29,842,37,,,,,,,,,2569,44,,,1763,9,,,,,,,28,53,,,836,24,,,,,,,,,,,,,,,,,,,,,163,9,,,,,,,,,,,100,21,,,,,,,,,,,,,,,,,1482,6,,,,,,,,,,,,,,,24,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,41,,,,,,,,,,,,,,,,,,,,,324,24,,,,,253,23,,,,,,,840,15,,,,,,,,,,,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,37
24,25,2392,9466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,23,,,,,,,148,15,,,,,,,813,39,,,,,35,11,,,4968,19,,,255,45,,,21,3,51,8,112,27,,,780,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,24,,,,,,,,,,,,,,,,,451,27,314,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291,27,,,87,14,,,,,,,,,,,,,,,,,,,,,497,14,,,,,185,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,13,,,,,,,69,9,,,,,146,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,43
