,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
10,11,320,20203,,,,,,,,,,,134,8,,,,,6,6,,,,,,,,,5,1,,,117,9,,,,,,,,,5,5,,,,,58,6,,,,,,,123,14,,,4,6,57,17,1238,19,,,,,175,6,,,9743,11,10,5,1095,17,26,8,,,53,13,229,7,,,1425,9,,,,,,,9,2,,,7,2,,,2,4,,,75,20,43,5,,,,,,,,,249,4,,,,,419,4,,,,,,,11,4,292,35,317,28,,,,,9,3,,,,,7,3,67,12,,,,,,,7,4,,,,,,,51,9,,,,,,,,,,,71,2,,,,,38,5,,,,,,,,,,,,,956,5,12,4,37,25,,,,,3,5,,,,,,,,,,,,,957,5,,,,,204,22,,,135,6,956,17,,,,,,,,,9,2,,,,,,,81,4,98,2,,,,,,,,,,,86,25,,,,,19,4,,,6,4,,,37,10,,,,,39,13,,,8,1,49,12,,,,,,,,,32,12,,,,,,,,,,,,,,,,,,,,,,,302,17
11,12,1294,20160,,,,,,,,,,,43,11,,,,,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,15,,,,,,,,,,,,,75,13,1469,17,,,,,,,,,9751,10,4,18,1034,18,,,,,,,187,14,,,3068,3,,,,,,,,,,,,,6,3,,,,,156,10,,,,,,,,,,,185,10,,,,,71,12,,,,,8,2,,,1490,6,,,,,,,,,,,,,,,67,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,9,,,,,,,,,,,,,635,12,,,47,22,,,,,6,3,,,,,,,,,,,,,168,29,,,,,,,,,,,1086,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,11,,,,,,,,,,,,,,,,,,,23,22,,,,,15,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297,18
12,13,13,19500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,3,,,,,,,200,10,,,5,4,62,14,1451,18,,,,,13,12,,,9447,12,4,16,1972,6,,,5,9,,,,,6,2,820,24,,,,,,,,,,,1,4,,,,,,,849,2,,,,,,,,,,,197,9,,,,,,,,,,,,,,,456,25,1394,9,,,,,,,,,,,,,113,9,,,,,,,,,,,,,,,,,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,113,5,11,58,17,,,,,,,,,,,,,,,,,,,348,22,,,,,295,17,,,126,7,837,18,,,,,,,,,,,,,,,,,20,14,70,5,,,,,67,5,,,,,164,16,,,,,,,,,,,,,,,,,,,36,15,,,,,,,,,,,,,,,33,11,,,,,,,,,,,,,,,,,,,,,,,312,16
13,14,2162,19036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,,,,,13,27,,,,,,,111,16,,,,,24,30,1160,21,,,,,,,,,9046,13,,,1,137,,,,,,,74,29,,,787,27,,,,,4,4,,,,,,,,,,,,,10,47,,,,,,,,,,,135,16,,,,,,,,,,,,,6,7,513,23,6,107,,,,,,,6,4,,,,,46,19,,,,,,,,,,,,,,,10,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,58,2,15,,,,,,,,,,,,,,,,,,,,,541,13,,,,,154,29,,,14,11,5499,3,,,,,,,,,,,,,4,9,,,,,5,17,,,,,,,,,,,87,24,,,,,,,,,,,,,,,,,,,28,19,,,,,80,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591,9
14,15,2243,18819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,14,,,,,,,,,,,,,,,3,67,,,,,,,,,,,,,,,4747,2,,,,,,,,,6649,15,,,,,,,,,,,,,,,1881,7,,,,,,,,,,,,,,,,,,,,,,,,,131,9,,,,,151,14,,,,,,,,,,,,,,,597,18,205,38,,,,,,,,,,,,,14,52,,,,,,,,,,,,,,,53,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,826,9,,,,,,,,,,,,,,,,,,,,,,,1015,4,,,,,617,9,,,24,10,1015,16,,,,,,,4,6,,,,,,,,,,,98,3,,,,,700,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,47
15,16,25821,17373,,,,,,,,,,,338,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3602,5,,,,,,,,,1368,78,10,9,1693,11,,,,,,,,,,,3954,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1319,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2240,4
16,17,50381,15568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,19,,,,,,,,,,,13299,5,,,442,29,,,,,10,20,157,19,,,307,54,,,,,,,,,,,,,,,,,,,146,11,,,,,,,,,,,,,,,,,,,,,,,,,,,599,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,18,2425,15495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,,,,,,,27,18,,,,,,,69,20,,,,,107,10,1036,26,,,,,,,,,4749,24,8,12,1444,13,,,10,5,75,11,201,11,,,977,16,,,,,,,,,,,,,,,,,,,98,16,,,,,,,,,,,151,15,,,,,,,,,,,,,,,748,14,622,18,,,,,,,,,,,,,26,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270,23,,,,,,,,,,,,,,,,,,,,,,,433,19,,,,,647,7,,,228,2,3016,5,,,,,,,,,,,,,,,,,45,11,,,,,,,,,,,,,179,13,,,,,7,7,,,,,,,,,,,,,,,,,,,120,5,,,,,,,,,12,16,,,,,,,,,,,,,,,,,,,,,,,183,24
18,19,5072,13170,,,,,,,,,,,3,22,,,,,,,,,,,,,,,,,,,15,18,,,,,130,2,,,,,,,,,7,48,,,,,,,,,,,,,136,7,558,45,,,,,,,,,8657,14,5,15,79,76,,,,,,,,,,,373,47,,,,,,,,,,,,,,,25,2,,,,,1775,2,,,,,,,,,,,,,,,144,9,,,,,,,,,79,85,313,30,,,,,,,,,,,,,30,28,,,,,,,,,,,,,,,,,,,,,,,7,1,,,11,4,,,329,2,,,,,,,,,,,,,,,35,74,2,16,115,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,48,,,,,,,,,,,,,,,14,3,,,,,,,,,,,,,,,29,42,,,,,88,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,51
19,20,27443,11249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,50,,,,,,,45,23,,,2,8,31,26,703,38,,,,,,,,,501,146,3,29,499,26,23,9,,,,,144,20,,,378,46,,,,,,,,,,,,,,,,,,,,,,,,,69,11,,,,,,,,,,,,,,,,,,,,,532,22,1750,8,,,,,,,,,,,,,2299,1,,,,,,,,,,,,,,,,,22,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,31,,,,,,,,,,,,,,,,,,,,,,,272,26,,,,,251,20,,,,,671,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2829,1
20,21,811,11190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,7,,,,,,,23,34,,,,,,,1126,24,,,,,,,,,3222,39,3,23,1919,7,,,,,,,131,22,,,994,15,,,,,,,,,,,,,5,4,,,,,487,5,,,,,,,,,,,131,17,,,,,,,,,,,,,,,82,83,209,36,,,,,,,,,,,,,270,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,894,6,,,25,28,,,,,,,,,,,,,,,,,,,718,8,,,,,498,11,,,95,9,308,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,22,2136,10960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,8,,,,,,,,,,,,,,,,,,,,,,,330,5,,,,,,,2748,9,,,,,,,,,3234,38,12,2,231,43,,,,,614,4,,,,,253,59,,,,,,,,,,,,,,,,,,,,,,,,,175,6,,,,,202,7,,,,,,,,,,,,,,,408,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3,,,,,,,,,,,,,,,,,,,,,1033,4,,,,,,,,,,,,,,,,,,,,,,,870,6,,,,,,,,,,,121,58,,,,,,,,,,,,,24,7,,,129,3,,,,,,,,,4,3,,,352,6,,,,,,,,,,,,,,,,,,,35,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,56
22,23,822,10487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,12,,,,,,,,,,,,,,,25,19,,,,,,,,,,,3,7,15,37,1608,16,,,,,17,11,,,3571,33,1,41,694,24,,,,,,,209,9,,,638,31,,,,,,,,,,,,,,,,,,,71,23,,,,,,,,,,,107,20,,,,,,,,,,,,,,,607,16,476,21,,,,,,,,,,,,,61,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487,15,8,8,47,21,,,,,,,,,,,,,,,,,,,466,18,,,,,106,35,,,,,711,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,22,,,,,,,,,,,,,,,,,,,,,,,359,15
23,24,3886,9640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233,4,,,,,,,,,,,,,,,11,34,,,,,,,,,,,,,95,11,3882,4,,,,,,,,,18,939,2,35,322,36,19,13,,,94,9,178,16,,,475,37,,,,,6,3,,,,,,,,,,,,,17,41,,,,,,,,,,,835,2,,,,,,,,,,,,,,,789,10,117,50,,,,,,,,,,,,,12,54,,,,,,,,,12,2,,,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,42,4,13,101,9,,,,,,,,,,,,,,,,,,,285,23,,,,,1327,3,,,212,3,202,43,,,,,,,,,,,,,,,,,60,8,14,15,,,,,19,8,,,,,61,31,,,,,,,,,,,,,,,,,,,34,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,41
24,25,39856,9320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,7,,,,,,,,,,,,,,,47,8,,,,,,,138,12,,,,,25,29,845,31,,,,,,,,,2390,53,,,1184,16,,,,,,,,,,,1256,11,,,,,,,,,,,,,,,,,,,162,9,,,,,,,,,,,171,11,,,,,,,,,,,,,,,1098,7,,,,,,,,,,,,,,,25,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,36,,,,,,,,,,,,,,,,,,,507,16,,,,,,,,,,,1052,15,,,,,,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,25
25,26,2952,9044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,5,,,,,,,,,,,,,132,8,1025,27,,,,,,,,,4216,27,2,34,803,22,,,32,2,,,188,13,,,909,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,16,,,,,,,,,697,15,26,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,18,,,91,11,,,,,,,,,,,,,,,,,,,,,,,,,104,37,,,,,142,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
