,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,as,as_rank,ast,ast_rank,avk,avk_rank,awa,awa_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,diq,diq_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fj,fj_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gcr,gcr_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,ti,ti_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
10,11,1294,23624,,,,,,,,,,,53,22,,,,,,,9,5,,,,,,,,,,,,,,,,,13,20,,,,,,,,,,,,,,,76,7,,,,,,,,,,,,,82,13,2155,17,,,,,,,,,,,10743,10,5,24,1169,22,,,6,9,96,13,500,6,,,,,2312,8,,,,,,,,,,,,,,,3,6,,,,,,,229,10,,,,,,,,,,,298,10,,,,,,,19,15,,,,,3,5,5,9,1910,6,,,,,,,,,,,,,,,159,7,,,,,,,,,,,,,,,,,,,15,12,,,,,,,6,4,,,,,,,2,12,,,,,,,,,,,,,910,13,,,61,21,,,,,,,5,6,,,,,,,,,,,,,52,59,,,,,,,,,,,,,2141,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,9,,,,,195,19,,,,,,,,,,,,,28,11,,,,,,,40,25,,,,,26,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182,34
11,12,811,23490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,4,,,,,,,30,44,,,,,,,2759,12,,,,,,,,,,,7957,18,9,9,1266,19,,,,,,,232,16,,,,,2478,6,,,,,,,,,,,,,,,2,10,,,,,,,915,3,,,,,,,,,,,233,13,,,,,,,,,,,,,,,,,201,68,317,29,,,,,,,,,,,,,179,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1554,3,,,26,30,,,,,,,,,,,,,,,,,,,,,457,21,,,,,438,16,,,,,418,2,953,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2917,3
12,13,463,23355,14,5,8,3,,,,,,,,,,,,,,,,,,,,,10,6,,,,,,,,,,,32,16,,,,,,,,,8,6,,,,,63,13,,,,,,,274,14,,,,,73,16,1889,20,,,,,,,,,,,10047,11,6,17,1013,23,11,13,8,5,24,19,139,26,,,,,1029,23,,,,,,,,,,,,,,,,,,,,,,,148,17,,,,,23,14,,,,,61,25,,,,,,,49,13,,,,,,,,,1108,13,1881,7,,,,,,,,,,,,,72,14,,,,,,,9,6,,,,,,,,,15,12,,,,,,,,,,,,,,,,,8,10,,,,,,,,,,,,,418,27,6,10,54,23,,,,,,,,,,,,,,,,,,,,,413,25,,,,,899,7,,,,,,,2308,9,,,,,,,,,,,,,,,,,,,,,,,27,13,,,,,20,17,,,,,165,22,,,,,,,,,,,,,50,9,,,,,,,62,19,,,,,107,11,,,,,,,,,41,18,,,,,,,,,,,,,,,,,,,,,,,763,13
13,14,320,22298,,,,,,,,,,,81,19,,,,,,,7,7,,,,,,,,,,,,,6,1,,,180,7,,,,,,,,,8,5,,,,,72,10,,,,,,,207,16,,,18,3,42,29,2384,16,,,,,,,350,5,,,6593,21,23,2,1747,14,42,7,,,91,14,341,7,,,,,2861,5,,,,,8,3,7,2,,,,,7,2,6,4,28,3,,,,,98,27,59,5,,,,,,,,,659,3,,,,,,,223,8,,,,,,,10,6,699,26,307,30,,,,,8,5,,,,,11,3,50,21,,,,,,,4,10,,,,,,,,,59,8,29,10,,,,,,,,,6,7,,,,,81,5,,,,,,,,,,,,,830,15,25,4,65,19,,,,,,,7,5,,,,,,,,,,,,,846,11,,,,,451,15,,,,,226,5,1260,16,,,,,,,,,,,,,9,3,,,,,,,111,7,226,3,,,,,65,12,,,,,219,16,,,,,10,5,,,,,,,38,10,,,,,5,5,52,21,,,8,1,77,15,,,,,,,,,67,15,,,,,,,,,,,5,10,,,,,,,,,,,284,26
14,15,2243,21616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,12,,,,,,,,,,,,,,,11,56,,,,,,,,,,,,,,,4320,4,,,,,,,,,,,7816,19,,,,,,,,,,,12,100,,,,,1299,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,9,,,,,145,16,,,,,,,,,,,,,,,,,860,20,633,18,,,,,,,,,,,,,12,67,,,,,,,,,,,,,,,,,69,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1126,8,,,,,,,,,,,4,8,,,,,,,,,,,,,2108,3,,,,,718,10,,,,,38,11,964,19,,,,,,,,,,,6,3,,,,,,,,,,,216,4,,,,,858,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,32
15,16,181,20114,17,4,,,,,,,,,116,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,14,,,,,,,,,,,,,153,7,3306,9,,,,,,,,,,,9345,13,,,1528,17,,,4,12,,,90,35,,,,,1613,13,,,,,,,,,,,,,,,,,,,,,,,159,15,,,,,400,4,,,,,130,19,,,,,,,,,,,,,,,,,355,46,164,47,,,,,,,,,,,,,,,,,,,,,4,9,,,,,,,,,34,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626,21,,,41,27,,,,,,,,,,,,,,,,,,,,,217,31,,,,,201,26,,,,,,,614,27,,,,,,,,,,,,,,,,,362,2,,,,,,,,,1,4,,,,,,,293,12,,,,,,,,,,,,,27,13,,,,,,,61,20,,,,,33,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,37
16,17,2136,19039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283,5,,,,,,,,,,,,,,,,,,,,,,,579,4,,,,,,,3575,8,,,,,,,,,,,6370,23,4,28,288,47,,,,,1479,4,,,,,,,501,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289,5,,,,,336,8,16,6,,,,,,,,,,,,,,,591,29,,,,,,,,,,,,,,,25,40,,,,,,,,,,,,,,,,,,,,,,,,,,,23,3,,,,,,,,,,,,,,,,,,,,,1333,5,,,,,,,,,,,,,,,,,,,,,,,,,1763,4,,,,,,,,,,,,,79,75,,,,,,,,,,,,,,,,,28,6,,,417,2,,,,,6,3,278,4,3,4,,,319,10,,,,,,,,,,,,,,,,,,,,,364,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,53
17,18,18011,18987,3,7,,,,,,,,,85,17,,,,,,,,,,,,,,,,,,,,,,,4,6,,,,,,,50,4,,,,,,,,,42,21,,,,,,,123,24,,,,,,,521,65,,,,,,,,,,,10837,9,6,20,2048,11,8,18,3,17,,,12,102,,,,,674,40,,,,,,,,,,,,,,,,,,,,,,,153,16,64,4,,,15,16,,,,,103,22,,,,,,,45,14,,,,,,,,,242,58,925,14,,,,,,,,,14,3,,,42,25,,,,,,,,,5,4,,,2,24,,,,,,,3,2,,,,,,,30,3,,,,,31,8,,,,,,,,,,,,,102,59,2,17,12,40,,,,,,,,,,,,,,,,,,,,,354,27,,,,,585,13,,,,,,,927,22,,,,,,,,,,,,,,,,,6,12,15,3,35,14,,,,,,,,,,,,,120,27,,,,,6,7,,,,,,,,,,,,,,,65,18,,,,,57,19,,,7,2,,,,,122,12,,,,,,,,,,,16,2,,,,,,,,,,,466,19
18,19,29351,17462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3,,,,,,,,,,,,,,,,,,,,,,,,,196,19,,,,,,,2471,14,,,,,,,,,,,3066,47,,,219,57,120,3,,,,,89,36,,,,,330,65,,,,,,,,,,,,,,,,,,,,,,,315,8,,,,,,,,,,,61,26,38,5,,,,,,,,,,,,,,,,,111,58,,,,,,,,,,,,,14,58,,,,,,,,,,,,,,,,,128,4,117,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,43,,,,,,,,,,,,,,,,,,,,,,,,,725,12,,,,,,,,,,,,,7889,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,53,,,,,,,,,,,,,,,,,,,,,,,,,,,729,2,,,,,,,,,519,5,,,,,,,,,,,,,,,,,,,,,,,80,58
19,20,3886,16782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,4,,,,,,,,,,,,,,,23,29,,,,,,,356,9,,,,,79,15,3743,7,,,,,,,,,,,3946,38,7,15,477,35,15,12,3,15,165,9,255,14,,,,,718,37,,,,,1,6,,,,,,,,,,,,,,,,,54,39,,,,,,,,,,,816,2,,,,,,,,,,,,,,,,,1594,11,195,42,,,,,,,,,,,,,33,35,,,,,,,,,19,2,,,7,4,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,37,3,14,96,14,,,,,,,,,,,,,,,,,,,,,444,23,,,,,1084,5,,,,,398,3,281,42,,,,,,,,,,,,,,,,,,,,,119,5,30,12,,,,,818,2,,,,,87,36,,,,,,,,,,,,,,,,,,,,,297,8,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,62
20,21,27443,16092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,52,,,,,,,75,29,,,7,6,48,25,1088,35,,,,,,,64,12,,,570,168,6,21,571,30,27,9,,,,,117,28,,,,,632,43,,,,,,,,,,,,,,,,,,,,,,,60,34,,,,,61,12,,,,,,,,,,,,,,,,,,,,,,,574,30,2514,5,,,,,,,,,,,,,285,3,,,,,,,,,,,,,,,,,,,44,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225,34,,,,,,,,,,,,,,,,,,,,,,,,,360,26,,,,,245,22,,,,,,,4911,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,3,,,,,,,,,,,,,63,18,,,,,,,,,281,9,,,,,,,,,,,,,,,,,,,,,,,2910,4
21,22,25821,15511,,,,,,,,,,,319,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2498,13,,,,,,,,,,,1369,89,7,16,1241,21,,,,,,,,,,,,,5163,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2484,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1330,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427,6,,,,,,,,,,,,,,,,,,,,,,,444,20
22,23,178900,14839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,26,,,,,,,144,22,,,,,,,1770,23,,,,,,,,,,,9491,12,,,,,,,,,,,,,,,,,989,24,,,,,,,,,,,,,,,,,,,,,,,365,6,,,,,,,,,,,50,31,,,,,,,,,,,,,,,,,468,36,143,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225,35,,,,,,,,,,,,,,,,,,,,,,,,,151,37,,,,,,,,,,,,,945,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
