,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,ba,ba_rank,bar,bar_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nrm,nrm_rank,oc,oc_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,yi,yi_rank,zh,zh_rank
10,11,463,28026,,,15,2,,,,,,,,,,,,,,,,,,,,,,,44,10,,,,,,,,,12,4,,,,,21,22,,,,,,,397,5,,,,,62,14,2529,13,,,,,,,,,15024,7,,,,,18,10,,,,,213,8,,,,,,,,,,,,,,,,,,,70,20,,,,,35,13,,,,,89,22,,,,,39,12,,,,,,,,,1211,14,2602,6,,,,,,,,,,,66,12,,,,,,,,,,,,,,,26,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462,16,16,2,76,14,,,,,,,,,,,,,563,16,,,,,959,6,,,,,2495,11,,,,,,,,,,,,,,,,,,,16,10,,,,,18,9,,,,,195,15,,,,,,,,,,,55,8,,,,,75,18,,,,,37,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586,8
11,12,2243,26961,,,,,,,,,,,,,,,,,,,,,,,,,,,31,14,,,,,,,,,,,,,,,8,52,,,,,,,,,,,,,,,5751,4,,,,,,,,,10846,12,,,,,,,,,,,,,,,2014,6,,,,,,,,,,,,,,,,,,,,,93,10,,,,,202,16,,,,,,,,,,,,,,,1207,15,210,37,,,,,,,,,,,37,19,,,,,,,,,,,,,,,72,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1202,4,,,,,,,,,,,,,,,,,1482,4,,,,,1117,5,,,56,10,1727,16,,,,,,,11,2,,,,,,,,,,,104,3,,,,,754,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,60
12,13,2162,25891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,,,,,19,27,,,,,,,110,14,,,,,8,56,1447,25,,,,,,,,,11563,10,,,4,124,,,,,,,102,23,,,968,18,,,2,4,,,,,,,,,,,23,37,,,,,,,,,,,206,15,,,,,,,,,,,,,5,8,690,29,7,94,,,,,9,4,,,,,112,9,,,,,,,,,,,,,,,26,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,48,6,12,,,,,,,,,,,,,,,607,15,,,,,198,23,,,10,13,8915,3,,,,,,,,,,,,,9,5,,,,,8,12,,,,,,,,,,,111,25,,,,,,,,,,,,,,,,,60,21,,,,,96,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465,10
13,14,2181,25609,,,,,,,,,,,,,,,,,,,,,13,2,,,,,193,8,,,,,,,,,,,,,,,24,20,,,,,,,116,13,,,,,198,4,2216,17,,,,,209,6,,,8033,15,16,6,1293,15,92,3,14,5,,,146,18,,,1630,12,,,,,,,,,,,,,,,242,5,,,,,108,9,,,,,233,11,,,,,261,5,,,,,,,20,2,108,83,1119,13,,,,,27,2,,,,,31,28,,,,,,,,,,,,,,,89,8,34,5,,,,,,,,,,,,,,,,,,,,,,,,,,,767,9,15,3,195,6,,,,,,,,,,,,,1413,5,,,,,401,12,,,160,4,2892,7,,,,,,,7,4,,,,,,,,,94,9,27,8,,,,,,,14,2,,,956,3,,,,,,,,,,,203,4,,,,,942,5,,,,,146,5,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,901,7
14,15,320,24436,,,,,,,,,,,149,7,,,,,,,,,,,,,,,148,9,,,,,,,,,12,3,,,,,56,10,,,,,,,104,16,,,13,2,46,19,1873,19,,,,,298,5,,,9800,13,32,3,1999,11,45,6,,,,,283,5,,,1981,7,,,,,10,2,,,15,2,,,12,2,79,19,21,4,,,,,,,,,358,6,,,,,292,4,,,,,,,10,4,422,40,408,22,,,17,4,,,,,14,2,41,18,,,,,,,9,6,,,,,,,32,10,,,,,,,,,7,4,,,,,57,3,,,,,,,,,,,,,918,7,14,4,44,23,,,1,8,,,,,,,,,816,11,,,,,288,18,,,137,6,2585,9,,,,,,,,,9,3,,,,,,,121,7,102,4,,,,,,,,,,,90,29,,,,,15,5,5,3,,,35,9,,,,,200,13,,,15,1,113,9,,,,,,,,,36,10,,,,,,,,,,,,,,,,,,,249,20
15,16,1294,23598,,,,,,,,,,,55,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,9,,,,,,,,,,,,,56,15,1457,24,,,,,,,,,9206,14,14,7,4701,3,,,,,,,227,6,,,1717,9,,,,,,,,,,,,,,,140,11,,,,,,,,,,,224,13,,,,,15,14,,,,,2,6,,,2260,7,,,,,,,,,,,,,57,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,7,,,,,,,,,,,,,473,15,,,51,21,,,3,5,,,,,,,,,105,40,,,,,,,,,,,2200,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,11,,,,,,,,,,,,,,,,,62,20,,,,,22,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176,25
16,17,822,18819,,,,,,,,,,,,,,,,,,,,,,,,,,,43,11,,,,,,,,,,,,,,,32,14,,,,,,,,,,,10,5,16,38,2133,18,,,,,,,,,6619,20,8,15,1773,12,,,,,,,428,3,,,762,27,,,,,,,,,,,,,,,53,25,,,,,,,,,,,260,10,,,,,,,,,,,,,,,1479,11,789,17,,,,,,,,,,,53,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545,13,9,8,86,13,,,,,,,,,,,,,1159,6,,,,,155,27,,,,,1435,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462,8,,,,,,,,,,,,,,,,,,,,,,,9,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501,9
17,18,811,16810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,3,,,,,,,40,23,,,,,,,1821,21,,,,,,,,,5234,31,,,3706,6,,,,,,,185,11,,,1178,15,,,,,,,,,,,,,,,198,7,,,,,,,,,,,124,19,,,,,,,,,,,,,,,156,68,251,31,,,,,,,,,,,531,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002,6,,,36,28,,,,,,,,,,,,,805,12,,,,,596,8,,,142,5,698,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,19,39856,14106,,,,,,,,,,,,,,,,,,,,,,,,,,,244,4,,,,,,,,,,,,,,,61,8,,,,,,,91,18,,,,,22,34,1302,29,,,,,,,,,4779,34,,,,,,,,,,,,,,,1327,14,,,,,,,,,,,,,,,67,22,,,,,,,,,,,190,17,,,,,,,,,,,,,,,1971,9,,,,,,,,,,,,,26,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,51,,,,,,,,,,,,,1071,8,,,,,,,,,,,2480,12,,,,,,,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,17
19,20,2425,13810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,,,,20,25,,,,,,,,,,,,,65,13,1052,37,,,,,,,,,4350,36,8,18,1181,17,,,13,6,74,8,163,14,,,1095,16,,,,,,,,,,,,,,,158,9,,,,,,,,,,,,,,,,,,,,,,,,,,,698,28,722,18,,,,,,,,,,,13,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,25,,,,,,,,,,,,,,,,,423,21,,,,,334,14,,,106,7,2547,10,,,,,,,,,,,,,,,,,143,5,,,,,,,,,,,,,166,19,,,,,5,8,,,,,,,,,,,,,,,,,93,11,,,,,,,,,13,12,,,,,,,,,,,,,,,,,,,146,27
20,21,2136,13789,,,,,,,,,,,,,,,,,,,,,,,,,,,198,7,,,,,,,,,,,,,,,,,,,,,,,297,6,,,,,,,5053,6,,,,,,,,,3306,46,8,16,258,43,,,,,222,3,,,,,329,54,,,,,,,,,,,,,,,,,,,,,254,7,,,,,226,12,,,,,,,,,,,,,,,732,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3,,,,,,,,,,,,,,,,,,,,,899,8,,,,,,,,,,,,,,,,,1114,7,,,,,,,,,,,88,70,,,,,,,,,,,,,,,,,158,3,,,,,,,,,2,3,,,301,12,,,,,,,,,,,,,,,,,239,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,33
21,22,25821,12700,,,,,,,,,,,62,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3437,11,,,,,,,,,4,956,22,4,,,,,,,,,,,,,3562,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4378,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1215,3,,,,,,,,,,,,,,,,,,,,,,,20,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,23,2952,11816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,13,,,,,,,,,,,,,129,8,1674,22,,,,,,,,,5063,32,3,36,1204,16,,,11,8,,,185,12,,,935,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,16,,,,,,,,,1419,12,37,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,18,,,91,12,,,,,,,,,,,,,,,,,,,138,28,,,,,200,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,24,27443,11479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,48,,,,,,,95,17,,,5,7,54,18,1085,36,,,,,,,,,1086,100,7,23,592,27,34,7,,,,,101,24,,,603,34,,,,,,,,,,,,,,,,,,,,,53,12,,,,,,,,,,,,,,,,,,,,,1738,10,,,,,,,,,,,,,1980,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,26,,,,,,,,,,,,,,,,,397,23,,,,,335,13,,,,,863,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2197,3
24,25,5072,11047,,,,,,,,,,,9,17,,,,,,,,,,,,,,,11,20,,,,,34,2,,,,,,,,,15,34,,,,,,,,,,,,,103,9,814,42,,,,,,,,,8025,16,8,19,86,74,,,,,,,,,,,442,41,,,,,,,,,,,,,12,3,,,316,2,,,,,,,,,,,,,,,242,7,,,,,,,,,97,87,272,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,,,17,2,,,95,2,,,,,,,,,,,,,,,67,59,10,7,70,17,,,,,,,,,,,,,,,,,,,,,,,,,175,52,,,,,,,,,,,,,,,16,2,,,,,,,,,,,,,,,24,61,,,,,41,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,74
25,26,1111,10592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,40,,,,,,,,,,,,,,,1313,28,,,,,115,8,,,5305,30,,,991,21,,,,,,,,,,,476,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2381,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,27,6819,10591,,,,,,,,,,,,,,,,,,,,,,,,,,,41,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,16,6966,2,,,,,,,,,1813,68,4,34,,,,,,,,,37,38,,,334,53,,,,,,,,,,,,,,,29,32,,,,,,,,,,,,,,,,,,,,,,,8,2,,,150,72,,,,,,,,,,,,,8,55,,,,,,,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,,,,,106,46,,,32,30,,,,,,,,,,,,,424,20,,,,,92,30,,,,,166,54,,,,,,,,,,,,,,,,,23,15,,,,,,,,,,,,,175,18,,,38,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,35
27,28,3886,10191,,,,,,,,,,,,,,,,,,,,,,,,,,,238,5,,,,,,,,,,,,,,,15,33,,,,,,,,,,,,,87,10,4437,9,,,,,,,,,14,916,4,33,387,38,12,14,,,8,16,152,16,,,387,44,,,5,3,,,,,,,,,,,27,35,,,,,,,,,,,763,2,,,,,,,,,,,,,,,1111,16,94,48,,,,,,,,,,,20,35,,,,,,,,,17,2,,,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,51,11,5,116,9,,,,,,,,,,,,,373,25,,,,,485,11,,,415,2,295,42,,,,,,,,,,,,,,,,,145,4,5,14,,,,,,,,,,,65,36,,,,,,,,,,,,,,,,,349,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,40
28,29,2921,10068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,21,,,,,,,,,,,,,,,854,41,,,,,,,,,6458,22,,,,,,,,,,,,,,,350,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1830,8,,,,,,,,,,,66,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239,22,,,,,,,,,,,,,,,,,,,,,,,248,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
