,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
10,11,2398,19153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,27,298,63,,,,,,,,,17825,3,2,38,134,59,,,,,,,18,61,,,353,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,59,,,,,,,,,,,,,,,,,,,,,,,,,40,55,,,,,,,,,,,,,182,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,62,,,,,,,,,,,,,,,,,,,5,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,12,29351,18638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,2,,,,,,,,,,,,,,,,,,,,,,,,,103,16,,,,,,,2938,10,,,,,,,,,2957,30,,,163,53,117,3,,,,,63,32,,,243,53,,,,,,,,,,,,,,,,,,,,,256,7,,,,,,,,,,,34,28,13,5,,,,,,,,,,,,,,,112,47,,,,,,,,,,,,,14,46,,,,,,,,,,,,,,,,,294,3,88,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,42,,,,,,,,,,,,,,,,,,,,,,,,,576,9,,,,,,,,,,,,,9233,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,45,,,,,,,,,,,,,,,,,,,,,,,,,791,1,,,,,,,,,417,5,,,,,,,,,,,,,,,,,,,,,,,60,58
12,13,320,16668,,,,,,,,,,,117,9,,,,,14,2,,,,,,,,,13,1,,,217,6,,,,,,,,,17,2,,,,,68,4,,,,,,,92,18,,,12,2,53,18,1184,19,,,,,263,6,,,6959,13,25,2,1242,15,34,7,,,57,15,307,7,,,1098,11,,,,,,,9,2,,,14,2,,,26,3,,,,,103,14,56,5,,,,,,,,,184,7,,,,,358,4,,,,,,,17,3,232,33,297,27,,,,,15,3,,,,,14,2,28,22,,,,,,,10,2,,,,,,,,,33,9,21,10,,,,,,,,,16,3,,,,,120,3,,,,,,,,,,,,,768,8,23,2,71,13,,,,,,,11,3,,,,,,,,,,,,,444,13,,,,,241,19,,,,,84,8,906,14,,,,,,,,,,,,,11,2,,,,,,,94,4,53,4,,,,,,,,,,,103,20,,,,,34,4,,,12,4,,,15,13,,,,,28,14,,,10,1,46,16,,,,,,,,,40,13,,,,,,,,,,,8,3,,,,,,,,,,,341,22
13,14,13,15455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,15,,,,,,,132,14,,,4,7,47,21,1107,21,,,,,38,9,,,7054,12,3,27,1487,11,,,6,9,,,24,47,5,2,671,22,,,,,,,,,,,,,,,,,,,,,680,2,,,,,,,,,,,141,12,,,,,,,,,,,,,,,300,30,1158,10,,,,,,,,,,,,,49,13,,,,,,,,,,,,,,,,,,,21,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545,12,10,4,38,22,,,,,,,,,,,,,,,,,,,,,148,30,,,,,297,15,,,,,37,9,776,15,,,,,,,,,,,,,,,,,,,,,18,12,38,8,,,,,67,7,,,,,129,15,,,,,,,,,,,,,,,,,,,11,24,,,,,,,,,,,,,,,10,20,,,,,,,,,,,,,,,,,,,,,,,369,18
14,15,811,14843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,3,,,,,,,17,39,,,,,,,1356,16,,,,,,,,,4597,21,4,20,1816,7,,,,,,,148,17,,,1092,13,,,,,,,,,,,,,4,5,,,,,,,413,5,,,,,,,,,,,93,19,,,,,,,,,,,,,,,78,77,334,23,,,,,,,,,,,,,252,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1463,1,,,31,25,,,,,,,,,,,,,,,,,,,,,301,18,,,,,720,7,,,,,108,7,296,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1579,7
15,16,2243,14222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,13,,,,,,,,,,,,,,,4,72,,,,,,,,,,,,,,,3319,5,,,,,,,,,4911,19,,,,,,,,,,,,,,,1309,8,,,,,,,,,,,,,,,,,,,,,,,,,,,123,9,,,,,136,13,,,,,,,,,,,,,,,480,21,191,37,,,,,,,,,,,,,14,43,,,,,,,,,,,,,,,,,61,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724,10,,,,,,,,,,,,,,,,,,,,,,,,,924,6,,,,,470,10,,,,,28,10,754,16,,,,,,,,,,,7,4,,,,,,,,,,,49,5,,,,,614,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,47
16,17,25821,14006,,,,,,,,,,,301,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,12,,,,,,,,,817,105,7,10,1441,12,,,,,,,,,,,3505,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2647,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,986,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237,7,,,,,,,,,,,,,,,,,,,,,,,1978,6
17,18,181,13613,14,3,,,,,,,,,66,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,22,,,,,,,,,,,,,103,11,1297,17,,,,,,,,,7146,11,,,1511,10,,,5,11,,,54,34,,,903,17,,,,,,,,,,,,,,,,,,,,,100,15,,,,,192,4,,,,,65,22,,,,,,,,,,,,,,,217,34,153,42,,,,,,,,,,,,,,,,,,,,,4,8,,,,,,,,,29,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251,20,,,56,16,,,,,,,,,,,,,,,,,,,,,198,26,,,,,118,30,,,,,,,585,20,,,,,,,,,,,,,,,,,137,3,,,,,,,,,4,4,,,,,,,200,9,,,,,,,,,,,,,5,18,,,,,11,25,,,,,16,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,32
18,19,1294,12888,,,,,,,,,,,44,13,,,,,13,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,7,,,,,,,,,,,,,65,17,822,28,,,,,,,,,6226,16,10,7,731,25,,,,,66,14,167,13,,,1883,6,,,,,,,,,,,,,16,3,,,,,,,159,10,,,,,,,,,,,96,18,,,,,24,15,,,,,8,2,,,1032,7,,,,,,,,,,,,,,,24,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9,,,,,,,,,,,,,383,15,,,24,28,,,,,,,12,2,,,,,,,,,,,,,37,58,,,,,,,,,,,,,576,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,10,,,,,,,,,,,,,25,12,,,,,25,15,,,,,21,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,30
19,20,50381,12770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,29,884,27,,,,,,,,,9292,10,,,498,30,,,,,323,7,134,22,,,254,52,,,,,,,,,,,,,,,,,,,,,127,12,,,,,,,,,,,,,,,,,,,,,,,,,,,651,17,105,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,21,2136,12544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,7,,,,,,,,,,,,,,,,,,,,,,,350,5,,,,,,,3423,4,,,,,,,,,3451,26,3,30,211,46,,,,,1105,4,,,,,326,43,,,,,,,,,,,,,,,,,,,,,,,,,,,147,7,,,,,172,8,,,,,,,,,,,,,,,355,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3,,,,,,,,,,,,,,,,,,,,,942,6,,,,,,,,,,,,,,,,,,,,,,,,,1246,4,,,,,,,,,,,,,80,67,,,,,,,,,,,,,,,,,11,8,,,173,2,,,,,7,2,,,3,3,,,292,7,,,,,,,,,,,,,,,,,,,35,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,76
21,22,27443,12508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,29,,,,,,,49,25,,,12,3,33,31,3736,3,,,,,18,13,,,509,140,15,3,460,31,35,6,,,,,105,26,,,359,36,,,,,,,,,,,,,,,,,,,,,24,37,,,,,83,10,,,,,,,,,,,,,,,,,,,,,495,20,1281,8,,,,,,,,,,,,,370,3,,,,,,,,,,,,,,,,,,,41,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,32,,,,,,,,,,,,,,,,,,,,,,,,,263,22,,,,,151,25,,,,,,,633,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,5,,,,,,,,,,,45,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3420,2
22,23,5072,11062,,,,,,,,,,,1,23,,,,,,,,,,,,,,,,,,,23,15,,,,,165,2,,,,,,,,,6,55,,,,,,,,,,,,,138,9,604,40,,,,,,,,,6789,15,6,11,75,79,,,,,,,,,,,318,44,,,,,,,,,,,,,,,38,2,,,,,,,504,2,,,,,,,,,,,,,,,144,9,,,,,,,,,81,75,1082,12,,,,,,,,,,,,,70,11,,,,,,,,,,,,,,,,,,,,,,,,,23,2,,,30,2,,,412,2,27,7,,,,,,,,,,,,,63,54,6,12,125,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,63,,,,,,,,,,,,,,,,,,,8,3,,,,,,,,,,,,,,,30,49,,,,,149,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,64
23,24,3886,9996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,5,,,,,,,,,,,,,,,20,24,,,,,,,144,11,,,,,104,10,3163,6,,,,,,,,,1628,63,5,16,368,33,24,11,,,103,13,162,14,,,468,30,,,,,5,2,,,,,,,,,,,,,,,20,39,,,,,,,,,,,524,2,,,,,,,,,,,,,,,719,15,99,53,,,,,,,,,,,,,19,34,,,,,,,,,6,2,,,,,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,40,6,11,95,10,,,,,,,,,,,,,,,,,,,,,211,24,,,,,751,6,,,,,168,3,214,38,,,,,,,,,,,,,,,,,,,,,40,11,24,9,,,,,309,3,,,,,111,19,,,,,,,,,,,,,,,,,,,58,9,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,50
24,25,822,8269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,12,,,,,,,,,,,,,,,19,25,,,,,,,478,3,,,5,6,20,42,924,26,,,,,25,11,,,2909,32,1,46,535,29,,,,,,,143,20,,,489,28,,,,,,,,,,,,,,,,,,,,,33,31,,,,,,,,,,,96,17,,,,,,,,,,,,,,,462,22,265,28,,,,,,,,,,,,,29,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241,21,5,13,46,19,,,,,,,,,,,,,,,,,,,,,267,21,,,,,153,24,,,,,,,633,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,21,,,,,,,,,,,,,,,,,,,,,,,,,2,52,,,,,,,,,13,18,,,,,,,,,,,,,,,,,,,,,,,349,21
