bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fj,fj_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gcr,gcr_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
25821,37409,11,,,,,,,,,,,321,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6316,9,,,,,,,,,1971,82,34,2,3480,8,,,,,,,,,,,,,14278,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2367,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2199,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687,4,,,,,,,,,,,,,,,,,,,,,,,5526,1
2181,32583,12,,,,,,,,,,,,,,,,,,,,,,,11,3,,,,,,,282,8,,,,,,,,,,,,,,,31,23,,,,,,,278,13,,,,,369,4,2482,25,,,,,393,8,,,9602,16,17,8,1346,20,121,4,15,5,,,1301,6,,,,,3045,9,,,,,,,,,,,,,,,,,,,,,,,236,10,,,,,138,10,,,,,392,15,,,,,,,253,5,,,,,,,27,4,1289,21,1262,13,,,,,,,45,3,,,,,46,19,,,,,,,,,,,,,,,14,3,64,10,76,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864,14,16,8,226,13,,,,,,,,,,,,,,,,,,,,,1555,8,,,,,430,20,,,,,336,6,2265,10,,,,,,,,,,,15,4,,,,,43,6,,,120,11,85,9,,,,,44,11,27,1,,,853,5,,,,,,,,,,,,,201,6,,,,,123,9,,,,,211,9,20,2,,,,,,,,,,,,,,,,,,,14,6,,,,,,,,,,,2000,9
181,31506,13,23,3,,,,,,,,,203,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,11,,,,,,,,,,,,,190,10,5195,12,,,,,,,,,14300,10,,,3343,11,,,15,4,,,144,30,,,,,1863,15,,,,,,,,,,,,,,,,,,,,,,,155,15,,,,,646,2,,,,,266,17,,,,,,,,,,,,,,,,,884,32,233,44,,,,,,,,,,,,,,,,,,,,,18,4,,,,,,,,,102,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711,17,,,177,16,,,,,,,,,,,,,,,,,,,,,442,23,,,,,473,19,,,,,,,673,27,,,,,,,,,,,,,,,,,516,2,,,,,,,,,,,,,,,,,512,9,,,,,,,,,,,,,23,13,,,,,36,18,,,,,58,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237,27
29351,29899,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,3,,,,,,,,,,,,,,,,,,,,,,,,,205,18,,,,,,,6910,7,,,,,,,,,5262,37,,,288,49,173,2,,,,,178,26,,,,,606,48,,,,,,,,,,,,,,,,,,,,,,,274,8,,,,,,,,,,,96,26,29,5,,,,,,,,,,,,,,,,,223,45,,,,,,,,,,,,,21,31,,,,,,,,,,,,,,,,,524,2,197,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259,35,,,,,,,,,,,,,,,,,,,,,,,,,1435,9,,,,,,,,,,,,,11352,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,40,,,,,,,,,,,,,,,,,,,,,,,,,1028,1,,,,,,,,,573,5,,,,,,,,,,,,,,,,,,,,,,,160,31
1294,29145,15,,,,,,,,,,,48,15,,,,,17,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,8,,,,,,,,,,,,,113,12,3275,20,,,,,,,,,11485,12,11,12,1951,15,,,9,9,90,13,540,9,,,,,3655,7,,,,,,,,,,,,,,,10,6,,,,,,,209,12,,,,,,,,,,,552,12,,,,,,,35,14,,,,,13,3,,,3673,8,,,,,,,,,,,,,,,485,2,,,,,,,,,,,,,,,,,,,83,6,,,,,,,,,,,,,,,7,10,,,,,,,,,,,,,691,18,,,82,23,,,,,,,12,4,,,,,,,,,,,,,95,43,,,,,,,,,,,,,1220,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395,15,,,,,,,,,,,,,40,10,,,,,23,22,,,,,35,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,28
320,27512,16,,,,,,,,,,,152,10,,,,,18,5,,,,,,,,,20,1,,,433,5,,,,,,,,,16,3,,,,,37,19,,,,,,,232,17,,,9,5,58,22,3859,18,,,,,486,7,,,8033,23,22,6,1562,19,99,6,,,76,14,816,7,,,,,2325,13,,,,,,,13,3,,,,,17,2,,,36,3,,,,,87,24,85,6,,,,,,,,,1267,3,,,,,,,236,7,,,,,,,17,5,817,33,363,32,,,,,12,5,,,,,26,3,51,17,,,,,,,9,5,,,,,,,,,75,9,75,9,,,,,,,,,9,7,,,,,74,5,,,,,,,,,,,,,1418,7,24,3,191,15,,,,,,,8,6,,,,,,,,,,,,,861,13,,,,,549,17,,,,,239,8,1581,14,,,,,,,,,,,,,8,3,,,,,,,232,5,241,4,,,,,22,14,,,,,145,27,,,,,11,8,,,29,4,,,21,16,,,,,51,10,,,15,1,83,15,,,,,,,,,36,16,,,,,,,,,,,9,10,,,,,,,,,,,216,29
2136,27502,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431,6,,,,,,,,,,,,,,,,,,,,,,,927,3,,,,,,,8069,3,,,,,,,,,7240,25,7,23,341,47,,,,,1080,4,,,,,,,692,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268,7,,,,,952,6,14,6,,,,,,,,,,,,,,,896,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3,,,,,,,,,,,,,,,,,,,,,2609,3,,,,,,,,,,,,,,,,,,,,,,,,,2549,4,,,,,,,,,,,,,90,75,,,,,,,,,,,,,,,,,12,7,,,576,1,,,,,7,2,,,6,3,,,506,10,,,,,,,,,,,,,,,,,,,123,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,44
463,24678,18,,,16,3,,,,,,,,,,,,,,,15,6,,,,,,,,,,,47,15,,,,,,,,,14,5,,,,,49,15,,,,,,,258,16,,,,,98,13,2286,29,,,,,,,,,11707,11,7,22,1111,26,25,14,10,7,19,20,163,28,,,,,1212,27,,,,,,,,,,,,,,,,,,,,,,,94,23,,,,,35,14,,,,,97,25,,,,,,,56,11,,,,,,,,,922,29,2312,12,,,,,,,,,,,,,48,18,,,,,,,9,6,,,,,,,,,23,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282,32,12,10,52,25,,,,,,,,,,,,,,,,,,,,,399,26,,,,,840,9,,,,,,,1289,18,,,,,,,,,,,,,,,,,,,,,,,18,16,,,,,32,12,,,,,159,25,,,,,,,,,,,,,62,9,,,,,41,16,,,,,97,14,,,,,,,,,50,14,,,,,,,,,,,,,,,,,,,,,,,712,12
39856,24392,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431,7,,,,,,,,,,,,,,,215,2,,,,,,,276,15,,,,,36,31,1948,33,,,,,,,,,5515,35,,,4319,6,,,,,,,88,40,,,,,1619,17,,,,,,,,,,,,,,,,,,,,,,,243,9,,,,,,,,,,,228,19,,,,,,,,,,,,,,,,,5719,5,,,,,,,,,,,,,,,45,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,33,,,,,,,,,,,,,,,,,,,,,536,20,,,,,513,18,,,,,,,2113,11,,,,,,,,,,,11,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269,26
3886,22274,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567,4,,,,,,,,,,,,,,,21,30,,,,,,,379,11,,,,,81,18,7226,5,,,,,,,,,3557,47,10,14,755,31,41,9,10,8,144,9,316,21,,,,,765,41,,,,,8,4,,,,,,,,,,,,,,,,,29,39,,,,,,,,,,,1391,2,,,,,,,,,,,,,,,,,2257,13,221,46,,,,,,,,,,,,,15,42,,,,,,,,,19,2,,,,,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,41,9,13,275,9,,,,,,,,,,,,,,,,,,,,,701,18,,,,,612,14,,,,,564,2,338,40,,,,,,,,,,,,,,,,,,,,,191,7,54,11,,,,,1206,2,,,,,156,26,,,,,,,,,,,,,,,,,,,42,15,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,42
1258,22158,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,24,,,,,,,2815,22,,,,,,,,,19075,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2425,22095,22,,,,,,,,,,,120,11,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3,,,,,,,31,24,,,,,,,276,14,,,,,83,17,2117,31,,,,,,,,,4662,40,14,9,1176,23,,,9,10,139,10,246,22,,,,,1431,22,,,,,,,,,,,,,,,,,,,,,,,229,11,,,,,,,,,,,339,16,,,,,,,,,,,,,,,,,1363,18,711,20,,,,,,,,,,,,,13,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245,38,,,,,,,,,,,,,,,,,,,,,,,,,1578,7,,,,,597,15,,,,,397,5,5164,5,,,,,,,,,,,,,,,,,,,,,152,8,,,,,,,,,,,,,196,19,,,,,16,5,,,,,,,,,,,,,,,,,,,572,3,,,,,,,,,56,13,,,,,,,,,,,,,,,,,,,,,,,151,35
2162,20363,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,4,,,,,7,58,,,,,,,105,22,,,,,22,38,1227,47,,,,,,,,,9680,15,,,691,34,,,,,,,146,29,,,,,943,33,,,,,14,3,,,,,,,,,,,,,,,,,19,46,,,,,,,,,,,214,20,,,,,,,14,18,,,,,,,10,8,532,46,193,52,,,,,,,8,4,,,,,65,14,,,,,,,,,,,,,,,,,23,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,58,8,14,,,,,,,,,,,,,,,,,,,,,,,437,24,,,,,199,29,,,,,17,12,4198,7,,,,,,,,,,,,,,,,,7,8,,,,,20,15,,,,,17,16,,,,,100,34,,,,,,,,,,,,,,,,,,,28,21,,,,,129,11,,,,,,,,,33,17,,,,,,,,,,,,,,,,,,,,,,,1140,11
1111,20352,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,18,,,,,,,,,,,,,,,3793,19,,,,,590,5,,,5254,38,,,1232,21,,,,,,,,,,,,,343,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9096,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
