,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
10,11,29351,17917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,2,,,,,,,,,,,,,,,,,,,,,,,,,98,15,,,,,,,2887,6,,,,,,,,,2970,28,,,144,53,112,3,,,,,70,24,,,292,47,,,,,,,,,,,,,,,,,,,,,217,7,,,,,,,,,,,34,29,11,6,,,,,,,,,,,,,,,,,170,39,,,,,,,,,,,,,14,41,,,,,,,,,,,,,,,,,274,2,79,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,34,,,,,,,,,,,,,,,,,,,,,,,,,574,8,,,,,,,,,,,,,8202,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,36,,,,,,,,,,,,,,,,,,,,,,,,,721,1,,,,,,,,,783,3,,,,,,,,,,,,,,,,,,,,,,,85,41
11,12,2425,16141,,,,,,,,,,,57,11,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,,,,,,20,18,,,,,,,94,16,,,,,80,13,1314,16,,,,,,,,,3991,21,3,35,1349,13,,,6,10,168,8,139,10,,,1024,16,,,,,,,,,,,,,,,,,,,,,119,13,,,,,,,,,,,147,11,,,,,,,,,,,,,,,,,998,6,535,19,,,,,,,,,,,,,7,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263,20,,,,,,,,,,,,,,,,,,,,,,,,,1011,5,,,,,814,5,,,,,151,3,3176,4,,,,,,,,,,,,,,,,,,,,,58,9,,,,,,,,,,,,,166,8,,,,,3,8,,,,,,,,,,,,,,,,,,,263,4,,,,,,,,,27,15,,,,,,,,,,,,,,,,,,,,,,,155,26
12,13,25821,14573,,,,,,,,,,,516,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2289,10,,,,,,,,,828,97,6,15,1320,15,,,,,,,,,,,4153,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2268,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455,7,,,,,,,,,,,,,,,,,,,,,,,1598,7
13,14,2243,14295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,11,,,,,,,,,,,,,,,9,45,,,,,,,,,,,,,,,3846,3,,,,,,,,,4890,19,,,,,,,,,,,,,,,1142,12,,,,,,,,,,,,,,,,,,,,,,,,,,,93,10,,,,,130,13,,,,,,,,,,,,,,,,,500,19,193,38,,,,,,,,,,,,,13,45,,,,,,,,,,,,,,,,,46,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,844,5,,,,,,,,,,,,,,,,,,,,,,,,,703,7,,,,,390,13,,,,,15,11,743,15,,,,,,,,,,,9,2,,,,,,,,,,,74,4,,,,,582,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,67
14,15,13,14244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,13,,,,,,,77,20,,,2,8,36,21,998,22,,,,,17,10,,,6387,14,4,19,1513,11,,,7,7,,,34,37,2,2,533,28,,,,,,,,,,,1,4,,,,,,,,,1007,2,,,,,,,,,,,97,15,,,5,1,,,,,,,,,,,,,277,31,1099,12,,,,,,,,,,,,,36,16,,,,,,,,,,,,,,,,,,,8,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554,12,10,3,36,22,,,,,,,,,,,,,,,,,,,,,145,29,,,,,256,17,,,,,24,9,562,19,,,,,,,,,,,,,,,,,,,,,17,15,20,9,,,,,46,10,,,,,76,22,,,,,,,,,,,,,,,,,,,19,24,,,,,,,,,,,,,,,14,19,,,,,,,,,,,,,,,,,,,,,,,297,20
15,16,811,14231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,4,,,,,,,11,45,,,,,,,1433,15,,,,,,,,,4293,20,4,23,1550,9,,,,,,,58,28,,,1082,14,,,,,,,,,,,,,8,4,,,,,,,498,5,,,,,,,,,,,93,18,,,,,,,,,,,,,,,,,84,74,320,25,,,,,,,,,,,,,545,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,712,6,,,26,23,,,,,,,,,,,,,,,,,,,,,278,20,,,,,668,7,,,,,141,4,219,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2135,6
16,17,320,13728,,,,,,,,,,,73,10,,,,,10,3,,,,,,,,,6,1,,,77,9,,,,,,,,,8,4,,,,,39,8,,,,,,,101,14,,,9,3,44,20,969,23,,,,,130,6,,,5952,15,14,3,1013,19,23,10,,,56,15,130,12,,,1142,11,,,,,,,4,3,,,5,2,,,6,4,,,,,70,22,55,5,,,,,,,,,182,9,,,,,,,258,4,,,,,,,13,4,210,37,231,33,,,,,10,3,,,,,6,3,15,36,,,,,,,6,4,,,,,,,,,24,10,11,10,,,,,,,,,6,6,,,,,41,5,,,,,,,,,,,,,631,8,11,2,55,13,,,,,,,6,4,,,,,,,,,,,,,401,12,,,,,260,16,,,,,79,8,746,14,,,,,,,,,,,,,6,2,,,,,,,63,7,46,6,,,,,,,,,,,66,30,,,,,20,5,,,3,4,,,10,15,,,,,23,20,,,7,1,38,17,,,,,,,,,41,12,,,,,,,,,,,7,3,,,,,,,,,,,260,22
17,18,50381,12836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,27,946,24,,,,,,,,,9705,9,,,474,29,,,,,93,13,99,18,,,244,50,,,,,,,,,,,,,,,,,,,,,111,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574,17,76,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,19,181,12528,8,4,,,,,,,,,73,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,23,,,,,,,,,,,,,102,10,1152,19,,,,,,,,,6442,13,,,1522,10,,,3,16,,,55,29,,,937,17,,,,,,,,,,,,,,,,,,,,,110,17,,,,,213,4,,,,,49,23,,,,,,,,,,,,,,,,,214,35,113,50,,,,,,,,,,,,,,,,,,,,,2,9,,,,,,,,,17,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283,18,,,23,25,,,,,,,,,,,,,,,,,,,,,168,27,,,,,124,30,,,,,,,484,22,,,,,,,,,,,,,,,,,122,3,,,,,,,,,1,4,,,,,,,151,10,,,,,,,,,,,,,8,16,,,,,21,22,,,,,29,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,40
19,20,1294,12072,,,,,,,,,,,55,13,,,,,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,7,,,,,,,,,,,,,50,17,1040,20,,,,,,,,,5841,16,12,4,675,25,,,,,45,16,83,21,,,1776,6,,,,,,,,,,,,,10,3,,,,,,,102,18,,,,,,,,,,,94,17,,,,,,,22,14,,,,,8,2,,,987,7,,,,,,,,,,,,,,,19,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,10,,,,,,,,,,,,,369,14,,,26,24,,,,,,,12,3,,,,,,,,,,,,,37,51,,,,,,,,,,,,,416,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,14,,,,,,,,,,,,,32,11,,,,,27,18,,,,,23,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,31
20,21,5072,10623,,,,,,,,,,,5,22,,,,,,,,,,,,,,,,,,,15,17,,,,,112,2,,,,,,,,,13,31,,,,,,,,,,,,,126,8,374,51,,,,,,,,,7217,11,5,17,90,68,,,,,43,17,,,,,315,44,,,,,,,,,,,,,,,45,2,,,,,,,720,2,,,,,,,,,,,,,,,,,141,9,,,,,,,,,84,75,326,24,,,,,,,,,,,,,44,13,,,,,,,,,,,,,,,,,,,,,,,,,20,1,,,29,3,,,132,2,30,7,,,,,,,,,,,,,47,60,4,11,258,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,60,,,,,,,,,,,,,,,,,,,13,2,,,,,,,,,,,,,,,20,50,,,,,262,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,64
21,22,2136,10516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,7,,,,,,,,,,,,,,,,,,,,,,,291,4,,,,,,,2197,11,,,,,,,,,3357,24,6,12,184,48,,,,,827,4,,,,,419,31,,,,,,,,,,,,,,,,,,,,,,,,,,,127,7,,,,,142,12,,,,,,,,,,,,,,,,,296,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,,,,,,,,,,,,,,,,,,,,,913,4,,,,,,,,,,,,,,,,,,,,,,,,,932,6,,,,,,,,,,,,,62,71,,,,,,,,,,,,,,,,,6,8,,,133,2,,,,,5,2,,,6,2,,,409,5,,,,,,,,,,,,,,,,,,,33,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,58
22,23,27443,10305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,32,,,,,,,48,24,,,8,5,118,9,569,39,,,,,9,15,,,540,130,10,6,462,30,68,4,,,,,68,25,,,331,43,,,,,,,,,,,,,,,,,,,,,24,34,,,,,55,12,,,,,,,,,,,,,,,,,,,,,,,473,21,2367,6,,,,,,,,,,,,,340,5,,,,,,,,,,,,,,,,,,,29,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,29,,,,,,,,,,,,,,,,,,,,,,,,,301,17,,,,,135,27,,,,,,,624,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415,2,,,,,,,,,,,45,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3102,1
23,24,3886,9847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,5,,,,,,,,,,,,,,,12,35,,,,,,,115,12,,,,,67,16,2859,7,,,,,,,,,1822,51,7,9,419,34,15,16,4,13,116,12,137,11,,,400,33,,,,,3,4,,,,,,,,,,,,,,,29,30,,,,,,,,,,,542,2,,,,,,,,,,,,,,,,,833,10,125,45,,,,,,,,,,,,,11,48,,,,,,,,,6,2,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,36,2,17,68,11,,,,,,,,,,,,,,,,,,,,,245,22,,,,,754,6,,,,,186,2,221,33,,,,,,,,,,,,,,,,,,,,,75,4,23,8,,,,,305,3,,,,,75,23,,,,,,,,,,,,,,,,,,,33,12,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,54
24,25,2719,8184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,86,,,,,,,8,57,,,,,23,32,683,29,,,,,,,,,5307,18,4,26,316,35,11,18,,,,,42,33,,,683,20,,,,,,,,,,,,,,,,,,,,,114,14,,,,,,,,,,,42,27,,,,,,,,,,,,,,,,,380,25,,,,,,,,,,,,,,,58,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,46,,,,,,,,,,,,,,,,,,,,,,,,,45,46,,,,,,,,,,,,,190,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,41,,,,,,,,,,,,,,,,,,,,,,,,,13,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,28
