,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,ba,ba_rank,bar,bar_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nrm,nrm_rank,oc,oc_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,yi,yi_rank,zh,zh_rank
29,30,30549,8981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,45,,,,,34,23,780,50,,,,,,,,,6518,17,,,,,,,,,,,,,,,451,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,62,523,22,,,,,,,,,,,11,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,30,,,23,31,,,,,,,,,,,,,,,,,,,,,,,,,217,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,31,9209,8815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,59,,,,,,,,,,,,,36,22,783,49,,,,,,,,,6008,23,,,49,84,,,,,,,118,21,,,13,308,,,,,,,,,,,,,,,,,,,,,,,,,,,50,25,,,,,,,,,,,,,,,519,29,3,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,313,21,5,16,116,8,,,,,,,,,,,,,323,22,,,,,,,,,,,296,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,21,,,,,,,,,,,17,10,,,,,,,,,,,,,,,,,,,,,7,13,,,,,,,,,,,,,,,,,,,,
31,32,5432,8463,,,,,,,,,,,87,8,,,6,2,,,,,,,,,,,9,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306,83,,,,,,,,,6012,22,,,662,21,,,,,110,7,17,64,,,183,76,,,,,,,,,,,,,3,4,140,11,41,3,,,,,,,,,,,,,,,260,5,,,,,,,,,102,76,91,51,,,,,,,,,,,6,54,,,,,,,,,,,,,,,,,23,7,,,,,,,5,6,,,5,3,,,,,,,,,,,,,,,88,50,10,14,20,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,2,21,4,,,164,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,40
32,33,2719,8337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,81,,,,,,,,,,,,,25,28,618,58,,,,,,,,,5760,25,9,28,258,34,,,,,,,54,33,,,838,26,,,,,,,,,,,,,,,79,20,,,,,,,,,,,11,43,,,,,,,,,,,,,,,234,46,,,,,,,,,,,,,15,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,54,,,,,,,,,,,,,,,,,34,64,,,,,,,,,,,195,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,45,,,,,,,,,,,,,,,,,,,,,,,6,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,32
33,34,6819,8105,,,,,,,,,,,,,,,,,,,,,,,,,,,21,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,17,5334,2,,,,,,,,,1486,71,13,16,,,,,,,,,25,52,,,209,72,,,,,,,,,,,,,,,49,24,,,,,,,,,,,,,,,,,,,,,,,9,3,,,104,75,,,,,,,,,,,,,17,36,,,,,,,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,,,,,70,56,,,13,37,,,,,,,,,,,,,308,24,,,,,81,31,,,,,149,53,,,,,,,,,,,,,,,,,16,16,,,,,,,,,,,,,41,48,,,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,33
34,35,3886,8027,,,,,,,,,,,,,,,,,,,,,,,,,,,253,4,,,,,,,,,,,,,,,23,23,,,,,,,,,,,,,90,12,3576,10,,,,,,,,,24,853,13,15,279,33,16,13,,,10,15,189,12,,,338,55,,,10,3,,,,,,,,,,,36,28,,,,,,,,,,,618,2,,,,,,,,,,,,,,,606,26,116,45,,,,,,,,,,,21,32,,,,,,,,,15,2,,,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,43,10,13,118,7,,,,,,,,,,,,,230,26,,,,,484,8,,,219,2,171,50,,,,,,,,,,,,,,,,,62,9,1,15,,,,,,,,,,,55,40,,,,,,,,,,,,,,,,,262,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,34
35,36,891,7797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,41,,,,,,,,,,,,,,,725,52,,,,,,,,,4311,36,,,866,16,,,,,,,,,,,924,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,37,36218,7470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,38,,,,,,,82,19,,,,,8,53,1357,28,,,,,,,,,4254,37,,,,,,,,,,,27,48,,,273,62,,,,,,,,,,,,,,,15,41,,,,,,,,,,,,,,,,,,,,,,,,,,,128,68,788,16,,,,,,,,,,,23,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,31,,,35,27,,,,,,,,,,,,,89,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,30
37,38,2281,7193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,25,,,,,,,,,,,,,,,,,,,,,,,,,4406,35,,,1436,11,,,,,,,,,,,533,35,,,,,,,,,,,,,,,39,27,,,,,,,,,,,,,,,,,,,,,,,,,,,656,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,39,41114,6977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6782,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,40,2398,6885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262,93,,,,,,,,,5835,24,11,22,,,,,,,,,16,67,,,484,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,59,,,,,,,,,,,,,,,,,21,80,,,,,,,,,,,126,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,57,,,,,,,,,,,,,,,,,40,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,41,74,6347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6211,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,42,2386,6335,,,,,,,,,,,11,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,47,,,,,,,23,30,,,,,,,,,,,,,,,,,2950,45,13,14,1626,9,,,,,,,54,32,,,502,38,,,,,,,,,,,,,,,45,25,,,,,,,,,,,38,29,,,,,,,,,,,,,,,299,41,,,,,,,,,,,,,33,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,10,79,15,,,,,,,,,,,,,84,46,,,,,58,34,,,,,13,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,26,,,,,,,,,,,8,12,,,,,,,,,,,8,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364,13
42,43,1258,6130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,33,,,,,,,1868,16,,,,,,,,,4202,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,44,172225,6032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5577,27,,,,,,,,,,,,,,,438,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,45,2381,5744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,27,,,,,,,,,,,,,,,,,,,,,,,,,4585,33,,,486,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,46,3955,5701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,55,,,,,,,12,43,,,,,,,233,106,,,,,,,,,2519,52,,,432,28,,,,,,,,,,,679,32,,,,,,,,,,,,,,,,,,,,,,,,,,,114,20,,,,,,,,,,,,,,,961,16,,,,,,,,,,,,,328,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330,14
46,47,2407,5563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,263,,,,,,,,,5482,28,,,30,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,48,1917,5548,,,,,,,,,,,11,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,44,,,,,,,25,28,,,,,216,3,427,67,,,,,,,,,2788,48,2,48,338,30,,,,,57,9,20,57,,,384,48,,,,,,,,,,,,,,,90,18,,,,,,,,,,,,,,,,,,,,,,,,,,,127,69,,,,,,,,,,,,,22,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,733,9,,,11,38,,,,,,,,,,,,,,,,,,,,,,,,,130,56,,,,,,,,,,,,,,,,,13,17,,,,,,,,,,,,,81,31,,,,,,,,,,,,,,,,,,,,,,,6,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,43
48,49,483,5454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,40,,,,,,,,,,,,,25,27,308,82,,,,,,,,,3610,41,,,,,,,,,,,31,42,,,345,54,,,,,,,,,,,,,,,16,38,,,,,,,,,,,,,,,,,,,,,,,3,5,,,188,53,370,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,48,,,25,29,,,,,,,,,,,,,17,93,,,,,55,35,,,,,229,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,51,,,,,,,,,,,,,,,,,33,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,38
49,50,18011,5331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3,,,,,,,,,21,24,,,,,,,85,18,,,,,,,190,124,,,,,,,,,2254,55,19,7,525,24,13,15,,,,,15,72,,,137,91,,,,,,,,,,,,,,,35,29,12,5,,,,,,,,,37,30,,,,,,,,,,,,,,,54,104,909,15,,,,,,,,,,,22,31,,,,,,,,,9,3,,,,,,,,,,,,,,,11,5,,,,,16,8,,,,,,,,,,,,,37,76,11,11,8,40,,,,,,,,,,,,,50,55,,,,,86,30,,,,,565,29,,,,,,,,,,,,,8,5,12,3,12,21,,,,,,,,,,,,,22,60,,,,,9,6,,,,,,,,,,,55,21,,,,,22,20,,,4,2,,,,,50,10,,,,,,,,,,,,,,,,,,,,
50,51,2785,5325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,2,,,,,,,,,,,,,24,29,302,84,,,,,,,,,571,151,10,26,1980,6,,,12,6,,,2,140,,,902,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644,23,57,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669,10,,,,,,,,,,,,,,,5,1,41,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,,,,,,,,,,,,,12,96
51,52,55763,4820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,50,1407,25,,,,,,,,,1418,74,,,,,,,,,,,80,25,,,503,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503,30,583,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,28,,,,,,,,,,,,,,,,,122,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,53,13713,4770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,30,,,,,,,,,,,,,49,18,1058,37,,,,,,,,,1606,68,,,154,50,,,6,13,,,34,40,,,683,31,,,,,,,,,,,,,,,17,37,,,,,,,,,,,10,46,,,,,,,,,,,,,,,155,59,323,28,,,,,,,,,,,,,,,,,,,,,,,,,,,7,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,35,,,,,165,24,,,,,29,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,53,,,,,,,,,,,,,,,,,186,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,28
53,54,4192,4694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,36,,,,,,,44,22,,,,,33,25,877,43,,,,,,,,,5,950,,,214,38,,,,,,,40,37,,,140,90,,,,,,,,,,,5,3,,,5,45,,,,,,,,,,,94,22,,,,,,,,,,,,,,,388,35,310,29,,,,,,,,,,,,,,,,,,,,,,,,,,,2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,34,,,,,,,,,,,,,,,,,119,37,,,,,,,,,,,2161,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,42,,,,,,,,,,,,,,,,,,,,,,,40,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,55,1269,4535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1272,31,,,,,,,,,2722,49,,,,,,,,,,,314,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,56,68448,4454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,67,,,,,,,,,,,,,13,40,604,59,,,,,,,,,2585,51,,,,,,,,,,,,,,,828,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,55,,,,,,,,,,,,,17,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,58,,,,,,,1,7,,,,,,,,,155,29,,,,,12,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,57,98,4274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,33,337,73,,,,,,,,,3267,43,,,58,77,,,,,,,13,76,,,96,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,56,,,,,,,,,,,,,11,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,41,,,23,30,,,,,,,,,,,,,,,,,,,25,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,35
57,58,9364,4071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3594,9,,,,,,,,,405,185,,,,,,,,,,,,,,,52,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,59,1293,4070,,,,,,,,,,,8,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,49,,,,,,,9,47,,,,,,,221,109,,,,,,,,,2893,47,,,156,48,,,,,,,27,47,,,255,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,40,,,,,,,,,,,,,,,,,47,57,,,,,32,46,,,,,160,51,,,,,,,,,,,,,,,,,,,15,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,60,11733,3923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,137,,,,,,,7,1,877,113,,,,,,,,,,,,,,,155,84,,,,,,,,,,,,,,,,,,,,,252,4,,,,,11,44,,,,,,,,,,,,,,,2316,3,47,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,,,,,,,,,,65,4,,,,,30,7,,,,,7,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,,,,,,,,,,,,,,,,,,,,,,,,
60,61,3720,3911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,45,150,136,,,,,772,1,,,1718,63,,,140,53,,,,,,,,,,,210,71,,,,,,,,,,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,872,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,62,11634,3890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3811,40,,,,,,,,,,,,,,,38,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,78
62,63,28,3751,,,,,,,,,,,175,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386,69,,,,,,,,,2258,54,,,209,40,,,,,,,,,,,298,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,47,,,,,,,,,,,,,,,,,136,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,64,2399,3677,,,,,,,,,,,32,12,,,,,,,9,4,,,,,,,12,17,,,,,,,,,14,4,,,,,26,21,,,,,,,25,29,,,,,,,191,122,,,,,,,,,1711,64,9,27,301,31,,,,,10,14,25,51,,,144,86,,,,,,,,,,,,,,,34,30,,,,,,,,,,,24,33,,,,,,,,,,,,,,,140,63,192,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,65,,,,,,,4,6,,,,,,,,,74,49,,,,,153,26,,,16,11,336,34,,,,,,,,,,,,,,,,,8,28,,,,,,,,,,,,,50,43,,,,,,,,,,,,,,,,,25,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,41
64,65,34848,3665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,46,717,53,,,,,,,,,2428,53,,,169,45,,,,,,,7,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,64,103,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,49
