,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,as,as_rank,ast,ast_rank,avk,avk_rank,awa,awa_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,diq,diq_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fj,fj_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gcr,gcr_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,ti,ti_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
10,11,811,23383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,6,,,,,,,25,46,,,,,,,2701,12,,,,,,,,,,,8000,18,5,22,1452,19,,,,,,,208,19,,,,,2711,7,,,,,,,,,,,,,,,3,6,,,,,,,629,5,,,,,,,,,,,233,12,,,,,,,,,,,,,,,,,176,68,269,33,,,,,,,,,,,,,146,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718,3,,,36,27,,,,,,,,,,,,,,,,,,,,,776,14,,,,,479,14,,,,,377,2,454,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2863,3
11,12,1294,22396,,,,,,,,,,,41,22,,,,,,,6,7,,,,,,,,,,,,,,,,,13,20,,,,,,,,,,,,,,,56,13,,,,,,,,,,,,,69,15,2172,16,,,,,,,,,,,10146,12,6,17,1342,20,,,8,8,136,11,282,10,,,,,2562,8,,,,,,,,,,,,,,,11,3,,,,,,,219,10,,,,,,,,,,,233,13,,,,,,,23,15,,,,,6,3,3,11,2000,6,,,,,,,,,,,,,,,172,4,,,,,,,,,,,,,,,,,,,18,11,,,,,,,3,5,,,,,,,6,11,,,,,,,,,,,,,881,12,,,32,28,,,,,,,2,9,,,,,,,,,,,,,51,56,,,,,,,,,,,,,1414,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,11,,,,,214,15,,,,,,,,,,,,,29,12,,,,,,,22,26,,,,,17,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,41
12,13,320,22167,,,,,,,,,,,93,14,,,,,,,13,4,,,,,,,,,,,,,4,1,,,220,6,,,,,,,,,4,6,,,,,67,9,,,,,,,227,16,,,8,6,50,20,2139,17,,,,,,,316,5,,,6674,22,10,7,1843,14,17,10,,,88,15,286,9,,,,,3157,5,,,,,7,3,5,3,,,,,6,2,10,4,17,3,,,,,142,18,47,5,,,,,,,,,542,3,,,,,,,260,7,,,,,,,11,6,586,29,232,36,,,,,4,6,,,,,7,3,30,30,,,,,,,5,8,,,,,,,,,50,8,18,10,,,,,,,,,6,7,,,,,91,5,,,,,,,,,,,,,972,11,16,4,60,19,,,,,,,7,5,,,,,,,,,,,,,1062,11,,,,,347,18,,,,,256,5,1121,15,,,,,,,,,,,,,5,3,,,,,,,162,4,202,3,,,,,35,13,,,,,149,21,,,,,10,6,,,,,,,27,13,,,,,8,4,50,19,,,3,1,39,26,,,,,,,,,51,16,,,,,,,,,,,3,11,,,,,,,,,,,290,25
13,14,2243,21667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,15,,,,,,,,,,,,,,,17,39,,,,,,,,,,,,,,,4132,5,,,,,,,,,,,7552,20,,,,,,,,,,,7,122,,,,,1624,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,9,,,,,142,16,,,,,,,,,,,,,,,,,789,22,595,18,,,,,,,,,,,,,27,33,,,,,,,,,,,,,,,,,77,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1368,5,,,,,,,,,,,8,3,,,,,,,,,,,,,2436,3,,,,,573,11,,,,,32,11,1057,19,,,,,,,,,,,3,7,,,,,,,,,,,158,4,,,,,676,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241,27
14,15,50381,21532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,27,1397,26,,,,,,,,,,,16998,5,,,609,32,,,,,24,17,226,15,,,,,329,68,,,,,,,,,,,,,,,,,,,,,,,183,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998,15,73,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,16,463,21315,3,7,8,2,,,,,,,,,,,,,,,,,,,,,5,6,,,,,,,,,,,35,14,,,,,,,,,2,9,,,,,39,18,,,,,,,227,17,,,,,89,13,1697,23,,,,,,,,,,,9693,13,2,47,1010,25,11,15,3,18,17,21,132,27,,,,,1108,23,,,,,,,,,,,,,,,,,,,,,,,145,17,,,,,13,15,,,,,73,23,,,,,,,31,14,,,,,,,,,1108,13,1838,7,,,,,,,,,,,,,33,28,,,,,,,3,10,,,,,,,,,11,12,,,,,,,,,,,,,,,,,10,10,,,,,,,,,,,,,620,20,3,15,84,17,,,,,,,,,,,,,,,,,,,,,333,28,,,,,859,9,,,,,,,1084,18,,,,,,,,,,,,,,,,,,,,,,,5,17,,,,,13,18,,,,,133,22,,,,,,,,,,,,,65,9,,,,,,,46,22,,,,,68,14,,,,,,,,,27,19,,,,,,,,,,,,,,,,,,,,,,,629,16
16,17,181,20014,10,5,,,,,,,,,117,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,14,,,,,,,,,,,,,107,11,3113,8,,,,,,,,,,,9324,15,,,1556,17,,,5,10,,,73,36,,,,,1764,13,,,,,,,,,,,,,,,,,,,,,,,179,13,,,,,358,4,,,,,128,17,,,,,,,,,,,,,,,,,411,40,161,46,,,,,,,,,,,,,,,,,,,,,6,7,,,,,,,,,41,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566,21,,,54,23,,,,,,,,,,,,,,,,,,,,,214,31,,,,,210,27,,,,,,,658,25,,,,,,,,,,,,,,,,,389,2,,,,,,,,,2,4,,,,,,,251,11,,,,,,,,,,,,,30,11,,,,,,,43,23,,,,,38,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,39
17,18,18011,18762,11,4,,,,,,,,,80,17,,,,,,,,,,,,,,,,,,,,,,,13,4,,,,,,,58,3,,,,,,,,,22,28,,,,,,,120,25,,,,,,,541,67,,,,,,,,,,,11006,11,8,12,2078,11,13,14,11,7,,,24,63,,,,,669,41,,,,,,,,,,,,,,,,,,,,,,,160,15,48,4,,,10,16,,,,,33,36,,,,,,,34,13,,,,,,,,,191,66,760,16,,,,,,,,,8,4,,,44,20,,,,,,,,,8,4,,,7,5,,,,,,,7,2,,,,,,,43,4,,,,,25,8,,,,,,,,,,,,,124,55,5,12,9,43,,,,,,,,,,,,,,,,,,,,,347,27,,,,,538,13,,,,,,,810,21,,,,,,,,,,,,,,,,,10,8,13,3,52,14,,,,,,,,,,,,,116,27,,,,,17,5,,,,,,,,,,,,,,,72,16,,,,,53,18,,,6,2,,,,,116,11,,,,,,,,,,,5,10,,,,,,,,,,,437,21
18,19,2136,18569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,5,,,,,,,,,,,,,,,,,,,,,,,490,4,,,,,,,3400,7,,,,,,,,,,,6449,23,6,18,309,45,,,,,1335,4,,,,,,,481,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217,6,,,,,404,4,9,7,,,,,,,,,,,,,,,552,31,,,,,,,,,,,,,,,22,40,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3,,,,,,,,,,,,,,,,,,,,,1340,7,,,,,,,,,,,,,,,,,,,,,,,,,1928,4,,,,,,,,,,,,,59,86,,,,,,,,,,,,,,,,,30,5,,,337,2,,,,,8,3,248,4,5,3,,,327,7,,,,,,,,,,,,,,,,,,,,,249,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,56
19,20,29351,17006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3,,,,,,,,,,,,,,,,,,,,,,,,,174,20,,,,,,,2345,14,,,,,,,,,,,3015,51,,,210,58,98,3,,,,,87,33,,,,,360,66,,,,,,,,,,,,,,,,,,,,,,,276,8,,,,,,,,,,,50,29,32,5,,,,,,,,,,,,,,,,,100,59,,,,,,,,,,,,,12,61,,,,,,,,,,,,,,,,,157,2,93,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,39,,,,,,,,,,,,,,,,,,,,,,,,,878,12,,,,,,,,,,,,,7686,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,55,,,,,,,,,,,,,,,,,,,,,,,,,,,668,2,,,,,,,,,430,5,,,,,,,,,,,,,,,,,,,,,,,80,60
20,21,27443,16009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,32,,,,,,,71,27,,,9,5,47,22,946,46,,,,,,,56,11,,,808,123,6,21,548,36,15,12,,,,,114,28,,,,,622,44,,,,,,,,,,,,,,,,,,,,,,,55,34,,,,,80,11,,,,,,,,,,,,,,,,,,,,,,,500,33,2069,5,,,,,,,,,,,,,257,3,,,,,,,,,,,,,,,,,,,22,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,37,,,,,,,,,,,,,,,,,,,,,,,,,409,24,,,,,219,26,,,,,,,5569,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,4,,,,,,,,,,,,,50,20,,,,,,,,,274,9,,,,,,,,,,,,,,,,,,,,,,,2683,4
21,22,25821,15857,,,,,,,,,,,301,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3040,9,,,,,,,,,,,1541,79,5,24,1289,21,,,,,,,,,,,,,4609,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2734,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1342,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312,8,,,,,,,,,,,,,,,,,,,,,,,494,19
22,23,3886,15021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,4,,,,,,,,,,,,,,,28,26,,,,,,,303,12,,,,,55,17,3422,6,,,,,,,,,,,3106,49,3,44,609,31,14,13,7,9,159,9,259,12,,,,,809,38,,,,,5,4,,,,,,,,,,,,,,,,,33,44,,,,,,,,,,,699,2,,,,,,,,,,,,,,,,,1387,11,214,37,,,,,,,,,,,,,34,27,,,,,,,,,10,3,,,5,13,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,49,3,16,102,12,,,,,,,,,,,,,,,,,,,,,518,19,,,,,1021,6,,,,,310,4,209,46,,,,,,,,,,,,,,,,,,,,,143,5,24,12,,,,,578,3,,,,,99,31,,,,,,,,,,,,,,,,,,,,,243,8,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,54
