,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
10,11,2425,19192,,,,,,,,,,,66,12,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,,,,,,,42,15,,,,,,,168,14,,,,,173,8,1303,22,,,,,,,,,5062,20,10,10,1373,14,,,10,6,98,13,225,13,,,1089,16,,,,,,,,,,,,,,,,,,,,,147,12,,,,,,,,,,,147,16,,,,,,,,,,,,,,,1149,9,593,17,,,,,,,,,,,,,23,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351,18,,,,,,,,,,,,,,,,,,,,,,,,,1083,7,,,,,959,3,,,262,3,4159,4,,,,,,,,,,,,,,,,,,,,,67,10,,,,,,,,,,,,,194,13,,,,,3,8,,,,,,,,,,,,,,,,,,,241,4,,,,,,,,,23,16,,,,,,,,,,,,,,,,,,,,,,,166,29
11,12,29351,17846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,2,,,,,,,,,,,,,,,,,,,,,,,,,108,19,,,,,,,2579,10,,,,,,,,,2857,40,,,151,55,109,4,,,,,100,27,,,249,61,,,,,,,,,,,,,,,,,,,,,212,8,,,,,,,,,,,38,33,16,5,,,,,,,,,,,,,,,119,51,,,,,,,,,,,,,14,42,,,,,,,,,,,,,,,,,311,3,101,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,46,,,,,,,,,,,,,,,,,,,,,,,,,712,9,,,,,,,,,,,8915,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,38,,,,,,,,,,,,,,,,,,,,,,,,,667,1,,,,,,,,,315,5,,,,,,,,,,,,,,,,,,,,,,,77,45
12,13,2243,17558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,10,,,,,,,,,,,,,,,12,43,,,,,,,,,,,,,,,4117,5,,,,,,,,,5854,17,,,,,,,,,,,,,,,1688,8,,,,,,,,,,,,,,,,,,,,,,,,,,,137,8,,,,,137,18,,,,,,,,,,,,,,,538,20,183,39,,,,,,,,,,,,,13,43,,,,,,,,,,,,,,,,,72,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1277,3,,,,,,,,,,,,,,,,,,,,,,,,,1137,5,,,,,548,9,,,29,10,937,16,,,,,,,,,,,8,4,,,,,,,,,,,86,5,,,,,639,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,35
13,14,13,16819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,10,,,,,,,138,17,,,6,7,68,21,1520,17,,,,,21,12,,,7617,13,6,24,1415,13,,,6,10,,,,,8,2,694,25,,,,,,,,,,,2,4,,,,,,,,,832,3,,,,,,,,,,,158,14,,,,,,,,,,,,,,,387,28,1087,11,,,,,,,,,,,,,86,12,,,,,,,,,,,,,,,,,,,19,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618,12,10,8,44,23,,,,,,,,,,,,,,,,,,,,,225,26,,,,,244,19,,,42,9,791,17,,,,,,,,,,,,,,,,,,,,,41,11,46,8,,,,,67,7,,,,,164,16,,,,,,,,,,,,,,,,,,,38,18,,,,,,,,,,,,,,,14,19,,,,,,,,,,,,,,,,,,,,,,,352,22
14,15,1294,16235,,,,,,,,,,,31,14,,,,,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,7,,,,,,,,,,,,,89,17,1328,20,,,,,,,,,7473,14,7,19,930,20,,,,,71,14,216,14,,,2557,5,,,,,,,,,,,,,5,7,,,,,,,183,10,,,,,,,,,,,150,15,,,,,35,13,,,,,6,4,,,1219,7,,,,,,,,,,,,,,,26,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,,,,,,,,,,,,,498,13,,,39,26,,,,,,,4,7,,,,,,,,,,,,,65,43,,,,,,,,,,,722,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,10,,,,,,,,,,,,,21,13,,,,,44,14,,,,,17,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,25
15,16,50381,16208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,27,973,30,,,,,,,,,12920,6,,,336,40,,,,,129,10,194,20,,,330,48,,,,,,,,,,,,,,,,,,,,,130,14,,,,,,,,,,,,,,,,,,,,,,,,,,,637,16,23,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,17,181,15761,6,5,,,,,,,,,80,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,22,,,,,,,,,,,,,150,11,1748,15,,,,,,,,,7902,11,,,1694,9,,,9,7,,,97,28,,,955,19,,,,,,,,,,,,,,,,,,,,,131,13,,,,,233,4,,,,,74,24,,,,,,,,,,,,,,,284,38,264,32,,,,,,,,,,,,,,,,,,,,,8,5,,,,,,,,,41,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442,16,,,70,12,,,,,,,,,,,,,,,,,,,,,294,23,,,,,154,25,,,,,515,24,,,,,,,,,,,,,,,,,125,2,,,,,,,,,4,3,,,,,,,230,9,,,,,,,,,,,,,16,14,,,,,26,22,,,,,29,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,30
17,18,25821,15401,,,,,,,,,,,237,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3019,8,,,,,,,,,1014,93,14,4,1515,12,,,,,,,,,,,3420,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3544,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183,6,,,,,,,,,,,,,,,,,,,,,,,1108,6
18,19,811,14605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,12,,,,,,,27,35,,,,,,,1426,18,,,,,,,,,4526,21,5,29,1949,7,,,,,,,166,22,,,1362,11,,,,,,,,,,,,,9,3,,,,,,,566,5,,,,,,,,,,,121,20,,,,,,,,,,,,,,,90,80,405,24,,,,,,,,,,,,,267,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1033,6,,,20,32,,,,,,,,,,,,,,,,,,,,,512,14,,,,,661,7,,,127,6,355,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,930,8
19,20,2136,12820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258,4,,,,,,,,,,,,,,,,,,,,,,,345,5,,,,,,,2987,9,,,,,,,,,4014,28,13,5,227,45,,,,,811,4,,,,,359,42,,,,,,,,,,,,,,,,,,,,,,,,,,,139,7,,,,,242,7,,,,,,,,,,,,,,,436,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3,,,,,,,,,,,,,,,,,,,,,1250,5,,,,,,,,,,,,,,,,,,,,,,,,,980,8,,,,,,,,,,,107,60,,,,,,,,,,,,,,,,,19,7,,,132,2,,,,,3,4,,,6,3,,,354,7,,,,,,,,,,,,,,,,,,,67,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,55
20,21,3886,12007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258,5,,,,,,,,,,,,,,,31,18,,,,,,,234,10,,,,,115,14,3899,6,,,,,,,,,1815,61,8,15,382,32,23,13,,,123,11,216,15,,,496,34,,,,,9,3,,,,,,,,,,,,,,,51,27,,,,,,,,,,,614,2,,,,,,,,,,,,,,,803,11,103,52,,,,,,,,,,,,,13,44,,,,,,,,,12,2,,,,,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,43,14,4,154,7,,,,,,,,,,,,,,,,,,,,,225,27,,,,,943,4,,,298,2,273,33,,,,,,,,,,,,,,,,,,,,,80,8,22,13,,,,,421,2,,,,,104,21,,,,,,,,,,,,,,,,,,,56,11,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,44
21,22,27443,11344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,28,,,,,,,59,25,,,14,3,68,22,709,40,,,,,,,,,578,132,12,7,632,26,37,9,,,,,115,24,,,524,31,,,,,,,,,,,,,,,,,,,,,31,39,,,,,53,13,,,,,,,,,,,,,,,,,,,,,388,27,2523,5,,,,,,,,,,,,,408,3,,,,,,,,,,,,,,,,,,,36,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,30,,,,,,,,,,,,,,,,,,,,,,,,,256,24,,,,,170,23,,,,,780,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,9,,,,,,,,,,,42,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3621,1
22,23,5072,10163,,,,,,,,,,,8,22,,,,,,,,,,,,,,,,,,,41,11,,,,,120,2,,,,,,,,,8,57,,,,,,,,,,,,,173,9,560,50,,,,,,,,,6253,15,11,8,110,63,,,,,,,,,,,342,46,,,,,,,,,,,,,,,43,2,,,,,,,920,2,,,,,,,,,,,,,,,121,10,,,,,,,,,98,77,547,20,,,,,,,,,,,,,51,16,,,,,,,,,,,,,,,,,,,,,,,,,11,1,,,39,2,,,120,2,17,8,,,,,,,,,,,,,69,61,8,12,140,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,59,,,,,,,,,,,,,,,,,,,13,2,,,,,,,,,,,,,,,36,42,,,,,126,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,52
23,24,822,9239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,16,,,,,,,,,,,,,,,20,26,,,,,,,152,15,,,3,10,25,35,1097,26,,,,,31,10,,,3397,30,5,30,688,23,,,,,,,196,18,,,612,27,,,,,,,,,,,,,,,,,,,,,37,34,,,,,,,,,,,180,10,,,,,,,,,,,,,,,516,21,267,31,,,,,,,,,,,,,64,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332,20,9,9,47,21,,,,,,,,,,,,,,,,,,,,,335,19,,,,,125,31,,,,,574,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,19,,,,,,,,,,,,,,,,,,,,,,,,,4,48,,,,,,,,,8,24,,,,,,,,,,,,,,,,,,,,,,,353,21
24,25,2952,9014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,14,,,,,,,,,,,,,118,13,1000,28,,,,,,,,,4067,26,8,14,894,21,,,7,9,,,201,16,,,985,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,15,,,,,,,8,9,713,15,33,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326,22,,,66,13,,,,,,,,,,,,,,,,,,,,,,,,,,,111,33,,,,,137,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
