,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
10,11,2243,19417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,13,,,,,,,,,,,,,,,4,66,,,,,,,,,,,,,,,5410,2,,,,,,,,,5519,19,,,,,,,,,,,,,,,1672,7,,,,,,,,,,,,,,,,,,,,,,,,,176,8,,,,,182,10,,,,,,,,,,,,,,,615,18,172,39,,,,,,,,,,,,,16,39,,,,,,,,,,,,,,,41,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,898,7,,,,,,,,,,,,,,,,,,,,,,,,,1173,4,,,,,1322,3,,,33,10,977,18,,,,,,,5,6,,,,,,,,,,,92,5,,,,,994,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,40
11,12,13,17580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,16,,,,,,,184,10,,,3,9,43,21,1196,22,,,,,24,10,,,8414,10,8,12,1914,11,,,7,9,,,,,8,2,910,18,,,,,,,,,,,,,,,,,,,606,3,,,,,,,,,,,192,8,,,,,,,,,,,,,,,385,27,1204,13,,,,,,,,,,,,,114,9,,,,,,,,,,,,,,,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,135,9,8,52,18,,,,,,,,,,,,,,,,,,,,,275,24,,,,,326,14,,,66,9,979,17,,,,,,,,,,,,,,,,,21,16,57,8,,,,,82,6,,,,,129,18,,,,,,,,,,,,,,,,,,,27,19,,,,,,,,,,,,,,,15,14,,,,,,,,,,,,,,,,,,,,,,,297,19
12,13,320,17571,,,,,,,,,,,184,7,,,,,10,5,,,,,,,,,7,1,,,95,9,,,,,,,,,12,3,,,,,42,9,,,,,,,96,19,,,9,4,50,17,1279,19,,,,,176,6,,,6882,16,20,2,1409,15,30,7,,,64,13,193,10,,,1236,11,,,,,,,4,4,,,5,2,,,8,4,,,67,22,50,4,,,,,,,,,330,5,,,,,340,4,,,,,,,6,8,302,32,304,28,,,,,12,3,,,,,18,2,69,12,,,,,,,9,4,,,,,,,35,9,,,,,,,,,,,20,2,,,,,97,3,,,,,,,,,,,,,939,6,10,7,54,16,,,,,,,9,3,,,,,,,,,,,,,761,7,,,,,265,18,,,112,8,1219,14,,,,,,,,,9,2,,,,,,,91,4,114,3,,,,,,,,,,,74,25,,,,,25,3,,,8,4,,,25,12,,,,,38,10,,,14,1,39,15,,,,,,,,,22,12,,,,,,,,,,,,,,,,,,,,,,,273,21
13,14,1294,17303,,,,,,,,,,,55,12,,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,25,,,,,,,,,,,,,47,19,2010,14,,,,,,,,,7294,15,4,31,871,21,,,,,,,112,22,,,3308,4,,,,,,,,,,,,,5,4,,,,,170,9,,,,,,,,,,,139,17,,,,,34,13,,,,,7,4,,,1150,6,,,,,,,,,,,,,,,49,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,9,,,,,,,,,,,,,464,15,,,32,25,,,,,,,3,6,,,,,,,,,,,,,72,38,,,,,,,,,,,1026,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,13,,,,,,,,,,,,,,,,,,,30,15,,,,,11,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213,23
14,15,25821,15475,,,,,,,,,,,374,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2926,8,,,,,,,,,1150,79,10,10,1429,14,,,,,,,,,,,3932,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2926,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1046,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611,5
15,16,2425,15386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,,,,,,,39,11,,,,,,,66,21,,,,,97,10,1175,23,,,,,,,,,4261,23,7,17,1032,19,,,13,7,84,12,212,9,,,1067,14,,,,,,,,,,,,,,,,,,,126,10,,,,,,,,,,,170,13,,,,,,,,,,,,,,,786,14,622,16,,,,,,,,,,,,,22,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258,20,,,,,,,,,,,,,,,,,,,,,,,,,593,12,,,,,526,10,,,241,3,3372,6,,,,,,,,,,,,,,,,,56,10,,,,,,,,,,,,,169,15,,,,,7,8,,,,,,,,,,,,,,,,,,,145,6,,,,,,,,,26,11,,,,,,,,,,,,,,,,,,,,,,,203,24
16,17,181,15360,12,4,,,,,,,,,164,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,21,,,,,,,,,,,,,133,8,1690,15,,,,,,,,,7533,14,,,1616,12,,,13,5,,,98,24,,,894,19,,,,,,,,,,,,,,,,,,,119,15,,,,,300,4,,,,,110,19,,,,,,,,,,,,,,,246,38,137,44,,,,,,,,,,,,,,,,,,,,,4,8,,,,,,,29,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,17,,,57,15,,,,,,,,,,,,,,,,,,,,,351,19,,,,,127,28,,,,,683,22,,,,,,,,,,,,,330,2,,,,,,,,,4,2,,,,,,,182,11,,,,,,,,,,,,,19,14,,,,,23,22,,,,,24,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,41
17,18,50381,13496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,22,,,,,,,,,,,10979,5,,,679,23,,,,,19,19,142,13,,,351,40,,,,,,,,,,,,,,,,,,,126,11,,,,,,,,,,,,,,,,,,,,,,,,,,,671,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,19,27443,12948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,32,,,,,,,36,30,,,4,8,25,29,625,43,,,,,,,,,538,135,8,15,435,28,13,13,,,,,71,28,,,376,38,,,,,,,,,,,,,,,,,,,,,,,,,45,13,,,,,,,,,,,,,,,,,,,,,374,28,3779,3,,,,,,,,,,,,,2129,1,,,,,,,,,,,,,,,,,32,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,35,,,,,,,,,,,,,,,,,,,,,,,,,296,22,,,,,378,12,,,,,647,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,6,,,,,,,,,,,34,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2809,2
19,20,811,12458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,6,,,,,,,13,49,,,,,,,1218,20,,,,,,,,,3694,28,5,23,2112,8,,,,,,,91,25,,,1230,12,,,,,,,,,,,,,4,6,,,,,499,4,,,,,,,,,,,163,14,,,,,,,,,,,,,,,79,76,298,29,,,,,,,,,,,,,246,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,996,4,,,17,31,,,,,,,,,,,,,,,,,,,,,361,18,,,,,902,5,,,156,5,321,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,21,2136,11970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191,7,,,,,,,,,,,,,,,,,,,,,,,382,5,,,,,,,2638,9,,,,,,,,,3594,30,10,9,232,42,,,,,921,4,,,,,331,44,,,,,,,,,,,,,,,,,,,,,,,,,140,9,,,,,175,11,,,,,,,,,,,,,,,461,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3,,,,,,,,,,,,,,,,,,,,,982,5,,,,,,,,,,,,,,,,,,,,,,,,,1172,5,,,,,,,,,,,126,55,,,,,,,,,,,,,10,7,,,133,3,,,,,4,3,,,5,4,,,357,7,,,,,,,,,,,,,,,,,,,38,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,59
21,22,5072,11332,,,,,,,,,,,6,20,,,,,,,,,,,,,,,,,,,15,17,,,,,126,2,,,,,,,,,24,18,,,,,,,,,,,,,210,6,556,44,,,,,,,,,7901,13,9,11,87,68,,,,,,,,,,,291,50,,,,,,,,,,,,,,,21,3,,,,,763,2,,,,,,,,,,,,,,,107,10,,,,,,,,,102,68,293,31,,,,,,,,,,,,,16,41,,,,,,,,,,,,,,,,,,,,,,,16,1,,,10,6,,,343,2,,,,,,,,,,,,,,,33,70,4,16,87,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,58,,,,,,,,,,,,,,,12,2,,,,,,,,,,,,,,,26,46,,,,,99,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,60
22,23,3886,10026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343,4,,,,,,,,,,,,,,,9,41,,,,,,,166,12,,,,,123,9,3932,4,,,,,,,,,30,819,4,34,418,30,11,15,,,128,10,133,17,,,435,35,,,,,7,4,,,,,,,,,,,,,22,38,,,,,,,,,,,999,2,,,,,,,,,,,,,,,911,8,107,51,,,,,,,,,,,,,13,48,,,,,,,,,8,2,,,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,39,7,11,101,8,,,,,,,,,,,,,,,,,,,,,369,17,,,,,628,8,,,446,2,252,40,,,,,,,,,,,,,,,,,77,6,12,14,,,,,1,13,,,,,85,23,,,,,,,,,,,,,,,,,,,42,9,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,43
23,24,822,9161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,15,,,,,,,,,,,,,,,22,19,,,,,,,116,17,,,6,5,25,28,1169,24,,,,,22,11,,,3443,31,8,13,454,27,,,,,,,180,11,,,480,33,,,,,,,,,,,,,,,,,,,41,30,,,,,,,,,,,148,16,,,,,,,,,,,,,,,513,20,273,32,,,,,,,,,,,,,63,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323,18,6,13,38,23,,,,,,,,,,,,,,,,,,,,,432,16,,,,,76,32,,,,,760,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,17,,,,,,,,,,,,,,,,,,,,,,,,,5,41,,,,,,,,,11,15,,,,,,,,,,,,,,,,,,,,,,,389,16
24,25,2392,8964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,30,,,,,,,103,18,,,,,,,933,31,,,,,15,12,,,4848,21,,,291,36,,,3,12,180,8,41,33,,,837,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,32,,,,,,,,,,,,,,,389,25,453,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252,21,,,58,13,,,,,,,,,,,,,,,,,,,,,233,26,,,,,94,30,,,,,,,,,,,,,,,,,,,,,,,14,19,,,,,,,12,10,,,,,73,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,38
25,26,1258,8808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,34,,,,,,,693,39,,,,,,,,,8029,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
